Team,,Record,,Rat,,Pwr,,Off,,Def,,HFA,SoS,
Wayne St NE,Northern Sun,6-5,0.545,60,2.75,62,10.48,78,31.21,53,6.41,2.52,58,10.07
Henderson St,Great American,6-5,0.545,61,2.73,59,11.14,79,31.10,45,7.19,2.30,67,9.33
Augustana SD,Northern Sun,4-7,0.364,62,2.69,52,12.52,65,32.60,46,7.06,2.44,35,13.17
Catawba,South Atlantic,9-2,0.818,63,2.66,69,8.93,92,29.54,52,6.53,2.51,135,0.81
McKendree,Great Lakes Val,7-4,0.636,64,2.66,67,9.86,84,30.70,55,6.30,2.54,112,3.28
St Cloud,Northern Sun,6-5,0.545,65,2.64,61,10.62,83,30.70,47,7.06,2.43,81,6.83
SE Oklahoma,Great American,7-4,0.636,66,2.64,78,7.86,74,31.41,83,3.58,2.41,68,9.18
Notre Dame OH,Mountain East,8-3,0.727,67,2.55,73,8.25,76,31.33,73,4.06,2.48,109,3.65
Edinboro,Penn St AC,7-4,0.636,68,2.55,68,9.10,53,33.84,90,2.41,2.53,126,1.68
Bowie St,Central IAA,9-2,0.818,69,2.53,66,10.01,27,38.69,127,-1.54,2.64,164,-8.63
Northern St SD,Northern Sun,6-5,0.545,70,2.52,83,7.26,85,30.51,75,3.89,2.39,64,9.59
Missouri S&T,Great Lakes Val,7-4,0.636,71,2.51,70,8.65,50,34.64,104,1.16,2.52,115,2.82
North Greenville,NCAA II Ind,4-6,0.400,72,2.51,64,10.15,55,33.61,81,3.69,2.41,53,10.55
Virginia St,Central IAA,10-1,0.909,73,2.48,88,5.38,71,32.21,109,0.31,2.40,156,-6.43
Chadron St,Rocky Mtn AC,6-5,0.545,74,2.46,75,8.03,86,30.42,69,4.75,2.51,86,6.42
Gannon,Penn St AC,5-6,0.455,75,2.44,63,10.44,40,36.89,106,0.69,2.50,87,6.40
Fairmont St,Mountain East,8-3,0.727,76,2.43,76,8.00,109,26.40,36,8.74,2.54,132,1.21
W Oregon,Great Northwest,3-8,0.273,77,2.41,77,7.92,70,32.37,88,2.69,2.31,26,14.58
Wingate,South Atlantic,9-2,0.818,78,2.39,90,4.63,98,28.32,84,3.45,2.49,137,0.69
NW Oklahoma St,Great American,5-6,0.455,79,2.36,82,7.33,60,33.10,103,1.38,2.51,69,9.12
Moorhead St,Northern Sun,5-6,0.455,80,2.36,81,7.65,80,31.08,80,3.72,2.40,76,7.54
SW Baptist,Great Lakes Val,5-5,0.500,81,2.36,74,8.10,63,32.95,92,2.29,2.65,113,3.25
TX A&M K'ville,Lone Star,4-7,0.364,82,2.36,72,8.44,68,32.46,87,3.12,2.46,61,9.68
Carson-Newman,South Atlantic,8-3,0.727,83,2.36,79,7.82,75,31.34,82,3.62,2.60,148,-1.82
Ark Monticello,Great American,5-6,0.455,84,2.33,86,6.52,49,34.90,123,-1.24,2.57,63,9.65
Utah Tech,Rocky Mtn AC,5-6,0.455,85,2.32,80,7.74,88,29.99,68,4.90,2.54,84,6.60
Truman St,Great Lakes Val,5-6,0.455,86,2.29,85,6.68,108,26.46,44,7.36,2.45,75,8.15
Mercyhurst,Penn St AC,5-6,0.455,87,2.28,87,6.39,106,26.80,49,6.73,2.44,79,7.27
N Michigan,Great Lakes IAC,1-9,0.100,88,2.26,71,8.53,82,30.77,67,4.90,2.45,14,19.34
W New Mexico,Lone Star,4-7,0.364,89,2.15,93,4.34,89,29.98,100,1.50,2.46,36,12.71
NE Oklahoma,Mid America IAA,1-10,0.091,90,2.13,89,4.74,66,32.57,116,-0.69,2.30,2,24.46
Newberry,South Atlantic,5-6,0.455,91,2.07,84,7.16,96,28.49,59,5.81,2.48,136,0.74
Bloomsburg,Penn St AC,7-4,0.636,92,2.07,99,3.14,107,26.49,78,3.79,2.43,140,-0.07
W Texas A&M,Lone Star,3-8,0.273,93,2.06,92,4.56,122,25.16,51,6.54,2.51,38,12.40
S Dakota Tech,Rocky Mtn AC,5-6,0.455,94,2.05,91,4.61,62,33.01,124,-1.25,2.52,103,4.50
Tuskegee,Southern IAC,9-2,0.818,95,2.02,101,1.41,126,24.75,77,3.80,2.61,151,-3.84
Albany GA,Southern IAC,6-4,0.600,96,2.00,96,4.03,105,27.20,74,3.98,2.48,142,-0.80
Bentley,Northeast-10,6-4,0.600,97,1.99,98,3.19,99,28.28,95,2.05,2.59,130,1.42
Concordia SP,Northern Sun,2-9,0.182,98,1.97,94,4.23,101,27.98,85,3.39,2.45,32,13.91
SW Minnesota,Northern Sun,2-9,0.182,99,1.97,97,3.65,91,29.67,105,1.12,2.34,27,14.46
Ft Lewis,Rocky Mtn AC,5-6,0.455,100,1.92,100,2.36,123,25.13,72,4.37,2.49,96,5.61
MO Southern,Mid America IAA,0-11,0.000,101,1.82,95,4.18,69,32.41,122,-1.09,2.43,1,24.86
Southern Nazarene,Great American,4-7,0.364,102,1.81,114,-0.78,118,25.67,107,0.69,2.31,60,9.96
WV State,Mountain East,6-5,0.545,103,1.80,102,1.24,51,34.15,150,-5.76,2.48,129,1.42
SW Oklahoma,Great American,3-8,0.273,104,1.76,108,0.72,110,26.37,101,1.50,2.41,55,10.25
New Haven,Northeast-10,6-4,0.600,105,1.74,107,0.72,119,25.57,91,2.29,2.35,144,-1.02
S Connecticut,Northeast-10,5-5,0.500,106,1.73,106,0.76,103,27.34,108,0.57,2.46,127,1.59
WV Wesleyan,Mountain East,5-6,0.455,107,1.71,113,-0.45,141,22.85,76,3.84,2.40,101,4.80
Tusculum,South Atlantic,5-5,0.500,108,1.70,111,-0.35,125,24.82,96,1.97,2.45,124,1.75
Stonehill,Northeast-10,6-4,0.600,109,1.68,120,-1.67,95,28.49,135,-3.03,2.49,133,1.12
Davenport,Great Lakes IAC,1-10,0.091,110,1.66,104,1.05,137,23.53,71,4.66,2.44,17,16.91
Charleston WV,Mountain East,4-6,0.400,111,1.66,103,1.13,136,23.57,70,4.70,2.57,119,2.44
Black Hills St,Rocky Mtn AC,4-6,0.400,112,1.65,110,-0.16,93,29.26,131,-2.28,2.51,94,5.77
UVA-Wise,Mountain East,5-6,0.455,113,1.65,105,0.80,100,28.00,110,-0.06,2.48,139,0.10
East Central OK,Great American,2-9,0.182,114,1.60,109,0.41,94,29.01,126,-1.46,2.37,54,10.26
Minot St,Northern Sun,3-8,0.273,115,1.57,117,-1.12,133,23.73,93,2.29,2.41,74,8.33
Lenoir-Rhyne,South Atlantic,3-7,0.300,116,1.54,116,-0.92,134,23.68,89,2.54,2.38,99,4.97
Glenville St,Mountain East,4-7,0.364,117,1.53,112,-0.38,102,27.54,117,-0.78,2.46,123,2.02
Urbana,Mountain East,5-6,0.455,118,1.50,123,-2.71,117,25.88,125,-1.44,2.43,125,1.72
Walsh,Great Midwest,4-7,0.364,119,1.48,122,-2.09,115,26.03,120,-0.98,2.42,82,6.71
E Stroudsburg,Penn St AC,3-8,0.273,120,1.43,121,-1.71,114,26.12,115,-0.68,2.36,100,4.97
Adams St,Rocky Mtn AC,4-7,0.364,121,1.43,129,-4.22,64,32.78,160,-9.86,2.45,89,6.27
Miles,Southern IAC,6-4,0.600,122,1.40,127,-3.19,128,24.52,114,-0.57,2.48,149,-3.47
Virginia Union,Central IAA,6-4,0.600,123,1.39,128,-3.23,116,25.89,129,-1.98,2.57,155,-5.66
Merrimack,Northeast-10,4-6,0.400,124,1.39,124,-2.84,121,25.21,118,-0.92,2.54,114,3.03
Limestone,South Atlantic,4-6,0.400,125,1.38,132,-5.05,120,25.37,137,-3.27,2.41,106,3.84
West Liberty,Mountain East,3-8,0.273,126,1.38,119,-1.51,135,23.67,97,1.96,2.52,110,3.34
Clarion,Penn St AC,1-10,0.091,127,1.35,115,-0.82,127,24.56,98,1.76,2.44,47,10.88
Mississippi Col,Gulf South,1-9,0.100,128,1.35,118,-1.28,129,24.33,99,1.53,2.38,34,13.34
Mars Hill,South Atlantic,3-7,0.300,129,1.28,126,-3.18,97,28.46,143,-4.50,2.46,107,3.78
OK Baptist,Great American,2-9,0.182,130,1.28,131,-4.92,104,27.24,146,-5.02,2.41,48,10.77
Millersville,Penn St AC,4-7,0.364,131,1.16,134,-5.48,138,23.37,128,-1.71,2.58,138,0.41
W Salem St,Central IAA,6-4,0.600,132,1.14,130,-4.81,142,22.67,113,-0.34,2.40,167,-10.88
Wm Jewell,Great Lakes Val,2-9,0.182,133,1.11,133,-5.07,113,26.22,141,-4.15,2.35,73,8.47
Fort Valley St,Southern IAC,5-5,0.500,134,1.08,136,-5.69,143,22.38,119,-0.92,2.54,150,-3.60
NC Pembroke,NCAA II Ind,2-8,0.200,135,1.05,125,-3.10,111,26.27,130,-2.22,2.36,141,-0.08
Lock Haven,Penn St AC,2-9,0.182,136,1.04,135,-5.60,131,24.26,133,-2.73,2.48,98,5.01
American Intl,Northeast-10,2-8,0.200,137,0.93,137,-5.92,156,19.77,102,1.45,2.39,117,2.58
Benedict,Southern IAC,7-2,0.778,138,0.89,149,-10.99,161,17.19,121,-1.04,2.48,168,-11.65
Permian Basin,Lone Star,2-9,0.182,139,0.85,143,-8.85,124,25.08,155,-6.79,2.25,66,9.42
Concord,Mountain East,2-9,0.182,140,0.84,142,-8.68,149,21.42,134,-2.96,2.45,116,2.66
Western St CO,Rocky Mtn AC,1-10,0.091,141,0.82,138,-6.62,152,20.72,112,-0.20,2.33,77,7.42
Chowan,Central IAA,4-6,0.400,142,0.81,140,-7.49,144,22.32,132,-2.67,2.48,154,-4.88
Ald-Broaddus,Great Midwest,3-8,0.273,143,0.79,139,-6.78,112,26.24,153,-5.87,2.50,147,-1.61
Fayetteville St,Central IAA,6-5,0.545,144,0.78,147,-10.39,132,23.73,157,-6.98,2.44,159,-7.32
Clark Atlanta,Southern IAC,4-6,0.400,145,0.75,145,-9.32,146,21.92,140,-4.10,2.55,152,-4.62
Pace,Northeast-10,3-7,0.300,146,0.64,154,-12.33,154,20.08,148,-5.27,2.56,131,1.28
Mary ND,Northern Sun,1-10,0.091,147,0.63,146,-9.90,139,23.33,154,-6.09,2.48,44,11.11
Seton Hill,Penn St AC,0-11,0.000,148,0.60,141,-7.86,87,30.11,164,-10.83,2.19,65,9.46
Shorter,Gulf South,0-11,0.000,149,0.55,144,-8.97,140,23.15,145,-4.98,2.29,31,13.95
Quincy,Great Lakes Val,3-8,0.273,150,0.54,152,-11.93,150,21.06,152,-5.85,2.54,120,2.41
Morehouse,Southern IAC,4-6,0.400,151,0.52,150,-11.30,158,19.52,139,-3.68,2.60,161,-7.94
Lake Erie,Great Midwest,2-8,0.200,152,0.43,153,-12.20,157,19.74,144,-4.80,2.20,102,4.55
Kentucky St,Southern IAC,3-8,0.273,153,0.42,151,-11.57,160,18.60,136,-3.03,2.49,153,-4.73
St Anselm,Northeast-10,1-9,0.100,154,0.39,155,-12.55,155,20.06,149,-5.47,2.39,105,4.00
St Augustine's,Central IAA,5-5,0.500,155,0.38,158,-14.51,159,19.45,156,-6.81,2.43,163,-8.46
NM Highlands,Rocky Mtn AC,2-9,0.182,156,0.33,157,-14.15,130,24.31,165,-11.31,2.52,122,2.02
Malone,Great Midwest,1-9,0.100,157,0.29,148,-10.57,151,21.04,142,-4.46,2.34,134,0.85
Eliz. City St,Central IAA,4-6,0.400,158,0.12,162,-16.76,153,20.39,161,-10.02,2.29,166,-9.97
Simon Fraser,Great Northwest,0-10,0.000,159,0.09,156,-13.83,147,21.74,159,-8.43,2.24,25,14.76
MN Crookston,Northern Sun,0-11,0.000,160,0.01,159,-15.07,145,22.17,163,-10.09,2.27,41,11.71
Shaw NC,Central IAA,3-7,0.300,161,-0.00,161,-16.56,163,16.35,151,-5.76,2.50,158,-6.82
JC Smith,Central IAA,2-8,0.200,162,-0.07,160,-15.95,169,14.50,138,-3.31,2.37,157,-6.81
KY Wesleyan,Great Midwest,2-8,0.200,163,-0.19,164,-19.43,148,21.73,167,-14.02,2.42,121,2.29
Lincoln MO,Great Lakes Val,1-9,0.100,164,-0.23,163,-17.30,165,14.93,147,-5.09,2.42,146,-1.51
Lane,Southern IAC,2-8,0.200,165,-0.46,165,-19.75,168,14.55,158,-7.15,2.41,169,-13.48
Central St OH,Southern IAC,1-9,0.100,166,-0.48,166,-20.07,162,17.16,162,-10.09,2.46,165,-9.07
Livingstone,Central IAA,0-10,0.000,167,-0.99,167,-23.75,167,14.76,166,-11.37,2.42,160,-7.66
Cheyney St,Penn St AC,1-10,0.091,168,-1.28,168,-29.78,164,15.28,168,-17.92,2.28,111,3.29
Lincoln PA,Central IAA,0-10,0.000,169,-2.10,169,-36.88,166,14.92,169,-24.66,2.37,162,-8.02
