Team,,Record,,Rat,,Pwr,,Off,,Def,,HFA,SoS,
Tarleton St,Lone Star,6-4,0.600,37,3.47,39,12.54,26,36.34,68,3.05,2.76,31,9.04
Chadron St,Rocky Mtn AC,9-3,0.750,38,3.46,49,10.71,36,33.59,57,3.97,2.97,74,4.68
New Haven,Northeast-10,10-1,0.909,39,3.46,44,11.82,54,31.89,32,6.77,3.09,144,-5.70
Carson-Newman,South Atlantic,9-3,0.750,40,3.45,41,12.17,19,37.38,79,1.64,2.96,71,5.03
TX A&M K'ville,Lone Star,6-6,0.500,41,3.45,40,12.34,46,32.61,33,6.58,2.85,13,11.59
Humboldt St,Great Northwest,7-4,0.636,42,3.43,34,13.16,35,33.72,36,6.29,2.91,62,6.26
W Oregon,Great Northwest,6-5,0.545,43,3.40,36,12.90,65,31.03,18,8.72,2.80,37,8.75
North Alabama,Gulf South,5-5,0.500,44,3.40,35,12.91,49,32.35,28,7.41,2.85,47,7.85
N Michigan,Great Lakes IAC,4-7,0.364,45,3.39,51,10.45,57,31.72,41,5.58,2.89,1,16.02
Shepherd,West Virginia IAC,8-3,0.727,46,3.36,43,11.95,51,32.26,34,6.54,2.95,103,1.36
MO Southern,Mid America IAA,6-5,0.545,47,3.36,47,11.18,67,30.86,29,7.17,2.81,32,9.00
Northwood MI,Great Lakes IAC,5-6,0.455,48,3.34,38,12.54,63,31.09,21,8.29,2.73,41,8.53
Bemidji St,Northern Sun,7-4,0.636,49,3.33,50,10.46,89,27.62,13,9.70,2.89,67,5.96
Augustana SD,Northern Sun,5-6,0.455,50,3.33,33,13.34,21,36.88,65,3.31,2.80,38,8.66
Wayne St NE,Northern Sun,6-5,0.545,51,3.32,46,11.72,69,30.60,24,7.97,2.84,50,7.63
Bloomsburg,Penn St AC,10-2,0.833,52,3.28,60,7.67,32,34.12,93,0.39,2.95,93,2.14
West Chester,Penn St AC,7-4,0.636,53,3.25,53,10.27,43,33.27,59,3.85,2.89,91,2.73
S Arkansas,Great American,8-3,0.727,54,3.22,54,9.90,38,33.48,66,3.26,2.88,118,-0.65
Kutztown,Penn St AC,7-4,0.636,55,3.19,48,11.07,14,38.17,100,-0.25,2.81,112,0.04
NE Oklahoma,Mid America IAA,4-6,0.400,56,3.13,59,7.82,70,30.59,56,4.08,2.87,3,14.75
Northern St SD,Northern Sun,6-5,0.545,57,3.10,56,9.02,53,32.07,60,3.79,2.80,66,6.04
Mercyhurst,Penn St AC,9-2,0.818,58,3.05,64,6.78,68,30.78,71,2.85,2.93,125,-2.21
Angelo St,Lone Star,5-6,0.455,59,3.03,58,8.12,64,31.07,58,3.89,2.82,36,8.77
NM Highlands,Rocky Mtn AC,8-3,0.727,60,3.02,62,6.87,41,33.39,95,0.33,2.96,97,1.78
Fort Hays St,Mid America IAA,5-6,0.455,61,2.99,65,6.70,77,29.44,55,4.10,2.75,21,10.36
Charleston WV,West Virginia IAC,9-2,0.818,62,2.97,69,5.78,92,27.23,43,5.39,2.94,131,-3.21
Mars Hill,South Atlantic,6-4,0.600,63,2.92,70,5.68,72,30.40,74,2.13,2.87,69,5.57
Concord,West Virginia IAC,7-4,0.636,64,2.90,68,5.89,117,24.03,19,8.71,2.94,86,3.33
NE Kearney,Mid America IAA,3-8,0.273,65,2.90,55,9.40,61,31.46,51,4.79,2.75,24,10.10
Slippery Rock,Penn St AC,6-5,0.545,66,2.89,63,6.85,47,32.58,82,1.11,2.92,82,3.60
Delta St,Gulf South,3-7,0.300,67,2.88,57,8.80,45,32.78,70,2.87,2.72,22,10.27
Ouachita,Great American,6-4,0.600,68,2.88,61,7.35,62,31.10,67,3.09,2.81,101,1.48
Azusa Pacific,Great Northwest,4-7,0.364,69,2.80,73,5.50,82,28.83,64,3.51,2.89,16,11.02
Glenville St,West Virginia IAC,6-5,0.545,70,2.80,72,5.52,84,28.24,54,4.14,2.94,76,4.36
Missouri S&T,Great Lakes Val,10-1,0.909,71,2.80,77,4.11,71,30.51,92,0.44,2.86,165,-11.13
Tuskegee,Southern IAC,10-2,0.833,72,2.78,79,3.85,111,24.77,39,5.93,2.95,139,-4.79
Adams St,Rocky Mtn AC,8-3,0.727,73,2.76,75,4.66,96,26.71,50,4.80,2.87,135,-3.85
Truman St,Mid America IAA,4-7,0.364,74,2.76,71,5.65,81,28.86,62,3.64,2.74,45,7.89
East Central OK,Great American,6-5,0.545,75,2.71,74,4.96,95,26.74,45,5.07,2.91,77,4.19
Simon Fraser,Great Northwest,5-6,0.455,76,2.69,81,3.23,40,33.44,125,-3.36,2.92,53,7.46
West Georgia,Gulf South,3-7,0.300,77,2.67,67,6.09,66,30.94,75,2.00,2.81,54,7.32
NC Pembroke,NCAA II Ind,6-4,0.600,78,2.60,80,3.48,86,27.98,73,2.35,2.77,106,1.16
Colorado Mines,Rocky Mtn AC,6-5,0.545,79,2.58,66,6.41,50,32.27,85,0.98,2.73,142,-5.31
SW Minnesota,Northern Sun,4-7,0.364,80,2.56,82,3.17,52,32.16,114,-2.15,2.83,30,9.09
Wingate,South Atlantic,6-5,0.545,81,2.55,76,4.30,60,31.53,102,-0.38,2.80,107,0.88
Edinboro,Penn St AC,4-6,0.400,82,2.51,78,3.98,87,27.81,69,3.01,2.76,79,3.94
Bentley,Northeast-10,8-2,0.800,83,2.44,89,0.86,121,23.32,53,4.38,2.91,153,-7.11
C Oklahoma,Mid America IAA,2-8,0.200,84,2.44,84,2.78,83,28.57,83,1.06,2.77,2,15.30
Mary ND,Northern Sun,4-7,0.364,85,2.41,86,1.86,78,29.42,105,-0.71,2.79,58,6.70
SW Baptist,Mid America IAA,3-8,0.273,86,2.39,88,1.52,103,25.68,72,2.69,2.83,39,8.65
Utah Tech,Great Northwest,3-8,0.273,87,2.39,93,0.01,79,29.38,121,-2.52,2.87,27,9.93
Miles,Southern IAC,8-3,0.727,88,2.38,91,0.24,100,26.06,84,1.02,2.95,140,-4.88
Newberry,South Atlantic,5-6,0.455,89,2.34,85,1.97,85,28.08,89,0.74,2.87,102,1.41
Fort Valley St,Southern IAC,8-4,0.667,90,2.33,95,-0.43,106,25.50,88,0.92,2.93,128,-2.56
Concordia SP,Northern Sun,2-9,0.182,91,2.31,83,2.97,76,29.62,96,0.20,2.74,28,9.67
American Intl,Northeast-10,7-3,0.700,92,2.30,99,-1.76,107,25.45,101,-0.36,2.81,127,-2.29
McMurry,NCAA II Ind,8-3,0.727,93,2.28,97,-1.41,75,29.68,131,-4.24,3.04,150,-6.53
Eliz. City St,Central IAA,8-4,0.667,94,2.26,96,-0.86,116,24.08,76,1.91,2.85,130,-3.14
SE Oklahoma,Great American,4-6,0.400,95,2.25,90,0.58,97,26.48,86,0.95,2.82,83,3.54
E Stroudsburg,Penn St AC,5-5,0.500,96,2.25,94,-0.22,48,32.45,141,-5.82,2.81,117,-0.50
Urbana,Great Lakes Val,7-4,0.636,97,2.21,87,1.74,91,27.38,81,1.21,2.86,158,-8.68
Arkansas Tech,Great American,5-6,0.455,98,2.12,98,-1.60,74,29.72,132,-4.47,2.80,104,1.31
North Greenville,South Atlantic,5-6,0.455,99,2.10,102,-2.14,122,23.26,80,1.44,2.83,94,2.06
West Liberty,West Virginia IAC,6-5,0.545,100,2.10,101,-2.05,129,22.89,77,1.90,2.85,122,-1.74
Shorter,Gulf South,6-5,0.545,101,2.08,116,-4.19,133,21.72,87,0.94,2.91,108,0.78
E New Mexico,Lone Star,3-7,0.300,102,2.07,103,-2.34,93,26.99,120,-2.49,2.76,40,8.56
Walsh,Great Lakes IAC,3-8,0.273,103,2.05,92,0.12,135,21.47,42,5.49,2.86,73,4.97
St Augustine's,Central IAA,6-4,0.600,104,2.00,112,-2.92,98,26.28,117,-2.35,2.91,133,-3.48
Lake Erie,Great Lakes IAC,3-8,0.273,105,1.98,106,-2.60,73,29.86,139,-5.62,2.67,55,7.03
SW Oklahoma,Great American,3-7,0.300,106,1.95,108,-2.69,112,24.60,104,-0.45,2.84,65,6.07
Catawba,South Atlantic,4-7,0.364,107,1.95,105,-2.55,118,23.95,94,0.35,2.77,111,0.43
Gannon,Penn St AC,3-8,0.273,108,1.94,100,-1.81,109,25.17,97,-0.13,2.86,84,3.50
CO Mesa,Rocky Mtn AC,4-7,0.364,109,1.94,115,-3.48,120,23.78,103,-0.41,2.77,85,3.47
Upper Iowa,Northern Sun,2-9,0.182,110,1.94,110,-2.78,80,29.21,136,-5.15,2.76,33,8.99
Merrimack,Northeast-10,6-4,0.600,111,1.85,107,-2.64,58,31.66,149,-7.46,2.92,160,-9.03
LIU Post,Penn St AC,3-7,0.300,112,1.83,104,-2.39,105,25.61,109,-1.15,2.79,109,0.65
TX A&M Commerce,Lone Star,1-9,0.100,113,1.83,111,-2.87,130,22.29,78,1.69,2.78,15,11.12
Clarion,Penn St AC,4-7,0.364,114,1.82,121,-5.87,132,21.96,107,-0.98,2.76,89,3.02
Incarnate Word,Lone Star,2-9,0.182,115,1.78,114,-3.15,125,23.10,91,0.60,2.78,44,8.31
W New Mexico,Rocky Mtn AC,4-7,0.364,116,1.77,118,-4.29,90,27.53,135,-4.97,2.70,110,0.63
Tusculum,South Atlantic,2-9,0.182,117,1.75,113,-3.11,88,27.70,129,-3.96,2.80,81,3.62
Tiffin,Great Lakes IAC,3-8,0.273,118,1.75,119,-4.59,119,23.84,110,-1.59,2.86,57,6.88
Fairmont St,West Virginia IAC,4-6,0.400,119,1.74,120,-4.76,99,26.28,130,-4.20,2.90,121,-1.38
Minot St,Northern Sun,3-8,0.273,120,1.73,126,-6.87,140,20.72,106,-0.74,2.81,52,7.55
Albany GA,Southern IAC,6-4,0.600,121,1.71,124,-6.39,141,20.69,98,-0.23,2.86,154,-7.25
WV Wesleyan,West Virginia IAC,3-8,0.273,122,1.68,109,-2.78,102,25.91,112,-1.84,2.89,124,-2.13
Stonehill,Northeast-10,5-5,0.500,123,1.62,123,-6.23,139,20.84,99,-0.23,2.84,146,-6.18
Chowan,Central IAA,6-4,0.600,124,1.59,128,-7.23,104,25.61,142,-5.99,2.83,163,-9.11
Notre Dame OH,Great Lakes IAC,3-8,0.273,125,1.56,137,-9.51,101,26.01,152,-8.67,2.78,43,8.41
JC Smith,Central IAA,6-4,0.600,126,1.49,131,-8.19,114,24.28,140,-5.63,2.88,159,-8.93
Virginia Union,Central IAA,5-5,0.500,127,1.49,122,-6.20,134,21.63,108,-0.98,2.92,164,-9.18
Bowie St,Central IAA,5-5,0.500,128,1.46,132,-8.39,143,20.44,113,-1.99,2.82,145,-6.12
Shaw NC,Central IAA,4-6,0.400,129,1.45,125,-6.65,94,26.82,147,-6.63,2.74,141,-5.14
Morehouse,Southern IAC,3-7,0.300,130,1.43,117,-4.19,110,25.14,119,-2.48,2.85,148,-6.36
Assumption,Northeast-10,3-7,0.300,131,1.37,127,-6.98,127,23.05,123,-3.18,2.83,143,-5.47
MN Crookston,Northern Sun,2-9,0.182,132,1.35,142,-11.16,131,22.17,146,-6.48,3.00,48,7.77
Lincoln MO,Mid America IAA,1-10,0.091,133,1.34,140,-10.56,108,25.43,153,-9.14,2.83,23,10.26
Black Hills St,Rocky Mtn AC,4-7,0.364,134,1.34,139,-10.20,145,20.10,126,-3.46,2.93,119,-1.06
Moorhead St,Northern Sun,1-10,0.091,135,1.29,130,-7.49,124,23.19,127,-3.83,2.71,49,7.70
Brevard,South Atlantic,2-9,0.182,136,1.29,133,-8.69,137,21.34,124,-3.19,2.81,113,0.03
Virginia St,Central IAA,4-6,0.400,137,1.27,136,-9.25,158,16.86,90,0.74,2.84,155,-7.31
Stillman,Southern IAC,6-5,0.545,138,1.26,141,-11.15,150,18.79,122,-3.09,2.88,157,-8.66
S Connecticut,Northeast-10,3-8,0.273,139,1.16,138,-9.89,138,20.90,128,-3.95,2.63,132,-3.34
St Joseph's IN,Great Lakes Val,6-5,0.545,140,1.14,146,-13.01,123,23.25,156,-9.41,2.76,151,-7.00
Fayetteville St,Central IAA,2-8,0.200,141,1.14,135,-9.25,128,22.96,138,-5.36,2.79,126,-2.26
McKendree,Great Lakes Val,3-7,0.300,142,1.13,134,-9.24,146,19.99,118,-2.39,2.84,137,-4.58
Ark Monticello,Great American,0-10,0.000,143,1.10,129,-7.34,115,24.19,133,-4.68,2.63,68,5.93
Malone,Great Lakes IAC,1-9,0.100,144,1.02,145,-12.14,147,19.66,134,-4.96,2.86,34,8.81
Central St OH,Great Lakes Val,4-7,0.364,145,1.00,143,-11.57,142,20.46,137,-5.18,3.04,136,-4.29
Western St CO,Rocky Mtn AC,1-10,0.091,146,0.91,144,-11.64,156,17.49,116,-2.29,2.65,78,4.06
NW Oklahoma St,Great American,3-7,0.300,147,0.89,151,-15.38,136,21.35,157,-9.88,2.83,96,1.85
WV State,West Virginia IAC,2-9,0.182,148,0.85,153,-15.88,144,20.14,154,-9.17,2.81,87,3.31
Lane,Southern IAC,5-5,0.500,149,0.84,149,-14.65,148,19.25,148,-7.05,2.81,166,-11.75
Millersville,Penn St AC,2-9,0.182,150,0.83,152,-15.72,149,19.14,150,-8.02,2.81,72,5.00
Quincy,Great Lakes Val,3-8,0.273,151,0.79,150,-14.86,154,18.11,144,-6.13,2.76,120,-1.06
Lock Haven,Penn St AC,1-10,0.091,152,0.77,147,-13.67,164,15.33,115,-2.16,2.79,70,5.13
St Anselm,Northeast-10,2-9,0.182,153,0.62,154,-16.12,113,24.39,162,-13.67,2.90,134,-3.71
Clark Atlanta,Southern IAC,2-8,0.200,154,0.56,156,-16.69,167,11.95,111,-1.79,2.76,138,-4.79
Seton Hill,West Virginia IAC,0-11,0.000,155,0.45,148,-13.74,126,23.06,158,-9.95,2.80,115,-0.04
Southern Nazarene,Great American,1-9,0.100,156,0.35,155,-16.31,151,18.59,151,-8.06,2.85,123,-1.98
Benedict,Southern IAC,1-9,0.100,157,0.30,157,-17.82,165,15.22,145,-6.19,2.86,156,-7.42
Ft Lewis,Rocky Mtn AC,0-10,0.000,158,0.25,158,-17.84,153,18.36,155,-9.35,2.70,75,4.51
Wm Jewell,Great Lakes Val,2-9,0.182,159,0.18,159,-19.63,155,17.51,160,-10.29,2.80,129,-3.00
Kentucky St,Southern IAC,2-8,0.200,160,0.16,160,-20.24,166,12.64,143,-6.04,2.74,162,-9.06
Cheyney St,Penn St AC,1-10,0.091,161,0.14,161,-20.96,162,15.91,159,-10.02,2.70,98,1.61
Livingstone,Central IAA,2-8,0.200,162,-0.09,164,-24.83,152,18.50,166,-16.48,2.82,149,-6.50
Panhandle St,NCAA II Ind,3-6,0.333,163,-0.12,162,-21.90,157,17.23,161,-12.28,2.88,167,-19.45
KY Wesleyan,Great Lakes Val,2-9,0.182,164,-0.13,163,-24.11,160,16.75,163,-14.01,2.66,161,-9.06
S Dakota Tech,NCAA II Ind,2-9,0.182,165,-0.36,166,-26.24,161,16.10,164,-15.49,2.72,147,-6.35
Lincoln PA,Central IAA,1-9,0.100,166,-0.40,165,-25.58,159,16.78,165,-15.51,2.69,152,-7.06
Pace,Northeast-10,0-9,0.000,167,-0.73,167,-29.04,163,15.59,167,-17.78,2.67,116,-0.27
