Team,,Record,,Rat,,Pwr,,Off,,Def,,HFA,SoS,
UCF,American Athletic,10-3,0.769,24,7.88,20,66.72,6,65.86,51,28.94,2.15,70,53.87
Boise St,Mountain West,12-2,0.857,25,7.85,33,61.98,40,58.67,40,31.39,2.19,77,51.88
USC,Pac 12,8-5,0.615,26,7.84,23,64.32,16,63.50,53,28.91,2.41,12,62.66
Air Force,Mountain West,11-2,0.846,27,7.84,41,60.62,47,57.42,41,31.29,2.28,78,51.87
Oklahoma St,Big 12,8-5,0.615,28,7.82,22,65.03,19,62.54,43,30.58,2.19,24,60.69
Cincinnati,American Athletic,11-3,0.786,29,7.81,36,61.16,70,54.84,24,34.41,2.28,65,54.47
Kansas St,Big 12,8-5,0.615,30,7.78,26,63.68,50,56.89,21,34.88,2.28,35,59.27
Iowa St,Big 12,7-6,0.538,31,7.75,24,64.06,28,59.82,34,32.32,2.30,16,61.87
Kentucky,Southeastern,8-5,0.615,32,7.73,29,62.96,57,56.21,22,34.83,2.23,54,57.13
Tennessee,Southeastern,8-5,0.615,33,7.73,39,60.87,71,54.83,26,34.12,2.27,36,58.94
Michigan St,Big 10,7-6,0.538,34,7.71,32,62.64,73,54.31,16,36.42,2.27,27,60.32
California,Pac 12,8-5,0.615,35,7.70,49,59.45,85,52.62,20,34.92,2.27,32,59.55
Arizona St,Pac 12,8-5,0.615,36,7.65,45,59.66,63,55.49,35,32.26,2.38,46,57.87
Indiana,Big 10,8-5,0.615,37,7.63,35,61.47,27,59.87,48,29.69,2.22,48,57.81
Virginia,Atlantic Coast,9-5,0.643,38,7.61,48,59.60,34,58.97,54,28.72,2.27,51,57.41
Mississippi St,Southeastern,6-7,0.462,39,7.59,28,63.33,37,58.82,30,32.61,2.37,19,61.51
TCU,Big 12,5-7,0.417,40,7.54,27,63.58,41,58.66,28,33.01,2.30,28,60.25
FL Atlantic,Conference USA,11-3,0.786,41,7.53,53,57.57,38,58.72,63,26.93,2.21,85,48.80
Missouri,Southeastern,6-6,0.500,42,7.53,31,62.75,48,57.35,27,33.49,2.30,49,57.58
Louisville,Atlantic Coast,8-5,0.615,43,7.52,56,56.81,22,61.76,96,23.13,2.31,44,58.08
North Carolina,Atlantic Coast,7-6,0.538,44,7.51,40,60.83,26,59.98,52,28.94,2.27,53,57.25
Pittsburgh,Atlantic Coast,8-5,0.615,45,7.49,57,56.76,87,52.49,33,32.36,2.24,62,55.53
Virginia Tech,Atlantic Coast,8-5,0.615,46,7.47,47,59.65,31,59.46,58,28.28,2.23,64,54.62
West Virginia,Big 12,5-7,0.417,47,7.47,42,59.93,56,56.38,38,31.64,2.38,17,61.66
SMU,American Athletic,10-3,0.769,48,7.47,61,55.75,18,62.78,104,21.05,2.31,74,53.15
Washington St,Pac 12,6-7,0.462,49,7.46,30,62.95,10,64.27,66,26.77,2.39,40,58.61
South Carolina,Southeastern,4-8,0.333,50,7.44,44,59.73,59,56.01,36,31.81,2.26,8,64.05
Wake Forest,Atlantic Coast,8-5,0.615,51,7.43,55,57.39,33,59.19,72,26.29,2.21,63,55.49
San Diego St,Mountain West,10-3,0.769,52,7.41,62,55.52,118,47.41,17,36.19,2.20,103,46.21
Louisiana,Sun Belt,11-3,0.786,53,7.38,66,54.64,60,55.92,65,26.81,2.17,97,47.10
Nebraska,Big 10,5-7,0.417,54,7.37,43,59.81,35,58.90,50,28.99,2.26,34,59.41
Mississippi,Southeastern,4-8,0.333,55,7.36,37,61.12,46,57.71,39,31.50,2.38,22,60.93
Stanford,Pac 12,4-8,0.333,56,7.34,46,59.65,54,56.55,42,31.19,2.32,18,61.54
Tulane,American Athletic,7-6,0.538,57,7.27,59,56.27,58,56.10,59,28.25,2.34,73,53.18
Florida St,Atlantic Coast,6-7,0.462,58,7.27,58,56.75,68,55.06,46,29.78,2.32,56,56.77
Miami FL,Atlantic Coast,6-7,0.462,59,7.27,51,59.11,84,52.92,25,34.28,2.33,68,53.96
Colorado,Pac 12,5-7,0.417,60,7.26,68,54.35,69,55.04,61,27.40,2.36,25,60.50
BYU,FBS Indep,7-6,0.538,61,7.23,63,55.17,75,54.15,49,29.11,2.23,71,53.76
Texas Tech,Big 12,4-8,0.333,62,7.22,50,59.33,25,60.68,67,26.73,2.35,39,58.69
Duke,Atlantic Coast,5-7,0.417,63,7.21,60,55.96,62,55.57,56,28.47,2.17,50,57.53
Purdue,Big 10,4-8,0.333,64,7.21,54,57.55,39,58.69,62,26.95,2.23,31,60.06
Wyoming,Mountain West,8-5,0.615,65,7.21,71,53.68,109,49.29,32,32.48,2.24,87,48.69
Temple,American Athletic,8-5,0.615,66,7.21,76,52.66,92,52.17,55,28.57,2.31,80,51.02
Northwestern,Big 10,3-9,0.250,67,7.20,52,57.95,100,51.02,18,35.02,2.18,21,61.04
Louisiana Tech,Conference USA,10-3,0.769,68,7.18,79,51.60,80,53.29,71,26.40,2.23,124,42.93
Boston College,Atlantic Coast,6-7,0.462,69,7.16,64,54.88,51,56.86,77,26.11,2.19,60,55.90
Hawaii,Mountain West,10-5,0.667,70,7.15,90,49.08,52,56.71,108,20.45,2.26,79,51.07
Oregon St,Pac 12,5-7,0.417,71,7.14,70,53.68,42,58.47,95,23.30,2.32,42,58.28
WKU,Conference USA,9-4,0.692,72,7.14,83,50.67,111,49.02,47,29.74,2.31,102,46.21
Illinois,Big 10,6-7,0.462,73,7.12,74,52.79,65,55.30,81,25.57,2.30,59,56.04
Utah St,Mountain West,7-6,0.538,74,7.11,69,53.98,45,57.77,88,24.30,2.34,75,52.67
UCLA,Pac 12,4-8,0.333,75,7.11,65,54.87,43,58.44,87,24.52,2.31,33,59.44
Syracuse,Atlantic Coast,5-7,0.417,76,7.04,67,54.44,53,56.64,79,25.88,2.26,69,53.93
Marshall,Conference USA,8-5,0.615,77,7.00,89,49.19,99,51.06,76,26.21,2.25,89,47.96
Arizona,Pac 12,4-8,0.333,78,7.00,77,52.48,55,56.41,89,24.16,2.43,47,57.87
Tulsa,American Athletic,4-8,0.333,79,6.96,80,51.49,79,53.49,78,26.08,2.22,58,56.73
Houston,American Athletic,4-8,0.333,80,6.90,73,53.01,49,57.20,91,23.90,2.31,66,54.17
Buffalo,Mid-American,8-5,0.615,81,6.89,87,49.80,94,51.67,74,26.22,2.31,123,43.60
Maryland,Big 10,3-9,0.250,82,6.89,75,52.67,66,55.18,82,25.57,2.35,43,58.25
Arkansas St,Sun Belt,8-5,0.615,83,6.89,91,48.16,61,55.64,105,20.61,2.31,105,45.93
NC State,Atlantic Coast,4-8,0.333,84,6.88,78,51.73,93,51.83,60,27.99,2.31,72,53.51
Miami OH,Mid-American,8-6,0.571,85,6.86,99,45.85,115,48.70,84,25.24,2.23,90,47.87
Ohio,Mid-American,7-6,0.538,86,6.85,81,50.82,64,55.48,94,23.42,2.18,114,45.05
Vanderbilt,Southeastern,3-9,0.250,87,6.83,86,50.06,96,51.45,68,26.70,2.29,45,58.06
Southern Miss,Conference USA,7-6,0.538,88,6.83,94,47.59,104,50.32,83,25.35,2.27,93,47.71
W Michigan,Mid-American,7-6,0.538,89,6.82,88,49.57,77,53.74,90,23.92,2.31,99,46.46
Fresno St,Mountain West,4-8,0.333,90,6.81,72,53.21,72,54.80,69,26.50,2.26,81,50.79
UAB,Conference USA,9-5,0.643,91,6.80,98,46.12,117,47.81,70,26.40,2.35,125,42.43
Georgia Tech,Atlantic Coast,3-9,0.250,92,6.79,85,50.43,89,52.31,75,26.21,2.33,57,56.74
Nevada,Mountain West,7-6,0.538,93,6.78,105,44.64,113,48.84,92,23.88,2.32,83,49.12
Ga Southern,Sun Belt,7-6,0.538,94,6.78,93,47.66,105,50.08,80,25.67,2.34,96,47.21
South Florida,American Athletic,4-8,0.333,95,6.73,92,47.80,108,49.61,73,26.27,2.23,76,52.38
Kansas,Big 12,3-9,0.250,96,6.70,95,47.49,86,52.51,97,23.07,2.32,55,57.03
Army,FBS Indep,5-8,0.385,97,6.70,82,50.79,102,50.56,57,28.32,2.08,104,45.97
Arkansas,Southeastern,2-10,0.167,98,6.69,84,50.65,74,54.15,86,24.58,2.36,38,58.75
Kent,Mid-American,7-6,0.538,99,6.69,110,42.66,97,51.28,112,19.46,2.28,95,47.47
C Michigan,Mid-American,8-6,0.571,100,6.67,107,44.35,98,51.23,103,21.21,2.28,109,45.40
N Illinois,Mid-American,5-7,0.417,101,6.64,101,45.72,112,48.89,85,24.92,2.34,91,47.78
Toledo,Mid-American,6-6,0.500,102,6.61,102,45.25,81,53.17,110,20.17,2.36,110,45.28
Colorado St,Mountain West,4-8,0.333,103,6.60,96,46.98,82,53.01,101,22.06,2.33,82,49.71
Liberty,FBS Indep,8-5,0.615,104,6.59,114,41.35,103,50.50,116,18.94,2.23,128,41.90
San Jose St,Mountain West,5-7,0.417,105,6.58,106,44.39,83,52.99,111,19.49,2.34,88,48.15
E Michigan,Mid-American,6-7,0.462,106,6.58,104,44.94,95,51.60,102,21.43,2.14,106,45.79
Ball St,Mid-American,5-7,0.417,107,6.53,103,44.97,76,54.07,115,18.99,2.25,100,46.40
Florida Intl,Conference USA,6-7,0.462,108,6.52,108,43.78,107,49.74,100,22.13,2.34,116,44.57
MTSU,Conference USA,4-8,0.333,109,6.51,97,46.52,88,52.39,99,22.22,2.35,92,47.73
Georgia St,Sun Belt,7-6,0.538,110,6.50,117,39.99,91,52.18,125,15.90,2.21,113,45.13
Troy,Sun Belt,5-7,0.417,111,6.46,100,45.79,67,55.08,117,18.80,2.16,122,43.68
Charlotte,Conference USA,7-6,0.538,112,6.45,118,39.80,110,49.15,118,18.73,2.32,121,43.74
ULM,Sun Belt,5-7,0.417,113,6.41,111,41.87,78,53.73,124,16.23,2.27,107,45.75
UNLV,Mountain West,4-8,0.333,114,6.40,115,41.11,106,49.86,114,19.33,2.21,84,49.08
Rutgers,Big 10,2-10,0.167,115,6.37,112,41.85,121,46.37,93,23.56,2.35,52,57.40
East Carolina,American Athletic,4-8,0.333,116,6.30,113,41.37,101,50.93,120,18.52,2.40,108,45.64
North Texas,Conference USA,4-8,0.333,117,6.28,109,42.85,90,52.30,119,18.64,2.42,120,43.81
Coastal Car,Sun Belt,5-7,0.417,118,6.27,116,40.05,114,48.70,113,19.44,2.20,127,42.07
Rice,Conference USA,3-9,0.250,119,6.22,120,38.07,125,43.21,98,22.95,2.27,86,48.76
UT San Antonio,Conference USA,4-8,0.333,120,6.10,121,35.72,122,45.48,121,18.33,2.29,117,44.46
New Mexico,Mountain West,2-10,0.167,121,6.00,119,38.17,116,48.11,122,18.15,2.31,94,47.70
Texas St,Sun Belt,3-9,0.250,122,6.00,124,34.05,128,41.88,109,20.26,2.30,101,46.32
South Alabama,Sun Belt,2-10,0.167,123,5.89,122,35.52,126,43.00,106,20.60,2.36,111,45.19
Old Dominion,Conference USA,1-11,0.083,124,5.70,123,35.04,127,42.65,107,20.48,2.29,112,45.15
New Mexico St,FBS Indep,2-10,0.167,125,5.70,125,32.53,119,47.00,129,13.62,2.38,118,44.03
Bowling Green,Mid-American,3-9,0.250,126,5.69,127,29.29,124,43.54,128,13.84,2.33,126,42.22
Connecticut,American Athletic,2-10,0.167,127,5.68,126,31.15,123,44.79,127,14.45,2.35,115,45.01
UTEP,Conference USA,1-11,0.083,128,5.32,128,27.85,129,41.47,126,14.47,2.33,129,40.29
Akron,Mid-American,0-12,0.000,129,5.18,129,27.18,130,37.58,123,17.69,2.32,119,43.92
Massachusetts,FBS Indep,1-11,0.083,130,5.02,130,22.89,120,46.74,130,4.24,2.41,130,37.60
