Team,,Record,,Rat,,Pwr,,Off,,Def,,HFA,SoS,
Michigan,Big 10,8-5,0.615,22,7.87,15,63.66,36,56.06,10,34.75,2.49,17,56.58
Iowa,Big 10,8-5,0.615,23,7.84,24,62.10,45,55.18,14,34.06,2.54,4,57.65
Northwestern,Big 10,10-3,0.769,24,7.81,29,60.75,46,55.13,17,32.77,2.58,44,53.92
Iowa St,Big 12,8-5,0.615,25,7.81,22,62.40,49,54.89,11,34.65,2.52,18,56.57
Louisville,Atlantic Coast,8-5,0.615,26,7.75,20,62.47,10,62.30,45,27.32,2.53,56,52.98
Texas,Big 12,7-6,0.538,27,7.74,19,62.77,39,55.90,15,34.02,2.43,23,55.88
Florida St,Atlantic Coast,7-6,0.538,28,7.69,26,62.00,33,56.68,19,32.47,2.39,41,54.11
Kansas St,Big 12,8-5,0.615,29,7.65,28,61.09,30,57.93,28,30.30,2.45,52,53.25
Wake Forest,Atlantic Coast,8-5,0.615,30,7.65,31,59.35,17,59.87,49,26.63,2.53,20,56.06
South Carolina,Southeastern,9-4,0.692,31,7.54,34,57.68,70,52.62,21,32.21,2.38,37,54.98
Washington St,Pac 12,9-4,0.692,32,7.48,42,56.39,34,56.43,48,27.10,2.67,45,53.84
Georgia Tech,Atlantic Coast,5-6,0.455,33,7.47,30,60.39,31,57.38,29,30.16,2.59,6,57.30
Boston College,Atlantic Coast,7-6,0.538,34,7.40,36,57.47,63,53.72,27,30.88,2.43,13,56.79
West Virginia,Big 12,7-6,0.538,35,7.39,39,57.02,26,58.66,53,25.50,2.50,48,53.74
Memphis,American Athletic,10-3,0.769,36,7.37,40,56.83,9,62.85,93,21.12,2.58,71,48.10
Boise St,Mountain West,11-3,0.786,37,7.35,38,57.14,47,55.06,34,29.23,2.45,70,48.49
Utah,Pac 12,7-6,0.538,38,7.34,32,58.74,55,54.61,26,31.28,2.45,61,52.14
Duke,Atlantic Coast,7-6,0.538,39,7.31,33,58.15,62,53.77,24,31.53,2.52,59,52.48
Texas Tech,Big 12,6-7,0.462,40,7.28,37,57.30,14,60.81,70,23.62,2.45,16,56.59
South Florida,American Athletic,10-2,0.833,41,7.28,43,56.20,23,59.07,65,24.27,2.52,89,44.64
Texas A&M,Southeastern,7-6,0.538,42,7.28,41,56.45,22,59.36,66,24.23,2.47,51,53.25
Oregon,Pac 12,7-6,0.538,43,7.24,35,57.66,15,60.22,62,24.58,2.75,53,53.19
Purdue,Big 10,7-6,0.538,44,7.22,45,55.78,67,53.32,31,29.60,2.51,28,55.60
Pittsburgh,Atlantic Coast,5-7,0.417,45,7.14,44,55.87,52,54.66,38,28.35,2.40,21,56.04
Arizona St,Pac 12,7-6,0.538,46,7.10,55,53.42,27,58.55,86,22.01,2.45,31,55.20
Missouri,Southeastern,7-6,0.538,47,7.08,47,55.46,19,59.61,78,22.99,2.51,62,51.78
Mississippi,Southeastern,6-6,0.500,48,7.03,49,54.57,20,59.61,83,22.10,2.44,58,52.52
Navy,American Athletic,7-6,0.538,49,7.01,46,55.54,44,55.24,43,27.44,2.58,65,50.89
Indiana,Big 10,5-7,0.417,50,7.01,48,55.07,51,54.82,44,27.39,2.52,40,54.15
San Diego St,Mountain West,10-3,0.769,51,7.01,54,53.44,69,52.80,41,27.79,2.39,91,44.60
UCLA,Pac 12,6-7,0.462,52,6.98,61,52.18,38,55.99,73,23.33,2.58,14,56.59
Arizona,Pac 12,7-6,0.538,53,6.96,53,53.60,11,61.72,105,19.03,2.62,66,50.15
California,Pac 12,5-7,0.417,54,6.95,51,53.99,42,55.68,55,25.46,2.56,36,55.01
Florida,Southeastern,4-7,0.364,55,6.94,50,54.46,74,52.30,33,29.30,2.51,29,55.48
Fresno St,Mountain West,10-4,0.714,56,6.90,64,50.91,92,49.39,36,28.66,2.60,79,46.83
Kentucky,Southeastern,7-6,0.538,57,6.89,62,51.66,66,53.34,54,25.47,2.34,60,52.47
FL Atlantic,Conference USA,11-3,0.786,58,6.86,56,52.84,35,56.06,67,23.92,2.74,116,41.05
Houston,American Athletic,7-5,0.583,59,6.84,60,52.28,73,52.30,47,27.12,2.57,69,48.59
Syracuse,Atlantic Coast,4-8,0.333,60,6.83,57,52.76,43,55.61,64,24.30,2.47,30,55.37
Troy,Sun Belt,11-2,0.846,61,6.82,65,50.74,71,52.33,52,25.54,2.39,126,38.34
Army,FBS Indep,10-3,0.769,62,6.78,74,49.17,79,51.51,60,24.81,2.49,90,44.63
Minnesota,Big 10,5-7,0.417,63,6.76,59,52.36,84,50.33,35,29.17,2.49,55,53.11
North Carolina,Atlantic Coast,3-9,0.250,64,6.75,52,53.82,54,54.64,50,26.33,2.44,39,54.40
Appalachian St,Sun Belt,9-4,0.692,65,6.70,58,52.38,78,51.62,40,27.90,2.53,123,39.93
Toledo,Mid-American,11-3,0.786,66,6.69,72,49.56,48,55.03,91,21.67,2.62,103,42.41
Arkansas,Southeastern,4-8,0.333,67,6.68,63,51.12,40,55.85,82,22.40,2.38,54,53.16
Maryland,Big 10,4-8,0.333,68,6.67,75,48.60,61,53.81,88,21.93,2.31,1,59.43
Virginia,Atlantic Coast,6-7,0.462,69,6.64,79,47.13,89,49.79,63,24.48,2.48,42,54.06
Nebraska,Big 10,4-8,0.333,70,6.64,68,50.27,58,54.11,74,23.30,2.31,8,57.10
Colorado,Pac 12,5-7,0.417,71,6.61,67,50.28,76,52.01,56,25.41,2.48,67,49.85
Temple,American Athletic,7-6,0.538,72,6.59,66,50.41,85,50.31,46,27.23,2.34,73,47.79
Wyoming,Mountain West,8-5,0.615,73,6.54,71,49.70,100,48.40,37,28.44,2.45,102,42.41
Tennessee,Southeastern,4-8,0.333,74,6.50,73,49.55,80,51.09,51,25.61,2.33,50,53.41
Vanderbilt,Southeastern,5-7,0.417,75,6.47,80,47.11,83,50.60,69,23.66,2.27,63,51.55
Ohio,Mid-American,9-4,0.692,76,6.45,69,49.94,57,54.21,80,22.88,2.64,125,38.93
N Illinois,Mid-American,8-5,0.615,77,6.33,83,46.09,90,49.62,71,23.61,2.58,101,43.03
Colorado St,Mountain West,7-6,0.538,78,6.30,76,47.84,65,53.61,92,21.38,2.46,95,44.02
SMU,American Athletic,7-6,0.538,79,6.27,87,45.37,37,56.04,118,16.47,2.68,80,46.47
Rutgers,Big 10,4-8,0.333,80,6.23,89,45.13,104,47.13,58,25.14,2.47,49,53.44
Baylor,Big 12,1-11,0.083,81,6.21,70,49.85,59,54.05,79,22.94,2.37,25,55.76
W Michigan,Mid-American,6-6,0.500,82,6.21,77,47.74,56,54.41,95,20.46,2.50,112,41.49
Air Force,Mountain West,5-7,0.417,83,6.18,81,46.32,64,53.66,99,19.80,2.44,84,45.87
Louisiana Tech,Conference USA,7-6,0.538,84,6.17,78,47.72,68,52.92,87,21.94,2.31,120,40.57
Marshall,Conference USA,8-5,0.615,85,6.15,86,45.75,101,48.23,61,24.67,2.44,109,41.66
Tulane,American Athletic,5-7,0.417,86,6.12,88,45.27,94,48.84,72,23.58,2.58,76,47.40
Utah St,Mountain West,6-7,0.462,87,6.09,85,45.90,88,49.90,75,23.14,2.52,87,44.93
C Michigan,Mid-American,8-5,0.615,88,6.04,95,41.84,98,48.65,97,20.34,2.41,99,43.20
BYU,FBS Indep,4-9,0.308,89,6.03,84,46.02,110,45.58,42,27.58,2.40,72,48.05
Arkansas St,Sun Belt,7-5,0.583,90,5.99,90,45.04,77,51.89,98,20.29,2.56,129,35.75
North Texas,Conference USA,9-5,0.643,91,5.92,105,40.12,75,52.19,123,15.08,2.61,108,41.78
MTSU,Conference USA,7-6,0.538,92,5.91,93,42.98,93,49.30,94,20.82,2.51,114,41.38
E Michigan,Mid-American,5-7,0.417,93,5.90,92,43.41,103,47.41,76,23.13,2.51,100,43.19
Southern Miss,Conference USA,8-5,0.615,94,5.88,97,41.48,102,48.19,96,20.43,2.45,124,39.18
Tulsa,American Athletic,2-10,0.167,95,5.88,82,46.26,60,54.05,101,19.36,2.44,68,49.05
Illinois,Big 10,2-10,0.167,96,5.83,91,43.60,105,46.83,68,23.92,2.34,43,54.03
Buffalo,Mid-American,6-6,0.500,97,5.79,96,41.59,107,46.64,84,22.09,2.62,113,41.43
New Mexico St,Sun Belt,7-6,0.538,98,5.73,107,39.78,97,48.74,112,18.18,2.50,110,41.64
Massachusetts,FBS Indep,4-8,0.333,99,5.67,94,42.64,81,51.07,108,18.71,2.54,96,43.64
Cincinnati,American Athletic,4-8,0.333,100,5.67,104,40.15,111,45.58,90,21.71,2.39,77,47.34
UNLV,Mountain West,5-7,0.417,101,5.67,103,40.55,86,50.03,114,17.66,2.32,97,43.49
Florida Intl,Conference USA,8-5,0.615,102,5.63,113,37.23,115,45.15,102,19.22,2.59,118,40.68
UT San Antonio,Conference USA,6-5,0.545,103,5.63,100,40.86,122,43.01,59,25.00,2.44,128,36.07
East Carolina,American Athletic,3-9,0.250,104,5.61,109,38.36,82,50.95,125,14.55,2.50,64,51.24
WKU,Conference USA,6-7,0.462,105,5.59,98,41.09,96,48.77,100,19.46,2.49,127,38.01
Nevada,Mountain West,3-9,0.250,106,5.56,99,41.02,87,49.92,110,18.25,2.52,81,46.07
Akron,Mid-American,7-7,0.500,107,5.53,120,36.02,119,44.12,104,19.04,2.58,98,43.44
Georgia St,Sun Belt,7-5,0.583,108,5.53,111,37.55,123,42.78,89,21.92,2.30,121,40.07
Miami OH,Mid-American,5-7,0.417,109,5.52,102,40.66,118,44.75,77,23.05,2.46,119,40.57
Idaho,Sun Belt,4-8,0.333,110,5.48,101,40.67,114,45.17,81,22.64,2.41,111,41.53
Oregon St,Pac 12,1-11,0.083,111,5.47,106,39.90,95,48.80,111,18.24,2.38,47,53.81
UAB,Conference USA,8-5,0.615,112,5.47,118,36.81,117,44.92,106,19.03,2.58,130,35.62
Connecticut,American Athletic,3-9,0.250,113,5.43,112,37.39,109,45.77,107,18.76,2.34,74,47.72
ULM,Sun Belt,4-8,0.333,114,5.37,110,37.94,72,52.31,129,12.78,2.45,88,44.82
New Mexico,Mountain West,3-9,0.250,115,5.34,115,36.95,112,45.49,109,18.60,2.52,83,45.95
Kansas,Big 12,1-11,0.083,116,5.33,108,38.55,99,48.44,116,17.25,2.34,27,55.66
Old Dominion,Conference USA,5-7,0.417,117,5.31,121,35.53,113,45.30,115,17.37,2.43,104,42.34
South Alabama,Sun Belt,4-8,0.333,118,5.30,114,37.10,124,42.17,85,22.08,2.54,115,41.29
Hawaii,Mountain West,3-9,0.250,119,5.28,119,36.70,106,46.68,117,17.17,2.44,94,44.07
Louisiana,Sun Belt,5-7,0.417,120,5.18,122,33.85,108,46.46,126,14.54,2.47,105,42.11
Bowling Green,Mid-American,2-10,0.167,121,5.18,116,36.91,91,49.50,124,14.55,2.30,82,46.03
Ga Southern,Sun Belt,2-10,0.167,122,5.05,117,36.91,116,45.00,103,19.05,2.51,92,44.54
Coastal Car,Sun Belt,3-9,0.250,123,4.89,123,31.91,120,43.70,122,15.36,2.38,106,42.06
San Jose St,Mountain West,2-11,0.154,124,4.71,126,29.64,121,43.13,127,13.65,2.46,75,47.47
Kent,Mid-American,2-10,0.167,125,4.63,124,30.11,128,39.28,113,17.96,2.38,85,45.65
Rice,Conference USA,1-11,0.083,126,4.48,125,29.99,126,41.53,121,15.61,2.40,93,44.18
Ball St,Mid-American,2-10,0.167,127,4.37,128,26.70,125,41.65,130,12.19,2.36,117,40.71
Charlotte,Conference USA,1-11,0.083,128,4.31,127,28.04,129,39.17,119,16.01,2.46,107,41.97
Texas St,Sun Belt,2-10,0.167,129,4.27,130,26.18,127,39.75,128,13.57,2.43,122,39.96
UTEP,Conference USA,0-12,0.000,130,4.00,129,26.31,130,37.74,120,15.71,2.37,86,45.21
