Team,,Record,,Rat,,Pwr,,Off,,Def,,HFA,SoS,
USC,Pac 10,11-2,0.846,1,9.27,1,72.66,3,60.00,1,35.09,3.01,2,57.94
Ohio St,Big 10,12-1,0.923,2,9.18,3,68.94,10,57.00,3,34.37,3.21,18,52.77
Florida,Southeastern,13-1,0.929,3,9.18,4,67.72,13,56.38,5,33.77,3.14,14,53.78
LSU,Southeastern,11-2,0.846,4,9.06,2,69.69,9,57.68,2,34.44,3.16,35,51.34
Michigan,Big 10,11-2,0.846,5,8.75,9,64.25,19,54.13,9,32.54,3.05,9,55.19
Louisville,Big East,12-1,0.923,6,8.74,8,65.39,5,58.98,28,28.84,3.14,53,49.87
BYU,Mountain West,11-2,0.846,7,8.67,6,66.29,7,58.43,18,30.28,3.21,62,49.14
California,Pac 10,10-3,0.769,8,8.66,7,65.85,8,57.73,17,30.55,3.06,10,55.18
Boise St,Western Athletic,13-0,1.000,9,8.65,14,61.43,6,58.80,52,25.05,3.21,90,44.98
Texas,Big 12,10-3,0.769,10,8.62,5,66.69,4,59.49,22,29.62,3.07,61,49.17
Oklahoma,Big 12,11-3,0.786,11,8.49,10,64.11,18,54.35,10,32.19,3.12,19,52.75
Wisconsin,Big 10,12-1,0.923,12,8.48,15,61.28,38,50.89,8,32.81,3.09,78,47.40
Auburn,Southeastern,11-2,0.846,13,8.45,18,61.16,44,50.44,7,33.15,2.99,31,51.46
West Virginia,Big East,11-2,0.846,14,8.43,11,63.52,2,60.62,50,25.33,3.08,57,49.52
Arkansas,Southeastern,10-4,0.714,15,8.33,16,61.28,17,54.45,26,29.25,3.05,32,51.45
Notre Dame,FBS Indep,10-3,0.769,16,8.30,19,60.99,11,56.83,39,26.58,3.09,13,54.01
Virginia Tech,Atlantic Coast,10-3,0.769,17,8.26,12,63.20,31,52.18,6,33.44,3.11,67,48.63
Tennessee,Southeastern,9-4,0.692,18,8.25,21,60.22,33,51.93,15,30.72,3.09,7,55.85
Rutgers,Big East,11-2,0.846,19,8.20,22,59.74,24,52.80,25,29.36,3.14,74,47.63
