Team,,Record,,Rat,,Pwr,,Off,,Def,,HFA,SoS,
USC,Pac 10,13-0,1.000,1,9.97,1,76.36,1,64.39,1,36.87,3.44,5,54.62
Auburn,Southeastern,13-0,1.000,2,9.07,4,65.38,15,55.51,3,34.77,3.34,54,48.52
Oklahoma,Big 12,12-1,0.923,3,8.99,2,66.94,7,58.38,6,33.46,3.41,24,52.23
Utah,Mountain West,12-0,1.000,4,8.74,6,64.35,4,60.86,25,28.39,3.42,69,46.18
California,Pac 10,10-2,0.833,5,8.66,5,64.93,6,58.85,15,30.98,3.33,14,53.06
Texas,Big 12,11-1,0.917,6,8.65,9,62.75,8,58.04,21,29.61,3.33,46,49.85
Miami FL,Atlantic Coast,9-3,0.750,7,8.60,3,66.07,11,56.21,4,34.76,3.32,7,54.49
Virginia Tech,Atlantic Coast,10-3,0.769,8,8.53,8,63.35,25,54.26,5,33.99,3.45,33,51.06
Georgia,Southeastern,10-2,0.833,9,8.46,10,62.06,26,53.90,7,33.06,3.33,19,52.46
Iowa,Big 10,10-2,0.833,10,8.41,14,61.08,27,53.84,11,32.14,3.44,11,53.32
Louisville,Conference USA,11-1,0.917,11,8.38,12,61.26,2,62.20,57,23.95,3.50,77,44.10
Florida St,Atlantic Coast,9-3,0.750,12,8.37,7,63.40,30,53.14,2,35.15,3.37,15,52.98
LSU,Southeastern,9-3,0.750,13,8.34,11,61.74,23,54.45,10,32.19,3.30,36,50.72
Arizona St,Pac 10,9-3,0.750,14,8.15,22,58.25,14,55.59,31,27.56,3.45,3,55.79
Virginia,Atlantic Coast,8-4,0.667,15,8.15,13,61.15,17,55.10,16,30.95,3.42,22,52.30
Michigan,Big 10,9-3,0.750,16,8.14,17,59.69,9,56.90,30,27.69,3.33,23,52.28
Tennessee,Southeastern,10-3,0.769,17,8.13,21,59.09,13,55.68,26,28.30,3.19,26,51.87
Oregon St,Pac 10,7-5,0.583,18,8.10,15,60.51,12,55.86,22,29.55,3.29,1,56.25
Boise St,Western Athletic,11-1,0.917,19,8.05,23,58.20,3,61.58,75,21.52,3.50,91,41.02
Texas Tech,Big 12,8-4,0.667,20,8.01,19,59.49,5,58.98,44,25.42,3.35,32,51.13
Ohio St,Big 10,8-4,0.667,21,8.01,18,59.68,38,51.72,8,32.87,3.27,21,52.41
Florida,Southeastern,7-5,0.583,22,7.91,20,59.21,16,55.30,24,28.80,3.40,43,50.21
Purdue,Big 10,7-5,0.583,23,7.89,16,60.31,24,54.37,17,30.83,3.42,37,50.70
Wisconsin,Big 10,9-3,0.750,24,7.89,27,55.80,55,49.28,12,31.43,3.37,39,50.61
Georgia Tech,Atlantic Coast,7-5,0.583,25,7.84,24,57.07,44,50.59,13,31.38,3.12,30,51.59
Clemson,Atlantic Coast,6-5,0.545,26,7.67,26,55.99,42,51.03,20,29.86,3.36,13,53.11
Boston College,Big East,9-3,0.750,27,7.63,29,55.18,50,49.93,19,30.16,3.22,68,46.23
