Team,,Record,,Rat,,Pwr,,Off,,Def,,HFA,SoS,
Coe,American Rivers,9-2,0.818,27,4.53,29,0.84,24,28.04,38,-0.19,2.57,72,-11.87
WI Oshkosh,Wisconsin IAC,4-6,0.400,28,4.52,23,1.83,26,28.02,30,0.82,2.60,1,4.92
Alfred,Empire 8,10-3,0.769,29,4.50,33,-0.71,25,28.02,53,-1.72,2.67,66,-10.78
St Olaf,Minnesota IAC,6-4,0.600,30,4.46,26,1.15,33,26.03,25,2.13,2.59,36,-5.13
Middlebury,NESCAC,4-4,0.500,31,4.44,25,1.21,28,27.71,34,0.51,2.71,11,-0.14
Louisiana Chr,American SW,7-3,0.700,32,4.44,34,-1.29,5,35.49,137,-9.77,2.65,34,-4.91
Franklin,Heartland CAC,9-2,0.818,33,4.42,31,0.10,15,30.74,75,-3.63,2.52,92,-15.01
Augustana IL,Ill & Wisc,6-4,0.600,34,4.42,32,-0.48,61,22.43,18,4.09,2.64,40,-5.79
WI Eau Claire,Wisconsin IAC,4-6,0.400,35,4.38,36,-1.66,38,25.21,36,0.15,2.68,3,3.57
Baldwin-Wallace,Ohio AC,7-3,0.700,36,4.36,42,-3.36,43,24.83,49,-1.18,2.67,46,-7.60
IL Wesleyan,Ill & Wisc,7-3,0.700,37,4.34,43,-3.42,52,23.83,39,-0.24,2.65,60,-9.48
Wesleyan CT,NESCAC,4-4,0.500,38,4.33,39,-2.82,53,23.64,33,0.55,2.63,12,-0.33
Wittenberg,North Coast AC,10-1,0.909,39,4.33,46,-4.41,54,23.26,41,-0.67,2.67,134,-20.14
WI Platteville,Wisconsin IAC,5-5,0.500,40,4.32,44,-3.43,44,24.83,50,-1.25,2.67,14,-0.49
WI LaCrosse,Wisconsin IAC,3-7,0.300,41,4.31,22,2.16,32,26.19,22,2.98,2.70,5,1.85
Thomas More,Presidents' AC,11-1,0.917,42,4.26,59,-7.21,69,21.50,52,-1.70,2.57,121,-19.15
Salisbury,Atlantic Central,7-3,0.700,43,4.26,35,-1.46,45,24.57,29,0.98,2.69,79,-13.24
Otterbein,Ohio AC,6-4,0.600,44,4.23,41,-2.97,35,25.50,51,-1.47,2.61,47,-7.88
Springfield,Empire 8,9-2,0.818,45,4.22,49,-5.24,46,24.55,65,-2.77,2.58,103,-16.63
Concordia Mhd,Minnesota IAC,5-5,0.500,46,4.22,38,-2.67,41,24.93,40,-0.59,2.68,31,-4.38
McMurry,American SW,6-4,0.600,47,4.20,40,-2.88,39,25.18,47,-1.05,2.63,54,-8.72
Colby,NESCAC,4-4,0.500,48,4.18,53,-5.63,73,21.16,35,0.23,2.68,23,-2.61
Whitworth,Northwest,5-5,0.500,49,4.13,48,-4.88,68,21.51,31,0.62,2.62,39,-5.60
Elmhurst,Ill & Wisc,6-4,0.600,50,4.12,54,-5.88,51,23.94,67,-2.80,2.57,50,-8.35
E Texas Bap,American SW,5-5,0.500,51,4.10,58,-7.03,79,20.68,42,-0.70,2.61,30,-4.10
Montclair St,New Jersey A.C.,10-2,0.833,52,4.10,71,-10.55,126,15.87,32,0.59,2.65,122,-19.29
Cortland St,New Jersey A.C.,10-2,0.833,53,4.10,57,-6.96,76,20.86,44,-0.81,2.55,124,-19.49
Wabash,North Coast AC,8-2,0.800,54,4.09,47,-4.58,40,25.01,63,-2.58,2.57,135,-20.24
Capital,Ohio AC,5-5,0.500,55,4.09,52,-5.61,55,23.20,54,-1.81,2.71,35,-4.97
Carthage,Ill & Wisc,6-4,0.600,56,4.08,56,-6.21,29,27.47,97,-6.66,2.57,49,-8.27
Rowan,New Jersey A.C.,9-1,0.900,57,4.07,66,-9.74,103,18.25,45,-0.98,2.67,153,-22.36
Johns Hopkins,Centennial,8-3,0.727,58,4.07,45,-4.04,50,23.97,46,-1.01,2.52,115,-18.11
Ithaca,Empire 8,6-4,0.600,59,4.04,50,-5.45,84,20.37,28,1.19,2.68,76,-12.68
Wash & Jeff,Presidents' AC,9-2,0.818,60,4.01,63,-8.94,60,22.64,79,-4.57,2.59,127,-19.58
DePauw,Southern CAC,9-2,0.818,61,3.99,73,-11.07,65,21.86,92,-5.92,2.60,97,-15.67
Bowdoin,NESCAC,3-5,0.375,62,3.99,62,-8.29,78,20.69,56,-1.97,2.65,13,-0.48
Gust Adolphus,Minnesota IAC,4-6,0.400,63,3.99,60,-7.23,102,18.33,27,1.45,2.61,33,-4.63
Claremont M.S.,Southern Cal IAC,7-2,0.778,64,3.97,80,-12.61,101,18.42,78,-4.02,2.65,85,-14.08
Ursinus,Centennial,8-2,0.800,65,3.95,77,-11.50,97,18.63,71,-3.12,2.58,117,-18.40
Millsaps,Southern CAC,7-3,0.700,66,3.94,61,-7.28,59,22.69,69,-2.96,2.57,106,-16.99
John Carroll,Ohio AC,5-5,0.500,67,3.90,67,-9.76,63,22.39,85,-5.14,2.69,44,-6.97
Mississippi Col,American SW,4-6,0.400,68,3.88,55,-6.06,34,25.59,81,-4.64,2.54,43,-6.81
Hampden-Sydney,Old Dominion AC,9-2,0.818,69,3.87,72,-10.59,72,21.24,82,-4.82,2.65,128,-19.64
Huntingdon,NCAA III Ind,6-4,0.600,70,3.87,64,-9.35,27,27.92,143,-10.26,2.57,68,-11.17
Case Western,University AA,8-2,0.800,71,3.83,69,-10.12,88,19.49,64,-2.60,2.54,161,-23.41
Heidelberg,Ohio AC,5-5,0.500,72,3.80,65,-9.56,30,26.27,127,-8.81,2.57,55,-8.83
Muhlenberg,Centennial,7-4,0.636,73,3.79,82,-12.91,121,16.35,59,-2.25,2.65,88,-14.34
Bates,NESCAC,2-6,0.250,74,3.76,74,-11.25,128,15.77,37,-0.00,2.62,15,-0.52
Menlo,Northwest,4-7,0.364,75,3.76,81,-12.73,123,16.25,57,-1.97,2.64,29,-3.94
Chapman,Southern Cal IAC,4-5,0.444,76,3.74,75,-11.31,100,18.48,66,-2.78,2.67,57,-9.07
Tufts,NESCAC,1-7,0.125,77,3.70,51,-5.50,47,24.49,70,-2.98,2.68,17,-0.92
Chicago,University AA,8-2,0.800,78,3.70,96,-15.15,96,18.71,98,-6.85,2.65,145,-21.44
Adrian,Michigan IAA,5-5,0.500,79,3.68,70,-10.35,93,19.02,60,-2.36,2.56,87,-14.33
Occidental,Southern Cal IAC,4-5,0.444,80,3.65,68,-9.79,75,20.90,76,-3.68,2.61,73,-12.26
Washington StL,University AA,7-3,0.700,81,3.62,107,-17.46,177,10.66,48,-1.11,2.65,136,-20.26
Luther IA,American Rivers,5-5,0.500,82,3.61,88,-14.05,98,18.57,88,-5.61,2.64,78,-13.02
Lycoming,Mid Atlantic,6-4,0.600,83,3.61,99,-15.72,134,15.29,77,-4.01,2.71,96,-15.62
Augsburg,Minnesota IAC,4-6,0.400,84,3.58,84,-13.23,67,21.59,111,-7.81,2.60,58,-9.29
St Norbert,Midwest,7-4,0.636,85,3.58,79,-11.99,62,22.40,105,-7.38,2.67,144,-21.10
WI River Falls,Wisconsin IAC,1-9,0.100,86,3.56,76,-11.42,56,23.08,107,-7.49,2.65,4,3.47
Moravian,Centennial,7-4,0.636,87,3.56,117,-18.91,182,10.06,55,-1.96,2.63,113,-17.97
NC Wesleyan,USA South,7-3,0.700,88,3.56,83,-13.07,90,19.39,87,-5.45,2.52,166,-24.17
Hamilton,NESCAC,1-7,0.125,89,3.55,78,-11.51,108,17.94,61,-2.45,2.75,7,0.04
Randolph-Macon,Old Dominion AC,7-3,0.700,90,3.54,89,-14.06,57,23.00,141,-10.04,2.65,149,-22.15
Gettysburg,Centennial,6-4,0.600,91,3.52,86,-13.75,23,28.11,186,-14.85,2.69,110,-17.48
Loras,American Rivers,5-5,0.500,92,3.51,104,-16.81,154,12.75,62,-2.55,2.72,91,-14.82
Frank & Marsh,Centennial,6-5,0.545,93,3.50,95,-14.90,86,19.61,108,-7.50,2.70,108,-17.32
Millikin,Ill & Wisc,4-6,0.400,94,3.49,92,-14.56,87,19.52,100,-7.08,2.58,67,-11.13
Lebanon Val,Mid Atlantic,6-5,0.545,95,3.49,97,-15.44,99,18.49,99,-6.92,2.60,104,-16.78
Birmingham So,Southern CAC,6-4,0.600,96,3.49,94,-14.82,80,20.65,123,-8.46,2.62,120,-19.09
Bridgewater VA,Old Dominion AC,8-2,0.800,97,3.49,112,-18.02,94,18.96,139,-9.97,2.66,172,-25.02
Rensselaer,Liberty League,6-4,0.600,98,3.46,115,-18.78,166,11.80,73,-3.57,2.64,112,-17.82
Albright,Mid Atlantic,5-5,0.500,99,3.46,85,-13.69,71,21.47,116,-8.15,2.54,107,-17.06
Dubuque,American Rivers,4-6,0.400,100,3.45,93,-14.70,114,17.36,84,-5.05,2.61,84,-13.94
Wilkes,Mid Atlantic,6-5,0.545,101,3.44,111,-17.94,111,17.46,120,-8.39,2.70,99,-16.19
Washington & Lee,Old Dominion AC,8-3,0.727,102,3.44,109,-17.63,82,20.50,149,-11.12,2.69,150,-22.22
Centre,Southern CAC,6-4,0.600,103,3.44,87,-13.94,89,19.40,96,-6.33,2.64,146,-21.65
Carleton MN,Minnesota IAC,3-7,0.300,104,3.43,90,-14.21,70,21.47,124,-8.67,2.61,52,-8.60
Widener,Mid Atlantic,5-5,0.500,105,3.42,105,-16.95,104,18.13,114,-8.07,2.66,95,-15.59
Albion,Michigan IAA,5-5,0.500,106,3.40,108,-17.51,116,17.14,109,-7.64,2.69,90,-14.80
Kean,New Jersey A.C.,5-5,0.500,107,3.40,98,-15.72,139,14.21,68,-2.92,2.65,118,-18.61
Hobart & Smith,Liberty League,5-4,0.556,108,3.40,91,-14.35,74,20.94,119,-8.28,2.64,133,-19.99
Utica,Empire 8,5-5,0.500,109,3.39,100,-15.92,91,19.32,118,-8.23,2.66,109,-17.40
TX Lutheran,American SW,4-6,0.400,110,3.39,121,-19.19,118,16.86,129,-9.04,2.69,63,-9.74
Allegheny,North Coast AC,7-3,0.700,111,3.36,126,-19.78,153,12.93,89,-5.70,2.63,168,-24.33
Muskingum,Ohio AC,3-7,0.300,112,3.35,110,-17.89,141,14.11,83,-4.99,2.74,53,-8.71
Waynesburg,Presidents' AC,6-4,0.600,113,3.31,102,-16.36,85,20.04,131,-9.39,2.65,154,-22.48
Wooster,North Coast AC,5-5,0.500,114,3.31,103,-16.47,120,16.70,93,-6.17,2.59,142,-20.74
Buena Vista,American Rivers,3-7,0.300,115,3.27,106,-17.38,149,13.24,74,-3.61,2.62,77,-12.78
Defiance,Heartland CAC,6-4,0.600,116,3.25,128,-19.83,165,11.81,80,-4.63,2.60,162,-23.48
Chris Newport,USA South,6-5,0.545,117,3.24,119,-19.12,122,16.30,121,-8.41,2.63,138,-20.41
Rochester NY,Liberty League,4-5,0.444,118,3.24,122,-19.43,144,13.89,95,-6.32,2.54,105,-16.98
St Lawrence,Liberty League,5-6,0.455,119,3.23,139,-22.16,176,10.69,91,-5.85,2.65,94,-15.54
Trinity TX,Southern CAC,4-6,0.400,120,3.23,101,-16.31,105,18.11,106,-7.41,2.72,116,-18.12
Hanover,Heartland CAC,7-3,0.700,121,3.21,143,-23.39,113,17.43,178,-13.81,2.65,160,-23.31
Lewis & Clark,Northwest,4-5,0.444,122,3.15,136,-22.01,66,21.81,203,-16.81,2.71,82,-13.55
Marietta,Ohio AC,2-8,0.200,123,3.14,113,-18.15,119,16.86,113,-8.00,2.68,62,-9.56
Whittier,Southern Cal IAC,2-7,0.222,124,3.14,114,-18.52,107,17.94,132,-9.46,2.60,64,-10.29
Hartwick,Empire 8,4-5,0.444,125,3.13,134,-21.25,127,15.81,142,-10.05,2.73,111,-17.61
Simpson IA,American Rivers,2-8,0.200,126,3.13,129,-19.90,135,15.04,112,-7.93,2.76,51,-8.41
Monmouth IL,Midwest,6-4,0.600,127,3.10,116,-18.82,115,17.23,128,-9.04,2.58,188,-27.95
College of NJ,New Jersey A.C.,5-5,0.500,128,3.10,141,-22.96,168,11.38,102,-7.33,2.67,143,-20.88
Mt St Joseph,Heartland CAC,5-5,0.500,129,3.09,120,-19.18,142,14.06,94,-6.24,2.60,170,-24.43
McDaniel,Centennial,5-5,0.500,130,3.08,153,-24.96,179,10.24,117,-8.19,2.65,123,-19.33
Ripon,Midwest,7-3,0.700,131,3.08,130,-19.94,83,20.41,172,-13.34,2.55,195,-30.37
Austin Col,Southern CAC,4-5,0.444,132,3.07,133,-21.11,132,15.56,136,-9.66,2.63,140,-20.46
Geneva,Presidents' AC,5-5,0.500,133,3.04,135,-21.77,110,17.57,160,-12.34,2.65,151,-22.28
Grove City,Presidents' AC,5-5,0.500,134,3.03,149,-23.74,169,11.37,115,-8.10,2.67,148,-22.06
Endicott,New England FC,9-3,0.750,135,3.03,154,-25.05,137,14.98,167,-13.02,2.61,193,-30.19
Rose-Hulman,Heartland CAC,6-4,0.600,136,3.01,148,-23.71,130,15.68,163,-12.38,2.60,175,-25.18
La Verne,Southern Cal IAC,1-8,0.111,137,3.01,127,-19.82,125,15.92,126,-8.74,2.67,42,-6.80
Dickinson,Centennial,3-7,0.300,138,3.00,124,-19.53,117,17.08,134,-9.60,2.63,114,-18.09
Hope,Michigan IAA,3-7,0.300,139,2.99,118,-19.09,152,13.15,86,-5.23,2.68,130,-19.88
Howard Payne,American SW,2-8,0.200,140,2.99,131,-20.45,112,17.46,147,-10.90,2.68,70,-11.78
W New England,New England FC,9-2,0.818,141,2.98,168,-27.93,181,10.08,148,-11.00,2.67,210,-33.76
Carroll WI,Midwest,7-3,0.700,142,2.97,155,-25.40,190,8.95,103,-7.34,2.65,201,-31.82
Wm Paterson,New Jersey A.C.,4-6,0.400,143,2.96,151,-24.74,194,8.00,90,-5.73,2.62,129,-19.79
Union NY,Liberty League,2-7,0.222,144,2.94,123,-19.50,124,16.21,125,-8.69,2.66,100,-16.32
Emory & Henry,Old Dominion AC,5-5,0.500,145,2.94,145,-23.42,173,10.96,104,-7.37,2.61,176,-25.57
Concordia IL,Northern Athletic,8-2,0.800,146,2.94,156,-25.46,77,20.70,213,-19.15,2.62,205,-32.73
Benedictine IL,Northern Athletic,8-3,0.727,147,2.93,158,-25.60,129,15.68,181,-14.26,2.62,198,-31.35
Norwich,East Coast,8-3,0.727,148,2.92,140,-22.86,136,15.02,146,-10.88,2.67,221,-35.05
Carnegie Mellon,University AA,4-6,0.400,149,2.91,142,-23.23,133,15.49,155,-11.71,2.66,147,-21.69
Puget Sound,Northwest,2-7,0.222,150,2.90,125,-19.76,58,22.85,192,-15.60,2.71,89,-14.49
Sul Ross,American SW,1-8,0.111,151,2.90,132,-20.48,81,20.60,179,-14.07,2.71,56,-9.04
Buffalo St,New Jersey A.C.,4-6,0.400,152,2.89,150,-23.87,92,19.24,194,-16.10,2.65,132,-19.97
Greenville,Upper Midwest,7-3,0.700,153,2.88,163,-26.59,155,12.73,158,-12.31,2.63,200,-31.63
Hamline,Minnesota IAC,1-9,0.100,154,2.84,137,-22.02,109,17.86,166,-12.86,2.58,48,-8.05
Rhodes,Southern CAC,4-6,0.400,155,2.83,166,-26.92,158,12.42,159,-12.33,2.65,141,-20.53
LaGrange,NCAA III Ind,3-7,0.300,156,2.83,160,-26.02,145,13.82,165,-12.84,2.62,101,-16.50
Framingham St,New England FC,9-2,0.818,157,2.79,184,-31.14,163,11.88,193,-16.01,2.55,217,-34.63
Curry,New England FC,6-4,0.600,158,2.79,144,-23.41,151,13.16,133,-9.57,2.62,214,-34.27
Pomona-Pitzer,Southern Cal IAC,1-8,0.111,159,2.78,138,-22.15,106,18.00,170,-13.14,2.64,71,-11.84
Averett,USA South,5-5,0.500,160,2.78,162,-26.56,185,9.64,130,-9.19,2.61,183,-27.28
Bethany WV,Presidents' AC,5-5,0.500,161,2.78,180,-29.56,143,14.01,200,-16.57,2.68,156,-22.86
SUNY Maritime,East Coast,10-1,0.909,162,2.76,196,-33.75,191,8.76,190,-15.49,2.69,226,-36.84
Aurora,Northern Athletic,7-3,0.700,163,2.74,179,-29.28,188,9.38,153,-11.65,2.68,215,-34.34
ME Maritime,New England FC,8-3,0.727,164,2.73,165,-26.84,64,22.08,225,-21.91,2.62,218,-34.88
Alma,Michigan IAA,3-7,0.300,165,2.72,161,-26.22,160,12.34,151,-11.55,2.76,139,-20.42
Frostburg St,Atlantic Central,2-8,0.200,166,2.72,167,-27.24,164,11.81,156,-12.05,2.69,81,-13.46
Oberlin,North Coast AC,4-6,0.400,167,2.67,176,-29.02,171,11.12,169,-13.12,2.69,159,-23.09
FDU Madison,Mid Atlantic,3-7,0.300,168,2.66,170,-28.25,157,12.52,176,-13.76,2.69,131,-19.88
Catholic,Old Dominion AC,4-6,0.400,169,2.66,172,-28.84,148,13.59,189,-15.42,2.57,164,-23.81
Salve Regina,New England FC,6-4,0.600,170,2.66,182,-30.65,221,4.11,110,-7.76,2.64,204,-32.73
Wilmington OH,Ohio AC,0-10,0.000,171,2.65,147,-23.51,178,10.59,101,-7.10,2.75,41,-6.25
Susquehanna,Centennial,2-8,0.200,172,2.63,157,-25.49,146,13.82,157,-12.30,2.65,126,-19.58
King's PA,Mid Atlantic,1-9,0.100,173,2.61,146,-23.45,150,13.20,135,-9.64,2.69,102,-16.55
Ferrum,USA South,4-6,0.400,174,2.61,159,-25.88,131,15.58,184,-14.45,2.58,185,-27.82
North Park,Ill & Wisc,2-8,0.200,175,2.61,169,-28.12,186,9.45,144,-10.57,2.73,98,-15.87
Merchant Marine,Liberty League,4-6,0.400,176,2.60,175,-28.99,161,12.26,180,-14.24,2.67,173,-25.05
Maryville TN,USA South,4-6,0.400,177,2.59,183,-30.93,207,6.67,145,-10.60,2.59,174,-25.13
WI Lutheran,Northern Athletic,6-4,0.600,178,2.58,186,-31.75,209,6.42,150,-11.16,2.64,207,-33.43
Plymouth St,New England FC,6-4,0.600,179,2.57,173,-28.85,208,6.59,122,-8.44,2.61,224,-36.36
Brockport St,New Jersey A.C.,2-8,0.200,180,2.56,152,-24.92,95,18.77,202,-16.68,2.71,137,-20.38
St Vincent,Presidents' AC,3-7,0.300,181,2.54,178,-29.20,180,10.16,161,-12.35,2.59,157,-22.88
Lakeland,Northern Athletic,4-6,0.400,182,2.53,164,-26.72,162,11.95,154,-11.66,2.71,194,-30.32
Shenandoah,USA South,4-6,0.400,183,2.51,189,-32.32,200,7.05,162,-12.36,2.54,179,-26.03
Worcester Tech,Liberty League,3-7,0.300,184,2.51,174,-28.97,195,7.87,138,-9.82,2.60,178,-25.83
Denison,North Coast AC,4-6,0.400,185,2.48,185,-31.34,187,9.40,175,-13.73,2.72,181,-26.91
Beloit,Midwest,5-5,0.500,186,2.45,187,-32.27,170,11.32,201,-16.59,2.71,197,-30.79
Illinois Col,Midwest,5-5,0.500,187,2.42,192,-32.79,156,12.66,210,-18.44,2.61,196,-30.69
Manchester,Heartland CAC,2-8,0.200,188,2.38,177,-29.18,196,7.81,140,-9.98,2.57,169,-24.35
Mt Ida,East Coast,6-5,0.545,189,2.37,194,-33.10,175,10.83,205,-16.92,2.69,216,-34.60
Bluffton,Heartland CAC,4-6,0.400,190,2.36,206,-36.65,205,6.72,197,-16.36,2.62,177,-25.59
Westminster PA,Presidents' AC,2-8,0.200,191,2.32,181,-29.63,172,11.07,174,-13.69,2.68,167,-24.28
Kalamazoo,Michigan IAA,3-7,0.300,192,2.30,195,-33.55,147,13.61,219,-20.15,2.64,171,-24.79
Cornell IA,American Rivers,0-10,0.000,193,2.28,171,-28.64,183,10.01,152,-11.64,2.67,69,-11.40
Apprentice,Atlantic Central,2-8,0.200,194,2.28,193,-32.88,198,7.43,171,-13.31,2.72,152,-22.32
Westfield St,New England FC,5-5,0.500,195,2.27,198,-34.94,212,5.11,168,-13.04,2.67,219,-34.89
Ohio Wesleyan,North Coast AC,2-8,0.200,196,2.25,190,-32.43,193,8.37,177,-13.79,2.65,165,-24.08
Anderson IN,Heartland CAC,3-7,0.300,197,2.22,197,-34.41,140,14.20,223,-21.60,2.56,180,-26.43
Grinnell,Midwest,6-4,0.600,198,2.21,216,-40.12,192,8.53,224,-21.64,2.68,209,-33.73
Bridgewater MA,New England FC,5-5,0.500,199,2.21,199,-35.45,219,4.31,164,-12.75,2.57,225,-36.61
Macalester,NCAA III Ind,6-3,0.667,200,2.21,208,-37.85,189,9.06,218,-19.90,2.55,228,-39.29
MA Maritime,New England FC,5-5,0.500,201,2.15,207,-37.25,215,4.89,187,-15.13,2.61,223,-36.23
Morrisville St,New Jersey A.C.,2-8,0.200,202,2.13,203,-35.98,174,10.83,217,-19.80,2.69,158,-23.01
Martin Luther,Upper Midwest,5-4,0.556,203,2.13,201,-35.85,206,6.71,191,-15.56,2.60,231,-39.83
Sewanee,Southern CAC,1-9,0.100,204,2.09,202,-35.95,218,4.41,173,-13.35,2.67,119,-19.04
Westminster MO,Upper Midwest,5-5,0.500,205,2.06,205,-36.53,201,7.04,199,-16.56,2.62,229,-39.30
Olivet MI,Michigan IAA,0-10,0.000,206,2.06,188,-32.30,184,9.99,188,-15.28,2.70,83,-13.59
St Scholastica,Upper Midwest,7-3,0.700,207,2.05,225,-43.51,229,2.29,212,-18.79,2.60,234,-41.07
Concordia WI,Northern Athletic,2-8,0.200,208,2.00,200,-35.65,211,5.68,182,-14.32,2.65,191,-29.06
Worcester St,New England FC,5-5,0.500,209,2.00,213,-39.39,203,6.86,214,-19.24,2.66,227,-38.44
Pacific OR,Northwest,0-9,0.000,210,1.94,191,-32.70,138,14.60,221,-20.29,2.62,86,-14.24
Crown MN,Upper Midwest,6-3,0.667,211,1.93,222,-42.59,167,11.47,234,-27.05,2.59,235,-41.43
Methodist,USA South,2-8,0.200,212,1.92,211,-38.95,199,7.35,215,-19.29,2.70,187,-27.86
Gallaudet,East Coast,5-5,0.500,213,1.90,212,-39.03,226,2.64,185,-14.66,2.56,237,-42.96
Greensboro,USA South,2-8,0.200,214,1.89,219,-41.32,225,3.37,207,-17.68,2.64,182,-26.95
MA Dartmouth,New England FC,3-7,0.300,215,1.87,223,-43.30,232,0.10,198,-16.39,2.63,199,-31.42
Thiel,Presidents' AC,0-10,0.000,216,1.82,204,-36.46,214,4.90,183,-14.35,2.70,125,-19.56
Castleton,East Coast,5-4,0.556,217,1.77,226,-44.04,159,12.36,236,-29.39,2.65,230,-39.75
Lake Forest,Midwest,2-8,0.200,218,1.77,215,-39.70,224,3.52,195,-16.21,2.65,203,-32.13
Coast Guard,New England FC,2-7,0.222,219,1.73,218,-41.08,223,3.82,209,-17.89,2.67,211,-34.02
MN Morris,Upper Midwest,5-4,0.556,220,1.66,229,-45.57,213,5.08,230,-23.64,2.53,238,-44.28
Kenyon,North Coast AC,0-10,0.000,221,1.58,214,-39.44,222,3.89,196,-16.32,2.66,163,-23.77
Juniata,Centennial,0-10,0.000,222,1.56,224,-43.51,230,2.01,211,-18.51,2.71,93,-15.21
Nichols,New England FC,1-9,0.100,223,1.54,221,-42.38,231,1.52,204,-16.89,2.65,202,-31.93
Northwestern MN,Upper Midwest,1-8,0.111,224,1.54,209,-38.47,210,5.68,206,-17.14,2.64,222,-35.06
W Connecticut,New Jersey A.C.,0-10,0.000,225,1.53,217,-40.60,202,6.89,222,-20.48,2.71,155,-22.64
Guilford,Old Dominion AC,0-10,0.000,226,1.50,210,-38.89,197,7.76,216,-19.64,2.74,186,-27.86
Lawrence,Midwest,2-8,0.200,227,1.50,228,-45.50,217,4.48,228,-22.98,2.75,212,-34.10
MIT,New England FC,1-8,0.111,228,1.39,227,-45.28,234,-0.46,208,-17.81,2.68,213,-34.18
Husson,East Coast,1-9,0.100,229,1.35,220,-42.33,204,6.72,226,-22.04,2.78,220,-34.91
Hiram,North Coast AC,1-9,0.100,230,1.33,232,-49.17,216,4.66,232,-26.82,2.69,184,-27.72
Fitchburg St,New England FC,1-9,0.100,231,1.32,230,-46.79,227,2.58,227,-22.37,2.73,208,-33.71
Knox,Midwest,1-9,0.100,232,1.22,233,-51.44,236,-1.08,229,-23.36,2.73,192,-29.62
Eureka,Upper Midwest,2-8,0.200,233,1.09,234,-51.62,220,4.19,235,-28.80,2.72,232,-40.01
Earlham,Heartland CAC,0-10,0.000,234,1.08,231,-48.70,228,2.47,231,-24.16,2.57,189,-28.11
Rockford,Northern Athletic,0-10,0.000,235,0.91,235,-52.10,238,-4.82,220,-20.27,2.62,190,-28.78
Maranatha Bap,Northern Athletic,1-9,0.100,236,0.80,238,-60.14,239,-6.25,233,-26.88,2.68,206,-33.36
Becker,East Coast,2-8,0.200,237,0.78,236,-59.43,237,-2.36,237,-30.07,2.67,233,-40.90
MacMurray,Upper Midwest,0-10,0.000,238,0.28,237,-60.10,233,-0.19,238,-32.90,2.63,236,-42.41
Anna Maria,East Coast,0-10,0.000,239,-0.08,239,-66.17,235,-0.52,239,-38.64,2.63,239,-44.77
