Team,,Record,,Rat,,Pwr,,Off,,Def,,HFA,SoS,
USC,Pac 10,11-2,0.846,1,9.21,1,68.66,9,58.57,1,35.20,2.91,11,53.49
LSU,Southeastern,12-2,0.857,2,9.09,3,67.49,5,61.08,7,31.51,3.05,21,51.40
West Virginia,Big East,11-2,0.846,3,9.08,2,67.99,2,62.18,10,30.92,3.01,30,50.53
Oklahoma,Big 12,11-3,0.786,4,8.98,4,67.31,4,61.33,9,31.08,3.21,39,49.66
Kansas,Big 12,12-1,0.923,5,8.90,9,63.30,12,58.06,14,30.34,3.25,77,44.38
Missouri,Big 12,12-2,0.857,6,8.89,8,63.38,6,60.63,31,27.85,3.03,16,51.77
Ohio St,Big 10,11-2,0.846,7,8.84,7,64.02,26,54.85,2,34.27,2.99,50,48.78
Oregon,Pac 10,9-4,0.692,8,8.76,5,65.96,3,62.03,20,29.03,3.00,4,55.06
Georgia,Southeastern,11-2,0.846,9,8.73,10,62.83,21,56.08,5,31.85,2.95,33,50.34
Florida,Southeastern,9-4,0.692,10,8.68,6,64.98,1,63.38,39,26.70,3.16,20,51.46
Arizona St,Pac 10,10-3,0.769,11,8.56,13,60.31,16,56.75,22,28.67,3.08,10,53.83
Virginia Tech,Atlantic Coast,11-3,0.786,12,8.55,12,61.49,37,53.25,3,33.34,2.95,43,49.41
Texas,Big 12,10-3,0.769,13,8.52,11,61.68,7,60.35,42,26.43,2.93,37,49.88
Oregon St,Pac 10,9-4,0.692,14,8.48,15,59.97,31,54.47,12,30.60,2.96,8,54.33
BYU,Mountain West,11-2,0.846,15,8.40,14,59.97,33,54.34,11,30.73,3.06,48,48.95
Tennessee,Southeastern,10-4,0.714,16,8.30,21,57.76,28,54.69,27,28.17,3.10,14,52.17
Michigan,Big 10,9-4,0.692,17,8.24,18,58.17,38,52.73,13,30.53,2.92,22,51.40
Auburn,Southeastern,9-4,0.692,18,8.22,22,57.51,61,49.57,4,33.04,2.90,40,49.61
Clemson,Atlantic Coast,9-4,0.692,19,8.16,16,59.45,29,54.60,17,29.95,3.04,56,48.31
Cincinnati,Big East,10-3,0.769,20,8.14,25,56.88,32,54.43,34,27.55,3.10,69,46.19
Penn St,Big 10,9-4,0.692,21,8.14,17,58.80,41,52.29,6,31.61,3.08,61,47.52
Texas Tech,Big 12,9-4,0.692,22,8.14,19,58.05,8,59.24,59,23.92,3.09,67,46.57
Boston College,Atlantic Coast,11-3,0.786,23,8.12,31,55.44,49,51.45,19,29.10,2.95,45,49.26
South Florida,Big East,9-4,0.692,24,8.12,26,56.60,30,54.59,36,27.11,3.20,27,50.84
California,Pac 10,7-6,0.538,25,8.11,20,57.81,17,56.31,40,26.61,3.02,7,54.66
UCLA,Pac 10,6-7,0.462,26,8.05,24,57.05,54,50.98,8,31.17,3.01,1,57.32
Kentucky,Southeastern,8-5,0.615,27,8.03,28,56.27,10,58.51,65,22.86,3.00,32,50.38
Wisconsin,Big 10,9-4,0.692,28,7.94,33,55.36,43,52.15,25,28.32,3.13,53,48.57
Arizona,Pac 10,5-7,0.417,29,7.92,27,56.32,36,53.34,28,28.08,3.00,3,55.27
Utah,Mountain West,9-4,0.692,30,7.91,36,55.18,58,50.19,16,30.09,3.13,51,48.75
South Carolina,Southeastern,6-6,0.500,31,7.90,29,55.92,40,52.39,23,28.63,2.90,24,51.29
Arkansas,Southeastern,8-5,0.615,32,7.90,32,55.37,18,56.30,53,24.17,3.07,60,47.53
Hawaii,Western Athletic,12-1,0.923,33,7.89,45,52.69,13,57.94,79,19.85,3.15,117,37.37
Boise St,Western Athletic,10-3,0.769,34,7.88,23,57.45,11,58.43,54,24.12,3.19,104,39.82
Wake Forest,Atlantic Coast,9-4,0.692,35,7.88,37,55.12,52,51.39,21,28.83,2.99,47,48.99
Oklahoma St,Big 12,7-6,0.538,36,7.86,34,55.30,14,57.81,66,22.59,2.97,23,51.31
Illinois,Big 10,9-4,0.692,37,7.83,46,52.61,46,51.81,45,25.90,3.00,28,50.73
Rutgers,Big East,8-5,0.615,38,7.77,30,55.78,27,54.85,43,26.04,2.93,75,45.04
Texas A&M,Big 12,7-6,0.538,39,7.76,42,53.39,50,51.43,37,27.06,3.08,18,51.57
Louisville,Big East,6-6,0.500,40,7.76,35,55.26,15,57.32,64,23.04,2.91,57,48.27
Florida St,Atlantic Coast,7-6,0.538,41,7.71,44,52.89,57,50.42,33,27.57,2.95,15,52.09
Alabama,Southeastern,7-6,0.538,42,7.70,39,54.01,53,51.24,30,27.87,2.99,46,49.07
Washington,Pac 10,4-9,0.308,43,7.70,38,54.93,23,55.28,49,24.75,2.96,2,56.56
Michigan St,Big 10,7-6,0.538,44,7.67,40,54.01,24,55.13,57,23.98,2.97,41,49.43
Virginia,Atlantic Coast,9-4,0.692,45,7.66,51,51.60,68,48.44,26,28.26,3.01,49,48.85
TCU,Mountain West,8-5,0.615,46,7.65,41,54.00,65,48.99,15,30.11,3.06,62,47.19
Connecticut,Big East,9-4,0.692,47,7.65,52,51.11,72,48.18,29,28.04,3.15,63,47.13
Air Force,Mountain West,9-4,0.692,48,7.62,50,51.76,44,51.87,48,25.00,3.01,72,45.57
Nebraska,Big 12,5-7,0.417,49,7.60,43,53.11,19,56.16,69,22.05,2.95,9,53.87
Washington St,Pac 10,5-7,0.417,50,7.54,53,50.91,42,52.24,60,23.78,3.05,6,54.78
Purdue,Big 10,8-5,0.615,51,7.53,47,52.41,34,54.21,62,23.30,3.09,70,46.15
Maryland,Atlantic Coast,6-7,0.462,52,7.53,49,52.14,67,48.77,24,28.48,2.89,26,50.87
Mississippi St,Southeastern,8-5,0.615,53,7.48,59,48.56,86,45.92,32,27.75,2.83,38,49.78
Kansas St,Big 12,5-7,0.417,54,7.46,48,52.27,25,54.86,67,22.51,3.16,42,49.43
Colorado,Big 12,6-7,0.462,55,7.44,54,50.34,51,51.42,56,24.02,3.01,13,52.24
UCF,Conference USA,10-4,0.714,56,7.40,55,50.28,48,51.45,58,23.92,3.24,85,43.05
Georgia Tech,Atlantic Coast,7-6,0.538,57,7.38,56,49.85,59,49.64,47,25.32,2.93,66,46.66
New Mexico,Mountain West,9-4,0.692,58,7.32,61,48.30,83,45.98,35,27.42,3.11,79,44.23
Vanderbilt,Southeastern,5-7,0.417,59,7.29,57,49.84,73,48.06,38,26.88,2.92,34,50.32
Fresno St,Western Athletic,9-4,0.692,60,7.28,64,48.09,45,51.82,71,21.37,3.01,84,43.44
Stanford,Pac 10,4-8,0.333,61,7.24,62,48.16,78,47.33,44,25.94,2.85,5,55.04
Pittsburgh,Big East,5-7,0.417,62,7.22,58,49.28,75,47.91,41,26.48,2.87,54,48.47
Tulsa,Conference USA,10-4,0.714,63,7.20,63,48.14,22,56.08,97,17.16,2.95,90,42.15
Indiana,Big 10,7-6,0.538,64,7.15,65,47.68,39,52.58,77,20.21,3.07,76,44.54
Iowa,Big 10,6-6,0.500,65,7.11,60,48.47,96,44.42,18,29.15,2.92,65,46.69
East Carolina,Conference USA,8-5,0.615,66,7.07,67,46.71,47,51.70,78,20.12,2.98,71,45.88
NC State,Atlantic Coast,5-7,0.417,67,7.07,69,46.37,79,47.29,52,24.19,2.87,35,50.12
Navy,FBS Indep,8-5,0.615,68,7.00,71,46.20,20,56.14,108,15.16,2.85,86,42.95
Notre Dame,FBS Indep,3-9,0.250,69,6.96,66,47.18,74,47.94,51,24.34,2.74,12,52.92
Troy,Sun Belt,8-4,0.667,70,6.95,72,45.76,66,48.96,70,21.90,3.12,92,41.75
Miami FL,Atlantic Coast,5-7,0.417,71,6.95,70,46.30,84,45.92,46,25.47,2.91,55,48.44
North Carolina,Atlantic Coast,4-8,0.333,72,6.93,68,46.69,80,47.17,50,24.62,3.02,36,50.10
Houston,Conference USA,8-5,0.615,73,6.84,73,45.07,55,50.90,83,19.26,2.95,105,39.81
Northwestern,Big 10,6-6,0.500,74,6.79,78,43.86,71,48.19,73,20.77,2.94,68,46.34
Wyoming,Mountain West,5-7,0.417,75,6.75,79,43.48,92,45.30,63,23.28,2.98,59,47.74
Mississippi,Southeastern,3-9,0.250,76,6.73,74,44.92,85,45.92,55,24.10,2.92,29,50.68
Southern Miss,Conference USA,7-6,0.538,77,6.72,75,44.74,82,46.52,61,23.31,2.78,95,41.12
Ball St,Mid-American,7-6,0.538,78,6.68,77,43.87,60,49.63,82,19.34,3.03,91,41.84
San Diego St,Mountain West,4-8,0.333,79,6.65,83,42.43,69,48.34,85,19.19,2.98,44,49.40
C Michigan,Mid-American,8-6,0.571,80,6.61,81,42.73,35,53.84,110,14.00,2.96,89,42.29
Colorado St,Mountain West,3-9,0.250,81,6.58,76,44.24,70,48.33,72,21.02,2.86,58,48.07
Iowa St,Big 12,3-9,0.250,82,6.49,84,42.10,93,45.02,68,22.18,2.91,17,51.65
Nevada,Western Athletic,6-7,0.462,83,6.47,82,42.50,63,49.36,91,18.24,3.10,97,41.03
FL Atlantic,Sun Belt,8-5,0.615,84,6.39,88,38.84,76,47.84,104,16.10,2.96,87,42.58
W Michigan,Mid-American,5-7,0.417,85,6.21,85,40.30,89,45.81,81,19.59,2.91,99,40.84
Syracuse,Big East,2-10,0.167,86,6.19,87,38.93,97,43.66,76,20.37,2.75,25,51.04
San Jose St,Western Athletic,5-7,0.417,87,6.17,90,38.27,102,42.70,75,20.67,3.10,82,43.68
Minnesota,Big 10,1-11,0.083,88,6.15,80,42.95,56,50.69,96,17.36,2.81,64,46.83
Duke,Atlantic Coast,1-11,0.083,89,6.14,89,38.77,94,44.62,84,19.26,2.82,19,51.51
UNLV,Mountain West,2-10,0.167,90,6.14,86,39.01,98,43.42,74,20.68,2.96,52,48.60
Baylor,Big 12,3-9,0.250,91,6.09,92,37.33,95,44.56,93,17.88,2.86,31,50.42
Bowling Green,Mid-American,8-5,0.615,92,6.03,99,34.75,87,45.88,111,13.97,3.11,114,38.89
Marshall,Conference USA,3-9,0.250,93,6.02,91,38.18,88,45.87,95,17.40,2.98,74,45.47
ULM,Sun Belt,6-6,0.500,94,6.00,94,36.33,106,42.29,86,19.13,2.96,108,39.68
Memphis,Conference USA,7-6,0.538,95,5.96,97,35.26,90,45.80,109,14.56,2.97,118,37.15
Louisiana Tech,Western Athletic,5-7,0.417,96,5.93,98,34.81,101,42.94,98,16.97,3.03,78,44.34
MTSU,Sun Belt,5-7,0.417,97,5.91,93,36.83,99,43.37,89,18.55,3.01,102,40.13
Miami OH,Mid-American,6-7,0.462,98,5.90,106,33.75,118,39.22,80,19.62,3.03,96,41.04
