Team,,Record,,Rat,,Pwr,,Off,,Def,,HFA,SoS,
Notre Dame OH,Mountain East,12-2,0.857,37,5.15,50,16.53,29,39.14,70,5.48,2.22,96,6.12
OH Dominican,Great Midwest,7-3,0.700,38,5.15,31,20.18,65,33.81,13,14.46,2.28,51,11.38
Carson-Newman,South Atlantic,9-3,0.750,39,5.14,40,18.41,40,37.33,46,9.16,2.32,56,10.73
Findlay,Great Midwest,7-4,0.636,40,5.11,28,22.05,21,40.69,44,9.45,2.25,40,12.81
Delta St,Gulf South,6-4,0.600,41,5.10,42,17.70,61,34.03,27,11.76,2.29,25,16.97
Henderson St,Great American,9-3,0.750,42,5.09,44,17.36,50,35.49,41,9.95,2.23,54,10.79
Winona St,Northern Sun,8-4,0.667,43,5.09,37,19.35,45,36.31,29,11.12,2.22,44,12.34
Wingate,South Atlantic,10-2,0.833,44,5.07,51,15.92,51,35.31,50,8.70,2.18,91,6.60
Saginaw Val,Great Lakes IAC,5-6,0.455,45,5.03,29,21.88,33,38.05,25,11.92,2.24,20,17.89
Midwest TX St,Lone Star,5-6,0.455,46,4.99,33,19.80,30,38.73,47,9.16,2.32,15,18.81
West Alabama,Gulf South,6-5,0.545,47,4.98,32,20.07,39,37.35,31,10.81,2.21,38,13.11
C Washington,Great Northwest,7-4,0.636,48,4.97,38,19.11,14,43.44,84,3.76,2.20,47,11.94
Shepherd,Penn St AC,10-3,0.769,49,4.97,52,15.25,27,39.64,86,3.69,2.26,85,7.59
West Georgia,Gulf South,6-5,0.545,50,4.91,41,17.86,44,36.59,45,9.36,2.20,36,13.54
Michigan Tech,Great Lakes IAC,5-5,0.500,51,4.90,55,13.97,76,31.32,33,10.73,2.27,19,18.22
S Arkansas,Great American,8-4,0.667,52,4.83,53,14.69,60,34.09,51,8.69,2.32,61,9.25
Bemidji St,Northern Sun,8-3,0.727,53,4.82,54,14.47,53,34.86,56,7.69,2.14,100,5.73
Florida Tech,Gulf South,5-6,0.455,54,4.82,48,16.89,55,34.72,37,10.25,2.27,31,14.77
W Oregon,Great Northwest,7-4,0.636,55,4.82,60,12.71,54,34.81,63,5.99,2.20,50,11.41
California PA,Penn St AC,7-4,0.636,56,4.80,49,16.85,59,34.30,35,10.63,2.20,98,6.07
Davenport,Great Lakes IAC,5-5,0.500,57,4.78,65,11.07,95,28.53,34,10.63,2.17,24,17.06
West Chester,Penn St AC,9-3,0.750,58,4.77,57,13.35,77,31.32,39,10.11,2.19,113,3.05
Utah Tech,Rocky Mtn AC,8-3,0.727,59,4.76,61,12.40,58,34.45,62,6.03,2.21,95,6.13
Bowie St,Central IAA,11-1,0.917,60,4.75,66,11.00,69,32.47,59,6.62,2.32,147,-4.76
Mississippi Col,Gulf South,5-5,0.500,61,4.73,63,11.62,64,33.81,65,5.89,2.24,28,16.48
Missouri S&T,Great Lakes Val,7-4,0.636,62,4.72,56,13.36,36,37.56,82,3.89,2.25,75,8.39
Hillsdale,Great Midwest,6-5,0.545,63,4.63,58,13.31,66,33.40,55,7.99,2.26,87,7.35
North Greenville,Gulf South,3-7,0.300,64,4.60,59,13.28,94,28.80,23,12.57,2.22,26,16.86
Concordia SP,Northern Sun,6-5,0.545,65,4.56,71,8.23,99,28.04,53,8.27,2.23,57,10.63
CO Mesa,Rocky Mtn AC,6-5,0.545,66,4.54,62,12.02,31,38.40,99,1.71,2.20,66,8.75
Savannah St,Southern IAC,7-3,0.700,67,4.51,69,9.34,79,31.19,61,6.24,2.39,123,1.22
OK Baptist,Great American,7-4,0.636,68,4.46,75,5.72,43,36.83,136,-3.02,2.22,78,8.29
Newberry,South Atlantic,5-6,0.455,69,4.44,64,11.08,83,30.49,52,8.68,2.29,83,7.65
Chadron St,Rocky Mtn AC,6-5,0.545,70,4.43,67,9.53,28,39.18,123,-1.57,2.21,84,7.60
Charleston WV,Mountain East,8-3,0.727,71,4.37,72,6.28,68,32.71,100,1.67,2.29,130,-0.64
Albany GA,Southern IAC,7-4,0.636,72,4.35,73,5.93,125,25.22,49,8.79,2.26,122,1.23
Virginia St,Central IAA,8-2,0.800,73,4.33,89,4.51,108,27.13,71,5.47,2.19,154,-5.59
Tusculum,South Atlantic,5-6,0.455,74,4.31,80,5.39,111,26.95,60,6.52,2.27,63,8.81
Moorhead St,Northern Sun,6-5,0.545,75,4.30,82,5.32,81,30.80,93,2.60,2.23,101,5.49
Western St CO,Rocky Mtn AC,5-6,0.455,76,4.28,76,5.62,104,27.72,64,5.98,2.28,72,8.45
Ark Monticello,Great American,5-6,0.455,77,4.28,77,5.58,84,30.43,89,3.24,2.30,69,8.61
Frostburg St,Mountain East,8-3,0.727,78,4.26,92,3.91,109,27.06,74,4.93,2.11,142,-3.27
New Haven,Northeast-10,7-3,0.700,79,4.25,85,5.03,97,28.27,75,4.85,2.22,141,-3.24
Mercyhurst,Penn St AC,6-5,0.545,80,4.23,81,5.32,100,27.89,69,5.52,2.24,116,2.69
Virginia Union,Central IAA,7-3,0.700,81,4.21,93,3.88,89,29.44,94,2.53,2.21,140,-3.03
Northern St SD,Northern Sun,6-5,0.545,82,4.20,101,1.89,116,26.50,87,3.48,2.29,103,5.25
Permian Basin,Lone Star,4-7,0.364,83,4.20,86,4.98,73,31.58,101,1.48,2.27,52,11.33
Miles,Southern IAC,9-3,0.750,84,4.19,102,1.86,114,26.88,91,3.07,2.25,145,-4.06
Wayne St NE,Northern Sun,4-7,0.364,85,4.16,79,5.50,91,28.93,78,4.66,2.29,71,8.45
Northwood MI,Great Lakes IAC,1-10,0.091,86,4.15,70,9.18,72,31.59,68,5.68,2.28,14,18.88
Fairmont St,Mountain East,5-5,0.500,87,4.13,68,9.41,47,36.19,103,1.31,2.18,128,-0.13
McKendree,Great Lakes Val,5-6,0.455,88,4.11,87,4.83,63,33.90,115,-0.99,2.29,109,4.63
NW Oklahoma St,Great American,4-7,0.364,89,4.10,97,3.03,118,26.37,77,4.75,2.31,68,8.65
Urbana,Mountain East,7-4,0.636,90,4.09,113,-0.49,124,25.30,95,2.29,2.19,129,-0.19
MO Southern,Mid America IAA,2-9,0.182,91,4.08,84,5.12,56,34.71,122,-1.50,2.38,22,17.54
E Stroudsburg,Penn St AC,6-5,0.545,92,4.08,100,1.90,88,29.54,108,0.44,2.25,119,2.21
WV State,Mountain East,7-4,0.636,93,4.05,116,-1.00,87,29.56,133,-2.47,2.19,125,0.42
St Cloud,Northern Sun,4-7,0.364,94,4.05,88,4.64,112,26.92,66,5.82,2.16,105,5.00
SW Minnesota,Northern Sun,3-8,0.273,95,4.02,96,3.26,90,29.31,96,2.04,2.25,55,10.73
Shippensburg,Penn St AC,4-7,0.364,96,4.02,94,3.86,78,31.26,105,0.69,2.26,97,6.10
Bloomsburg,Penn St AC,5-6,0.455,97,4.02,104,1.60,119,26.22,88,3.47,2.27,115,2.74
Assumption,Northeast-10,6-4,0.600,98,3.99,91,4.05,67,33.09,113,-0.95,2.30,143,-3.82
Glenville St,Mountain East,7-4,0.636,99,3.99,118,-2.40,139,22.66,92,3.02,2.28,136,-2.39
N Michigan,Great Lakes IAC,1-9,0.100,100,3.99,78,5.56,93,28.87,76,4.77,2.37,23,17.08
Mars Hill,South Atlantic,5-6,0.455,101,3.99,110,0.46,71,31.81,137,-3.26,2.28,108,4.72
TX A&M K'ville,Lone Star,2-9,0.182,102,3.97,83,5.13,57,34.70,121,-1.48,2.32,46,12.18
Arkansas Tech,Great American,3-8,0.273,103,3.97,90,4.07,85,30.26,97,1.90,2.30,77,8.34
Fayetteville St,Central IAA,8-3,0.727,104,3.95,111,0.28,102,27.79,107,0.57,2.24,164,-9.22
Limestone,South Atlantic,3-8,0.273,105,3.90,105,1.42,103,27.77,98,1.74,2.19,64,8.79
Bentley,Northeast-10,6-4,0.600,106,3.90,109,0.62,98,28.07,106,0.64,2.29,149,-4.88
SW Oklahoma,Great American,3-8,0.273,107,3.90,107,0.89,105,27.70,104,1.27,2.36,67,8.70
Stonehill,Northeast-10,6-4,0.600,108,3.87,114,-0.82,110,27.06,110,0.21,2.28,150,-4.90
NC Pembroke,South Atlantic,4-7,0.364,109,3.87,112,-0.04,86,30.03,129,-1.98,2.31,107,4.96
Edinboro,Penn St AC,3-8,0.273,110,3.87,103,1.78,122,25.66,80,4.21,2.25,93,6.28
East Central OK,Great American,3-8,0.273,111,3.86,106,1.21,74,31.51,131,-2.21,2.34,81,7.86
Ft Lewis,Rocky Mtn AC,3-7,0.300,112,3.86,108,0.75,143,22.05,57,6.78,2.37,62,9.23
Adams St,Rocky Mtn AC,4-7,0.364,113,3.84,117,-2.20,82,30.70,140,-4.81,2.38,90,6.71
Fort Valley St,Southern IAC,6-4,0.600,114,3.84,124,-4.02,92,28.90,141,-4.83,2.23,133,-0.93
Tuskegee,Southern IAC,5-5,0.500,115,3.83,115,-0.92,142,22.07,73,5.10,2.23,137,-2.66
S Dakota Tech,Rocky Mtn AC,3-8,0.273,116,3.79,99,1.90,80,31.10,117,-1.11,2.30,106,4.96
Azusa Pacific,Great Northwest,1-9,0.100,117,3.79,74,5.79,96,28.52,72,5.36,2.37,76,8.34
Kentucky St,Southern IAC,6-3,0.667,118,3.78,136,-7.09,155,19.58,102,1.42,2.25,151,-5.04
W New Mexico,Lone Star,1-10,0.091,119,3.75,98,2.21,75,31.46,118,-1.16,2.28,32,14.57
Quincy,Great Lakes Val,5-6,0.455,120,3.72,125,-4.13,107,27.42,138,-3.46,2.31,127,-0.02
West Liberty,Mountain East,5-6,0.455,121,3.70,121,-3.29,106,27.61,135,-2.82,2.34,135,-1.79
SE Oklahoma,Great American,1-10,0.091,122,3.68,95,3.64,101,27.87,83,3.85,2.35,70,8.60
Shaw NC,Central IAA,6-4,0.600,123,3.66,137,-7.15,138,22.91,127,-1.97,2.22,155,-5.66
Walsh,Great Midwest,3-8,0.273,124,3.64,120,-3.21,146,20.97,81,3.91,2.34,110,4.42
Pace,Northeast-10,6-4,0.600,125,3.63,128,-5.06,128,24.81,124,-1.79,2.27,162,-8.26
Southern Nazarene,Great American,2-9,0.182,126,3.58,127,-4.89,133,23.68,111,-0.48,2.30,65,8.78
W Salem St,Central IAA,4-6,0.400,127,3.57,122,-3.43,151,20.07,79,4.59,2.14,157,-5.92
Clarion,Penn St AC,3-8,0.273,128,3.56,126,-4.69,120,26.09,134,-2.69,2.28,112,3.45
Black Hills St,Rocky Mtn AC,3-8,0.273,129,3.55,132,-6.38,121,26.04,139,-4.34,2.43,102,5.28
Upper Iowa,Northern Sun,2-9,0.182,130,3.55,119,-3.03,113,26.89,125,-1.84,2.36,89,7.16
NM Highlands,Rocky Mtn AC,2-8,0.200,131,3.54,135,-6.81,141,22.27,114,-0.98,2.34,80,7.96
UVA-Wise,South Atlantic,2-9,0.182,132,3.54,129,-5.99,156,18.99,90,3.11,2.25,82,7.70
Morehouse,Southern IAC,4-6,0.400,133,3.50,131,-6.37,134,23.67,126,-1.94,2.34,139,-3.03
Catawba,South Atlantic,1-10,0.091,134,3.41,123,-3.50,126,25.19,112,-0.60,2.34,88,7.27
Gannon,Penn St AC,2-9,0.182,135,3.40,130,-6.03,136,23.48,119,-1.43,2.24,111,4.10
American Intl,Northeast-10,4-6,0.400,136,3.37,143,-11.15,159,18.39,120,-1.45,2.34,146,-4.07
Shorter,Gulf South,1-10,0.091,137,3.36,134,-6.68,137,23.38,128,-1.97,2.26,53,10.96
Seton Hill,Penn St AC,2-8,0.200,138,3.36,140,-9.31,131,24.37,144,-5.60,2.28,99,5.76
SW Baptist,Great Lakes Val,3-8,0.273,139,3.33,141,-9.67,149,20.75,132,-2.34,2.37,121,1.29
Minot St,Northern Sun,3-8,0.273,140,3.32,144,-11.63,135,23.52,152,-7.06,2.29,114,3.03
Lake Erie,Great Midwest,3-8,0.273,141,3.26,146,-11.86,127,24.84,156,-8.61,2.28,118,2.35
Millersville,Penn St AC,2-9,0.182,142,3.24,151,-13.19,162,17.09,130,-2.20,2.27,94,6.18
Chowan,Central IAA,3-7,0.300,143,3.22,133,-6.65,70,32.11,161,-10.68,2.37,153,-5.44
Lane,Southern IAC,4-6,0.400,144,3.20,145,-11.84,145,21.24,142,-4.99,2.22,159,-6.77
St Anselm,Northeast-10,4-7,0.364,145,3.20,150,-13.07,129,24.72,158,-9.70,2.35,144,-4.05
Wm Jewell,Great Lakes Val,1-10,0.091,146,3.18,139,-8.07,115,26.76,150,-6.74,2.22,92,6.54
S Connecticut,Northeast-10,2-8,0.200,147,3.14,138,-8.05,152,19.82,109,0.21,2.25,156,-5.88
JC Smith,Central IAA,4-6,0.400,148,3.13,155,-14.18,154,19.74,145,-5.83,2.32,161,-7.30
Lincoln MO,Mid America IAA,1-10,0.091,149,3.10,153,-13.57,147,20.91,147,-6.40,2.30,35,14.22
Mary ND,Northern Sun,2-9,0.182,150,3.04,152,-13.34,132,23.98,157,-9.23,2.34,120,1.31
Benedict,Southern IAC,1-8,0.111,151,2.97,142,-10.18,157,18.93,116,-1.02,2.16,138,-2.98
Simon Fraser,Great Northwest,1-9,0.100,152,2.91,159,-18.30,153,19.78,159,-9.99,2.35,59,9.89
Central St OH,Southern IAC,3-7,0.300,153,2.89,161,-18.36,160,18.14,155,-8.41,2.31,160,-6.88
KY Wesleyan,Great Midwest,1-10,0.091,154,2.89,148,-12.78,140,22.36,151,-7.06,2.34,124,0.76
Ald-Broaddus,Great Midwest,1-9,0.100,155,2.88,147,-12.41,117,26.42,162,-10.74,2.35,126,0.05
WV Wesleyan,Mountain East,1-10,0.091,156,2.87,149,-12.87,144,21.29,146,-6.07,2.36,134,-1.12
Concord,Mountain East,1-10,0.091,157,2.84,154,-13.79,148,20.86,148,-6.55,2.47,132,-0.86
Livingstone,Central IAA,4-6,0.400,158,2.71,164,-21.83,166,11.48,143,-5.22,2.25,167,-15.08
Lock Haven,Penn St AC,2-9,0.182,159,2.70,158,-18.21,123,25.45,166,-15.58,2.33,148,-4.87
St Augustine's,Central IAA,2-8,0.200,160,2.68,162,-20.46,165,15.25,154,-7.62,2.26,152,-5.26
Wheeling,Mountain East,1-10,0.091,161,2.67,160,-18.31,163,17.06,153,-7.28,2.26,131,-0.70
NE Oklahoma,Mid America IAA,0-11,0.000,162,2.67,157,-16.03,130,24.69,164,-12.63,2.36,48,11.79
Clark Atlanta,Southern IAC,0-10,0.000,163,2.42,156,-14.44,150,20.24,149,-6.60,2.28,163,-9.14
Edward Waters,Southern IAC,1-10,0.091,164,2.41,163,-21.49,161,17.12,160,-10.52,2.25,158,-6.41
Eliz. City St,Central IAA,2-9,0.182,165,2.37,165,-22.66,158,18.75,165,-13.32,2.31,166,-11.42
MN Crookston,Northern Sun,0-11,0.000,166,2.29,166,-22.79,164,16.81,163,-11.51,2.36,117,2.61
Lincoln PA,Central IAA,0-10,0.000,167,1.50,167,-35.76,167,11.43,167,-19.10,2.41,165,-11.32
Franklin Pierce,Northeast-10,1-10,0.091,168,1.08,168,-47.27,168,7.21,168,-26.39,2.22,168,-16.05
