Team,,Record,,Rat,,Pwr,,Off,,Def,,HFA,SoS,
Occidental,Southern Cal IAC,9-1,0.900,44,0.80,61,-9.39,18,25.20,115,-9.32,2.99,111,-19.30
WI River Falls,Wisconsin IAC,3-7,0.300,45,0.78,38,-5.27,35,22.77,49,-2.76,2.78,17,-3.01
Ithaca,Empire 8,9-2,0.818,46,0.74,49,-7.28,20,24.42,87,-6.42,2.84,110,-19.26
Buena Vista,American Rivers,7-3,0.700,47,0.74,53,-8.09,84,17.44,28,-0.26,2.87,65,-14.06
Augsburg,Minnesota IAC,5-5,0.500,48,0.71,54,-8.14,21,24.32,97,-7.19,2.95,36,-8.89
John Carroll,Ohio AC,5-5,0.500,49,0.71,42,-5.86,80,17.79,18,1.63,2.86,28,-7.54
Mississippi Col,American SW,5-5,0.500,50,0.70,43,-5.88,31,23.16,57,-3.76,2.93,41,-10.32
Delaware Val,Mid Atlantic,8-3,0.727,51,0.69,52,-7.52,66,19.14,35,-1.39,3.01,57,-13.45
Redlands,Southern Cal IAC,7-2,0.778,52,0.67,34,-5.04,38,22.16,42,-1.92,2.99,126,-20.87
Wabash,North Coast AC,10-2,0.833,53,0.66,51,-7.42,25,23.69,81,-5.83,2.89,157,-24.32
Wesleyan CT,NESCAC,1-7,0.125,54,0.64,36,-5.16,71,18.61,20,1.51,2.80,8,-0.03
Whitworth,Northwest,6-3,0.667,55,0.64,56,-8.64,43,21.72,73,-5.08,2.91,76,-15.22
Simpson IA,American Rivers,7-3,0.700,56,0.63,57,-8.64,72,18.60,44,-1.96,2.93,64,-13.93
Loras,American Rivers,6-4,0.600,57,0.62,55,-8.18,56,20.03,51,-2.94,2.99,46,-11.22
Central IA,American Rivers,6-4,0.600,58,0.60,48,-7.13,58,19.78,39,-1.64,2.85,67,-14.39
St John Fisher,Empire 8,7-4,0.636,59,0.58,45,-6.69,48,21.10,48,-2.51,2.88,72,-14.67
Wash & Jeff,Presidents' AC,11-2,0.846,60,0.57,62,-9.44,17,25.79,125,-9.95,3.04,137,-22.33
Montclair St,New Jersey A.C.,8-3,0.727,61,0.54,59,-9.31,99,15.89,27,0.08,2.88,74,-15.02
Cal Lutheran,Southern Cal IAC,7-2,0.778,62,0.52,64,-10.34,92,16.65,41,-1.72,2.94,100,-18.16
Bates,NESCAC,2-6,0.250,63,0.47,66,-10.75,74,18.41,58,-3.88,2.88,3,0.90
Hobart & Smith,Liberty League,9-2,0.818,64,0.47,63,-10.06,82,17.68,46,-2.46,2.91,94,-17.18
Louisiana Chr,American SW,7-3,0.700,65,0.44,67,-10.87,81,17.72,52,-3.31,2.97,66,-14.37
Coe,American Rivers,4-6,0.400,66,0.37,60,-9.35,79,17.87,43,-1.94,2.74,38,-9.33
Chris Newport,USA South,8-2,0.800,67,0.35,74,-12.55,70,18.65,83,-5.92,2.90,108,-19.15
Kean,New Jersey A.C.,7-4,0.636,68,0.32,68,-11.01,49,21.01,91,-6.74,2.89,77,-15.37
Luther IA,American Rivers,5-5,0.500,69,0.31,69,-11.14,109,15.03,32,-0.90,2.91,55,-13.15
Albright,Mid Atlantic,8-3,0.727,70,0.31,75,-12.84,102,15.76,53,-3.33,2.91,81,-15.64
E Texas Bap,American SW,5-5,0.500,71,0.27,71,-11.95,73,18.44,74,-5.11,2.89,37,-9.12
Trinity TX,Southern CAC,8-2,0.800,72,0.26,65,-10.53,52,20.33,79,-5.59,2.94,140,-22.52
Trine,Michigan IAA,10-1,0.909,73,0.24,89,-15.12,117,14.50,62,-4.34,3.06,128,-21.39
Brockport St,New Jersey A.C.,7-4,0.636,74,0.23,70,-11.82,34,22.79,116,-9.33,2.88,83,-15.79
Case Western,University AA,10-1,0.909,75,0.22,72,-12.15,67,19.08,84,-5.96,3.04,184,-28.20
Moravian,Centennial,8-3,0.727,76,0.14,81,-13.98,101,15.78,63,-4.48,2.96,99,-17.85
IL Wesleyan,Ill & Wisc,6-4,0.600,77,0.12,77,-12.97,77,18.10,80,-5.80,2.89,78,-15.39
Elmhurst,Ill & Wisc,7-3,0.700,78,0.11,86,-14.85,76,18.26,102,-7.83,2.89,102,-18.59
DePauw,Southern CAC,8-2,0.800,79,0.10,91,-15.21,60,19.64,121,-9.58,2.87,117,-20.25
Adrian,Michigan IAA,8-2,0.800,80,0.08,82,-14.26,113,14.70,56,-3.69,2.94,145,-22.83
Wilmington OH,Ohio AC,4-6,0.400,81,0.07,83,-14.37,85,17.10,85,-6.19,2.92,21,-6.06
Alfred,Empire 8,7-4,0.636,82,0.03,73,-12.21,59,19.68,89,-6.61,2.88,122,-20.62
Rensselaer,Liberty League,8-2,0.800,83,-0.01,80,-13.79,97,16.40,71,-4.92,2.95,153,-23.83
Lycoming,Mid Atlantic,7-4,0.636,84,-0.02,97,-16.38,123,14.17,76,-5.27,3.04,75,-15.10
Lebanon Val,Mid Atlantic,6-4,0.600,85,-0.04,85,-14.69,103,15.55,72,-4.95,2.89,90,-16.22
Hampden-Sydney,Old Dominion AC,8-2,0.800,86,-0.04,99,-16.53,54,20.09,147,-11.34,2.82,116,-20.03
Wilkes,Mid Atlantic,4-6,0.400,87,-0.08,76,-12.97,100,15.88,55,-3.57,2.88,63,-13.86
Dickinson,Centennial,6-4,0.600,88,-0.08,79,-13.56,62,19.56,103,-7.84,2.98,106,-18.96
Johns Hopkins,Centennial,8-3,0.727,89,-0.15,103,-17.22,108,15.04,93,-6.98,2.93,118,-20.30
Heidelberg,Ohio AC,4-6,0.400,90,-0.16,100,-16.88,53,20.33,157,-11.93,2.73,31,-7.73
Chapman,NCAA III Ind,5-4,0.556,91,-0.16,92,-15.26,115,14.62,66,-4.61,2.90,103,-18.64
Pac Lutheran,Northwest,3-6,0.333,92,-0.17,93,-15.31,104,15.49,78,-5.52,2.73,49,-11.82
NC Wesleyan,USA South,6-4,0.600,93,-0.23,78,-13.54,63,19.54,101,-7.80,2.93,144,-22.74
Widener,Mid Atlantic,4-6,0.400,94,-0.23,88,-15.08,119,14.40,61,-4.20,2.89,62,-13.80
College of NJ,New Jersey A.C.,4-6,0.400,95,-0.24,87,-15.00,78,17.98,100,-7.70,2.79,80,-15.49
Carthage,Ill & Wisc,5-5,0.500,96,-0.26,98,-16.45,61,19.63,138,-10.80,2.76,82,-15.73
Gettysburg,Centennial,5-5,0.500,97,-0.26,84,-14.64,46,21.35,136,-10.71,2.99,101,-18.42
Union NY,Liberty League,5-4,0.556,98,-0.29,96,-16.25,88,17.05,104,-8.02,2.89,115,-19.41
Hamline,Minnesota IAC,2-8,0.200,99,-0.29,90,-15.17,111,14.93,68,-4.82,2.93,50,-11.94
Catholic,Old Dominion AC,9-2,0.818,100,-0.30,118,-19.58,94,16.47,137,-10.78,2.92,155,-24.02
Thomas More,Presidents' AC,8-3,0.727,101,-0.30,107,-18.09,107,15.23,105,-8.05,3.00,146,-22.87
Wooster,North Coast AC,8-2,0.800,102,-0.37,114,-19.12,139,12.77,88,-6.61,2.99,162,-24.72
Muskingum,Ohio AC,3-7,0.300,103,-0.37,105,-17.89,89,16.99,122,-9.60,2.88,26,-7.15
Dubuque,American Rivers,2-8,0.200,104,-0.37,95,-15.41,90,16.78,92,-6.91,2.86,52,-12.84
Wm Paterson,New Jersey A.C.,4-6,0.400,105,-0.41,102,-17.15,121,14.32,86,-6.19,2.95,86,-15.87
Centre,Southern CAC,7-3,0.700,106,-0.41,113,-19.10,138,12.79,90,-6.61,2.94,132,-21.79
St Norbert,Midwest,7-3,0.700,107,-0.45,104,-17.37,64,19.42,150,-11.51,2.98,191,-30.16
Ripon,Midwest,8-2,0.800,108,-0.45,116,-19.23,118,14.48,107,-8.43,2.98,193,-30.68
Wittenberg,North Coast AC,6-4,0.600,109,-0.46,94,-15.36,112,14.83,70,-4.90,2.92,177,-26.95
Hartwick,Empire 8,7-3,0.700,110,-0.48,119,-19.88,32,23.15,189,-17.75,2.98,169,-25.42
Emory & Henry,Old Dominion AC,6-4,0.600,111,-0.50,108,-18.14,155,11.19,59,-4.05,2.92,147,-22.92
Ferrum,USA South,7-3,0.700,112,-0.51,117,-19.32,132,13.05,96,-7.10,2.85,152,-23.63
Menlo,Northwest,3-7,0.300,113,-0.58,106,-18.02,95,16.42,112,-9.17,2.87,68,-14.42
Frank & Marsh,Centennial,4-6,0.400,114,-0.64,110,-18.50,141,12.66,82,-5.89,3.00,109,-19.22
Millikin,Ill & Wisc,3-7,0.300,115,-0.65,109,-18.24,122,14.27,98,-7.23,2.77,73,-14.78
Puget Sound,Northwest,3-6,0.333,116,-0.65,115,-19.15,87,17.08,141,-10.95,2.93,56,-13.31
TX Lutheran,American SW,4-6,0.400,117,-0.66,133,-22.40,145,12.39,119,-9.51,2.74,45,-11.10
Mt St Joseph,Heartland CAC,5-5,0.500,118,-0.68,101,-17.11,128,13.39,75,-5.23,2.89,167,-25.18
King's PA,Mid Atlantic,3-7,0.300,119,-0.70,120,-20.19,173,9.75,67,-4.67,2.89,79,-15.49
Hope,Michigan IAA,3-7,0.300,120,-0.72,111,-18.69,68,18.88,159,-12.29,2.94,88,-16.10
Randolph-Macon,Old Dominion AC,6-5,0.545,121,-0.72,127,-21.30,120,14.39,131,-10.41,3.05,104,-18.79
Springfield,Empire 8,4-6,0.400,122,-0.78,112,-18.81,86,17.10,135,-10.63,2.87,148,-22.97
Huntingdon,St Louis IAC,8-2,0.800,123,-0.79,123,-20.44,93,16.51,151,-11.67,2.91,228,-42.38
Alma,Michigan IAA,5-5,0.500,124,-0.81,126,-21.17,57,19.82,180,-15.71,3.01,164,-24.79
Marietta,Ohio AC,2-8,0.200,125,-0.81,128,-21.74,130,13.36,124,-9.82,2.82,25,-7.06
W Connecticut,New Jersey A.C.,2-8,0.200,126,-0.86,125,-21.04,106,15.28,143,-11.05,2.76,59,-13.69
Husson,NCAA III Ind,7-3,0.700,127,-0.86,138,-23.08,140,12.68,132,-10.49,3.05,183,-28.14
Frostburg St,Atlantic Central,3-6,0.333,128,-0.86,137,-22.91,148,12.14,123,-9.78,2.93,60,-13.76
LaGrange,St Louis IAC,9-2,0.818,129,-0.87,141,-24.29,96,16.42,179,-15.43,2.94,210,-36.97
Bridgewater VA,Old Dominion AC,4-6,0.400,130,-0.88,121,-20.25,116,14.50,117,-9.48,2.86,130,-21.49
Rhodes,Southern CAC,4-6,0.400,131,-0.90,131,-21.92,192,7.87,64,-4.51,2.92,113,-19.37
Carnegie Mellon,University AA,5-5,0.500,132,-0.90,124,-20.98,154,11.29,94,-7.00,2.88,174,-26.26
Maryville TN,USA South,5-5,0.500,133,-0.92,134,-22.48,137,12.82,126,-10.03,2.88,143,-22.65
Washington StL,University AA,5-5,0.500,134,-0.93,132,-22.37,165,10.28,99,-7.37,2.92,158,-24.35
Rochester NY,Liberty League,3-7,0.300,135,-0.93,130,-21.85,143,12.58,111,-9.16,2.86,98,-17.83
Buffalo St,New Jersey A.C.,1-9,0.100,136,-0.95,122,-20.38,91,16.78,155,-11.88,2.90,51,-12.65
Sul Ross,American SW,3-7,0.300,137,-0.95,129,-21.76,114,14.65,144,-11.14,2.91,70,-14.51
Worcester Tech,Liberty League,7-3,0.700,138,-0.97,147,-25.18,153,11.41,146,-11.31,2.90,178,-27.21
Geneva,Presidents' AC,5-5,0.500,139,-0.98,136,-22.85,136,12.95,133,-10.52,2.78,142,-22.65
FDU Madison,Mid Atlantic,3-7,0.300,140,-0.99,143,-24.48,159,11.02,129,-10.23,2.90,84,-15.86
Susquehanna,Liberty League,4-6,0.400,141,-0.99,135,-22.81,105,15.33,162,-12.86,2.89,120,-20.43
Austin Col,Southern CAC,5-5,0.500,142,-1.01,139,-23.62,134,13.01,148,-11.35,2.91,129,-21.45
Ursinus,Centennial,3-7,0.300,143,-1.07,142,-24.35,171,9.97,109,-9.04,2.85,93,-16.91
Curry,New England FC,10-2,0.833,144,-1.09,154,-25.65,125,13.86,171,-14.23,2.95,204,-34.34
Albion,Michigan IAA,4-6,0.400,145,-1.09,148,-25.33,187,8.12,106,-8.17,2.91,114,-19.38
Grove City,Presidents' AC,6-4,0.600,146,-1.10,150,-25.37,166,10.20,130,-10.30,2.93,165,-24.83
Northwestern MN,Upper Midwest,9-2,0.818,147,-1.12,162,-27.04,135,12.98,175,-14.74,2.91,196,-32.42
Plymouth St,New England FC,10-2,0.833,148,-1.16,144,-24.92,161,10.88,134,-10.52,2.98,207,-35.31
Washington & Lee,Old Dominion AC,4-6,0.400,149,-1.17,140,-23.82,129,13.36,156,-11.90,2.87,151,-23.62
Claremont M.S.,Southern Cal IAC,4-5,0.444,150,-1.20,149,-25.34,169,10.13,127,-10.20,3.03,135,-22.10
Averett,USA South,5-5,0.500,151,-1.20,161,-26.36,147,12.21,164,-13.30,2.83,149,-23.15
Carroll WI,Midwest,7-3,0.700,152,-1.24,152,-25.59,179,9.18,118,-9.49,2.89,197,-32.54
Rose-Hulman,Heartland CAC,7-3,0.700,153,-1.25,163,-27.30,131,13.11,177,-15.13,2.85,185,-28.21
Shenandoah,USA South,3-7,0.300,154,-1.28,146,-25.02,177,9.38,110,-9.12,2.81,127,-21.24
Waynesburg,Presidents' AC,5-5,0.500,155,-1.29,155,-25.73,124,13.91,172,-14.36,2.81,176,-26.40
Defiance,Heartland CAC,4-6,0.400,156,-1.30,158,-26.09,186,8.50,114,-9.31,2.87,141,-22.59
Howard Payne,American SW,2-8,0.200,157,-1.31,160,-26.19,142,12.60,167,-13.51,2.81,54,-13.04
Birmingham So,Southern CAC,3-7,0.300,158,-1.33,151,-25.51,146,12.30,160,-12.53,2.93,124,-20.75
Manchester,Heartland CAC,5-5,0.500,159,-1.34,159,-26.17,157,11.11,158,-12.00,2.97,172,-26.17
Anderson IN,Heartland CAC,5-5,0.500,160,-1.42,166,-28.29,151,11.62,174,-14.64,2.91,166,-25.04
Apprentice,Atlantic Central,2-7,0.222,161,-1.42,156,-25.87,156,11.14,152,-11.73,2.85,105,-18.89
Denison,North Coast AC,6-4,0.600,162,-1.50,172,-29.25,195,7.46,149,-11.43,2.94,179,-27.29
Allegheny,North Coast AC,5-5,0.500,163,-1.51,169,-28.95,200,7.24,140,-10.91,2.83,171,-25.84
Aurora,Northern Athletic,9-2,0.818,164,-1.51,171,-29.12,182,8.94,161,-12.78,3.06,217,-38.41
Guilford,Old Dominion AC,4-6,0.400,165,-1.53,167,-28.87,110,14.96,192,-18.56,2.89,159,-24.39
La Verne,Southern Cal IAC,2-7,0.222,166,-1.55,170,-29.05,162,10.83,173,-14.60,2.84,71,-14.63
Utica,Empire 8,3-7,0.300,167,-1.57,165,-28.18,190,7.93,139,-10.84,2.95,136,-22.18
McMurry,American SW,0-10,0.000,168,-1.60,145,-24.93,152,11.52,145,-11.18,2.81,44,-11.06
Merchant Marine,Liberty League,3-7,0.300,169,-1.61,174,-29.69,184,8.62,163,-13.04,2.89,131,-21.53
Olivet MI,Michigan IAA,1-9,0.100,170,-1.64,153,-25.60,183,8.88,113,-9.21,2.79,134,-21.98
Cornell IA,American Rivers,0-10,0.000,171,-1.64,157,-26.08,158,11.07,154,-11.87,2.76,53,-12.88
Westminster PA,Presidents' AC,5-5,0.500,172,-1.67,178,-31.59,175,9.50,181,-15.80,2.91,168,-25.35
Juniata,Centennial,1-9,0.100,173,-1.71,164,-27.58,191,7.91,128,-10.22,2.88,107,-19.11
Sewanee,Southern CAC,2-8,0.200,174,-1.77,168,-28.87,197,7.41,142,-11.00,2.83,133,-21.90
McDaniel,Centennial,2-8,0.200,175,-1.81,179,-31.67,206,5.40,153,-11.80,2.78,112,-19.34
Chicago,University AA,3-6,0.333,176,-1.85,176,-30.73,185,8.51,170,-13.96,2.96,161,-24.65
St Lawrence,Liberty League,1-9,0.100,177,-1.90,175,-29.79,181,8.95,165,-13.46,2.78,119,-20.32
Thiel,Presidents' AC,2-8,0.200,178,-1.90,173,-29.35,176,9.39,166,-13.47,2.87,170,-25.65
Morrisville St,New Jersey A.C.,1-9,0.100,179,-1.92,177,-31.24,133,13.01,196,-18.97,2.90,87,-15.88
Bethany WV,Presidents' AC,3-7,0.300,180,-1.95,183,-31.92,126,13.51,202,-20.15,2.93,156,-24.11
Pomona-Pitzer,Southern Cal IAC,2-7,0.222,181,-1.96,181,-31.83,144,12.42,197,-18.98,2.79,121,-20.62
Methodist,USA South,2-8,0.200,182,-1.99,187,-32.44,189,7.95,176,-15.12,2.79,139,-22.50
Hanover,Heartland CAC,2-7,0.222,183,-2.00,182,-31.86,127,13.42,201,-20.00,2.85,154,-23.85
Concordia WI,Northern Athletic,5-5,0.500,184,-2.01,188,-32.52,188,8.08,178,-15.32,2.92,195,-32.16
Lakeland,Northern Athletic,5-5,0.500,185,-2.01,180,-31.75,198,7.35,169,-13.82,3.02,205,-35.05
North Park,Ill & Wisc,1-9,0.100,186,-2.09,185,-32.29,163,10.77,190,-17.78,2.86,85,-15.87
Bridgewater MA,New England FC,7-3,0.700,187,-2.10,186,-32.44,167,10.18,188,-17.35,3.00,222,-40.16
Greensboro,USA South,2-8,0.200,188,-2.11,190,-33.32,205,5.62,168,-13.67,2.87,160,-24.62
MA Dartmouth,New England FC,6-4,0.600,189,-2.17,191,-34.34,150,11.84,207,-20.90,2.94,211,-37.04
Ohio Wesleyan,North Coast AC,2-8,0.200,190,-2.18,184,-32.13,217,2.71,120,-9.57,2.79,180,-27.74
Greenville,St Louis IAC,6-4,0.600,191,-2.18,195,-35.75,203,6.20,184,-16.67,2.91,212,-37.56
Norwich,Empire 8,2-8,0.200,192,-2.22,193,-34.74,201,7.00,183,-16.46,2.82,138,-22.38
Whittier,Southern Cal IAC,1-8,0.111,193,-2.24,189,-33.10,164,10.68,191,-18.51,2.81,163,-24.73
Illinois Col,Midwest,4-6,0.400,194,-2.27,194,-34.98,149,12.00,211,-21.70,2.76,190,-30.12
Earlham,North Coast AC,4-6,0.400,195,-2.28,196,-36.64,174,9.70,208,-21.07,2.80,187,-29.37
Colorado Col,Southern CAC,0-9,0.000,196,-2.43,192,-34.51,193,7.69,185,-16.93,2.76,97,-17.71
Kalamazoo,Michigan IAA,2-8,0.200,197,-2.47,198,-36.78,172,9.87,209,-21.37,2.85,175,-26.28
Beloit,Midwest,5-5,0.500,198,-2.49,199,-38.03,207,4.58,187,-17.33,2.86,201,-33.19
Mt Ida,NCAA III Ind,4-6,0.400,199,-2.54,200,-38.37,196,7.44,205,-20.53,2.91,198,-32.69
Oberlin,North Coast AC,2-8,0.200,200,-2.54,197,-36.72,180,9.00,204,-20.45,2.85,173,-26.21
ME Maritime,New England FC,7-4,0.636,201,-2.68,201,-38.74,170,10.13,219,-23.58,2.88,232,-43.04
Westfield St,New England FC,6-4,0.600,202,-2.71,203,-38.83,214,3.45,186,-17.00,2.95,227,-42.13
Benedictine IL,Northern Athletic,4-6,0.400,203,-2.80,204,-40.33,226,1.36,182,-16.41,2.95,206,-35.18
Lake Forest,Midwest,3-7,0.300,204,-2.89,205,-41.11,216,3.07,194,-18.91,2.84,192,-30.61
Kenyon,North Coast AC,1-9,0.100,205,-2.90,202,-38.78,168,10.13,221,-23.63,2.77,182,-28.12
Martin Luther,Upper Midwest,7-3,0.700,206,-2.94,206,-41.25,194,7.46,217,-23.44,2.95,240,-48.81
Bluffton,Heartland CAC,1-9,0.100,207,-2.99,212,-42.35,224,1.58,193,-18.65,2.81,150,-23.41
Salve Regina,New England FC,4-5,0.444,208,-3.01,214,-43.09,222,2.05,200,-19.86,2.89,214,-37.96
Macalester,NCAA III Ind,4-6,0.400,209,-3.02,209,-42.11,219,2.23,198,-19.06,2.76,203,-34.01
Westminster MO,St Louis IAC,4-5,0.444,210,-3.06,211,-42.23,204,5.66,216,-22.61,2.91,229,-42.51
Lewis & Clark,Northwest,1-8,0.111,211,-3.08,210,-42.22,178,9.31,229,-26.25,2.79,123,-20.68
Coast Guard,New England FC,3-6,0.333,212,-3.08,207,-41.69,218,2.53,195,-18.94,2.86,219,-39.39
Fitchburg St,MASCAC,4-6,0.400,213,-3.11,215,-43.20,160,10.93,233,-28.86,2.94,215,-38.05
MIT,New England FC,5-5,0.500,214,-3.11,219,-44.31,199,7.25,230,-26.28,2.96,221,-40.15
Endicott,New England FC,3-7,0.300,215,-3.14,208,-41.80,210,4.21,206,-20.74,2.79,213,-37.84
W New England,New England FC,3-7,0.300,216,-3.15,213,-42.93,202,6.24,223,-23.89,2.89,208,-35.80
Hiram,North Coast AC,3-7,0.300,217,-3.17,226,-46.76,211,3.74,227,-25.22,2.81,186,-28.27
Knox,Midwest,3-7,0.300,218,-3.21,218,-44.16,212,3.58,214,-22.46,2.94,200,-33.06
WI Lutheran,Northern Athletic,4-6,0.400,219,-3.23,217,-43.51,228,1.16,199,-19.39,2.86,224,-41.40
Grinnell,Midwest,3-7,0.300,220,-3.25,227,-47.31,225,1.57,220,-23.60,2.71,189,-29.66
SUNY Maritime,NCAA III Ind,4-5,0.444,221,-3.26,222,-45.73,213,3.53,224,-23.99,3.01,216,-38.21
St Vincent,Presidents' AC,1-9,0.100,222,-3.32,220,-44.67,209,4.29,222,-23.69,2.84,181,-27.88
Framingham St,New England FC,5-5,0.500,223,-3.43,228,-48.74,227,1.33,225,-24.80,2.90,231,-42.89
Becker,NCAA III Ind,2-7,0.222,224,-3.43,224,-46.73,208,4.34,228,-25.79,2.75,194,-30.76
Rockford,Northern Athletic,2-8,0.200,225,-3.47,221,-45.19,221,2.12,212,-22.04,2.87,209,-36.29
Lawrence,Midwest,1-9,0.100,226,-3.49,216,-43.37,220,2.16,203,-20.25,2.75,199,-32.99
Crown MN,Upper Midwest,5-4,0.556,227,-3.54,229,-48.95,215,3.32,231,-26.99,2.99,235,-44.19
Nichols,New England FC,2-8,0.200,228,-3.61,223,-46.65,231,0.98,213,-22.35,2.77,218,-39.05
Worcester St,New England FC,2-8,0.200,229,-3.65,225,-46.74,230,1.14,215,-22.60,2.93,220,-39.56
MN Morris,Upper Midwest,3-6,0.333,230,-3.82,230,-49.80,234,-2.98,210,-21.54,2.84,236,-44.22
MacMurray,St Louis IAC,4-6,0.400,231,-3.87,231,-51.26,223,1.75,232,-27.74,2.86,234,-43.30
Gallaudet,NCAA III Ind,1-8,0.111,232,-4.20,232,-53.24,235,-3.13,226,-24.84,2.79,202,-33.99
Concordia IL,Northern Athletic,3-7,0.300,233,-4.29,235,-54.94,232,0.73,236,-30.39,2.81,233,-43.18
St Scholastica,Upper Midwest,1-7,0.125,234,-4.41,233,-53.28,229,1.15,234,-29.14,2.81,238,-46.15
Eureka,St Louis IAC,3-6,0.333,235,-4.46,236,-55.82,233,-0.11,237,-30.43,2.81,237,-45.62
MA Maritime,New England FC,0-10,0.000,236,-4.63,234,-54.44,236,-5.71,218,-23.45,2.86,225,-41.60
