Team,,Record,,Rat,,Pwr,,Off,,Def,,HFA,SoS,
Wayne St MI,Great Lakes IAC,9-2,0.818,19,5.84,24,18.18,27,36.21,30,8.98,2.59,41,11.71
W Texas A&M,Lone Star,8-4,0.667,20,5.76,16,22.37,5,43.15,50,6.23,2.53,29,13.95
NE Omaha,Mid America IAA,5-6,0.455,21,5.75,10,24.50,6,42.75,34,8.75,2.66,4,20.05
Shepherd,West Virginia IAC,12-2,0.857,22,5.74,27,17.73,20,37.13,39,7.61,2.54,69,5.22
Ouachita,Gulf South,6-4,0.600,23,5.69,22,19.14,15,38.83,45,7.32,2.60,11,16.59
California PA,Penn St AC,10-2,0.833,24,5.63,21,19.22,26,36.22,23,10.01,2.56,73,4.65
Humboldt St,Great Northwest,8-3,0.727,25,5.61,35,16.44,37,34.69,33,8.76,2.64,46,10.26
Pittsburg St,Mid America IAA,6-6,0.500,26,5.61,23,19.12,42,33.82,12,12.31,2.68,8,16.92
Winona St,Northern Sun,7-4,0.636,27,5.59,29,17.21,33,35.34,32,8.87,2.70,31,13.37
West Alabama,Gulf South,7-4,0.636,28,5.58,33,16.60,25,36.27,43,7.34,2.63,30,13.51
Bloomsburg,Penn St AC,10-3,0.769,29,5.57,34,16.58,36,34.92,35,8.66,2.55,61,6.81
Harding,Gulf South,6-4,0.600,30,5.56,30,17.07,34,35.15,31,8.92,2.72,25,14.32
W Oregon,Great Northwest,7-4,0.636,31,5.55,28,17.31,50,32.50,15,11.82,2.56,43,10.83
MN Mankato,Northern Sun,6-5,0.545,32,5.55,20,19.55,40,34.12,11,12.43,2.64,35,12.18
NE Kearney,Rocky Mtn AC,9-2,0.818,33,5.53,37,14.85,21,36.83,59,5.03,2.59,70,5.11
Midwest TX St,Lone Star,8-4,0.667,34,5.53,31,16.73,43,33.68,22,10.06,2.63,50,9.15
N Michigan,Great Lakes IAC,5-6,0.455,35,5.46,32,16.70,77,28.59,6,15.12,2.71,19,14.87
Indianapolis,Great Lakes IAC,6-5,0.545,36,5.41,38,13.81,63,30.20,19,10.62,2.57,33,13.14
Saginaw Val,Great Lakes IAC,4-7,0.364,37,5.37,26,17.79,24,36.41,36,8.39,2.63,9,16.87
Wingate,South Atlantic,9-3,0.750,38,5.32,45,11.72,18,38.07,92,0.67,2.57,55,8.10
Concordia SP,Northern Sun,8-4,0.667,39,5.32,51,10.67,60,30.34,44,7.34,2.59,54,8.67
Chadron St,Rocky Mtn AC,8-3,0.727,40,5.29,40,13.52,55,31.20,27,9.32,2.65,86,2.34
Carson-Newman,South Atlantic,7-4,0.636,41,5.29,36,15.70,23,36.50,51,6.21,2.58,62,6.45
Wayne St NE,Northern Sun,6-5,0.545,42,5.29,41,13.51,54,31.30,28,9.22,2.54,44,10.47
Northwood MI,Great Lakes IAC,5-6,0.455,43,5.29,39,13.75,22,36.56,66,4.20,2.69,18,15.11
Mercyhurst,Penn St AC,10-3,0.769,44,5.27,59,7.97,76,28.90,52,6.07,2.70,71,4.70
Colorado Mines,Rocky Mtn AC,9-3,0.750,45,5.25,49,11.20,38,34.36,69,3.85,2.66,75,3.99
Bemidji St,Northern Sun,7-4,0.636,46,5.25,44,12.13,70,29.47,24,9.68,2.68,66,6.01
MO Southern,Mid America IAA,4-7,0.364,47,5.22,42,13.13,58,30.65,25,9.49,2.70,16,15.38
CSU-Pueblo,Rocky Mtn AC,9-2,0.818,48,5.20,50,10.77,59,30.63,46,7.15,2.58,109,-1.94
Albany GA,Southern IAC,11-1,0.917,49,5.19,67,6.07,100,24.98,37,8.10,2.69,127,-6.07
Emporia St,Mid America IAA,5-6,0.455,50,5.18,53,9.86,69,29.48,42,7.39,2.74,20,14.66
Arkansas Tech,Gulf South,4-7,0.364,51,5.17,43,12.93,47,33.31,48,6.63,2.69,17,15.33
West Liberty,West Virginia IAC,7-3,0.700,52,5.13,46,11.66,9,41.00,111,-2.33,2.60,76,3.98
Ark Monticello,Gulf South,4-7,0.364,53,5.13,48,11.32,52,31.78,49,6.56,2.61,15,15.47
Truman St,Mid America IAA,4-7,0.364,54,5.07,57,8.52,65,30.12,55,5.41,2.72,12,16.46
Lenoir-Rhyne,South Atlantic,7-4,0.636,55,5.04,55,9.10,78,28.55,40,7.56,2.54,81,3.19
Angelo St,Lone Star,5-5,0.500,56,5.03,52,10.38,39,34.25,72,3.14,2.62,53,8.73
Ferris St,Great Lakes IAC,5-6,0.455,57,5.03,58,8.21,56,30.82,63,4.40,2.66,42,11.68
Kutztown,Penn St AC,10-2,0.833,58,5.00,78,4.43,46,33.31,109,-1.87,2.68,99,0.44
Tusculum,South Atlantic,6-5,0.545,59,4.96,56,8.87,16,38.51,112,-2.63,2.64,59,7.25
Fort Hays St,Mid America IAA,3-8,0.273,60,4.94,47,11.59,29,35.68,75,2.92,2.68,22,14.38
Tuskegee,Southern IAC,9-2,0.818,61,4.93,70,5.68,81,27.42,56,5.27,2.56,129,-6.28
W Salem St,Central IAA,8-2,0.800,62,4.93,62,7.54,75,28.90,53,5.65,2.56,130,-6.36
Indiana PA,Penn St AC,6-5,0.545,63,4.92,60,7.84,82,27.30,41,7.55,2.61,74,4.45
Edinboro,Penn St AC,7-4,0.636,64,4.91,77,4.50,104,24.48,47,7.04,2.55,87,2.27
LIU Post,Penn St AC,7-4,0.636,65,4.89,75,5.05,49,32.54,101,-0.48,2.56,77,3.86
Catawba,South Atlantic,6-4,0.600,66,4.86,65,6.25,61,30.30,73,2.96,2.59,84,2.83
Concord,West Virginia IAC,8-3,0.727,67,4.86,82,3.21,62,30.25,98,-0.03,2.67,97,0.61
Newberry,South Atlantic,4-6,0.400,68,4.81,54,9.12,28,35.74,95,0.39,2.60,57,7.52
Mary ND,Northern Sun,4-7,0.364,69,4.78,64,6.35,73,29.16,65,4.20,2.62,48,9.75
Charleston WV,West Virginia IAC,6-5,0.545,70,4.77,66,6.24,71,29.26,67,3.99,2.68,88,2.04
West Georgia,Gulf South,3-7,0.300,71,4.75,79,4.37,85,26.82,61,4.56,2.71,32,13.35
SW Baptist,NCAA II Ind,7-4,0.636,72,4.75,69,5.78,31,35.59,114,-2.80,2.71,106,-0.87
WV Wesleyan,West Virginia IAC,9-2,0.818,73,4.74,94,-0.63,86,26.79,100,-0.42,2.57,117,-4.10
Mars Hill,South Atlantic,5-6,0.455,74,4.73,72,5.38,53,31.45,90,0.94,2.64,67,5.89
Shaw NC,Central IAA,9-3,0.750,75,4.72,88,0.57,94,25.69,81,1.89,2.65,111,-2.58
NE Oklahoma,Lone Star,6-5,0.545,76,4.70,92,-0.13,87,26.73,97,0.15,2.75,64,6.18
Slippery Rock,Penn St AC,6-5,0.545,77,4.68,81,3.60,89,26.09,62,4.52,2.65,95,1.01
Tarleton St,Lone Star,3-8,0.273,78,4.67,61,7.67,57,30.82,68,3.86,2.70,52,9.00
NC Pembroke,NCAA II Ind,5-5,0.500,79,4.67,68,5.92,98,25.24,38,7.69,2.63,102,0.18
North Greenville,NCAA II Ind,7-3,0.700,80,4.66,83,2.03,80,27.46,86,1.58,2.65,120,-4.61
Gannon,Penn St AC,6-5,0.545,81,4.65,85,1.19,114,23.06,57,5.14,2.64,90,1.81
West Chester,Penn St AC,4-7,0.364,82,4.63,63,6.58,51,31.97,83,1.63,2.65,68,5.57
E New Mexico,Lone Star,5-6,0.455,83,4.60,74,5.27,44,33.63,105,-1.36,2.62,82,2.99
S Arkansas,Gulf South,1-9,0.100,84,4.58,73,5.38,79,27.76,60,4.63,2.72,7,17.21
Shippensburg,Penn St AC,5-6,0.455,85,4.58,80,4.20,84,26.90,64,4.31,2.68,96,0.78
S Connecticut,Northeast-10,6-4,0.600,86,4.56,76,4.53,68,29.87,82,1.67,2.68,118,-4.11
SW Minnesota,Northern Sun,4-7,0.364,87,4.54,86,1.11,72,29.16,104,-1.05,2.61,56,8.06
Lambuth,Gulf South,4-6,0.400,88,4.54,93,-0.62,92,25.83,93,0.56,2.64,58,7.26
St Augustine's,Central IAA,9-2,0.818,89,4.51,111,-4.58,120,21.92,94,0.51,2.60,141,-9.12
Fort Valley St,Southern IAC,8-3,0.727,90,4.47,90,0.23,109,23.79,71,3.45,2.59,144,-10.02
American Intl,Northeast-10,6-4,0.600,91,4.44,95,-0.66,126,21.31,58,5.04,2.58,121,-4.81
Adams St,Rocky Mtn AC,5-6,0.455,92,4.43,96,-0.68,117,22.86,70,3.47,2.67,94,1.19
Bentley,Northeast-10,5-4,0.556,93,4.43,100,-1.32,105,24.07,84,1.62,2.60,108,-1.48
East Central OK,Lone Star,5-6,0.455,94,4.43,108,-3.00,115,23.03,89,0.98,2.69,78,3.68
OH Dominican,Great Lakes IAC,2-8,0.200,95,4.42,84,1.64,93,25.70,74,2.95,2.62,45,10.34
Fairmont St,West Virginia IAC,5-6,0.455,96,4.41,89,0.30,91,25.92,87,1.39,2.59,103,-0.35
E Stroudsburg,Penn St AC,3-8,0.273,97,4.41,71,5.54,64,30.13,78,2.43,2.53,85,2.43
New Haven,Northeast-10,8-2,0.800,98,4.38,113,-5.06,108,23.80,108,-1.85,2.61,142,-9.54
Clarion,Penn St AC,4-7,0.364,99,4.36,98,-0.81,106,24.06,79,2.14,2.57,83,2.94
Utah Tech,Great Northwest,2-8,0.200,100,4.35,97,-0.68,96,25.44,91,0.88,2.76,39,11.93
Morehouse,Southern IAC,8-3,0.727,101,4.34,110,-4.23,88,26.69,118,-3.92,2.60,136,-7.62
Lake Erie,Great Lakes IAC,3-8,0.273,102,4.33,104,-2.09,74,29.09,121,-4.16,2.65,51,9.01
Glenville St,West Virginia IAC,5-6,0.455,103,4.32,106,-2.40,97,25.26,102,-0.65,2.65,101,0.28
Virginia St,Central IAA,8-3,0.727,104,4.31,114,-5.34,136,18.90,77,2.77,2.59,149,-10.87
Findlay,Great Lakes IAC,1-10,0.091,105,4.27,87,1.01,118,22.54,54,5.48,2.68,36,12.15
Eliz. City St,Central IAA,6-4,0.600,106,4.23,105,-2.31,103,24.48,96,0.22,2.71,139,-8.77
Northern St SD,Northern Sun,2-9,0.182,107,4.23,102,-1.85,112,23.57,85,1.59,2.70,49,9.40
SE Oklahoma,Lone Star,3-8,0.273,108,4.23,91,0.10,67,30.05,116,-2.94,2.66,80,3.31
Fayetteville St,Central IAA,5-5,0.500,109,4.21,103,-1.90,83,27.25,110,-2.13,2.63,124,-5.75
CO Mesa,Rocky Mtn AC,3-7,0.300,110,4.18,101,-1.69,107,24.04,88,1.28,2.71,92,1.36
TX A&M Commerce,Lone Star,3-8,0.273,111,4.11,107,-2.52,122,21.71,76,2.78,2.75,98,0.52
Brevard,South Atlantic,4-7,0.364,112,4.11,112,-5.05,116,22.95,103,-0.99,2.54,105,-0.81
Urbana,Great Lakes FC,5-6,0.455,113,4.09,109,-3.52,101,24.95,106,-1.46,2.59,128,-6.16
SW Oklahoma,Lone Star,3-8,0.273,114,4.08,122,-9.00,132,19.77,107,-1.75,2.69,63,6.39
Assumption,Northeast-10,6-5,0.545,115,4.06,124,-9.37,131,20.36,113,-2.72,2.55,123,-5.38
St Joseph's IN,Great Lakes FC,5-5,0.500,116,4.06,116,-5.64,95,25.65,122,-4.29,2.66,126,-6.05
Bowie St,Central IAA,6-4,0.600,117,4.05,117,-5.86,134,19.13,80,2.02,2.59,153,-12.49
C Oklahoma,Lone Star,2-9,0.182,118,4.00,99,-0.83,48,32.64,133,-6.46,2.71,89,1.88
Incarnate Word,Lone Star,3-8,0.273,119,3.95,121,-8.33,102,24.51,132,-5.83,2.64,79,3.46
Merrimack,Northeast-10,4-6,0.400,120,3.94,115,-5.61,66,30.08,140,-8.68,2.64,122,-5.11
W New Mexico,Rocky Mtn AC,4-7,0.364,121,3.91,126,-9.52,121,21.78,123,-4.29,2.67,107,-1.25
Benedict,Southern IAC,5-6,0.455,122,3.86,125,-9.50,124,21.65,120,-4.14,2.67,132,-7.02
Ft Lewis,Rocky Mtn AC,3-7,0.300,123,3.85,129,-10.36,123,21.67,127,-5.01,2.66,100,0.39
Upper Iowa,Northern Sun,2-9,0.182,124,3.83,120,-8.16,90,26.00,134,-7.15,2.70,72,4.69
Missouri S&T,Great Lakes FC,3-8,0.273,125,3.83,123,-9.03,127,20.88,115,-2.90,2.70,104,-0.71
Moorhead St,Northern Sun,2-9,0.182,126,3.81,128,-10.35,128,20.78,119,-4.12,2.71,65,6.02
Stonehill,Northeast-10,5-5,0.500,127,3.81,127,-9.71,130,20.54,117,-3.24,2.59,151,-10.92
Clark Atlanta,Southern IAC,4-6,0.400,128,3.78,131,-11.06,142,16.36,99,-0.41,2.57,133,-7.13
Tiffin,Great Lakes IAC,1-10,0.091,129,3.76,118,-7.48,99,25.22,129,-5.69,2.63,60,6.99
Seton Hill,West Virginia IAC,2-9,0.182,130,3.58,130,-10.90,113,23.38,135,-7.28,2.65,110,-2.06
Simon Fraser,Great Northwest,0-9,0.000,131,3.57,119,-7.86,110,23.73,125,-4.58,2.63,47,10.05
Virginia Union,Central IAA,3-7,0.300,132,3.48,132,-11.39,111,23.57,138,-7.95,2.56,146,-10.05
Western St CO,Rocky Mtn AC,1-10,0.091,133,3.47,133,-12.16,133,19.42,124,-4.57,2.63,91,1.61
Kentucky St,Southern IAC,3-8,0.273,134,3.45,135,-14.49,138,17.93,128,-5.41,2.58,134,-7.53
Millersville,Penn St AC,2-9,0.182,135,3.44,134,-13.37,125,21.31,137,-7.67,2.65,115,-3.71
KY Wesleyan,Great Lakes FC,5-6,0.455,136,3.39,136,-16.72,119,22.18,143,-11.89,2.65,154,-13.58
Miles,Southern IAC,3-8,0.273,137,3.31,140,-19.04,151,12.73,126,-4.76,2.72,138,-8.54
Stillman,Southern IAC,3-8,0.273,138,3.26,137,-17.26,139,17.41,136,-7.66,2.69,147,-10.56
St Paul's,Central IAA,2-8,0.200,139,3.12,138,-18.55,148,14.19,130,-5.73,2.61,148,-10.61
Chowan,Central IAA,3-7,0.300,140,3.10,145,-23.44,137,18.81,152,-15.24,2.70,137,-8.28
St Anselm,Northeast-10,2-8,0.200,141,3.06,142,-21.68,135,18.99,149,-13.67,2.65,135,-7.53
Notre Dame OH,NCAA II Ind,2-9,0.182,142,3.02,147,-24.13,153,8.66,131,-5.78,2.65,125,-6.02
NM Highlands,Rocky Mtn AC,1-10,0.091,143,2.93,143,-22.08,141,16.66,142,-11.73,2.67,114,-3.61
Cheyney St,Penn St AC,1-10,0.091,144,2.88,146,-23.75,143,15.84,146,-12.58,2.76,112,-2.69
WV State,West Virginia IAC,0-10,0.000,145,2.83,139,-18.65,129,20.66,145,-12.30,2.68,119,-4.55
JC Smith,Central IAA,2-8,0.200,146,2.78,150,-25.89,145,14.97,150,-13.85,2.72,152,-12.13
MN Crookston,Northern Sun,1-10,0.091,147,2.77,148,-24.73,144,15.77,147,-13.49,2.72,116,-3.90
Lock Haven,Penn St AC,0-11,0.000,148,2.74,144,-23.28,140,17.30,148,-13.57,2.72,93,1.26
Lane,Southern IAC,0-10,0.000,149,2.71,141,-20.92,149,14.16,139,-8.07,2.69,131,-6.74
Central St OH,Great Lakes FC,1-10,0.091,150,2.67,149,-25.45,150,12.96,141,-11.40,2.65,145,-10.04
Lincoln MO,NCAA II Ind,2-9,0.182,151,2.59,153,-30.49,147,14.55,154,-18.03,2.59,150,-10.91
Lincoln PA,Central IAA,1-9,0.100,152,2.57,152,-28.74,152,10.29,144,-12.02,2.58,143,-9.88
Pace,Northeast-10,0-9,0.000,153,2.41,151,-26.91,146,14.96,151,-14.85,2.69,140,-8.80
Livingstone,Central IAA,0-11,0.000,154,2.02,154,-36.90,154,6.06,153,-15.95,2.68,113,-3.50
