Team,,Record,,Rat,,Pwr,,Off,,Def,,HFA,SoS,
Missouri St,Gateway,6-5,0.545,47,4.15,54,19.98,41,36.63,59,8.25,3.31,57,19.89
E Kentucky,OH Valley,6-5,0.545,48,4.11,47,21.70,53,34.88,44,11.72,3.31,61,19.30
Citadel,Southern,3-7,0.300,49,4.06,50,21.40,71,33.09,34,13.21,3.26,14,28.15
N Colorado,Great West,2-9,0.182,50,4.04,43,22.60,62,33.76,29,13.74,3.32,13,28.46
W Carolina,Southern,4-7,0.364,51,4.02,51,21.33,66,33.48,37,12.75,3.32,50,22.16
CS Sacramento,Big Sky,3-8,0.273,52,4.00,60,17.88,56,34.77,61,8.01,3.30,7,30.13
Youngstown St,Gateway,4-7,0.364,53,3.98,46,21.78,54,34.87,43,11.82,3.29,53,20.60
Illinois St,Gateway,4-7,0.364,54,3.98,52,20.35,33,37.40,62,7.85,3.25,30,24.23
Cornell,Ivy League,4-6,0.400,55,3.95,55,19.35,80,30.36,25,13.88,3.34,42,22.78
Florida Intl,FCS Indep,3-7,0.300,56,3.94,57,18.66,44,36.21,64,7.35,3.24,21,26.65
Murray St,OH Valley,7-4,0.636,57,3.90,58,18.59,73,32.38,49,11.11,3.43,74,14.80
McNeese St,Southland,4-7,0.364,58,3.85,59,18.17,36,36.98,71,6.08,3.13,37,23.32
Weber St,Big Sky,1-10,0.091,59,3.81,53,20.00,50,35.27,54,9.63,3.13,10,29.95
Fordham,Patriot League,5-6,0.455,60,3.79,56,19.30,51,35.15,56,9.05,3.22,70,16.11
W Illinois,Gateway,4-7,0.364,61,3.71,62,17.37,31,38.17,81,4.10,3.22,64,18.90
Towson,Atlantic 10,3-8,0.273,62,3.71,64,16.60,78,31.77,53,9.73,3.27,24,26.12
S Carolina St,Mid-Eastern AC,9-2,0.818,63,3.66,65,15.56,59,33.87,67,6.58,3.28,89,5.76
Tennessee Tech,OH Valley,6-5,0.545,64,3.54,66,14.89,74,32.34,63,7.45,3.36,72,15.30
SE Louisiana,FCS Indep,7-4,0.636,65,3.49,67,14.80,42,36.62,87,3.08,3.33,85,7.36
Bethune-Cookman,Mid-Eastern AC,6-4,0.600,66,3.47,63,16.90,64,33.72,60,8.08,3.33,83,7.85
Indiana St,Gateway,4-7,0.364,67,3.47,71,12.88,69,33.37,77,4.41,3.26,31,24.17
E Illinois,OH Valley,5-6,0.455,68,3.46,69,14.68,70,33.28,70,6.30,3.31,68,16.19
Dartmouth,Ivy League,1-9,0.100,69,3.43,61,17.49,85,28.55,27,13.84,3.25,34,23.62
Liberty,Big South,6-5,0.545,70,3.42,70,13.52,76,31.79,66,6.63,3.33,76,13.42
Alabama St,Southwestern AC,10-2,0.833,71,3.29,73,12.30,72,32.65,76,4.55,3.26,95,2.47
Columbia,Ivy League,1-9,0.100,72,3.23,68,14.68,81,30.09,55,9.49,3.25,33,23.69
Samford,OH Valley,4-7,0.364,73,3.22,72,12.71,58,34.13,86,3.48,3.20,63,19.10
Gardner Webb,Big South,5-6,0.455,74,3.19,79,11.07,75,31.83,80,4.14,3.31,69,16.14
Chattanooga,Southern,2-9,0.182,75,3.18,76,11.63,28,38.70,106,-2.17,3.15,22,26.29
SE Missouri St,OH Valley,3-8,0.273,76,3.17,74,12.18,68,33.40,84,3.67,3.27,47,22.45
Elon,Southern,3-8,0.273,77,3.15,75,12.09,86,28.10,57,8.89,3.33,56,20.14
Southern Univ,Southwestern AC,8-4,0.667,78,3.14,78,11.27,77,31.78,78,4.40,3.25,93,3.38
Florida A&M,FCS Indep,3-8,0.273,79,3.12,77,11.63,65,33.53,88,3.00,3.25,36,23.38
Coastal Car,Big South,10-1,0.909,80,3.02,87,7.69,82,30.05,89,2.54,3.47,112,-6.18
Tennessee St,OH Valley,4-7,0.364,81,2.95,80,10.66,79,31.35,79,4.22,3.30,77,13.10
San Diego,Pioneer,7-4,0.636,82,2.89,81,9.60,60,33.82,96,0.68,3.45,98,1.18
Holy Cross,Patriot League,3-8,0.273,83,2.82,82,9.26,67,33.43,94,0.74,3.15,71,15.71
Alcorn St,Southwestern AC,7-4,0.636,84,2.77,88,6.94,90,26.70,74,5.14,3.25,92,4.40
Alabama A&M,Southwestern AC,7-4,0.636,85,2.72,84,8.39,91,26.54,65,6.75,3.32,99,0.89
Morgan St,Mid-Eastern AC,5-6,0.455,86,2.71,86,8.00,40,36.77,109,-3.87,3.16,82,7.98
Dayton,Pioneer,7-3,0.700,87,2.68,83,8.54,84,28.82,75,4.62,3.35,109,-4.75
Howard,Mid-Eastern AC,6-5,0.545,88,2.64,89,6.01,98,24.40,69,6.52,3.31,88,5.88
Ark Pine Bluff,Southwestern AC,6-3,0.667,89,2.49,93,3.81,89,26.84,91,1.87,3.15,101,-1.34
Grambling,Southwestern AC,6-5,0.545,90,2.41,91,4.60,83,28.91,97,0.59,3.10,94,2.48
Jackson St,Southwestern AC,4-7,0.364,91,2.38,92,4.50,92,25.91,85,3.49,3.29,81,8.22
NC A&T,Mid-Eastern AC,3-8,0.273,92,2.36,90,5.87,95,25.15,73,5.62,3.25,79,11.76
Duquesne,Metro Atlantic,7-3,0.700,93,2.33,95,2.73,87,27.53,99,0.10,3.36,102,-3.32
Monmouth NJ,Northeast,10-1,0.909,94,2.33,99,1.06,106,22.04,82,3.92,3.27,118,-8.56
Drake,Pioneer,10-2,0.833,95,2.30,98,1.41,93,25.58,95,0.72,3.30,115,-7.67
Delaware St,Mid-Eastern AC,4-7,0.364,96,2.30,96,1.62,94,25.57,93,0.95,3.22,78,13.00
VMI,Big South,0-11,0.000,97,2.24,85,8.00,88,27.11,72,5.79,3.22,62,19.30
Georgetown,Patriot League,3-8,0.273,98,2.22,94,3.64,96,24.82,83,3.72,3.37,80,9.90
Central Conn,Northeast,8-2,0.800,99,2.13,100,-0.69,101,23.95,98,0.26,3.32,106,-4.06
SUNY Albany,Northeast,4-7,0.364,100,1.98,97,1.61,100,24.25,90,2.26,3.29,87,6.87
TN Martin,OH Valley,2-9,0.182,101,1.92,101,-1.46,99,24.37,103,-0.93,3.28,75,14.76
Charleston So,Big South,5-5,0.500,102,1.73,102,-2.84,105,22.61,101,-0.55,3.41,107,-4.19
Robert Morris,Northeast,6-5,0.545,103,1.62,103,-3.14,107,21.87,100,-0.11,3.34,113,-6.50
MS Valley St,Southwestern AC,3-8,0.273,104,1.51,105,-3.48,102,23.16,105,-1.73,3.26,96,1.31
Sacred Heart,Northeast,6-4,0.600,105,1.49,106,-4.60,104,22.68,107,-2.38,3.41,117,-8.41
Stony Brook,Northeast,3-7,0.300,106,1.40,104,-3.42,97,24.40,108,-2.92,3.25,97,1.23
Wagner,Northeast,6-5,0.545,107,1.37,108,-6.66,113,18.88,102,-0.64,3.29,111,-5.79
Morehead St,Pioneer,6-6,0.500,108,1.33,107,-4.76,114,18.78,92,1.36,3.31,116,-8.32
Norfolk St,Mid-Eastern AC,1-8,0.111,109,0.93,109,-8.32,103,23.07,112,-6.49,3.24,90,5.55
Savannah St,FCS Indep,2-8,0.200,110,0.88,112,-11.56,108,21.74,119,-8.40,3.26,91,4.91
Valparaiso,Pioneer,5-6,0.455,111,0.83,111,-10.55,109,20.97,113,-6.62,3.33,114,-6.83
Prairie View,Southwestern AC,3-8,0.273,112,0.73,113,-12.72,110,20.71,120,-8.53,3.29,100,-1.21
TX Southern,Southwestern AC,0-11,0.000,113,0.59,110,-9.71,117,16.19,104,-0.99,3.15,86,7.09
Jacksonville,Pioneer,3-7,0.300,114,0.54,114,-14.10,112,19.09,118,-8.28,3.18,110,-4.77
St Francis PA,Northeast,3-8,0.273,115,0.53,116,-14.66,115,17.31,115,-7.07,3.30,108,-4.71
Marist,Metro Atlantic,3-6,0.333,116,0.38,117,-15.58,116,16.34,114,-7.02,3.22,104,-3.70
Davidson,Pioneer,2-7,0.222,117,0.38,115,-14.53,118,16.17,110,-5.80,3.28,103,-3.33
St Peter's,Metro Atlantic,3-7,0.300,118,-0.04,119,-18.92,121,12.45,111,-6.47,3.17,121,-11.85
Butler,Pioneer,1-10,0.091,119,-0.09,118,-18.82,120,13.29,116,-7.21,3.06,105,-3.75
Austin Peay,Pioneer,2-9,0.182,120,-0.20,120,-20.62,122,11.96,117,-7.68,3.28,119,-10.49
La Salle,Metro Atlantic,3-7,0.300,121,-0.31,121,-21.03,111,19.49,122,-15.62,3.30,122,-16.45
Iona,Metro Atlantic,2-8,0.200,122,-0.50,122,-23.00,119,14.51,121,-12.61,3.24,120,-11.26
