Team,,Record,,Rat,,Pwr,,Off,,Def,,HFA,SoS,
Lafayette,Patriot League,9-3,0.750,35,6.13,50,30.48,53,41.84,43,16.06,2.16,67,28.81
E Washington,Big Sky,4-7,0.364,36,6.09,25,36.74,6,50.46,58,13.70,2.42,9,38.87
William & Mary,Coastal,6-5,0.545,37,6.06,31,35.35,58,40.63,12,22.14,2.27,65,28.91
Florida A&M,Southwestern AC,12-1,0.923,38,6.06,55,28.17,67,38.93,38,16.66,2.24,112,14.94
E Kentucky,United AC,5-6,0.455,39,6.04,36,34.10,18,47.44,54,14.08,2.16,24,35.79
Rhode Island,Coastal,6-5,0.545,40,6.03,41,33.24,42,44.50,42,16.16,2.22,45,31.44
W Carolina,Southern,7-4,0.636,41,6.02,44,32.38,13,49.07,85,10.72,2.19,55,29.87
Dartmouth,Ivy League,6-4,0.600,42,6.01,43,33.07,62,39.81,17,20.68,2.24,72,27.45
Samford,Southern,6-5,0.545,43,6.00,34,34.58,24,46.34,45,15.65,2.17,64,29.09
Nicholls St,Southland,6-5,0.545,44,5.98,52,29.98,54,41.22,41,16.18,2.34,32,33.41
Portland St,Big Sky,5-6,0.455,45,5.96,46,32.10,19,47.21,71,12.31,2.22,27,35.20
Gardner Webb,OH Valley,7-5,0.583,46,5.95,53,29.40,45,43.31,62,13.50,2.19,47,31.30
Abilene Chr,United AC,5-6,0.455,47,5.91,45,32.26,50,42.36,35,17.31,2.16,37,32.35
E Illinois,OH Valley,8-3,0.727,48,5.91,59,25.84,79,36.62,39,16.63,2.17,81,25.89
Penn,Ivy League,6-4,0.600,49,5.90,48,31.23,56,40.79,32,17.86,2.14,78,26.65
Princeton,Ivy League,5-5,0.500,50,5.86,38,33.84,64,39.09,11,22.17,2.20,80,25.94
SE Missouri St,OH Valley,4-7,0.364,51,5.81,37,33.96,22,46.60,51,14.78,2.21,38,32.13
Towson,Coastal,5-6,0.455,52,5.80,54,28.29,49,42.63,64,13.09,2.15,33,33.10
Monmouth NJ,Coastal,4-7,0.364,53,5.74,42,33.17,20,47.03,61,13.56,2.24,50,30.56
Fordham,Patriot League,6-5,0.545,54,5.73,51,30.27,37,44.73,65,12.96,2.20,84,25.04
Colgate,Patriot League,6-5,0.545,55,5.71,65,24.11,63,39.46,74,12.06,2.26,52,30.17
Idaho St,Big Sky,3-8,0.273,56,5.68,58,26.26,48,43.04,88,10.63,2.35,6,39.51
NC Central,Mid-Eastern AC,9-3,0.750,57,5.68,64,24.49,40,44.52,103,7.38,2.10,95,21.11
Bryant,OH Valley,6-5,0.545,58,5.67,57,27.08,47,43.18,81,11.32,2.16,79,26.29
Brown,Ivy League,5-5,0.500,59,5.60,69,23.26,57,40.68,92,10.00,2.23,60,29.57
Campbell,Coastal,5-6,0.455,60,5.59,60,25.40,46,43.24,95,9.58,2.17,58,29.69
SE Louisiana,Southland,3-8,0.273,61,5.56,47,31.64,41,44.50,53,14.55,2.13,56,29.86
SF Austin,United AC,3-8,0.273,62,5.55,49,30.85,32,45.56,68,12.71,2.23,48,30.92
Lamar,Southland,6-5,0.545,63,5.49,73,21.59,76,37.01,75,12.00,2.19,83,25.17
North Alabama,United AC,3-8,0.273,64,5.49,66,24.10,55,40.81,86,10.71,2.17,28,34.76
VMI,Southern,5-6,0.455,65,5.44,82,19.97,106,32.68,52,14.71,2.23,68,28.64
Columbia,Ivy League,3-7,0.300,66,5.44,62,25.17,96,33.95,27,18.64,2.16,66,28.82
Utah Tech,United AC,2-9,0.182,67,5.43,67,24.05,59,40.63,84,10.83,2.16,16,37.85
Jackson St,Southwestern AC,7-4,0.636,68,5.38,68,23.70,70,38.33,67,12.79,2.15,110,15.84
Duquesne,Northeast,7-5,0.583,69,5.37,79,20.76,66,38.95,98,9.23,2.12,90,22.02
Murray St,Missouri Valley,2-9,0.182,70,5.37,71,22.45,72,37.93,76,11.94,2.27,10,38.58
Tennessee St,OH Valley,6-5,0.545,71,5.37,80,20.74,86,35.32,66,12.84,2.21,93,21.51
Indiana St,Missouri Valley,1-10,0.091,72,5.31,63,25.11,84,36.01,40,16.51,2.20,8,39.01
Tennessee Tech,OH Valley,4-7,0.364,73,5.31,81,20.32,97,33.76,56,13.98,2.13,71,27.67
Kennesaw,FCS Indep,3-6,0.333,74,5.31,56,27.89,60,40.44,50,14.86,2.15,96,21.03
Cornell,Ivy League,3-7,0.300,75,5.29,75,21.51,85,35.48,63,13.44,2.21,63,29.19
Howard,Mid-Eastern AC,6-6,0.500,76,5.28,74,21.51,75,37.25,78,11.68,2.20,97,20.62
Alcorn St,Southwestern AC,7-4,0.636,77,5.26,86,18.07,101,33.24,72,12.25,2.20,108,16.62
Hampton,Coastal,5-6,0.455,78,5.25,97,16.30,77,36.96,109,6.76,2.17,76,26.81
Morgan St,Mid-Eastern AC,4-6,0.400,79,5.25,95,16.72,117,29.11,48,15.03,2.23,73,27.28
Maine,Coastal,2-9,0.182,80,5.25,61,25.32,61,40.40,70,12.34,2.24,51,30.38
Charleston So,OH Valley,4-7,0.364,81,5.22,84,18.75,108,32.54,60,13.62,2.26,77,26.69
ETSU,Southern,3-8,0.273,82,5.21,72,21.94,69,38.33,83,11.03,2.26,69,28.30
Georgetown,Patriot League,5-6,0.455,83,5.19,83,19.39,74,37.30,96,9.51,2.18,92,21.63
Houston Chr,Southland,5-5,0.500,84,5.16,99,15.77,91,34.81,102,8.38,2.17,89,22.65
Alabama St,Southwestern AC,7-4,0.636,85,5.14,92,17.15,116,29.38,47,15.19,2.10,119,12.08
Wofford,Southern,2-9,0.182,86,5.13,78,21.03,99,33.47,49,14.97,2.23,53,29.94
Bucknell,Patriot League,4-7,0.364,87,5.08,94,16.86,73,37.92,112,6.36,2.23,85,25.04
St Francis PA,Northeast,4-6,0.400,88,5.08,70,22.69,65,39.04,82,11.06,2.17,104,18.00
Cal Poly,Big Sky,3-8,0.273,89,5.07,91,17.48,71,38.26,111,6.64,2.31,62,29.30
St Thomas MN,Pioneer,8-3,0.727,90,5.07,100,15.15,109,32.36,89,10.21,2.26,121,10.43
S Carolina St,Mid-Eastern AC,5-6,0.455,91,5.05,89,17.73,88,35.04,91,10.10,2.13,101,18.63
Southern Univ,Southwestern AC,6-5,0.545,92,5.02,93,17.08,104,32.90,79,11.60,2.21,115,13.30
Lehigh,Patriot League,2-9,0.182,93,5.02,87,17.86,102,33.17,73,12.11,2.18,57,29.80
Prairie View,Southwestern AC,6-6,0.500,94,5.00,107,13.77,95,34.27,108,6.91,2.15,100,19.26
Merrimack,Northeast,5-6,0.455,95,5.00,85,18.32,94,34.28,80,11.47,2.05,111,15.67
NC A&T,Coastal,1-10,0.091,96,4.99,77,21.08,90,34.81,59,13.68,2.25,44,31.45
Robert Morris,OH Valley,4-7,0.364,97,4.98,112,12.72,111,31.60,101,8.54,2.14,86,24.73
N Colorado,Big Sky,0-11,0.000,98,4.94,76,21.28,89,34.82,57,13.88,2.26,11,38.50
Lindenwood,OH Valley,3-7,0.300,99,4.92,98,16.05,81,36.19,104,7.28,2.23,88,23.15
LIU Post,Northeast,4-7,0.364,100,4.92,102,14.83,107,32.66,94,9.59,2.21,91,21.76
Drake,Pioneer,8-4,0.667,101,4.92,118,9.98,123,27.67,93,9.73,2.12,117,12.89
Stonehill,Northeast,5-5,0.500,102,4.91,115,10.88,105,32.82,116,5.47,2.22,99,19.28
TX A&M Commerce,Southland,1-9,0.100,103,4.89,90,17.52,103,33.08,77,11.86,2.16,39,32.13
Grambling,Southwestern AC,5-6,0.455,104,4.79,103,14.53,87,35.22,110,6.72,2.27,114,14.10
Stony Brook,Coastal,0-10,0.000,105,4.79,88,17.85,93,34.60,87,10.67,2.35,19,37.65
Alabama A&M,Southwestern AC,5-6,0.455,106,4.75,106,13.91,80,36.61,119,4.72,2.19,116,12.96
Butler,Pioneer,7-4,0.636,107,4.72,113,11.96,115,29.96,97,9.42,2.08,127,5.22
Norfolk St,Mid-Eastern AC,3-8,0.273,108,4.70,108,13.40,92,34.69,113,6.13,2.09,98,19.80
Sacred Heart,Northeast,2-9,0.182,109,4.66,105,13.97,119,29.04,69,12.35,2.24,94,21.40
Bethune-Cookman,Southwestern AC,3-8,0.273,110,4.65,111,12.90,110,31.73,100,8.59,2.19,103,18.29
Davidson,Pioneer,7-4,0.636,111,4.63,114,11.66,68,38.88,127,0.21,2.12,128,4.89
TX Southern,Southwestern AC,3-8,0.273,112,4.60,109,13.10,82,36.15,121,4.37,2.22,105,17.75
Northwestern LA,Southland,0-6,0.000,113,4.60,101,14.95,98,33.71,99,8.66,2.18,36,32.36
W Illinois,Missouri Valley,0-11,0.000,114,4.57,104,14.40,83,36.14,114,5.68,2.34,17,37.76
Wagner,Northeast,4-7,0.364,115,4.55,120,5.62,122,28.24,118,4.80,2.29,102,18.30
McNeese St,Southland,0-10,0.000,116,4.52,96,16.64,78,36.94,107,7.12,2.22,70,27.97
Citadel,Southern,0-11,0.000,117,4.48,110,13.06,114,30.31,90,10.17,2.21,42,31.83
Central Conn,Northeast,3-8,0.273,118,4.45,116,10.49,100,33.24,120,4.66,2.18,113,14.33
San Diego,Pioneer,4-7,0.364,119,4.39,117,10.14,113,30.37,106,7.19,2.22,122,9.03
Morehead St,Pioneer,4-7,0.364,120,4.27,123,3.45,120,29.04,124,1.83,2.20,120,11.72
Marist,Pioneer,4-7,0.364,121,4.26,125,1.39,126,25.37,122,3.44,2.17,118,12.46
Dayton,Pioneer,4-7,0.364,122,4.23,119,8.32,112,30.67,117,5.06,2.26,126,5.23
Valparaiso,Pioneer,3-8,0.273,123,4.11,122,4.23,125,26.09,115,5.56,2.17,123,8.94
Ark Pine Bluff,Southwestern AC,2-9,0.182,124,4.07,126,0.84,124,26.94,125,1.31,2.17,107,16.70
MS Valley St,Southwestern AC,1-10,0.091,125,4.02,124,3.39,128,23.56,105,7.25,2.27,106,17.48
Presbyterian,Pioneer,4-7,0.364,126,4.02,127,-1.56,127,25.28,126,0.57,2.22,124,7.79
Delaware St,Mid-Eastern AC,1-10,0.091,127,3.97,121,4.24,118,29.09,123,2.57,2.23,109,16.29
Stetson,Pioneer,3-8,0.273,128,3.84,128,-1.67,121,29.03,128,-3.29,2.20,125,7.17
