Team,,Record,,Rat,,Pwr,,Off,,Def,,HFA,SoS,
Linfield,Northwest,13-0,1.000,1,4.30,1,21.61,1,41.03,8,5.48,3.68,21,-3.86
Trinity CT,NESCAC,8-0,1.000,2,4.05,2,19.54,4,32.91,1,11.54,3.39,19,-2.89
Mt Union,Ohio AC,12-1,0.923,3,3.47,3,16.28,3,34.84,6,6.34,3.27,33,-9.48
M Hardin-Baylor,American SW,13-2,0.867,4,3.23,4,12.28,2,35.71,18,1.47,3.26,28,-8.46
WI LaCrosse,Wisconsin IAC,7-4,0.636,5,2.94,5,9.06,5,30.63,11,3.33,3.27,1,5.75
Amherst,NESCAC,6-2,0.750,6,2.69,7,6.81,20,25.04,5,6.66,3.30,12,-0.17
Williams,NESCAC,6-2,0.750,7,2.69,9,6.36,24,24.37,4,6.89,3.26,9,0.10
WI Whitewater,Wisconsin IAC,7-3,0.700,8,2.66,6,8.04,17,25.84,3,7.10,3.27,15,-1.67
WI Eau Claire,Wisconsin IAC,7-3,0.700,9,2.59,10,5.49,11,26.86,10,3.53,3.35,7,0.81
WI Stevens Pt,Wisconsin IAC,6-4,0.600,10,2.46,11,4.65,10,26.89,14,2.66,3.27,17,-1.96
Colby,NESCAC,6-2,0.750,11,2.38,13,2.94,56,19.92,2,7.92,3.44,20,-2.90
Concordia Mhd,Minnesota IAC,11-1,0.917,12,2.35,14,2.60,14,26.48,20,1.03,3.31,41,-11.63
Hardin-Simmons,American SW,10-1,0.909,13,2.32,15,1.81,7,29.83,39,-3.12,3.28,64,-15.77
WI Stout,Wisconsin IAC,5-4,0.556,14,2.25,12,4.01,13,26.63,16,2.28,3.41,18,-2.49
Whitworth,Northwest,7-2,0.778,15,2.21,17,1.35,6,30.13,46,-3.88,3.39,22,-5.52
St John's MN,Minnesota IAC,7-3,0.700,16,2.18,8,6.78,8,27.67,9,4.02,3.33,54,-14.66
Willamette,Northwest,7-4,0.636,17,2.16,20,0.96,30,23.33,15,2.52,3.36,14,-1.40
WI Oshkosh,Wisconsin IAC,5-5,0.500,18,2.04,16,1.70,19,25.43,19,1.17,3.43,16,-1.76
Middlebury,NESCAC,4-4,0.500,19,2.04,18,1.31,32,23.12,12,3.08,3.29,6,0.82
Pac Lutheran,Northwest,6-3,0.667,20,2.02,19,1.05,12,26.74,25,-0.79,3.22,23,-5.52
WI Platteville,Wisconsin IAC,6-4,0.600,21,2.00,24,-2.15,33,22.95,23,-0.20,3.32,8,0.59
Wheaton IL,Ill & Wisc,10-2,0.833,22,1.90,21,-1.08,9,27.27,42,-3.44,3.42,65,-15.79
Ohio Northern,Ohio AC,8-2,0.800,23,1.87,25,-2.16,28,24.13,29,-1.39,3.33,37,-10.80
WI River Falls,Wisconsin IAC,3-7,0.300,24,1.78,27,-2.91,22,24.46,34,-2.48,3.30,2,4.95
Capital,Ohio AC,7-3,0.700,25,1.76,22,-1.26,16,25.88,33,-2.24,3.26,32,-9.47
Occidental,Southern Cal IAC,10-2,0.833,26,1.62,31,-5.50,15,25.91,64,-6.50,3.43,53,-14.13
Tufts,NESCAC,2-6,0.250,27,1.59,23,-1.32,75,17.30,7,6.28,3.14,3,2.15
St Thomas MN,Minnesota IAC,7-2,0.778,28,1.51,36,-6.95,71,17.77,22,0.18,3.29,36,-10.72
Baldwin-Wallace,Ohio AC,6-4,0.600,29,1.50,26,-2.51,61,19.54,13,2.85,3.31,35,-10.10
Wartburg,American Rivers,8-3,0.727,30,1.48,28,-4.32,54,20.05,21,0.53,3.30,50,-13.26
Carthage,Ill & Wisc,11-2,0.846,31,1.46,39,-7.70,62,19.08,30,-1.88,3.43,66,-15.94
Trinity TX,Southern CAC,9-2,0.818,32,1.44,34,-5.87,21,24.64,54,-5.61,3.40,80,-17.67
Augustana IL,Ill & Wisc,7-3,0.700,33,1.42,29,-4.81,29,23.38,41,-3.29,3.32,44,-12.46
Rowan,New Jersey A.C.,10-3,0.769,34,1.35,35,-6.21,25,24.33,56,-5.65,3.60,56,-15.02
Wesleyan CT,NESCAC,3-5,0.375,35,1.30,40,-7.74,52,20.11,38,-2.95,3.18,5,0.86
Bethel MN,Minnesota IAC,6-4,0.600,36,1.26,33,-5.54,48,20.47,27,-1.10,3.32,40,-11.62
Ithaca,Empire 8,9-2,0.818,37,1.25,32,-5.50,40,21.91,35,-2.51,3.43,114,-23.70
Wash & Jeff,Presidents' AC,12-1,0.923,38,1.25,44,-8.88,35,22.88,68,-6.86,3.31,93,-21.53
Bates,NESCAC,2-6,0.250,39,1.24,30,-5.49,57,19.88,24,-0.47,3.37,13,-0.21
Puget Sound,Northwest,5-4,0.556,40,1.19,37,-7.07,47,20.52,37,-2.68,3.39,39,-11.52
John Carroll,Ohio AC,6-4,0.600,41,1.17,42,-8.60,99,14.58,17,1.72,3.40,30,-8.72
Bowdoin,NESCAC,2-6,0.250,42,1.15,38,-7.22,59,19.82,31,-2.13,3.30,10,0.09
Central IA,American Rivers,6-4,0.600,43,1.02,43,-8.75,74,17.36,28,-1.22,3.22,49,-13.25
Coe,American Rivers,7-3,0.700,44,1.02,45,-9.25,49,20.46,51,-4.81,3.23,62,-15.68
Cal Lutheran,Southern Cal IAC,6-3,0.667,45,1.00,41,-8.45,46,20.83,47,-4.38,3.31,57,-15.05
Wooster,North Coast AC,11-1,0.917,46,0.98,49,-10.80,38,22.76,91,-8.66,3.39,155,-27.83
St John Fisher,Empire 8,10-2,0.833,47,0.93,52,-10.93,36,22.82,93,-8.86,3.57,100,-22.18
Marietta,Ohio AC,6-4,0.600,48,0.91,58,-12.29,83,16.25,44,-3.63,3.37,31,-9.11
St Norbert,Midwest,9-2,0.818,49,0.88,51,-10.87,34,22.91,94,-8.88,3.35,146,-26.73
Springfield,Empire 8,8-2,0.800,50,0.86,47,-10.21,37,22.76,88,-8.07,3.50,153,-27.36
DePauw,Southern CAC,8-2,0.800,51,0.83,60,-12.48,79,17.01,48,-4.59,3.34,84,-19.11
Alma,Michigan IAA,8-3,0.727,52,0.81,53,-10.94,41,21.60,80,-7.63,3.23,86,-19.69
Millikin,Ill & Wisc,5-5,0.500,53,0.76,50,-10.81,43,21.13,71,-7.05,3.38,51,-13.70
Luther IA,American Rivers,6-4,0.600,54,0.76,55,-11.37,58,19.84,63,-6.30,3.33,81,-17.93
N Central IL,Ill & Wisc,7-3,0.700,55,0.74,64,-13.26,81,16.60,52,-4.97,3.37,82,-17.96
St Olaf,Minnesota IAC,7-3,0.700,56,0.73,79,-15.47,63,18.55,98,-9.12,3.25,55,-14.82
Bridgewater VA,Old Dominion AC,8-3,0.727,57,0.73,46,-9.43,26,24.26,92,-8.79,3.33,134,-25.10
Otterbein,Ohio AC,4-6,0.400,58,0.71,48,-10.48,67,18.27,45,-3.86,3.33,38,-11.34
Albion,Michigan IAA,7-3,0.700,59,0.70,65,-13.43,77,17.28,59,-5.81,3.32,73,-16.80
Hope,Michigan IAA,6-4,0.600,60,0.67,57,-12.20,50,20.38,82,-7.68,3.30,67,-16.35
Menlo,NCAA III Ind,1-8,0.111,61,0.65,54,-10.99,42,21.47,79,-7.57,3.20,11,-0.09
