Team,,Record,,Rat,,Pwr,,Off,,Def,,HFA,SoS,
Miami OH,Mid-American,4-8,0.333,106,5.58,108,33.55,106,43.61,98,16.79,2.86,88,40.56
Memphis,Conference USA,4-8,0.333,107,5.51,110,32.70,111,42.72,97,16.83,2.88,106,38.83
UAB,Conference USA,3-9,0.250,108,5.46,106,33.62,83,46.88,114,13.58,2.83,82,41.18
New Mexico,Mountain West,4-9,0.308,109,5.38,111,32.20,116,42.27,99,16.77,2.94,115,37.54
Army,FBS Indep,2-10,0.167,110,5.35,109,33.39,98,44.74,108,15.49,2.83,96,39.80
Colorado,Pac 12,1-11,0.083,111,5.30,113,31.68,92,45.55,118,12.98,2.65,17,51.45
FL Atlantic,Sun Belt,3-9,0.250,112,5.30,112,31.78,120,41.66,96,16.97,2.79,81,41.19
Hawaii,Mountain West,3-9,0.250,113,5.23,115,30.94,104,43.76,112,14.02,2.86,93,40.08
Tulane,Conference USA,2-10,0.167,114,5.22,117,28.99,115,42.37,115,13.47,2.83,71,42.84
Texas St,Western Athletic,4-8,0.333,115,5.21,116,29.10,110,42.77,117,13.19,2.91,107,38.76
UNLV,Mountain West,2-11,0.154,116,5.20,114,31.64,112,42.60,105,15.88,2.93,86,41.05
UT San Antonio,Western Athletic,8-4,0.667,117,5.18,120,26.72,119,41.71,121,11.86,2.83,124,26.70
E Michigan,Mid-American,2-10,0.167,118,5.13,118,28.95,114,42.47,116,13.33,2.70,80,41.27
Southern Miss,Conference USA,0-12,0.000,119,5.10,107,33.59,99,44.65,106,15.79,2.72,67,44.28
Akron,Mid-American,1-11,0.083,120,4.78,119,28.63,113,42.53,119,12.95,2.77,114,37.55
Idaho,Western Athletic,1-11,0.083,121,4.58,121,25.31,122,41.09,122,11.07,2.77,69,43.58
South Alabama,Sun Belt,2-11,0.154,122,4.56,123,24.32,124,36.52,111,14.66,2.82,121,36.35
New Mexico St,Western Athletic,1-11,0.083,123,4.54,122,25.24,121,41.18,123,10.91,2.75,99,39.55
Massachusetts,Mid-American,1-11,0.083,124,4.36,124,20.29,123,36.58,124,10.56,2.77,74,42.00
