Team,,Record,,Rat,,Pwr,,Off,,Def,,HFA,SoS,
Mt Union,Ohio AC,15-0,1.000,1,3.99,1,21.15,1,40.24,3,8.06,2.64,23,-9.45
M Hardin-Baylor,American SW,14-1,0.933,2,3.51,2,18.47,10,29.91,1,15.70,2.61,17,-6.79
WI Oshkosh,Wisconsin IAC,12-1,0.923,3,3.28,3,15.97,2,36.96,7,6.15,2.65,14,-5.04
Trinity CT,NESCAC,8-1,0.889,4,3.12,4,14.74,6,31.62,2,10.26,2.58,11,-1.99
Amherst,NESCAC,7-2,0.778,5,2.51,6,8.18,9,29.95,8,5.37,2.49,9,-1.21
Middlebury,NESCAC,7-2,0.778,6,2.50,7,7.86,4,32.21,15,2.79,2.45,8,-1.16
St Thomas MN,Minnesota IAC,11-2,0.846,7,2.44,5,9.19,5,32.20,11,4.13,2.50,96,-17.46
Brockport St,Empire 8,13-1,0.929,8,2.38,9,5.39,7,30.61,20,1.92,2.81,30,-10.84
Wesleyan CT,NESCAC,6-3,0.667,9,2.35,8,7.48,21,27.49,5,7.13,2.60,6,-0.62
Linfield,Northwest,9-2,0.818,10,2.20,12,4.77,35,24.54,4,7.38,2.57,19,-8.15
Hardin-Simmons,American SW,9-2,0.818,11,2.15,13,4.67,14,28.89,14,2.93,2.65,46,-13.26
WI LaCrosse,Wisconsin IAC,8-2,0.800,12,2.10,15,3.61,18,27.69,13,3.07,2.47,29,-10.76
WI Whitewater,Wisconsin IAC,7-3,0.700,13,2.03,11,4.93,33,25.32,6,6.76,2.52,13,-3.84
N Central IL,Ill & Wisc,10-2,0.833,14,2.01,16,3.01,13,29.04,27,1.12,2.59,34,-11.18
Frostburg St,New Jersey A.C.,11-2,0.846,15,1.96,17,2.60,15,28.53,25,1.22,2.53,40,-12.36
Tufts,NESCAC,5-4,0.556,16,1.95,14,3.78,22,27.40,12,3.51,2.45,7,-0.68
Wesley DE,New Jersey A.C.,10-2,0.833,17,1.95,18,2.58,12,29.40,29,0.32,2.56,51,-13.69
Williams,NESCAC,6-3,0.667,18,1.88,24,0.40,45,23.16,10,4.38,2.56,5,-0.36
WI Platteville,Wisconsin IAC,7-3,0.700,19,1.84,21,2.28,16,28.24,26,1.18,2.46,16,-6.78
Delaware Val,Mid Atlantic,12-1,0.923,20,1.83,22,1.44,27,25.98,17,2.60,2.65,119,-19.54
Wheaton IL,Ill & Wisc,8-2,0.800,21,1.81,10,5.24,8,30.60,23,1.78,2.57,122,-19.76
St John's MN,Minnesota IAC,9-2,0.818,22,1.81,20,2.31,34,24.98,9,4.47,2.59,143,-22.02
Wartburg,American Rivers,12-1,0.923,23,1.72,26,-0.52,23,27.23,32,-0.60,2.57,65,-15.30
Case Western,Presidents' AC,11-1,0.917,24,1.69,27,-1.21,17,27.73,39,-1.80,2.58,89,-17.23
John Carroll,Ohio AC,6-4,0.600,25,1.65,19,2.37,24,26.95,18,2.56,2.52,24,-9.89
Johns Hopkins,Centennial,9-2,0.818,26,1.56,23,0.66,11,29.43,38,-1.63,2.68,76,-16.48
E Texas Bap,American SW,7-3,0.700,27,1.51,25,-0.36,3,35.54,104,-8.76,2.50,39,-12.25
WI Stout,Wisconsin IAC,5-4,0.556,28,1.45,28,-3.39,62,21.74,19,2.02,2.48,10,-1.57
Wash & Jeff,Presidents' AC,11-1,0.917,29,1.42,31,-4.80,31,25.87,49,-3.52,2.52,103,-18.04
IL Wesleyan,Ill & Wisc,9-2,0.818,30,1.20,43,-7.27,117,17.12,16,2.76,2.44,47,-13.42
Ithaca,Liberty League,8-3,0.727,31,1.12,35,-5.95,89,19.32,21,1.87,2.57,42,-12.49
Frank & Marsh,Centennial,10-1,0.909,32,1.12,46,-7.50,44,23.19,50,-3.55,2.64,107,-18.65
George Fox,Northwest,7-3,0.700,33,1.11,33,-5.50,78,20.20,24,1.44,2.57,50,-13.68
Alfred,Empire 8,8-3,0.727,34,1.09,30,-4.70,51,22.69,31,-0.25,2.48,70,-15.85
Concordia Mhd,Minnesota IAC,8-2,0.800,35,1.09,45,-7.48,85,19.59,30,0.07,2.60,97,-17.58
Salisbury,New Jersey A.C.,7-4,0.636,36,1.08,29,-3.64,46,23.11,28,0.39,2.60,72,-16.21
Berry,SAA,11-1,0.917,37,1.04,50,-8.02,75,20.36,33,-1.24,2.55,114,-19.14
Hamilton,NESCAC,3-6,0.333,38,1.03,37,-6.58,56,22.07,37,-1.51,2.43,4,1.03
Whitworth,Northwest,8-2,0.800,39,1.02,41,-7.13,29,25.95,72,-5.93,2.53,105,-18.37
Washington & Lee,Old Dominion AC,8-3,0.727,40,0.96,40,-6.92,47,23.09,42,-2.86,2.54,48,-13.51
TX Lutheran,American SW,6-4,0.600,41,0.96,39,-6.85,25,26.69,76,-6.40,2.50,27,-10.46
Heidelberg,Ohio AC,7-3,0.700,42,0.96,47,-7.65,28,25.98,78,-6.48,2.54,44,-12.66
Hobart & Smith,Liberty League,7-3,0.700,43,0.93,34,-5.87,37,24.33,45,-3.06,2.58,91,-17.28
Wittenberg,North Coast AC,10-1,0.909,44,0.92,52,-9.34,71,20.66,41,-2.85,2.44,155,-23.72
Carthage,Ill & Wisc,7-3,0.700,45,0.91,44,-7.43,50,22.72,44,-3.00,2.59,82,-16.84
WI River Falls,Wisconsin IAC,4-6,0.400,46,0.90,36,-5.97,88,19.36,22,1.82,2.31,15,-6.33
Ohio Northern,Ohio AC,7-3,0.700,47,0.89,49,-7.91,39,23.92,61,-4.69,2.48,41,-12.36
SW Univ TX,American SW,6-4,0.600,48,0.88,48,-7.89,38,24.27,64,-5.02,2.57,33,-11.11
Muhlenberg,Centennial,8-3,0.727,49,0.85,38,-6.73,60,21.81,35,-1.40,2.43,113,-18.93
Rensselaer,Liberty League,8-3,0.727,50,0.83,54,-9.73,70,20.75,48,-3.34,2.65,68,-15.54
Springfield,NE W&M,10-1,0.909,51,0.80,51,-8.16,52,22.53,51,-3.55,2.59,192,-28.87
Redlands,Southern Cal IAC,7-2,0.778,52,0.79,42,-7.25,36,24.41,59,-4.52,2.66,150,-22.82
Westminster PA,Presidents' AC,7-3,0.700,53,0.75,53,-9.66,74,20.44,43,-2.96,2.49,78,-16.55
Centre,SAA,9-1,0.900,54,0.72,57,-10.57,53,22.49,71,-5.91,2.56,165,-25.33
Thomas More,Presidents' AC,6-4,0.600,55,0.70,32,-5.50,30,25.88,58,-4.24,2.59,140,-21.62
Trine,Michigan IAA,11-1,0.917,56,0.69,63,-11.25,40,23.84,94,-7.95,2.77,180,-27.31
Carnegie Mellon,Presidents' AC,7-4,0.636,57,0.62,56,-10.57,58,21.96,68,-5.39,2.54,88,-17.19
Sul Ross,American SW,5-5,0.500,58,0.59,62,-11.11,65,21.34,65,-5.31,2.38,21,-9.41
WI Stevens Pt,Wisconsin IAC,4-6,0.400,59,0.57,55,-10.27,72,20.64,54,-3.76,2.37,18,-7.50
Bates,NESCAC,2-7,0.222,60,0.56,68,-12.15,76,20.31,66,-5.32,2.35,2,1.69
Otterbein,Ohio AC,6-4,0.600,61,0.52,65,-12.07,32,25.52,122,-10.45,2.46,38,-12.13
Baldwin-Wallace,Ohio AC,6-4,0.600,62,0.49,67,-12.14,63,21.74,80,-6.73,2.60,52,-13.91
Franklin,Heartland CAC,8-3,0.727,63,0.48,64,-11.84,19,27.63,136,-12.33,2.56,174,-26.16
Susquehanna,Centennial,8-3,0.727,64,0.46,73,-13.02,106,17.86,53,-3.74,2.55,98,-17.60
Bethel MN,Minnesota IAC,5-5,0.500,65,0.44,61,-11.05,67,21.10,63,-5.01,2.62,95,-17.39
Central IA,American Rivers,7-3,0.700,66,0.43,72,-12.82,49,22.88,100,-8.55,2.51,100,-17.84
Washington StL,University AA,3-6,0.333,67,0.42,58,-10.75,41,23.56,84,-7.17,2.51,28,-10.47
Cortland St,Empire 8,7-4,0.636,68,0.42,75,-13.84,59,21.92,102,-8.61,2.45,54,-14.03
Colby,NESCAC,1-8,0.111,69,0.41,60,-10.98,96,18.68,40,-2.52,2.36,3,1.55
Hendrix,SAA,8-2,0.800,70,0.39,78,-14.63,26,26.24,150,-13.73,2.59,137,-21.10
Randolph-Macon,Old Dominion AC,7-3,0.700,71,0.35,59,-10.77,48,22.88,79,-6.51,2.53,153,-23.34
Dubuque,American Rivers,6-4,0.600,72,0.32,69,-12.71,69,20.79,75,-6.36,2.47,84,-16.98
Pac Lutheran,Northwest,4-4,0.500,73,0.31,71,-12.73,132,15.81,34,-1.40,2.51,58,-14.79
Millikin,Ill & Wisc,7-3,0.700,74,0.26,83,-16.28,68,20.86,112,-10.00,2.66,110,-18.74
Kean,New Jersey A.C.,4-6,0.400,75,0.22,66,-12.11,126,16.48,36,-1.45,2.58,59,-15.00
Framingham St,MASCAC,10-1,0.909,76,0.20,80,-15.23,98,18.66,81,-6.76,2.62,193,-29.05
Chapman,Southern Cal IAC,6-3,0.667,77,0.20,86,-16.43,43,23.39,138,-12.67,2.55,60,-15.14
Huntingdon,USA South,9-2,0.818,78,0.20,81,-15.44,66,21.17,109,-9.47,2.55,169,-25.95
Hope,Michigan IAA,8-2,0.800,79,0.20,77,-14.55,105,17.91,67,-5.32,2.60,183,-27.88
Marietta,Ohio AC,6-4,0.600,80,0.18,96,-17.56,54,22.43,141,-12.85,2.42,35,-11.62
Albright,Mid Atlantic,8-3,0.727,81,0.18,88,-16.75,102,18.17,88,-7.78,2.35,125,-19.90
Stevenson,Mid Atlantic,6-5,0.545,82,0.14,74,-13.83,104,17.97,60,-4.66,2.54,108,-18.71
Pacific OR,Northwest,4-4,0.500,83,0.11,85,-16.39,118,17.05,73,-6.30,2.46,49,-13.56
Chris Newport,New Jersey A.C.,5-5,0.500,84,0.11,79,-14.90,135,15.57,47,-3.33,2.48,74,-16.30
Husson,East Coast,10-2,0.833,85,0.09,93,-17.35,93,18.76,106,-8.96,2.65,212,-32.06
W New England,Commonwealth Coast,8-3,0.727,86,0.07,90,-16.86,95,18.73,99,-8.44,2.53,160,-24.69
Widener,Mid Atlantic,7-4,0.636,87,0.06,82,-16.13,151,14.15,46,-3.14,2.54,132,-20.62
Bowdoin,NESCAC,0-9,0.000,88,0.03,70,-12.73,100,18.20,55,-3.78,2.36,1,1.75
Wabash,North Coast AC,8-2,0.800,89,-0.01,91,-16.91,115,17.21,83,-6.98,2.51,181,-27.49
Guilford,Old Dominion AC,5-5,0.500,90,-0.03,95,-17.55,61,21.78,135,-12.19,2.49,67,-15.50
Simpson IA,American Rivers,5-5,0.500,91,-0.04,84,-16.36,87,19.38,101,-8.60,2.56,111,-18.75
Union NY,Liberty League,7-4,0.636,92,-0.04,99,-17.67,165,13.07,52,-3.60,2.55,144,-22.21
Trinity TX,SAA,6-4,0.600,93,-0.05,100,-17.74,107,17.81,98,-8.41,2.48,109,-18.71
Denison,North Coast AC,7-3,0.700,94,-0.05,92,-17.26,97,18.67,105,-8.79,2.59,164,-25.20
Shenandoah,Old Dominion AC,6-4,0.600,95,-0.05,97,-17.61,42,23.42,152,-13.89,2.52,148,-22.33
Monmouth IL,Midwest,9-2,0.818,96,-0.06,102,-18.24,116,17.13,96,-8.23,2.61,218,-34.68
Worcester Tech,NE W&M,9-2,0.818,97,-0.06,98,-17.67,127,16.24,82,-6.77,2.58,216,-33.98
Gust Adolphus,Minnesota IAC,5-5,0.500,98,-0.07,89,-16.85,101,18.19,92,-7.90,2.62,128,-20.28
Hampden-Sydney,Old Dominion AC,6-4,0.600,99,-0.07,108,-19.63,84,19.63,133,-12.11,2.49,104,-18.10
Utica,Empire 8,3-7,0.300,100,-0.08,76,-13.89,113,17.23,56,-3.98,2.47,61,-15.16
Ursinus,Centennial,6-4,0.600,101,-0.09,104,-18.89,124,16.59,97,-8.33,2.55,101,-17.97
