Team,,Record,,Rat,,Pwr,,Off,,Def,,HFA,SoS,
N Dakota St,Missouri Valley,14-1,0.933,1,7.43,1,58.19,2,53.17,1,32.16,2.72,19,33.23
James Madison,Coastal,14-1,0.933,2,6.98,2,52.80,5,51.47,2,28.47,2.62,22,32.68
S Dakota St,Missouri Valley,11-3,0.786,3,6.65,3,49.70,1,54.94,10,21.91,2.77,4,38.79
Northern Iowa,Missouri Valley,8-5,0.615,4,6.26,4,46.43,8,48.73,3,24.84,2.57,3,40.94
W Illinois,Missouri Valley,8-4,0.667,5,6.20,5,46.12,7,50.19,7,23.07,2.37,5,38.69
Weber St,Big Sky,11-3,0.786,6,6.17,7,44.49,14,47.01,4,24.62,2.57,15,34.66
Youngstown St,Missouri Valley,6-5,0.545,7,6.02,6,45.07,11,47.61,5,24.61,2.51,7,37.23
South Dakota,Missouri Valley,8-5,0.615,8,5.92,8,43.03,3,52.53,24,17.63,2.72,6,37.63
Southern Utah,Big Sky,9-3,0.750,9,5.74,11,39.25,10,47.79,19,18.60,2.54,12,35.60
Illinois St,Missouri Valley,6-5,0.545,10,5.70,9,41.43,19,44.84,6,23.74,2.49,11,35.92
E Washington,Big Sky,7-4,0.636,11,5.62,10,39.28,6,51.33,42,15.09,2.50,8,36.79
Jacksonville St,OH Valley,10-2,0.833,12,5.49,12,38.59,27,43.05,9,22.68,2.46,46,27.90
Stony Brook,Coastal,10-3,0.769,13,5.35,16,35.64,28,42.68,15,20.11,2.58,33,30.66
Cent Arkansas,Southland,10-2,0.833,14,5.31,13,37.03,23,44.64,16,19.53,2.49,65,23.54
Sam Houston St,Southland,12-2,0.857,15,5.27,22,33.88,4,52.11,86,8.91,2.71,59,24.54
Montana,Big Sky,7-4,0.636,16,5.21,14,36.37,9,48.60,43,14.92,2.60,37,30.20
Kennesaw,Big South,12-2,0.857,17,5.18,27,33.05,42,40.72,18,19.46,2.67,69,22.58
Wofford,Southern,10-3,0.769,18,5.17,23,33.56,31,42.17,20,18.53,2.50,38,30.11
S Illinois,Missouri Valley,4-7,0.364,19,5.17,15,36.32,16,45.60,22,17.87,2.53,9,36.13
Delaware,Coastal,7-4,0.636,20,5.12,24,33.51,48,39.32,11,21.33,2.57,23,32.63
Samford,Southern,8-4,0.667,21,5.07,20,34.28,25,43.81,25,17.62,2.54,34,30.60
