Team,,Record,,Rat,,Pwr,,Off,,Def,,HFA,SoS,
CS Sacramento,Big Sky,4-7,0.364,30,4.62,32,27.55,51,34.75,17,15.23,3.03,4,35.45
Harvard,Ivy League,7-3,0.700,31,4.62,26,29.04,27,37.85,31,13.62,3.00,58,22.32
Weber St,Big Sky,4-7,0.364,32,4.57,31,27.92,45,35.90,26,14.44,3.03,14,32.07
William & Mary,Atlantic 10,3-8,0.273,33,4.54,24,29.55,20,38.44,32,13.54,3.01,11,32.51
Hofstra,Atlantic 10,2-9,0.182,34,4.54,22,31.31,41,36.16,11,17.57,2.93,13,32.23
W Illinois,Gateway,5-6,0.455,35,4.53,30,28.20,14,40.75,62,9.87,3.00,49,24.10
Rhode Island,Atlantic 10,4-7,0.364,36,4.41,46,25.31,33,37.07,54,10.67,2.92,18,31.74
McNeese St,Southland,7-5,0.583,37,4.41,45,25.31,37,36.61,48,11.13,3.10,48,24.49
E Illinois,OH Valley,8-5,0.615,38,4.34,43,25.54,56,33.31,23,14.66,3.06,45,25.04
Sam Houston St,Southland,6-5,0.545,39,4.34,42,25.76,32,37.08,49,11.10,3.04,37,27.34
SF Austin,Southland,4-7,0.364,40,4.31,33,27.51,48,35.01,21,14.93,2.98,20,30.58
Hampton,Mid-Eastern AC,10-2,0.833,41,4.22,47,24.89,39,36.31,50,11.01,3.16,87,10.00
Lehigh,Patriot League,6-5,0.545,42,4.21,37,26.63,31,37.20,41,11.86,3.06,65,19.35
Jacksonville St,OH Valley,6-5,0.545,43,4.21,40,25.93,49,34.99,35,13.37,3.17,59,21.28
San Diego,Pioneer,11-1,0.917,44,4.17,51,22.74,25,38.05,74,7.12,3.17,106,2.51
Citadel,Southern,5-6,0.455,45,4.17,48,24.49,44,36.00,52,10.91,3.01,26,29.27
Penn,Ivy League,5-5,0.500,46,4.15,44,25.31,52,34.41,36,13.33,3.04,53,22.55
Texas St,Southland,5-6,0.455,47,4.10,39,25.97,43,36.08,40,12.31,2.92,57,22.32
Ga Southern,Southern,3-8,0.273,48,4.10,36,27.20,34,37.06,38,12.56,2.95,42,25.69
Idaho St,Big Sky,2-9,0.182,49,4.09,38,26.05,23,38.20,59,10.28,3.05,21,30.24
Coastal Car,Big South,9-3,0.750,50,4.07,57,21.91,22,38.24,77,6.09,3.15,68,17.58
TN Martin,OH Valley,9-3,0.750,51,4.06,54,22.26,57,33.23,45,11.45,3.12,72,16.13
Lafayette,Patriot League,6-6,0.500,52,3.96,49,23.50,46,35.89,60,10.04,3.05,62,20.33
Northwestern LA,Southland,4-7,0.364,53,3.92,50,22.94,63,31.97,33,13.40,3.03,36,27.46
E Kentucky,OH Valley,6-5,0.545,54,3.88,52,22.74,53,34.16,51,11.01,3.03,61,20.91
Southern Utah,Great West,3-8,0.273,55,3.87,55,22.12,54,33.34,47,11.21,3.13,41,26.35
Nicholls St,Southland,4-7,0.364,56,3.85,53,22.71,65,31.77,34,13.37,3.05,54,22.51
Holy Cross,Patriot League,7-4,0.636,57,3.75,64,19.33,59,33.13,69,8.63,3.00,70,17.24
Elon,Southern,5-6,0.455,58,3.75,62,20.27,62,32.15,57,10.54,2.98,56,22.35
Chattanooga,Southern,3-8,0.273,59,3.74,59,20.91,55,33.34,61,10.00,3.02,34,27.91
Missouri St,Gateway,2-9,0.182,60,3.70,58,21.59,60,32.66,46,11.35,3.06,24,29.76
Cornell,Ivy League,5-5,0.500,61,3.67,63,19.82,66,31.64,55,10.61,3.11,63,20.25
S Carolina St,Mid-Eastern AC,7-4,0.636,62,3.67,60,20.73,61,32.56,56,10.60,3.07,81,13.46
Brown,Ivy League,3-7,0.300,63,3.64,56,21.96,50,34.95,66,9.43,3.00,60,21.06
Colgate,Patriot League,4-7,0.364,64,3.45,61,20.54,58,33.22,63,9.74,2.98,66,18.87
Delaware St,Mid-Eastern AC,8-3,0.727,65,3.45,65,17.55,69,31.13,67,8.84,3.06,95,7.48
N Colorado,Big Sky,1-10,0.091,66,3.36,67,16.43,72,30.29,70,8.57,2.77,15,32.06
Dartmouth,Ivy League,2-8,0.200,67,3.29,66,16.98,81,28.89,58,10.51,2.92,47,24.73
Columbia,Ivy League,5-5,0.500,68,3.21,71,14.80,94,25.52,43,11.71,3.04,73,16.12
Liberty,Big South,6-5,0.545,69,3.21,69,16.17,77,29.00,64,9.59,3.07,82,13.04
W Carolina,Southern,2-9,0.182,70,3.18,68,16.43,75,29.37,65,9.48,3.05,46,24.97
Indiana St,Gateway,1-10,0.091,71,3.09,70,15.45,36,36.74,102,1.13,3.02,7,33.29
Tennessee St,OH Valley,6-5,0.545,72,3.07,72,13.99,83,28.60,71,7.82,3.17,69,17.51
Charleston So,Big South,9-2,0.818,73,3.01,82,11.11,85,28.07,81,5.46,3.12,99,5.74
Florida A&M,Mid-Eastern AC,7-4,0.636,74,3.01,76,12.21,67,31.45,92,3.19,2.88,77,15.06
Bucknell,Patriot League,6-5,0.545,75,3.00,79,12.04,82,28.67,78,5.80,3.05,74,15.97
SUNY Albany,Northeast,7-4,0.636,76,2.97,74,13.56,97,25.14,53,10.85,3.06,90,9.06
Tennessee Tech,OH Valley,4-7,0.364,77,2.96,80,11.74,79,28.92,82,5.25,2.99,64,19.77
SE Louisiana,Southland,2-9,0.182,78,2.94,73,13.91,70,30.60,79,5.74,3.05,35,27.63
Monmouth NJ,Northeast,10-2,0.833,79,2.93,84,10.65,102,24.29,68,8.79,3.01,101,4.06
Gardner Webb,Big South,6-5,0.545,80,2.87,83,10.77,68,31.27,100,1.92,2.94,76,15.27
SE Missouri St,OH Valley,4-7,0.364,81,2.75,78,12.07,74,29.50,83,4.99,3.04,67,18.26
Alabama A&M,Southwestern AC,9-3,0.750,82,2.73,86,9.74,93,25.70,76,6.46,2.98,98,6.34
Central Conn,Northeast,8-3,0.727,83,2.66,85,10.45,78,28.98,90,3.89,3.11,108,2.28
Samford,OH Valley,3-8,0.273,84,2.59,81,11.46,91,26.45,72,7.44,3.00,71,16.96
Bethune-Cookman,Mid-Eastern AC,5-6,0.455,85,2.59,77,12.14,71,30.53,88,4.04,3.08,96,7.42
Ark Pine Bluff,Southwestern AC,8-4,0.667,86,2.59,88,8.91,76,29.17,97,2.16,3.08,93,8.22
Morgan St,Mid-Eastern AC,5-6,0.455,87,2.53,91,8.57,90,26.52,85,4.48,2.98,84,12.39
Howard,Mid-Eastern AC,5-6,0.455,88,2.45,89,8.74,104,23.83,73,7.34,3.04,79,14.53
Drake,Pioneer,9-2,0.818,89,2.45,93,7.84,92,26.07,86,4.19,3.10,115,-2.09
Grambling,Southwestern AC,3-8,0.273,90,2.44,75,13.53,64,31.96,89,4.00,2.99,85,11.72
Alcorn St,Southwestern AC,6-5,0.545,91,2.35,95,7.44,88,26.99,93,2.88,3.10,92,8.50
Stony Brook,Northeast,5-6,0.455,92,2.32,94,7.51,87,27.31,94,2.62,3.06,80,13.48
Alabama St,Southwestern AC,5-6,0.455,93,2.30,90,8.70,95,25.46,80,5.67,3.03,88,9.38
Murray St,OH Valley,1-10,0.091,94,2.28,87,8.98,80,28.90,95,2.51,2.91,50,23.46
Southern Univ,Southwestern AC,5-6,0.455,95,2.16,96,6.67,86,27.61,101,1.49,3.08,97,6.81
VMI,Big South,1-10,0.091,96,2.14,92,7.98,73,29.77,103,0.63,3.05,55,22.48
Jackson St,Southwestern AC,6-5,0.545,97,2.13,98,5.46,84,28.41,107,-0.52,3.05,102,4.01
MS Valley St,Southwestern AC,6-5,0.545,98,2.13,103,4.23,101,24.45,96,2.20,3.04,94,7.70
Fordham,Patriot League,3-8,0.273,99,2.07,97,5.75,100,24.49,91,3.68,2.91,83,12.96
W Salem St,FCS Indep,4-7,0.364,100,2.02,100,5.15,112,20.98,75,6.60,3.05,89,9.18
Robert Morris,Northeast,7-4,0.636,101,1.99,102,4.32,107,22.19,84,4.56,3.02,111,0.80
Norfolk St,Mid-Eastern AC,4-7,0.364,102,1.96,101,4.69,89,26.67,104,0.44,3.10,91,8.98
Georgetown,Patriot League,2-9,0.182,103,1.96,99,5.20,105,23.55,87,4.07,2.98,78,14.65
Davidson,Pioneer,6-4,0.600,104,1.85,105,2.63,96,25.20,105,-0.14,3.14,112,0.69
Duquesne,Metro Atlantic,7-3,0.700,105,1.83,104,3.76,103,24.08,99,2.10,3.00,119,-6.06
TX Southern,Southwestern AC,3-8,0.273,106,1.71,106,1.88,99,24.62,106,-0.31,3.03,86,11.68
Dayton,Pioneer,4-6,0.400,107,1.29,107,0.94,98,24.76,108,-1.39,3.06,116,-2.22
Prairie View,Southwestern AC,3-8,0.273,108,1.27,108,-2.02,115,18.28,98,2.13,3.05,103,3.53
Jacksonville,Pioneer,4-6,0.400,109,1.09,111,-4.68,106,22.51,115,-4.77,3.06,107,2.40
Sacred Heart,Northeast,2-9,0.182,110,0.88,110,-3.58,111,21.12,110,-2.27,3.03,104,3.39
Marist,Metro Atlantic,4-7,0.364,111,0.85,112,-5.25,113,20.46,113,-3.28,2.96,113,-0.84
Morehead St,Pioneer,2-9,0.182,112,0.81,109,-3.10,108,22.04,111,-2.71,2.90,105,3.05
NC A&T,Mid-Eastern AC,0-11,0.000,113,0.71,113,-5.35,109,22.03,116,-4.95,2.78,75,15.41
Wagner,Northeast,4-7,0.364,114,0.70,115,-6.93,117,17.05,109,-1.56,3.01,114,-1.95
Austin Peay,FCS Indep,3-8,0.273,115,0.66,114,-6.37,114,19.47,114,-3.42,3.08,109,1.57
St Francis PA,Northeast,3-8,0.273,116,0.40,116,-9.76,110,21.73,119,-9.06,3.10,110,1.18
Savannah St,FCS Indep,2-9,0.182,117,0.05,118,-13.00,116,17.34,118,-7.92,2.97,100,4.67
Iona,Metro Atlantic,3-7,0.300,118,-0.02,117,-11.50,121,13.82,112,-2.89,2.97,121,-8.67
Butler,Pioneer,3-8,0.273,119,-0.14,119,-14.95,120,14.82,117,-7.34,3.07,117,-3.64
St Peter's,Metro Atlantic,2-8,0.200,120,-0.54,120,-18.40,118,15.61,121,-11.59,2.98,118,-5.61
Valparaiso,Pioneer,3-8,0.273,121,-0.65,121,-19.43,119,15.42,122,-12.43,2.93,120,-6.84
La Salle,Metro Atlantic,3-7,0.300,122,-1.01,122,-22.53,122,11.48,120,-11.58,2.86,122,-15.28
