Team,,Record,,Rat,,Pwr,,Off,,Def,,HFA,SoS,
NE Omaha,North Central AC,10-1,0.909,1,6.03,3,36.00,3,43.58,4,17.52,3.06,3,22.97
Grand Valley St,Great Lakes IAC,12-1,0.923,2,5.99,2,36.12,4,43.04,1,18.18,3.02,11,16.93
North Dakota,North Central AC,10-2,0.833,3,5.91,1,37.11,2,44.07,2,18.14,3.11,8,20.18
NW Missouri,Mid America IAA,12-2,0.857,4,5.82,4,35.44,5,42.95,3,17.58,3.21,9,19.61
Valdosta St,Gulf South,13-1,0.929,5,5.37,5,29.55,7,41.73,7,12.92,3.07,36,12.51
C Washington,North Central AC,10-3,0.769,6,5.37,6,29.44,13,40.21,6,14.33,2.97,4,22.96
W Texas A&M,Lone Star,12-1,0.923,7,5.10,13,24.96,6,42.59,30,7.48,3.04,26,13.74
Delta St,Gulf South,10-2,0.833,8,4.94,8,26.43,26,35.80,5,15.73,3.06,39,12.00
North Alabama,Gulf South,10-2,0.833,9,4.92,11,26.03,15,39.10,10,12.04,3.09,34,12.60
South Dakota,North Central AC,6-5,0.545,10,4.90,7,27.06,10,41.42,15,10.73,3.05,2,23.46
Chadron St,Rocky Mtn AC,12-1,0.923,11,4.90,14,24.52,16,38.72,14,10.89,3.05,61,6.84
Abilene Chr,Lone Star,10-3,0.769,12,4.77,10,26.16,1,48.86,60,2.40,3.16,41,11.47
Pittsburg St,Mid America IAA,8-3,0.727,13,4.69,12,25.17,11,41.25,23,9.02,3.05,31,13.20
California PA,Penn St AC,13-1,0.929,14,4.58,18,22.24,32,34.60,8,12.74,3.13,76,4.18
Midwest TX St,Lone Star,8-3,0.727,15,4.54,9,26.18,8,41.62,20,9.66,3.08,57,8.19
Washburn,Mid America IAA,8-4,0.667,16,4.50,15,22.95,18,37.83,16,10.22,2.94,15,16.36
Saginaw Val,Great Lakes IAC,7-3,0.700,17,4.50,16,22.81,28,35.39,9,12.52,3.03,18,15.08
