Team,,Record,,Rat,,Pwr,,Off,,Def,,HFA,SoS,
Pittsburg St,Mid America IAA,14-1,0.933,1,5.30,1,32.96,1,49.11,12,8.76,3.66,39,7.75
Valdosta St,Gulf South,13-1,0.929,2,4.95,4,27.61,4,39.59,3,12.91,3.34,10,13.61
North Dakota,North Central AC,11-3,0.786,3,4.93,2,28.89,23,34.06,1,19.73,3.45,1,16.64
Grand Valley St,Great Lakes IAC,10-3,0.769,4,4.82,3,28.65,16,35.64,2,17.91,3.31,4,14.85
Northwood MI,Great Lakes IAC,10-2,0.833,5,4.62,7,24.51,5,39.22,8,10.19,3.50,16,11.51
NW Missouri,Mid America IAA,11-2,0.846,6,4.55,6,24.84,3,40.66,11,9.08,3.51,35,8.08
Michigan Tech,Great Lakes IAC,9-2,0.818,7,4.50,8,24.14,8,37.49,5,11.54,3.49,13,12.23
Saginaw Val,Great Lakes IAC,7-3,0.700,8,4.42,5,26.26,6,38.43,4,12.73,3.40,14,12.11
St Cloud,North Central AC,8-3,0.727,9,4.25,9,23.25,9,37.30,7,10.85,3.29,23,10.61
NE Omaha,North Central AC,8-3,0.727,10,4.14,11,21.99,7,38.41,13,8.48,3.29,26,10.18
South Dakota,North Central AC,9-2,0.818,11,4.07,12,19.41,13,36.30,16,8.00,3.40,66,3.32
Delta St,Gulf South,6-4,0.600,12,4.05,10,22.28,2,43.15,35,4.03,3.28,9,13.87
West Chester,Penn St AC,11-4,0.733,13,3.89,15,17.95,12,36.43,22,6.41,3.38,38,7.80
Shippensburg,Penn St AC,10-2,0.833,14,3.88,14,19.08,28,32.81,6,11.16,3.36,53,5.09
Albany GA,Southern IAC,11-1,0.917,15,3.74,17,15.08,20,34.94,27,5.04,3.45,94,-0.60
Cent Arkansas,Gulf South,8-3,0.727,16,3.64,18,15.08,10,36.86,42,3.11,3.28,31,8.52
Arkansas Tech,Gulf South,10-2,0.833,17,3.60,27,13.36,36,31.05,20,7.21,3.36,34,8.34
Winona St,Northern Sun,10-2,0.833,18,3.57,21,14.78,21,34.67,28,5.00,3.30,87,0.83
North Alabama,Gulf South,5-5,0.500,19,3.56,13,19.19,22,34.40,10,9.69,3.32,19,10.90
TX A&M K'ville,Lone Star,9-2,0.818,20,3.52,16,15.39,30,32.22,15,8.07,3.33,59,4.39
Carson-Newman,South Atlantic,9-3,0.750,21,3.51,19,15.03,11,36.83,43,3.09,3.43,44,6.65
C Washington,Great Northwest,7-4,0.636,22,3.45,20,14.83,44,29.92,9,9.81,3.44,22,10.81
E Stroudsburg,Penn St AC,10-2,0.833,23,3.40,30,12.31,17,35.59,59,1.62,3.38,85,1.01
Indiana PA,Penn St AC,7-3,0.700,24,3.39,29,13.02,34,31.56,23,6.35,3.24,40,7.64
Edinboro,Penn St AC,9-3,0.750,25,3.36,24,13.81,24,33.92,30,4.79,3.31,69,3.15
MN Mankato,North Central AC,6-5,0.545,26,3.36,23,13.88,42,30.48,14,8.30,3.31,18,10.97
W Washington,Great Northwest,6-4,0.600,27,3.33,22,14.26,18,35.39,38,3.77,3.32,42,7.04
Ferris St,Great Lakes IAC,6-5,0.545,28,3.28,33,10.42,61,27.66,18,7.66,3.28,2,16.33
Colorado Mines,Rocky Mtn AC,12-1,0.923,29,3.27,35,9.65,19,34.96,75,-0.42,3.38,80,1.62
SE Oklahoma,Lone Star,8-3,0.727,30,3.21,28,13.35,14,36.01,53,2.25,3.43,83,1.26
Findlay,Great Lakes IAC,6-5,0.545,31,3.19,25,13.49,40,30.63,17,7.76,3.43,32,8.49
C Missouri,Mid America IAA,7-4,0.636,32,3.16,26,13.36,15,35.74,51,2.52,3.30,57,4.71
Bloomsburg,Penn St AC,7-3,0.700,33,3.16,32,11.34,35,31.35,29,4.89,3.48,88,0.75
Catawba,South Atlantic,7-4,0.636,34,3.09,31,12.19,25,33.24,37,3.85,3.17,58,4.42
Harding,Gulf South,6-5,0.545,35,2.95,39,8.42,62,27.50,25,5.82,3.26,20,10.89
Midwest TX St,Lone Star,8-3,0.727,36,2.93,42,7.93,51,28.92,36,3.91,3.32,56,4.80
C Oklahoma,Lone Star,8-2,0.800,37,2.91,40,8.36,33,31.64,58,1.62,3.37,81,1.36
Ark Monticello,Gulf South,6-5,0.545,38,2.91,43,7.75,26,33.20,77,-0.54,3.29,30,8.65
Tarleton St,Lone Star,7-4,0.636,39,2.86,34,9.82,43,30.45,33,4.27,3.28,67,3.32
Tusculum,South Atlantic,6-4,0.600,40,2.81,37,8.96,48,29.29,32,4.57,3.33,65,3.56
Emporia St,Mid America IAA,5-6,0.455,41,2.72,41,7.96,38,30.71,54,2.15,3.16,28,9.32
MO Western,Mid America IAA,5-6,0.455,42,2.71,38,8.82,50,29.13,31,4.59,3.24,46,6.08
Washburn,Mid America IAA,8-4,0.667,43,2.70,54,5.59,31,31.89,86,-1.40,3.28,52,5.14
Augustana SD,North Central AC,3-8,0.273,44,2.70,36,9.51,66,26.84,19,7.57,3.26,17,11.13
S Arkansas,Gulf South,5-6,0.455,45,2.68,44,7.68,29,32.59,69,-0.01,3.16,37,7.85
Tuskegee,Southern IAC,10-2,0.833,46,2.67,55,5.42,56,28.40,57,1.92,3.40,104,-4.48
Ashland,Great Lakes IAC,5-6,0.455,47,2.66,45,7.62,71,26.36,24,6.16,3.32,36,7.94
Bemidji St,Northern Sun,8-3,0.727,48,2.65,50,6.66,37,30.90,65,0.66,3.37,99,-2.20
Humboldt St,Great Northwest,5-5,0.500,49,2.64,52,5.97,67,26.82,34,4.04,3.34,33,8.42
Hillsdale,Great Lakes IAC,4-7,0.364,50,2.58,46,7.19,53,28.61,40,3.47,3.22,21,10.86
Chadron St,Rocky Mtn AC,7-3,0.700,51,2.58,51,6.41,27,33.15,91,-1.84,3.22,92,-0.19
Indianapolis,Great Lakes IAC,4-7,0.364,52,2.57,48,6.97,54,28.57,41,3.30,3.30,27,10.10
Ouachita,Gulf South,2-7,0.222,53,2.56,47,7.06,47,29.43,50,2.53,3.20,6,14.74
Mercyhurst,Great Lakes IAC,4-7,0.364,54,2.54,57,4.49,59,28.18,62,1.22,3.39,11,13.20
West Georgia,Gulf South,2-7,0.222,55,2.53,49,6.96,45,29.75,55,2.11,3.19,12,12.65
Presbyterian,South Atlantic,6-5,0.545,56,2.44,56,5.09,87,24.28,26,5.71,3.28,64,3.84
Concordia SP,Northern Sun,7-4,0.636,57,2.42,59,4.17,39,30.67,87,-1.60,3.45,91,-0.15
Adams St,Rocky Mtn AC,7-4,0.636,58,2.39,60,3.78,98,22.17,21,6.52,3.36,75,2.07
Henderson St,Gulf South,2-8,0.200,59,2.38,58,4.19,49,29.24,70,-0.15,3.14,5,14.75
Slippery Rock,Penn St AC,4-7,0.364,60,2.36,53,5.93,64,27.21,39,3.62,3.29,48,5.50
Abilene Chr,Lone Star,5-5,0.500,61,2.35,66,3.03,79,25.23,47,2.70,3.10,54,4.95
MN Duluth,North Central AC,4-7,0.364,62,2.34,62,3.66,73,25.84,46,2.71,3.30,29,9.27
E New Mexico,Lone Star,6-5,0.545,63,2.34,65,3.22,68,26.76,60,1.36,3.43,72,2.79
Gannon,Great Lakes IAC,4-7,0.364,64,2.31,67,2.80,41,30.60,98,-2.90,3.37,25,10.39
Wingate,South Atlantic,8-3,0.727,65,2.31,73,1.30,65,26.98,79,-0.78,3.41,98,-1.97
Mars Hill,South Atlantic,6-4,0.600,66,2.25,68,2.60,85,24.48,44,3.02,3.22,101,-2.76
Bentley,Northeast-10,8-2,0.800,67,2.22,64,3.38,32,31.88,103,-3.60,3.40,140,-14.79
N Michigan,Great Lakes IAC,2-8,0.200,68,2.22,63,3.64,46,29.69,81,-1.15,3.24,8,14.10
East Central OK,Lone Star,6-4,0.600,69,2.19,76,0.66,90,22.91,48,2.64,3.38,74,2.36
California PA,Penn St AC,6-4,0.600,70,2.18,69,2.13,57,28.28,82,-1.24,3.32,102,-2.78
Northern St SD,Northern Sun,6-5,0.545,71,2.16,72,1.44,60,28.17,90,-1.83,3.29,82,1.28
Fort Hays St,Rocky Mtn AC,6-5,0.545,72,2.13,75,0.95,78,25.54,66,0.31,3.27,76,1.97
Fort Valley St,Southern IAC,7-4,0.636,73,2.10,61,3.76,70,26.39,52,2.27,3.25,117,-7.43
MO Southern,Mid America IAA,5-6,0.455,74,2.08,79,-0.18,52,28.77,106,-4.05,3.24,45,6.26
Newberry,South Atlantic,5-6,0.455,75,2.05,70,1.88,55,28.45,88,-1.67,3.30,95,-0.89
Millersville,Penn St AC,5-5,0.500,76,2.05,78,0.03,84,24.64,67,0.29,3.32,78,1.72
TX A&M Commerce,Lone Star,4-6,0.400,77,2.04,71,1.53,86,24.40,56,2.04,3.20,73,2.71
West Alabama,Gulf South,2-9,0.182,78,2.02,77,0.55,72,26.06,78,-0.61,3.14,15,11.96
NE Kearney,Rocky Mtn AC,5-6,0.455,79,1.98,74,1.18,63,27.47,85,-1.38,3.32,89,0.75
LIU Post,Northeast-10,8-3,0.727,80,1.93,86,-0.93,91,22.69,61,1.27,3.37,127,-10.62
W Oregon,Great Northwest,1-9,0.100,81,1.90,81,-0.33,69,26.54,93,-1.97,3.27,3,15.24
Miles,Southern IAC,7-3,0.700,82,1.88,84,-0.61,103,21.28,45,3.01,3.39,119,-7.89
S Connecticut,Northeast-10,8-2,0.800,83,1.88,83,-0.58,76,25.58,83,-1.26,3.44,141,-15.06
Tiffin,D2 IFA,5-6,0.455,84,1.84,85,-0.84,58,28.20,107,-4.14,3.23,96,-1.18
Fayetteville St,Central IAA,8-4,0.667,85,1.81,88,-1.64,99,22.16,63,1.10,3.38,109,-6.19
Clarion,Penn St AC,3-8,0.273,86,1.79,80,-0.20,100,22.09,49,2.61,3.24,61,4.05
Shepherd,West Virginia IAC,7-3,0.700,87,1.74,87,-1.13,88,23.94,71,-0.18,3.36,128,-10.88
Kutztown,Penn St AC,4-6,0.400,88,1.73,91,-2.33,89,23.38,80,-0.81,3.32,79,1.64
Wayne St MI,Great Lakes IAC,1-9,0.100,89,1.70,89,-2.08,82,24.79,92,-1.97,3.15,7,14.66
NC Central,Central IAA,8-2,0.800,90,1.68,98,-5.55,94,22.43,99,-3.08,3.36,122,-8.25
SW Baptist,Mid America IAA,2-9,0.182,91,1.66,82,-0.40,81,24.94,76,-0.44,3.35,43,6.97
Shaw NC,Central IAA,10-2,0.833,92,1.62,100,-6.21,115,18.53,68,0.17,3.27,126,-9.81
