Team,,Record,,Rat,,Pwr,,Off,,Def,,HFA,SoS,
S Illinois,Missouri Valley,4-7,0.364,37,4.61,28,26.82,29,40.24,31,12.88,2.85,18,27.43
CS Sacramento,Big Sky,4-7,0.364,38,4.60,35,25.74,39,38.23,20,13.80,2.91,11,29.00
Liberty,Big South,7-4,0.636,39,4.54,38,25.12,20,41.06,51,10.36,2.96,76,15.52
E Kentucky,OH Valley,7-5,0.583,40,4.47,43,23.82,46,37.00,29,13.11,2.91,45,22.48
Jacksonville St,OH Valley,7-4,0.636,41,4.45,44,23.69,37,38.79,46,11.19,2.84,55,20.19
Richmond,Coastal,3-8,0.273,42,4.39,39,24.78,48,36.58,15,14.49,2.83,26,26.26
Citadel,Southern,4-7,0.364,43,4.34,41,24.07,55,35.51,14,14.85,2.83,29,25.98
Rhode Island,Coastal,3-8,0.273,44,4.34,45,23.36,45,37.26,36,12.39,2.85,15,28.15
Elon,Southern,5-6,0.455,45,4.34,48,21.94,32,39.90,66,8.33,2.84,35,24.50
Villanova,Coastal,2-9,0.182,46,4.33,36,25.45,43,37.89,19,13.85,2.69,10,29.11
Missouri St,Missouri Valley,2-9,0.182,47,4.33,42,23.96,31,40.04,52,10.21,2.73,1,35.95
UC Davis,Great West,4-7,0.364,48,4.32,47,22.86,58,35.07,18,14.08,2.92,19,27.37
Brown,Ivy League,7-3,0.700,49,4.26,50,20.66,73,33.64,26,13.32,2.96,67,17.25
Tennessee Tech,OH Valley,7-4,0.636,50,4.25,51,20.58,44,37.89,60,8.99,2.81,74,16.51
Murray St,OH Valley,7-4,0.636,51,4.19,49,21.14,19,41.88,86,5.55,2.97,68,17.08
Holy Cross,Patriot League,6-5,0.545,52,4.11,53,20.29,70,33.73,32,12.86,2.92,60,19.05
Northwestern LA,Southland,5-6,0.455,53,4.10,54,20.29,62,34.60,42,11.98,2.80,23,26.73
McNeese St,Southland,6-5,0.545,54,4.09,56,19.88,60,34.95,45,11.22,2.81,58,19.24
SUNY Albany,Northeast,8-4,0.667,55,4.05,52,20.49,47,36.90,57,9.88,2.82,86,13.60
Texas St,Southland,6-6,0.500,56,3.99,59,18.42,53,35.74,61,8.97,2.86,51,21.48
TN Martin,OH Valley,5-6,0.455,57,3.94,55,19.90,38,38.54,72,7.66,3.03,65,17.32
W Illinois,Missouri Valley,2-9,0.182,58,3.94,58,18.84,57,35.14,56,10.00,2.90,2,31.54
S Carolina St,Mid-Eastern AC,7-4,0.636,59,3.92,57,19.06,74,33.50,43,11.85,2.90,93,11.12
Coastal Car,Big South,7-4,0.636,60,3.88,62,17.04,61,34.71,64,8.63,2.94,69,17.00
Bethune-Cookman,Mid-Eastern AC,8-3,0.727,61,3.84,61,17.71,50,36.13,69,7.87,2.97,100,9.76
Norfolk St,Mid-Eastern AC,9-3,0.750,62,3.83,63,16.73,88,30.89,39,12.14,2.90,95,10.89
Duquesne,Northeast,9-2,0.818,63,3.79,69,15.47,78,32.89,62,8.88,2.99,105,7.53
South Alabama,FCS Indep,6-4,0.600,64,3.74,67,15.59,81,32.48,59,9.40,2.93,75,16.46
Penn,Ivy League,5-5,0.500,65,3.73,60,17.92,64,34.15,54,10.06,2.85,81,14.63
Georgetown,Patriot League,8-3,0.727,66,3.71,74,14.45,86,31.07,58,9.68,3.00,92,11.38
Presbyterian,Big South,4-7,0.364,67,3.69,64,16.18,56,35.28,77,7.20,3.09,44,22.92
Tennessee St,OH Valley,5-6,0.455,68,3.67,71,15.11,52,35.75,84,5.66,3.00,57,19.40
Yale,Ivy League,5-5,0.500,69,3.59,75,14.28,79,32.83,70,7.74,2.95,73,16.53
Dartmouth,Ivy League,5-5,0.500,70,3.59,70,15.38,85,31.66,55,10.01,3.00,79,14.91
Lafayette,Patriot League,4-7,0.364,71,3.58,72,15.02,76,33.36,67,7.95,2.86,54,20.54
Idaho St,Big Sky,2-9,0.182,72,3.54,73,14.59,75,33.40,75,7.48,2.92,13,28.28
Jackson St,Southwestern AC,9-2,0.818,73,3.51,68,15.57,67,33.97,68,7.90,3.03,122,0.75
Colgate,Patriot League,5-6,0.455,74,3.51,78,13.25,68,33.87,83,5.68,2.99,70,17.00
Bucknell,Patriot League,6-5,0.545,75,3.49,81,12.52,109,28.04,49,10.78,2.91,80,14.82
E Illinois,OH Valley,2-9,0.182,76,3.46,65,16.15,71,33.66,63,8.78,2.83,46,22.48
Cornell,Ivy League,5-5,0.500,77,3.42,80,12.53,63,34.48,99,4.35,2.98,82,14.43
SE Louisiana,Southland,3-8,0.273,78,3.41,76,14.17,49,36.31,102,4.16,2.96,52,21.01
Bryant,Northeast,7-4,0.636,79,3.35,83,11.99,72,33.65,92,4.64,2.81,103,9.06
Florida A&M,Mid-Eastern AC,7-4,0.636,80,3.34,79,12.98,84,31.81,76,7.46,2.83,104,8.57
UT San Antonio,FCS Indep,4-6,0.400,81,3.25,77,13.53,82,32.24,73,7.58,2.94,96,10.56
Jacksonville,Pioneer,7-4,0.636,82,3.23,82,12.11,66,34.00,96,4.40,2.98,109,6.13
Monmouth NJ,Northeast,5-6,0.455,83,3.23,87,11.29,80,32.56,89,5.03,2.71,85,13.62
Hampton,Mid-Eastern AC,7-4,0.636,84,3.23,85,11.67,91,30.39,74,7.58,2.94,108,6.67
N Colorado,Big Sky,0-11,0.000,85,3.22,66,16.11,65,34.03,65,8.38,2.84,30,25.70
Drake,Pioneer,9-2,0.818,86,3.20,88,9.84,101,29.02,78,7.12,2.99,119,1.12
SE Missouri St,OH Valley,3-8,0.273,87,3.20,86,11.48,69,33.86,105,3.92,2.90,62,17.94
San Diego,Pioneer,9-2,0.818,88,3.16,97,8.11,97,29.95,95,4.45,3.02,116,3.32
Central Conn,Northeast,4-7,0.364,89,3.10,84,11.81,77,33.03,88,5.07,2.78,87,13.53
Alabama St,Southwestern AC,8-3,0.727,90,3.01,95,8.14,110,27.63,80,6.80,2.88,112,4.95
Grambling,Southwestern AC,8-4,0.667,91,3.00,90,8.95,102,28.67,81,6.57,2.84,114,4.33
Wagner,Northeast,4-7,0.364,92,2.96,93,8.60,100,29.14,82,5.75,2.85,88,13.01
Sacred Heart,Northeast,5-6,0.455,93,2.95,94,8.51,93,30.25,94,4.56,2.76,97,10.08
Gardner Webb,Big South,4-7,0.364,94,2.94,98,7.96,99,29.29,91,4.96,2.81,64,17.74
Austin Peay,OH Valley,3-8,0.273,95,2.92,100,6.92,95,30.14,108,3.07,2.95,59,19.11
W Carolina,Southern,1-10,0.091,96,2.90,89,9.26,59,35.00,115,0.55,2.78,25,26.52
Georgia St,FCS Indep,3-8,0.273,97,2.84,92,8.84,89,30.79,100,4.33,2.82,77,15.27
NC A&T,Mid-Eastern AC,5-6,0.455,98,2.83,101,6.90,104,28.56,93,4.63,2.94,102,9.09
Alabama A&M,Southwestern AC,8-4,0.667,99,2.73,108,4.62,121,23.97,79,6.94,2.83,115,3.53
Nicholls St,Southland,1-10,0.091,100,2.72,91,8.92,94,30.20,90,5.01,2.75,56,20.10
Morgan St,Mid-Eastern AC,5-6,0.455,101,2.66,107,4.79,112,27.01,103,4.07,2.80,94,10.94
VMI,Big South,2-9,0.182,102,2.65,102,6.46,106,28.36,97,4.40,2.84,63,17.79
Lamar,Southland,4-7,0.364,103,2.62,111,3.25,92,30.37,120,-0.82,2.79,89,12.68
Fordham,Patriot League,1-10,0.091,104,2.60,103,6.20,108,28.10,98,4.39,2.83,49,22.18
Columbia,Ivy League,1-9,0.100,105,2.59,96,8.12,96,30.13,101,4.28,2.89,83,14.41
Howard,Mid-Eastern AC,5-6,0.455,106,2.56,110,3.27,115,26.05,107,3.52,2.84,101,9.47
Prairie View,Southwestern AC,5-6,0.455,107,2.55,109,4.34,103,28.65,111,1.98,2.86,107,6.81
Robert Morris,Northeast,2-9,0.182,108,2.52,99,7.46,107,28.17,85,5.59,2.81,90,11.58
Dayton,Pioneer,6-5,0.545,109,2.52,105,4.97,111,27.23,104,4.04,2.93,121,0.86
Princeton,Ivy League,1-9,0.100,110,2.51,104,6.00,105,28.55,106,3.75,2.84,71,16.93
Campbell,Pioneer,6-5,0.545,111,2.29,114,1.36,98,29.48,122,-1.82,3.04,125,0.09
Southern Univ,Southwestern AC,4-7,0.364,112,2.28,112,2.28,113,26.42,110,2.16,3.00,110,5.97
St Francis PA,Northeast,2-9,0.182,113,2.23,113,1.38,83,32.18,123,-4.51,2.88,78,15.25
Marist,Pioneer,4-7,0.364,114,2.21,115,1.31,122,22.21,87,5.40,2.80,113,4.59
Ark Pine Bluff,Southwestern AC,6-5,0.545,115,2.20,117,0.78,119,24.77,109,2.30,2.96,123,0.65
Charleston So,Big South,0-11,0.000,116,2.19,106,4.84,87,30.93,117,0.21,2.80,48,22.29
TX Southern,Southwestern AC,4-7,0.364,117,1.99,116,1.19,114,26.36,113,1.12,2.97,126,-2.61
Delaware St,Mid-Eastern AC,3-8,0.273,118,1.98,121,-1.56,118,25.43,119,-0.70,2.87,99,9.94
Butler,Pioneer,5-6,0.455,119,1.95,120,-1.06,120,24.76,116,0.48,2.86,124,0.61
NC Central,Mid-Eastern AC,2-9,0.182,120,1.94,118,0.54,116,25.89,114,0.94,2.71,98,10.02
Alcorn St,Southwestern AC,2-8,0.200,121,1.73,119,-0.98,117,25.72,118,-0.41,2.87,117,2.25
Morehead St,Pioneer,3-8,0.273,122,1.71,122,-1.99,90,30.62,125,-6.32,3.02,118,1.59
Davidson,Pioneer,4-7,0.364,123,1.58,123,-5.52,124,19.63,112,1.14,3.00,120,0.95
MS Valley St,Southwestern AC,1-10,0.091,124,1.26,124,-7.78,125,19.62,121,-1.11,2.90,106,7.14
Savannah St,Mid-Eastern AC,1-10,0.091,125,1.01,125,-12.03,123,20.31,124,-6.05,2.82,91,11.39
Valparaiso,Pioneer,1-10,0.091,126,0.37,126,-18.32,126,19.41,126,-11.43,2.82,111,5.25
