Team,,Record,,Rat,,Pwr,,Off,,Def,,HFA,SoS,
Baldwin-Wallace,Ohio AC,7-3,0.700,55,3.30,62,-11.23,67,21.87,65,-5.02,2.34,80,-17.91
Dickinson,Centennial,5-5,0.500,56,3.28,64,-11.25,89,18.96,46,-2.13,2.29,30,-10.11
Washington & Lee,Old Dominion AC,6-4,0.600,57,3.28,47,-8.98,46,23.86,62,-4.76,2.28,65,-16.19
Whitworth,Northwest,6-3,0.667,58,3.28,44,-7.96,30,25.96,70,-5.84,2.24,94,-19.65
Averett,USA South,7-3,0.700,59,3.27,51,-9.48,73,20.92,47,-2.32,2.23,113,-21.29
Westminster PA,Presidents' AC,8-3,0.727,60,3.25,58,-10.85,68,21.80,61,-4.57,2.15,127,-22.30
Brevard,USA South,8-2,0.800,61,3.25,74,-14.12,121,15.40,40,-1.43,2.26,140,-24.08
Montclair St,New Jersey A.C.,6-4,0.600,62,3.23,57,-10.05,110,16.50,23,1.53,2.26,92,-19.41
Heidelberg,Ohio AC,6-4,0.600,63,3.22,50,-9.35,36,25.12,75,-6.39,2.25,71,-16.98
Colby,NESCAC,2-7,0.222,64,3.21,66,-11.52,82,19.79,53,-3.22,2.31,3,1.41
Carthage,Ill & Wisc,4-6,0.400,65,3.21,54,-9.87,45,23.97,69,-5.75,2.24,25,-8.40
Ursinus,Centennial,5-5,0.500,66,3.21,59,-10.94,56,23.12,72,-5.97,2.30,38,-11.94
Denison,North Coast AC,8-2,0.800,67,3.20,63,-11.25,50,23.48,77,-6.64,2.34,155,-26.44
Worcester Tech,NE W&M,10-1,0.909,68,3.18,76,-14.37,79,20.46,78,-6.74,2.28,182,-31.68
Shenandoah,Old Dominion AC,6-4,0.600,69,3.17,67,-12.10,41,24.64,97,-8.65,2.20,61,-15.80
Bates,NESCAC,2-7,0.222,70,3.17,68,-13.12,92,18.49,58,-3.51,2.28,2,2.17
Millikin,Ill & Wisc,5-5,0.500,71,3.16,69,-13.15,48,23.65,98,-8.71,2.32,31,-10.45
Carnegie Mellon,Presidents' AC,8-3,0.727,72,3.16,72,-13.82,101,17.66,55,-3.39,2.23,132,-22.80
Hope,Michigan IAA,9-2,0.818,73,3.16,73,-14.08,70,21.69,86,-7.68,2.14,151,-25.79
Hendrix,SAA,7-3,0.700,74,3.08,84,-15.85,83,19.72,83,-7.48,2.27,104,-20.63
Grove City,Presidents' AC,9-2,0.818,75,3.07,101,-19.39,60,22.66,147,-13.96,2.20,120,-21.71
NC Wesleyan,USA South,6-4,0.600,76,3.04,85,-15.94,76,20.57,91,-8.43,2.20,76,-17.34
WI Stevens Pt,Wisconsin IAC,3-7,0.300,77,3.03,70,-13.30,84,19.67,64,-4.89,2.35,20,-7.04
E Texas Bap,American SW,6-4,0.600,78,3.03,79,-14.70,59,22.71,104,-9.33,2.16,78,-17.53
Coe,American Rivers,6-4,0.600,79,3.02,87,-16.06,132,14.04,44,-2.02,2.19,100,-20.15
Ohio Northern,Ohio AC,6-4,0.600,80,3.01,86,-16.00,53,23.31,126,-11.22,2.40,69,-16.91
Monmouth IL,Midwest,7-3,0.700,81,3.01,99,-18.62,150,12.54,52,-3.08,2.23,119,-21.70
W New England,Commonwealth Coast,9-2,0.818,82,3.00,92,-17.30,44,24.01,139,-13.23,2.23,154,-26.31
Birmingham So,SAA,7-3,0.700,83,2.98,94,-17.82,81,20.17,111,-9.90,2.22,112,-21.23
Alfred,Empire 8,5-5,0.500,84,2.98,75,-14.14,112,16.32,48,-2.37,2.20,89,-19.23
George Fox,Northwest,5-5,0.500,85,2.97,71,-13.67,119,15.58,38,-1.17,2.20,93,-19.44
Utica,Empire 8,5-5,0.500,86,2.95,81,-15.03,75,20.68,85,-7.62,2.28,74,-17.09
Rensselaer,Liberty League,6-5,0.545,87,2.95,80,-15.00,94,18.34,67,-5.26,2.26,105,-20.72
Endicott,Commonwealth Coast,9-2,0.818,88,2.93,93,-17.73,80,20.17,108,-9.82,2.17,176,-30.51
Wabash,North Coast AC,7-4,0.636,89,2.92,83,-15.83,96,18.21,71,-5.95,2.32,141,-24.10
Wittenberg,North Coast AC,7-3,0.700,90,2.91,89,-16.50,90,18.58,80,-6.99,2.29,157,-26.83
Moravian,Centennial,4-6,0.400,91,2.91,91,-16.85,118,15.76,60,-4.51,2.33,41,-12.33
WI Eau Claire,Wisconsin IAC,3-7,0.300,92,2.91,96,-18.27,123,15.05,66,-5.23,2.28,16,-6.05
Aurora,Northern Athletic,9-2,0.818,93,2.90,100,-18.68,57,23.00,143,-13.59,2.06,162,-28.07
Morrisville St,Empire 8,6-5,0.545,94,2.89,90,-16.79,55,23.19,130,-11.89,2.35,83,-18.18
Hanover,Heartland CAC,9-2,0.818,95,2.88,103,-19.85,97,18.02,107,-9.78,2.12,168,-28.77
Simpson IA,American Rivers,5-5,0.500,96,2.87,97,-18.38,128,14.56,63,-4.85,2.27,75,-17.29
Rowan,New Jersey A.C.,4-6,0.400,97,2.87,88,-16.36,103,17.08,68,-5.35,2.26,53,-14.57
Widener,Mid Atlantic,5-5,0.500,98,2.82,77,-14.62,49,23.56,115,-10.10,2.23,98,-19.95
WI River Falls,Wisconsin IAC,2-8,0.200,99,2.79,78,-14.64,51,23.41,112,-9.96,2.31,26,-8.85
Centre,SAA,5-5,0.500,100,2.79,82,-15.21,62,22.48,106,-9.60,2.22,110,-21.07
St John Fisher,Empire 8,5-5,0.500,101,2.77,98,-18.51,85,19.67,114,-10.09,2.32,88,-19.02
Framingham St,MASCAC,8-3,0.727,102,2.72,106,-20.56,93,18.42,121,-10.89,2.18,171,-29.24
Albion,Michigan IAA,8-2,0.800,103,2.72,107,-20.82,65,22.31,160,-15.04,2.33,181,-31.56
Wilkes,Mid Atlantic,8-3,0.727,104,2.72,129,-25.86,107,16.79,155,-14.56,2.28,135,-23.01
Olivet MI,Michigan IAA,8-2,0.800,105,2.69,119,-22.52,129,14.39,99,-8.82,2.13,190,-32.94
Marietta,Ohio AC,5-5,0.500,106,2.68,104,-20.27,104,17.06,103,-9.25,2.25,103,-20.54
Ohio Wesleyan,North Coast AC,7-3,0.700,107,2.67,117,-22.39,146,13.03,82,-7.33,2.25,172,-29.52
Lycoming,Mid Atlantic,4-6,0.400,108,2.66,95,-18.00,105,17.03,79,-6.95,2.31,90,-19.25
St Norbert,Midwest,6-3,0.667,109,2.64,105,-20.56,113,16.16,95,-8.63,2.20,178,-30.98
St Lawrence,Liberty League,5-5,0.500,110,2.61,116,-22.27,114,16.15,116,-10.33,2.33,114,-21.35
Pomona-Pitzer,Southern Cal IAC,6-4,0.600,111,2.60,110,-21.37,122,15.27,93,-8.56,2.21,160,-27.57
Chicago,Midwest,6-3,0.667,112,2.58,109,-21.25,120,15.40,94,-8.57,2.27,185,-31.79
Ferrum,Old Dominion AC,4-6,0.400,113,2.57,113,-21.77,91,18.54,131,-12.22,2.17,81,-18.05
Springfield,NE W&M,6-4,0.600,114,2.57,111,-21.46,111,16.47,110,-9.85,2.23,161,-27.85
Loras,American Rivers,5-5,0.500,115,2.56,121,-23.31,95,18.33,142,-13.56,2.34,108,-20.90
King's PA,Mid Atlantic,5-5,0.500,116,2.55,120,-23.22,136,13.92,102,-9.05,2.17,124,-22.05
Cal Lutheran,Southern Cal IAC,5-5,0.500,117,2.55,115,-21.84,108,16.64,117,-10.39,2.30,138,-23.79
Puget Sound,Northwest,6-4,0.600,118,2.54,126,-25.09,86,19.63,173,-16.64,2.31,136,-23.17
MIT,NE W&M,7-3,0.700,119,2.53,139,-27.02,172,10.88,109,-9.82,2.24,169,-29.03
McDaniel,Centennial,3-7,0.300,120,2.51,127,-25.15,170,11.22,90,-8.28,2.27,39,-12.20
Pacific OR,Northwest,4-6,0.400,121,2.50,112,-21.76,72,21.11,158,-14.78,2.35,101,-20.17
DePauw,North Coast AC,6-4,0.600,122,2.48,133,-26.15,184,9.08,81,-7.15,2.31,164,-28.11
Millsaps,SAA,5-5,0.500,123,2.48,123,-23.93,157,12.29,89,-8.13,2.32,149,-25.32
Maryville TN,USA South,3-7,0.300,124,2.47,114,-21.79,156,12.32,74,-6.03,2.31,91,-19.27
S Virginia,Old Dominion AC,4-6,0.400,125,2.45,138,-26.85,151,12.46,127,-11.22,2.31,79,-17.53
Chris Newport,New Jersey A.C.,2-8,0.200,126,2.43,108,-20.96,145,13.12,73,-5.99,2.26,57,-15.03
Kean,New Jersey A.C.,3-7,0.300,127,2.43,122,-23.88,166,11.80,84,-7.60,2.27,72,-17.08
Bethany WV,Presidents' AC,4-6,0.400,128,2.40,135,-26.27,165,11.82,113,-10.00,2.28,106,-20.81
Bowdoin,NESCAC,0-9,0.000,129,2.39,102,-19.75,87,19.08,118,-10.74,2.39,5,0.30
SW Univ TX,American SW,4-6,0.400,130,2.39,118,-22.51,125,14.60,101,-9.02,2.22,134,-22.96
College of NJ,New Jersey A.C.,2-8,0.200,131,2.35,134,-26.18,180,9.80,87,-7.89,2.27,42,-12.50
Wooster,North Coast AC,6-4,0.600,132,2.35,137,-26.57,155,12.33,119,-10.82,2.26,177,-30.89
Rose-Hulman,Heartland CAC,6-4,0.600,133,2.34,131,-26.10,124,14.90,137,-12.92,2.20,173,-29.66
Claremont M.S.,Southern Cal IAC,5-5,0.500,134,2.32,132,-26.12,173,10.86,100,-8.90,2.26,165,-28.13
Merchant Marine,NE W&M,6-3,0.667,135,2.31,128,-25.50,74,20.92,185,-18.34,2.25,187,-32.77
Misericordia,Mid Atlantic,5-5,0.500,136,2.27,145,-29.21,143,13.27,152,-14.39,2.21,150,-25.50
Austin Col,SAA,5-5,0.500,137,2.27,152,-29.71,115,15.92,181,-17.55,2.29,143,-24.41
St Olaf,Minnesota IAC,5-5,0.500,138,2.25,146,-29.31,153,12.45,145,-13.68,2.27,144,-24.65
Geneva,Presidents' AC,3-7,0.300,139,2.25,125,-24.75,131,14.16,120,-10.82,2.25,128,-22.38
Benedictine IL,Northern Athletic,7-3,0.700,140,2.24,157,-30.37,178,9.94,132,-12.22,2.34,199,-35.03
Guilford,Old Dominion AC,2-8,0.200,141,2.23,124,-24.51,99,17.89,151,-14.31,2.44,67,-16.72
Mt St Joseph,Heartland CAC,7-3,0.700,142,2.23,140,-27.16,116,15.89,159,-14.96,2.28,210,-37.37
Alma,Michigan IAA,6-4,0.600,143,2.21,149,-29.49,169,11.36,136,-12.76,2.27,186,-32.39
Juniata,Centennial,2-8,0.200,144,2.19,144,-27.70,102,17.22,175,-16.83,2.33,49,-13.81
Howard Payne,American SW,5-5,0.500,145,2.18,165,-31.99,135,13.92,182,-17.83,2.27,139,-23.88
Muskingum,Ohio AC,3-7,0.300,146,2.16,143,-27.65,140,13.54,138,-13.10,2.25,111,-21.09
W Connecticut,MASCAC,8-3,0.727,147,2.15,164,-31.78,137,13.80,180,-17.50,2.29,207,-36.54
Otterbein,Ohio AC,2-8,0.200,148,2.14,136,-26.35,149,12.64,122,-10.91,2.26,87,-18.68
Carroll WI,Ill & Wisc,2-8,0.200,149,2.10,155,-29.86,164,11.95,146,-13.72,2.34,52,-14.43
Lebanon Val,Mid Atlantic,3-7,0.300,150,2.10,147,-29.35,162,12.12,141,-13.38,2.25,118,-21.64
Bridgewater MA,MASCAC,6-4,0.600,151,2.10,156,-30.05,148,12.65,156,-14.61,2.24,198,-34.90
Hampden-Sydney,Old Dominion AC,1-9,0.100,152,2.09,130,-25.88,127,14.56,133,-12.35,2.35,55,-14.82
Trine,Michigan IAA,5-5,0.500,153,2.08,141,-27.28,142,13.28,134,-12.47,2.24,197,-34.45
Methodist,USA South,4-6,0.400,154,2.08,163,-31.44,139,13.60,176,-16.95,2.32,147,-24.88
LaGrange,USA South,3-7,0.300,155,2.04,154,-29.80,126,14.59,169,-16.30,2.25,137,-23.56
Buena Vista,American Rivers,3-7,0.300,156,2.03,153,-29.76,117,15.77,179,-17.45,2.31,133,-22.88
St Vincent,Presidents' AC,3-7,0.300,157,2.00,166,-32.24,160,12.14,168,-16.29,2.32,125,-22.12
Albright,Mid Atlantic,2-8,0.200,158,1.98,148,-29.38,106,16.86,184,-18.15,2.30,86,-18.63
Pac Lutheran,Northwest,2-7,0.222,159,1.98,150,-29.65,181,9.49,124,-11.05,2.36,129,-22.41
La Verne,Southern Cal IAC,4-6,0.400,160,1.98,167,-32.72,171,10.92,161,-15.56,2.34,159,-27.33
Gettysburg,Centennial,1-9,0.100,161,1.97,160,-30.71,133,14.04,174,-16.66,2.35,33,-11.26
NE Wesleyan,American Rivers,3-7,0.300,162,1.97,159,-30.53,130,14.18,171,-16.62,2.31,148,-25.23
Louisiana Chr,American SW,3-7,0.300,163,1.96,169,-33.09,141,13.50,189,-18.50,2.44,109,-20.94
Salve Regina,Commonwealth Coast,4-6,0.400,164,1.95,142,-27.44,134,14.01,140,-13.37,2.22,191,-33.36
MA Dartmouth,MASCAC,7-3,0.700,165,1.95,175,-34.32,175,10.85,177,-17.08,2.25,220,-39.82
Sul Ross,American SW,3-7,0.300,166,1.93,182,-35.66,190,8.45,165,-16.02,2.25,99,-19.99
Buffalo St,Liberty League,1-9,0.100,167,1.92,151,-29.68,154,12.37,148,-13.96,2.30,64,-16.12
Illinois Col,Midwest,6-3,0.667,168,1.92,172,-33.94,168,11.58,178,-17.43,2.29,214,-38.96
Adrian,Michigan IAA,5-5,0.500,169,1.92,176,-34.51,138,13.67,198,-20.10,2.31,179,-31.11
Lewis & Clark,Northwest,4-5,0.444,170,1.91,186,-36.18,167,11.63,196,-19.73,2.28,153,-26.27
Franklin,Heartland CAC,5-5,0.500,171,1.91,161,-31.18,147,12.91,164,-16.01,2.21,203,-35.43
Martin Luther,Upper Midwest,9-2,0.818,172,1.90,187,-36.38,176,10.18,188,-18.47,2.26,228,-44.26
Belhaven MS,American SW,2-8,0.200,173,1.89,162,-31.19,195,8.08,125,-11.18,2.35,123,-22.04
Allegheny,North Coast AC,4-6,0.400,174,1.88,173,-33.99,152,12.46,186,-18.36,2.29,167,-28.45
Lake Forest,Midwest,7-3,0.700,175,1.88,179,-34.88,179,9.84,172,-16.63,2.22,226,-42.80
Norwich,NE W&M,5-5,0.500,176,1.87,184,-35.90,192,8.31,166,-16.12,2.28,188,-32.86
Husson,Commonwealth Coast,4-6,0.400,177,1.85,168,-32.88,174,10.85,162,-15.64,2.14,184,-31.76
Wilmington OH,Ohio AC,3-7,0.300,178,1.84,188,-36.80,163,12.09,201,-20.80,2.31,117,-21.51
Wm Paterson,New Jersey A.C.,2-8,0.200,179,1.83,174,-34.27,208,5.35,129,-11.53,2.29,116,-21.49
Coast Guard,NE W&M,5-5,0.500,180,1.82,185,-36.18,211,4.57,135,-12.66,2.32,200,-35.22
Plymouth St,MASCAC,6-4,0.600,181,1.79,181,-35.54,216,3.53,123,-10.99,2.26,225,-42.56
Carleton MN,Minnesota IAC,4-6,0.400,182,1.78,183,-35.85,159,12.18,197,-19.94,2.32,166,-28.31
Elmhurst,Ill & Wisc,1-9,0.100,183,1.78,177,-34.59,177,10.11,170,-16.62,2.37,46,-13.16
Lakeland,Northern Athletic,4-6,0.400,184,1.77,158,-30.49,98,17.91,199,-20.31,2.29,194,-34.04
FDU Madison,Mid Atlantic,3-7,0.300,185,1.74,171,-33.87,109,16.62,212,-22.40,2.29,163,-28.09
MA Maritime,MASCAC,6-4,0.600,186,1.70,192,-38.63,215,3.58,150,-14.13,2.26,223,-41.42
Eureka,Northern Athletic,6-4,0.600,187,1.70,189,-37.38,144,13.25,213,-22.55,2.15,217,-39.31
North Park,Ill & Wisc,1-9,0.100,188,1.68,170,-33.70,182,9.15,157,-14.77,2.36,77,-17.42
Nichols,Commonwealth Coast,6-4,0.600,189,1.64,195,-40.45,188,8.51,202,-20.87,2.22,216,-39.29
Rhodes,SAA,1-9,0.100,190,1.60,180,-35.42,203,6.28,144,-13.62,2.28,121,-21.80
Waynesburg,Presidents' AC,1-9,0.100,191,1.59,178,-34.76,197,7.40,149,-14.07,2.39,131,-22.74
Concordia WI,Northern Athletic,5-5,0.500,192,1.54,197,-40.88,217,3.02,163,-15.82,2.27,218,-39.72
Greenville,Upper Midwest,8-3,0.727,193,1.40,213,-47.03,209,5.27,218,-24.22,2.24,232,-45.86
Luther IA,American Rivers,1-9,0.100,194,1.39,190,-37.74,161,12.12,211,-21.78,2.29,146,-24.86
Ripon,Midwest,4-6,0.400,195,1.37,193,-39.84,200,6.70,187,-18.46,2.26,224,-41.52
Augsburg,Minnesota IAC,2-8,0.200,196,1.37,199,-41.81,199,7.18,204,-20.90,2.35,152,-26.20
Kalamazoo,Michigan IAA,2-8,0.200,197,1.33,194,-40.36,221,2.26,154,-14.53,2.28,192,-33.67
St Scholastica,Upper Midwest,7-3,0.700,198,1.33,204,-43.38,193,8.25,217,-23.54,2.32,245,-50.37
Hartwick,Empire 8,1-9,0.100,199,1.30,196,-40.50,186,8.89,206,-21.30,2.35,142,-24.34
Catholic,NE W&M,2-8,0.200,200,1.26,200,-42.00,201,6.46,200,-20.37,2.34,183,-31.71
Sewanee,SAA,0-10,0.000,201,1.26,191,-38.39,196,7.70,183,-18.00,2.33,97,-19.86
Apprentice,NCAA III Ind,3-4,0.429,202,1.25,205,-43.98,214,3.61,194,-19.50,2.31,213,-38.75
Kenyon,North Coast AC,3-7,0.300,203,1.25,219,-48.43,219,2.71,214,-23.06,2.36,175,-30.39
Bluffton,Heartland CAC,2-8,0.200,204,1.25,202,-42.69,225,-0.17,153,-14.44,2.27,195,-34.19
Whittier,Southern Cal IAC,3-7,0.300,205,1.22,206,-44.25,187,8.87,223,-25.04,2.31,201,-35.29
Manchester,Heartland CAC,4-6,0.400,206,1.22,208,-44.47,183,9.15,228,-25.53,2.27,219,-39.74
Curry,Commonwealth Coast,2-8,0.200,207,1.18,201,-42.29,198,7.34,208,-21.55,2.30,196,-34.39
Concordia IL,Northern Athletic,5-5,0.500,208,1.15,218,-48.19,210,4.72,221,-24.82,2.26,227,-43.37
U New England,Commonwealth Coast,4-6,0.400,209,1.14,212,-46.63,185,8.99,235,-27.53,2.29,221,-40.02
Westfield St,MASCAC,2-8,0.200,210,1.09,207,-44.32,206,5.52,210,-21.75,2.23,202,-35.35
Oberlin,North Coast AC,1-9,0.100,211,1.04,210,-45.52,233,-1.25,167,-16.18,2.37,170,-29.15
Hamline,Minnesota IAC,1-9,0.100,212,1.04,211,-45.73,213,3.80,207,-21.45,2.34,156,-26.65
SUNY Maritime,East Coast,5-6,0.455,213,1.04,224,-49.41,236,-2.54,192,-18.78,2.35,230,-45.12
WI Lutheran,Northern Athletic,2-8,0.200,214,1.03,215,-47.42,227,-0.44,193,-18.89,2.21,206,-36.47
Alvernia,Mid Atlantic,2-8,0.200,215,1.00,216,-47.73,204,6.15,230,-25.79,2.25,189,-32.87
Rochester NY,Liberty League,0-10,0.000,216,0.98,203,-43.22,205,5.75,203,-20.88,2.31,122,-21.87
McMurry,American SW,0-10,0.000,217,0.97,198,-41.38,158,12.24,229,-25.54,2.31,145,-24.74
Capital,Ohio AC,0-10,0.000,218,0.92,209,-44.82,189,8.45,226,-25.18,2.32,115,-21.46
Macalester,Midwest,4-6,0.400,219,0.92,217,-47.82,231,-0.98,191,-18.75,2.25,242,-49.30
MacMurray,Upper Midwest,5-5,0.500,220,0.91,220,-48.60,212,4.54,224,-25.06,2.26,246,-51.06
Northwestern MN,Upper Midwest,4-6,0.400,221,0.90,223,-49.03,234,-1.28,195,-19.67,2.20,236,-47.80
Dean,East Coast,4-6,0.400,222,0.87,226,-49.92,202,6.41,237,-28.24,2.25,231,-45.45
Cornell IA,Midwest,4-5,0.444,223,0.86,232,-53.28,223,0.15,227,-25.35,2.32,229,-44.51
Willamette,Northwest,2-8,0.200,224,0.85,221,-48.89,191,8.37,240,-29.17,2.35,208,-36.57
Westminster MO,Upper Midwest,4-6,0.400,225,0.85,227,-50.63,230,-0.89,209,-21.65,2.35,237,-47.98
Becker,Commonwealth Coast,2-8,0.200,226,0.81,229,-52.62,243,-5.88,190,-18.65,2.27,212,-37.90
Thiel,Presidents' AC,0-10,0.000,227,0.80,222,-48.91,220,2.63,216,-23.44,2.28,102,-20.43
Anderson IN,Heartland CAC,3-7,0.300,228,0.77,230,-53.17,194,8.21,246,-33.29,2.29,222,-40.62
Hiram,North Coast AC,0-10,0.000,229,0.77,214,-47.04,222,2.08,205,-21.04,2.35,158,-27.09
Fitchburg St,MASCAC,2-8,0.200,230,0.66,237,-56.16,237,-3.16,222,-24.91,2.30,209,-36.84
Greensboro,USA South,1-9,0.100,231,0.65,234,-54.37,232,-1.14,225,-25.15,2.34,174,-30.06
Knox,Midwest,3-6,0.333,232,0.63,231,-53.17,226,-0.41,219,-24.68,2.29,240,-48.33
Occidental,Southern Cal IAC,0-8,0.000,233,0.55,225,-49.71,207,5.35,232,-26.97,2.32,180,-31.27
Rockford,Northern Athletic,1-9,0.100,234,0.54,228,-52.55,218,2.88,234,-27.34,2.33,215,-39.12
Castleton,East Coast,2-7,0.222,235,0.42,235,-54.93,239,-3.67,215,-23.18,2.30,244,-49.65
Alfred St,East Coast,3-6,0.333,236,0.40,238,-59.55,229,-0.77,242,-30.69,2.33,241,-48.47
Defiance,Heartland CAC,1-9,0.100,237,0.33,240,-60.39,242,-5.26,233,-27.04,2.39,204,-35.77
Worcester St,MASCAC,0-10,0.000,238,0.30,233,-53.52,228,-0.70,220,-24.73,2.29,211,-37.57
