Team,,Record,,Rat,,Pwr,,Off,,Def,,HFA,SoS,
Houston,American Athletic,8-5,0.615,67,6.62,64,48.68,63,51.77,58,24.61,2.51,107,39.36
N Illinois,Mid-American,11-3,0.786,68,6.60,73,45.35,67,51.38,79,21.67,2.53,110,39.20
Toledo,Mid-American,9-4,0.692,69,6.55,71,46.55,43,55.29,103,18.96,2.59,100,40.49
Rice,Conference USA,8-5,0.615,70,6.55,69,47.03,75,50.44,62,24.30,2.61,82,43.11
Navy,FBS Indep,8-5,0.615,71,6.51,72,46.36,68,51.30,70,22.75,2.58,88,42.53
Illinois,Big 10,6-7,0.462,72,6.46,77,44.01,71,51.00,89,20.71,2.58,47,51.04
Indiana,Big 10,4-8,0.333,73,6.44,70,46.57,57,53.30,84,20.97,2.51,44,51.36
Colorado,Pac 12,2-10,0.167,74,6.41,68,47.37,45,54.92,93,20.15,2.58,16,55.04
Air Force,Mountain West,10-3,0.769,75,6.41,85,42.51,80,49.39,87,20.82,2.64,116,38.15
Iowa St,Big 12,2-10,0.167,76,6.35,74,45.07,65,51.64,82,21.13,2.51,3,56.76
Nevada,Mountain West,7-6,0.538,77,6.31,79,43.53,82,49.06,76,22.17,2.53,78,43.83
Temple,American Athletic,6-6,0.500,78,6.28,78,43.65,106,45.10,49,26.25,2.62,93,41.88
Syracuse,Atlantic Coast,3-9,0.250,79,6.27,76,44.75,109,44.72,35,27.73,2.41,46,51.32
San Diego St,Mountain West,7-6,0.538,80,6.27,75,45.06,102,45.90,45,26.87,2.71,99,40.51
WKU,Conference USA,8-5,0.615,81,6.25,81,43.25,25,58.59,123,12.37,2.75,98,41.20
Kansas,Big 12,3-9,0.250,82,6.24,80,43.50,98,46.45,56,24.75,2.67,23,54.30
Ga Southern,Sun Belt,9-3,0.750,83,6.24,87,42.37,78,49.96,94,20.11,2.73,125,34.56
Louisiana,Sun Belt,9-4,0.692,84,6.20,88,41.80,92,47.43,77,22.07,2.43,117,38.11
Purdue,Big 10,3-9,0.250,85,6.11,82,43.23,87,48.64,74,22.30,2.48,54,50.31
Fresno St,Mountain West,6-8,0.429,86,6.11,86,42.41,83,49.03,83,21.08,2.54,69,45.74
Vanderbilt,Southeastern,3-9,0.250,87,6.05,84,42.64,93,47.39,68,22.94,2.36,48,50.80
Arkansas St,Sun Belt,7-6,0.538,88,6.04,83,42.75,54,53.41,111,17.04,2.69,112,38.96
UAB,Conference USA,6-6,0.500,89,6.03,89,41.31,69,51.20,108,17.81,2.59,95,41.48
MTSU,Conference USA,6-6,0.500,90,5.97,90,40.75,79,49.71,104,18.74,2.59,108,39.31
W Michigan,Mid-American,8-5,0.615,91,5.95,92,39.57,90,48.27,102,19.01,2.69,121,37.51
UTEP,Conference USA,7-6,0.538,92,5.90,95,38.71,105,45.19,80,21.22,2.71,92,41.89
C Michigan,Mid-American,7-6,0.538,93,5.89,94,39.35,95,47.16,97,19.89,2.46,109,39.27
Wake Forest,Atlantic Coast,3-9,0.250,94,5.82,91,39.60,114,43.27,64,24.03,2.53,63,47.92
Bowling Green,Mid-American,8-6,0.571,95,5.79,102,37.47,88,48.49,113,16.68,2.56,114,38.65
Hawaii,Mountain West,4-9,0.308,96,5.76,98,38.32,104,45.32,90,20.70,2.59,72,44.89
South Florida,American Athletic,4-8,0.333,97,5.73,97,38.36,124,41.61,60,24.45,2.44,75,44.61
Appalachian St,Sun Belt,7-5,0.583,98,5.70,96,38.42,85,48.81,109,17.31,2.62,127,33.00
Tulane,American Athletic,3-9,0.250,99,5.68,102,37.47,123,41.76,66,23.40,2.51,64,47.40
Wyoming,Mountain West,4-8,0.333,100,5.65,105,36.95,99,46.39,107,18.26,2.45,65,47.29
Ball St,Mid-American,5-7,0.417,101,5.63,93,39.40,91,47.90,101,19.20,2.50,123,36.63
Texas St,Sun Belt,7-5,0.583,102,5.60,108,36.05,96,47.00,112,16.75,2.60,126,33.33
South Alabama,Sun Belt,6-7,0.462,103,5.59,107,36.29,115,43.09,86,20.90,2.51,102,40.26
San Jose St,Mountain West,3-9,0.250,104,5.55,99,37.84,101,45.90,100,19.64,2.61,79,43.68
Ohio,Mid-American,6-6,0.500,105,5.54,113,35.23,122,41.78,81,21.15,2.65,111,39.18
ULM,Sun Belt,4-8,0.333,106,5.52,104,37.42,116,42.80,73,22.32,2.53,90,42.31
New Mexico,Mountain West,4-8,0.333,107,5.52,109,35.92,81,49.21,119,14.42,2.52,86,42.89
Old Dominion,Conference USA,6-6,0.500,108,5.50,118,33.10,70,51.01,127,9.79,2.53,105,39.60
North Texas,Conference USA,4-8,0.333,109,5.48,101,37.55,97,46.64,106,18.62,2.69,119,37.88
UT San Antonio,Conference USA,4-8,0.333,110,5.46,114,35.11,126,40.88,78,21.93,2.53,80,43.45
FL Atlantic,Conference USA,3-9,0.250,111,5.46,100,37.61,103,45.57,99,19.74,2.61,76,44.48
Florida Intl,Conference USA,4-8,0.333,112,5.39,110,35.75,118,42.68,88,20.77,2.56,113,38.83
Akron,Mid-American,5-7,0.417,113,5.35,112,35.27,120,42.31,91,20.66,2.63,124,36.34
Buffalo,Mid-American,5-6,0.455,114,5.32,106,36.35,89,48.32,117,15.73,2.60,128,32.97
Army,FBS Indep,4-8,0.333,115,5.30,115,34.57,108,45.01,110,17.26,2.59,104,40.16
Tulsa,American Athletic,2-10,0.167,116,5.28,111,35.57,84,48.89,120,14.38,2.50,74,44.79
Southern Miss,Conference USA,3-9,0.250,117,5.17,120,31.90,113,43.52,116,16.09,2.45,71,45.12
Connecticut,American Athletic,2-10,0.167,118,5.08,116,33.24,125,40.96,95,19.98,2.43,84,42.97
UNLV,Mountain West,2-11,0.154,119,5.06,119,32.84,100,46.25,121,14.28,2.48,83,42.97
Massachusetts,Mid-American,3-9,0.250,120,5.02,121,31.57,111,44.20,118,15.07,2.60,106,39.46
Kent,Mid-American,2-9,0.182,121,4.98,117,33.22,127,40.45,92,20.47,2.54,96,41.47
SMU,American Athletic,1-11,0.083,122,4.93,124,30.58,121,42.01,114,16.27,2.31,56,50.15
Troy,Sun Belt,3-9,0.250,123,4.87,122,31.11,110,44.53,122,14.28,2.52,115,38.62
Miami OH,Mid-American,2-10,0.167,124,4.83,123,31.06,119,42.51,115,16.24,2.51,103,40.22
New Mexico St,Sun Belt,2-10,0.167,125,4.49,126,26.31,112,43.74,125,10.27,2.58,118,37.93
Idaho,Sun Belt,1-10,0.091,126,4.48,125,27.99,107,45.02,124,10.67,2.46,120,37.65
Georgia St,Sun Belt,1-11,0.083,127,4.17,127,24.14,117,42.71,128,9.13,2.43,101,40.44
E Michigan,Mid-American,2-10,0.167,128,4.12,128,20.67,128,38.44,126,9.93,2.55,97,41.45
