Team,,Record,,Rat,,Pwr,,Off,,Def,,HFA,SoS,
Augustana IL,Ill & Wisc,2-8,0.200,85,0.48,65,-12.59,96,16.59,44,-2.88,2.82,27,-8.82
TX Lutheran,American SW,5-5,0.500,86,0.48,98,-18.33,65,20.15,133,-12.18,2.81,35,-10.38
Trine,Michigan IAA,7-3,0.700,87,0.47,75,-14.61,80,18.62,76,-6.94,2.84,141,-23.95
Montclair St,New Jersey A.C.,8-2,0.800,88,0.45,97,-18.24,118,14.26,69,-6.20,2.94,149,-24.72
Albright,Mid Atlantic,6-5,0.545,89,0.40,85,-15.94,85,18.09,89,-7.74,2.89,98,-20.35
Mississippi Col,American SW,3-7,0.300,90,0.38,83,-15.52,44,22.52,131,-11.75,2.90,34,-10.26
St Norbert,Midwest,7-3,0.700,91,0.31,87,-16.49,105,15.90,68,-6.10,2.96,163,-26.08
Claremont M.S.,Southern Cal IAC,4-5,0.444,92,0.29,96,-18.09,113,15.27,79,-7.07,2.94,66,-14.22
Muskingum,Ohio AC,4-6,0.400,93,0.28,89,-17.01,137,12.62,48,-3.34,2.98,73,-14.90
Simpson IA,American Rivers,5-5,0.500,94,0.28,105,-20.09,107,15.75,107,-9.55,2.86,60,-13.71
Hope,Michigan IAA,7-3,0.700,95,0.26,101,-19.56,140,12.31,64,-5.58,2.86,114,-22.00
Ursinus,Centennial,6-4,0.600,96,0.22,90,-17.15,93,16.95,91,-7.80,2.84,132,-23.25
Buffalo St,New Jersey A.C.,5-5,0.500,97,0.21,95,-17.80,48,22.20,150,-13.71,3.06,107,-21.26
Wash & Jeff,Presidents' AC,6-4,0.600,98,0.19,93,-17.59,111,15.31,72,-6.61,2.91,143,-24.20
Rowan,New Jersey A.C.,5-5,0.500,99,0.18,91,-17.20,99,16.30,82,-7.20,2.89,117,-22.19
Springfield,Empire 8,6-4,0.600,100,0.17,100,-19.28,56,21.23,159,-14.22,2.93,128,-22.82
Ithaca,Empire 8,4-6,0.400,101,0.14,92,-17.26,145,11.91,43,-2.88,2.82,85,-17.68
College of NJ,New Jersey A.C.,7-3,0.700,102,0.14,109,-21.02,148,11.56,70,-6.29,2.97,153,-24.91
Illinois Col,Midwest,9-2,0.818,103,0.11,116,-22.64,57,20.89,192,-17.24,2.96,160,-25.89
Otterbein,Ohio AC,3-7,0.300,104,0.10,94,-17.63,83,18.16,105,-9.50,2.85,79,-15.80
Millsaps,Southern CAC,4-6,0.400,105,0.08,103,-19.88,112,15.31,98,-8.89,2.93,69,-14.67
Bridgewater VA,Old Dominion AC,6-4,0.600,106,0.01,107,-20.57,89,17.45,130,-11.72,2.97,158,-25.44
Waynesburg,Presidents' AC,5-5,0.500,107,-0.02,102,-19.77,102,16.05,106,-9.52,2.96,119,-22.31
Gettysburg,Centennial,6-4,0.600,108,-0.03,111,-21.58,55,21.25,180,-16.54,2.80,126,-22.69
Washington StL,University AA,6-4,0.600,109,-0.03,108,-20.87,164,10.41,58,-4.98,2.93,135,-23.47
Luther IA,American Rivers,3-7,0.300,110,-0.03,104,-20.03,125,13.72,86,-7.46,2.91,70,-14.70
Carleton MN,Minnesota IAC,2-8,0.200,111,-0.10,106,-20.44,131,12.95,81,-7.10,2.86,33,-10.20
Chris Newport,USA South,8-3,0.727,112,-0.13,121,-23.20,116,14.73,129,-11.64,3.02,167,-26.17
Frostburg St,Empire 8,4-6,0.400,113,-0.15,119,-23.17,104,15.91,138,-12.79,2.91,64,-14.04
North Park,Ill & Wisc,3-7,0.300,114,-0.15,113,-22.51,136,12.73,99,-8.94,2.83,54,-12.39
Sewanee,Southern CAC,5-5,0.500,115,-0.17,118,-22.86,151,11.40,93,-7.97,2.96,124,-22.50
St Vincent,Presidents' AC,6-5,0.545,116,-0.18,114,-22.56,158,10.75,78,-7.01,3.04,145,-24.26
Buena Vista,American Rivers,2-8,0.200,117,-0.20,110,-21.04,153,11.13,65,-5.88,2.89,62,-13.78
Wilkes,Mid Atlantic,4-5,0.444,118,-0.26,122,-23.32,103,16.01,142,-13.04,2.96,100,-20.81
DePauw,Southern CAC,4-5,0.444,119,-0.26,117,-22.66,160,10.59,77,-6.96,2.84,109,-21.65
Whittier,Southern Cal IAC,2-7,0.222,120,-0.27,112,-22.10,87,17.59,148,-13.40,2.96,41,-10.75
Ferrum,USA South,7-3,0.700,121,-0.28,135,-24.91,117,14.69,147,-13.31,2.99,183,-28.17
Sul Ross,American SW,2-8,0.200,122,-0.29,130,-24.11,77,18.74,181,-16.56,2.80,23,-7.89
Union NY,Liberty League,6-4,0.600,123,-0.31,133,-24.50,109,15.51,151,-13.72,2.85,156,-25.42
Chicago,University AA,5-5,0.500,124,-0.33,128,-23.91,127,13.37,123,-10.99,2.84,147,-24.45
Bethany WV,Presidents' AC,5-5,0.500,125,-0.34,120,-23.17,124,13.80,121,-10.68,2.98,159,-25.55
Hanover,Heartland CAC,5-5,0.500,126,-0.36,115,-22.61,98,16.41,137,-12.72,3.00,175,-27.08
Rochester NY,Liberty League,4-5,0.444,127,-0.36,129,-24.08,146,11.84,108,-9.62,2.85,116,-22.12
Marietta,Ohio AC,3-7,0.300,128,-0.36,132,-24.41,121,14.22,135,-12.33,2.86,77,-15.39
Emory & Henry,Old Dominion AC,5-5,0.500,129,-0.37,123,-23.36,143,12.15,101,-9.22,2.98,172,-26.77
Susquehanna,Centennial,6-4,0.600,130,-0.38,145,-26.72,139,12.46,139,-12.89,2.92,130,-23.07
Pacific OR,Northwest,1-8,0.111,131,-0.39,125,-23.64,94,16.86,158,-14.20,2.92,28,-8.89
Utica,Empire 8,5-5,0.500,132,-0.39,153,-27.70,106,15.83,191,-17.23,2.88,88,-18.73
Concordia IL,Northern Athletic,8-2,0.800,133,-0.40,138,-25.37,108,15.56,162,-14.64,2.96,204,-35.13
Carroll WI,Midwest,7-3,0.700,134,-0.42,141,-25.90,147,11.61,127,-11.22,2.89,196,-29.68
Wooster,North Coast AC,4-6,0.400,135,-0.45,124,-23.52,161,10.52,90,-7.75,2.82,146,-24.40
Shenandoah,USA South,6-4,0.600,136,-0.50,136,-25.26,126,13.40,136,-12.36,2.88,193,-29.20
Brockport St,New Jersey A.C.,3-7,0.300,137,-0.50,131,-24.16,90,17.39,168,-15.26,2.96,122,-22.37
Mt St Joseph,Heartland CAC,6-4,0.600,138,-0.51,137,-25.33,149,11.54,119,-10.58,2.90,192,-29.07
Ripon,Midwest,6-4,0.600,139,-0.52,139,-25.38,115,14.74,153,-13.83,2.88,195,-29.66
Frank & Marsh,Centennial,3-7,0.300,140,-0.54,127,-23.69,141,12.25,109,-9.64,2.73,123,-22.41
Allegheny,North Coast AC,5-5,0.500,141,-0.54,140,-25.63,166,10.14,104,-9.48,2.90,173,-26.91
Carnegie Mellon,University AA,5-5,0.500,142,-0.56,134,-24.81,144,12.07,118,-10.58,2.86,184,-28.21
Westminster PA,Presidents' AC,5-5,0.500,143,-0.58,154,-27.90,176,9.39,124,-11.00,2.82,151,-24.84
Dickinson,Centennial,4-6,0.400,144,-0.59,148,-27.02,178,9.22,112,-9.94,2.80,111,-21.85
LaGrange,NCAA III Ind,4-6,0.400,145,-0.61,142,-26.04,171,9.69,102,-9.44,2.91,142,-24.14
Endicott,New England FC,10-1,0.909,146,-0.62,149,-27.10,114,14.86,170,-15.66,3.00,223,-42.91
Geneva,Presidents' AC,4-6,0.400,147,-0.67,155,-27.98,129,13.21,166,-14.90,2.90,127,-22.75
Howard Payne,American SW,1-9,0.100,148,-0.70,143,-26.37,154,11.00,126,-11.08,2.75,32,-9.88
Kalamazoo,Michigan IAA,4-6,0.400,149,-0.72,146,-26.87,119,14.24,163,-14.82,2.99,154,-25.25
Puget Sound,Northwest,0-9,0.000,150,-0.73,126,-23.64,73,19.30,186,-16.65,2.86,45,-11.53
Rhodes,Southern CAC,3-6,0.333,151,-0.74,160,-29.14,123,13.97,188,-16.82,2.90,95,-20.05
Grove City,Presidents' AC,3-7,0.300,152,-0.74,147,-26.98,174,9.51,114,-10.19,2.92,129,-22.94
St Scholastica,Upper Midwest,10-1,0.909,153,-0.74,166,-30.00,133,12.90,184,-16.60,3.05,221,-41.91
Alma,Michigan IAA,2-8,0.200,154,-0.75,144,-26.52,159,10.66,122,-10.88,2.85,96,-20.10
Catholic,Old Dominion AC,5-5,0.500,155,-0.81,167,-30.06,128,13.34,189,-17.11,2.87,166,-26.14
Rensselaer,Liberty League,4-5,0.444,156,-0.83,156,-28.10,138,12.54,160,-14.35,2.85,185,-28.28
Denison,North Coast AC,5-5,0.500,157,-0.83,158,-28.53,152,11.31,149,-13.54,2.88,197,-29.82
Salve Regina,New England FC,8-3,0.727,158,-0.87,162,-29.25,199,6.74,110,-9.70,3.00,208,-37.46
Wm Paterson,New Jersey A.C.,4-6,0.400,159,-0.87,169,-30.30,192,7.30,128,-11.30,2.83,136,-23.61
Benedictine IL,Northern Athletic,7-4,0.636,160,-0.88,165,-29.80,142,12.21,171,-15.72,2.88,200,-32.14
St Lawrence,Liberty League,3-6,0.333,161,-0.90,151,-27.33,202,6.29,84,-7.33,2.87,165,-26.09
Loras,American Rivers,1-9,0.100,162,-0.92,150,-27.10,170,9.73,117,-10.54,2.85,90,-19.01
Hartwick,Empire 8,2-8,0.200,163,-0.96,157,-28.13,134,12.78,161,-14.61,2.81,108,-21.52
W New England,New England FC,10-2,0.833,164,-0.97,177,-32.40,169,9.75,174,-15.86,2.98,207,-37.06
Maryville TN,USA South,4-6,0.400,165,-0.98,170,-30.43,173,9.61,152,-13.75,2.84,137,-23.62
McDaniel,Centennial,2-8,0.200,166,-0.99,152,-27.37,135,12.77,154,-13.84,2.88,144,-24.23
Oberlin,North Coast AC,3-7,0.300,167,-1.00,164,-29.38,155,10.98,156,-14.07,2.98,162,-25.96
Rose-Hulman,Heartland CAC,5-5,0.500,168,-1.00,173,-31.65,163,10.48,172,-15.83,2.93,191,-28.99
Moravian,Centennial,2-8,0.200,169,-1.04,168,-30.18,211,4.88,95,-8.77,2.81,104,-21.22
Ohio Wesleyan,North Coast AC,4-6,0.400,170,-1.08,174,-31.82,189,7.61,144,-13.13,2.84,169,-26.32
Pomona-Pitzer,Southern Cal IAC,0-9,0.000,171,-1.09,161,-29.18,95,16.66,209,-19.55,2.76,48,-11.91
Bluffton,Heartland CAC,5-5,0.500,172,-1.10,182,-33.46,175,9.41,182,-16.57,2.90,182,-27.99
Manchester,Heartland CAC,4-6,0.400,173,-1.14,172,-30.97,184,8.26,140,-12.93,2.93,189,-28.87
Cornell IA,American Rivers,3-7,0.300,174,-1.14,186,-34.19,181,8.70,183,-16.59,2.85,91,-19.07
Defiance,Heartland CAC,4-6,0.400,175,-1.14,176,-32.32,193,7.07,143,-13.10,2.68,178,-27.56
Hamline,Minnesota IAC,0-10,0.000,176,-1.15,163,-29.30,177,9.27,134,-12.28,2.76,25,-8.24
NC Wesleyan,USA South,2-8,0.200,177,-1.18,159,-29.05,162,10.49,146,-13.25,2.72,164,-26.09
WI Lutheran,Northern Athletic,6-4,0.600,178,-1.18,179,-32.79,180,8.81,169,-15.30,2.96,205,-35.95
Grinnell,Midwest,5-5,0.500,179,-1.20,187,-34.34,157,10.82,205,-18.87,2.90,190,-28.97
Concordia WI,Northern Athletic,4-6,0.400,180,-1.22,175,-31.92,183,8.48,157,-14.11,2.88,188,-28.77
Stevenson,Mid Atlantic,2-8,0.200,181,-1.30,183,-33.59,110,15.48,221,-22.78,2.69,94,-20.01
Lakeland,Northern Athletic,4-6,0.400,182,-1.34,181,-33.35,208,5.09,132,-12.14,2.89,199,-32.10
Merchant Marine,Liberty League,3-7,0.300,183,-1.36,190,-34.66,179,8.94,194,-17.30,2.74,161,-25.94
Greenville,Upper Midwest,7-4,0.636,184,-1.37,180,-32.79,150,11.40,200,-17.90,2.75,222,-42.04
Austin Col,Southern CAC,0-10,0.000,185,-1.41,171,-30.50,168,9.81,155,-14.01,2.84,89,-18.84
Morrisville St,New Jersey A.C.,1-9,0.100,186,-1.43,178,-32.55,172,9.69,177,-15.94,2.86,125,-22.54
Lake Forest,Midwest,3-7,0.300,187,-1.47,194,-35.46,132,12.95,218,-22.11,2.86,180,-27.93
Macalester,NCAA III Ind,4-5,0.444,188,-1.47,189,-34.62,191,7.55,175,-15.87,2.99,202,-34.33
Averett,USA South,3-7,0.300,189,-1.48,191,-34.80,187,7.84,179,-16.34,2.81,186,-28.54
Olivet MI,Michigan IAA,1-9,0.100,190,-1.49,192,-34.92,165,10.24,204,-18.87,2.83,67,-14.33
Wilmington OH,Ohio AC,0-10,0.000,191,-1.50,184,-33.60,182,8.55,173,-15.85,2.69,53,-12.35
Methodist,USA South,3-7,0.300,192,-1.53,193,-35.45,186,8.10,193,-17.26,2.95,194,-29.49
Framingham St,New England FC,7-4,0.636,193,-1.53,196,-35.96,203,6.27,176,-15.94,2.92,215,-40.60
Beloit,Midwest,2-8,0.200,194,-1.58,185,-33.96,156,10.86,202,-18.53,2.78,176,-27.31
Worcester Tech,Liberty League,2-7,0.222,195,-1.58,188,-34.56,196,6.97,167,-15.24,2.89,181,-27.94
Bridgewater MA,MASCAC,7-3,0.700,196,-1.61,199,-37.19,215,3.99,165,-14.88,2.92,219,-41.57
SUNY Maritime,East Coast,8-2,0.800,197,-1.61,202,-38.11,210,4.91,187,-16.73,2.95,226,-43.62
Norwich,East Coast,7-4,0.636,198,-1.65,201,-37.95,195,6.99,203,-18.65,2.86,213,-40.16
Westminster MO,Upper Midwest,8-2,0.800,199,-1.66,203,-38.12,212,4.79,185,-16.62,2.99,240,-48.25
Northwestern MN,Upper Midwest,6-4,0.600,200,-1.68,195,-35.64,185,8.20,196,-17.55,2.85,224,-43.14
Aurora,Northern Athletic,3-7,0.300,201,-1.73,197,-36.23,209,4.92,164,-14.85,2.90,203,-35.01
King's PA,Mid Atlantic,1-9,0.100,202,-1.73,198,-36.51,198,6.90,190,-17.11,2.80,97,-20.26
Worcester St,New England FC,8-3,0.727,203,-1.74,206,-39.10,194,7.00,210,-19.81,3.04,229,-43.92
Juniata,Centennial,1-9,0.100,204,-1.74,205,-39.02,217,3.51,178,-16.23,2.83,106,-21.24
FDU Madison,Mid Atlantic,1-9,0.100,205,-1.88,208,-39.77,200,6.74,211,-20.21,2.78,87,-18.34
Mt Ida,East Coast,6-5,0.545,206,-1.94,204,-38.30,205,5.81,199,-17.81,2.99,232,-45.12
Anderson IN,Heartland CAC,1-9,0.100,207,-1.96,200,-37.84,167,10.06,217,-21.61,2.90,152,-24.90
Curry,New England FC,5-5,0.500,208,-1.98,207,-39.75,206,5.80,208,-19.26,2.75,211,-39.61
Apprentice,NCAA III Ind,2-8,0.200,209,-2.09,210,-40.86,219,2.80,195,-17.37,2.79,103,-21.02
MA Maritime,New England FC,5-4,0.556,210,-2.10,211,-41.44,220,2.60,198,-17.74,3.01,225,-43.37
Westfield St,New England FC,5-5,0.500,211,-2.12,212,-41.59,218,2.84,201,-18.14,2.87,220,-41.78
Thiel,Presidents' AC,0-10,0.000,212,-2.13,209,-40.02,207,5.34,207,-19.06,2.71,101,-20.90
Guilford,Old Dominion AC,2-8,0.200,213,-2.17,216,-43.49,197,6.95,224,-24.15,2.76,174,-26.92
Gallaudet,East Coast,5-5,0.500,214,-2.27,215,-43.24,216,3.58,212,-20.52,3.00,227,-43.67
MA Dartmouth,New England FC,5-5,0.500,215,-2.28,217,-44.52,231,-0.49,197,-17.74,2.83,214,-40.35
Lawrence,Midwest,1-9,0.100,216,-2.30,213,-42.66,190,7.57,223,-23.93,2.88,179,-27.69
Plymouth St,New England FC,4-6,0.400,217,-2.52,223,-46.42,233,-1.17,206,-18.96,2.84,212,-40.14
Hiram,North Coast AC,1-9,0.100,218,-2.52,221,-45.60,224,2.03,216,-21.33,2.81,187,-28.60
Knox,Midwest,0-10,0.000,219,-2.58,214,-42.68,204,6.25,220,-22.63,2.80,171,-26.70
ME Maritime,New England FC,4-5,0.444,220,-2.63,224,-47.25,213,4.61,226,-25.57,2.78,233,-45.32
Kenyon,North Coast AC,0-10,0.000,221,-2.66,218,-44.65,222,2.34,213,-20.69,2.79,155,-25.29
Coast Guard,New England FC,2-7,0.222,222,-2.71,220,-45.50,214,4.05,222,-23.26,2.90,217,-41.55
W Connecticut,New Jersey A.C.,0-10,0.000,223,-2.75,222,-46.31,201,6.50,228,-26.51,2.70,115,-22.07
Greensboro,USA South,0-10,0.000,224,-2.81,219,-45.01,221,2.35,214,-21.07,2.84,198,-31.05
MN Morris,Upper Midwest,5-5,0.500,225,-2.87,227,-50.47,226,1.53,227,-25.71,2.92,231,-45.09
MIT,New England FC,2-7,0.222,226,-2.91,225,-48.20,229,0.47,219,-22.38,2.88,216,-41.22
Earlham,Heartland CAC,0-10,0.000,227,-3.01,226,-49.30,236,-1.75,215,-21.25,2.73,177,-27.32
Eureka,Upper Midwest,4-6,0.400,228,-3.08,230,-52.50,228,1.19,231,-27.40,2.95,230,-44.05
Castleton,East Coast,4-6,0.400,229,-3.22,232,-52.82,188,7.77,239,-34.30,2.89,236,-46.75
Maranatha Bap,Northern Athletic,3-7,0.300,230,-3.25,233,-55.30,235,-1.61,230,-27.40,2.84,209,-38.46
Rockford,Northern Athletic,0-10,0.000,231,-3.38,228,-51.72,227,1.40,229,-26.83,2.86,201,-33.62
Nichols,New England FC,0-10,0.000,232,-3.51,229,-52.27,234,-1.44,225,-24.53,2.86,210,-38.69
Martin Luther,Upper Midwest,2-8,0.200,233,-3.54,231,-52.75,223,2.07,232,-28.52,2.77,238,-47.05
Presentation,Upper Midwest,3-7,0.300,234,-3.55,234,-55.67,232,-0.61,234,-28.77,2.79,235,-46.61
Fitchburg St,New England FC,2-8,0.200,235,-3.75,237,-59.66,240,-4.77,233,-28.60,2.88,218,-41.56
MacMurray,Upper Midwest,2-8,0.200,236,-3.94,240,-61.36,238,-3.19,238,-31.88,2.85,228,-43.73
