Team,,Record,,Rat,,Pwr,,Off,,Def,,HFA,SoS,
M Hardin-Baylor,American SW,15-0,1.000,1,6.20,1,28.53,2,40.75,1,16.22,2.18,2,1.39
Mt Union,Ohio AC,14-1,0.933,2,5.63,2,23.37,1,41.20,6,10.61,2.15,8,-0.46
St John's MN,Minnesota IAC,12-1,0.923,3,5.39,4,19.28,4,38.34,7,9.38,2.17,11,-0.99
WI Whitewater,Wisconsin IAC,12-1,0.923,4,5.39,5,18.91,6,35.86,3,11.49,2.20,10,-0.91
Trinity CT,NESCAC,8-1,0.889,5,5.20,3,19.61,10,34.85,2,13.19,2.28,23,-4.33
Johns Hopkins,Centennial,12-2,0.857,6,5.07,7,16.75,3,39.38,14,5.81,2.24,22,-3.90
Amherst,NESCAC,8-1,0.889,7,5.03,9,12.33,20,29.77,5,10.99,2.33,16,-2.14
St Thomas MN,Minnesota IAC,8-2,0.800,8,4.99,6,18.33,5,38.23,9,8.55,2.26,26,-5.89
Bethel MN,Minnesota IAC,11-2,0.846,9,4.87,14,8.34,21,29.55,12,7.23,2.33,20,-2.91
Wheaton IL,Ill & Wisc,8-2,0.800,10,4.77,8,14.65,11,34.48,8,8.62,2.25,32,-8.41
Tufts,NESCAC,7-2,0.778,11,4.76,12,9.50,19,29.97,11,7.97,2.29,9,-0.87
Hardin-Simmons,American SW,9-2,0.818,12,4.72,13,9.24,7,35.81,23,1.87,2.32,21,-3.33
N Central IL,Ill & Wisc,10-2,0.833,13,4.71,10,12.14,9,35.09,16,5.48,2.31,33,-8.42
Muhlenberg,Centennial,11-2,0.846,14,4.70,16,6.72,23,29.43,15,5.73,2.31,24,-5.50
WI Oshkosh,Wisconsin IAC,6-4,0.600,15,4.54,11,11.59,25,28.76,4,11.27,2.35,17,-2.72
Brockport St,Empire 8,11-1,0.917,16,4.49,18,6.34,18,30.16,20,4.63,2.26,68,-14.12
Centre,SAA,10-2,0.833,17,4.47,19,5.69,8,35.20,44,-1.07,2.28,31,-8.36
John Carroll,Ohio AC,9-2,0.818,18,4.42,17,6.59,22,29.54,17,5.48,2.26,39,-10.43
Whitworth,Northwest,10-1,0.909,19,4.39,23,1.45,15,30.42,38,-0.53,2.28,44,-11.54
Linfield,Northwest,7-2,0.778,20,4.38,15,7.91,24,29.21,13,7.14,2.38,59,-13.16
WI LaCrosse,Wisconsin IAC,7-3,0.700,21,4.38,21,3.97,17,30.21,22,2.20,2.27,19,-2.82
Wesleyan CT,NESCAC,5-4,0.556,22,4.35,20,5.66,46,25.70,10,8.40,2.32,14,-1.20
Frostburg St,New Jersey A.C.,10-1,0.909,23,4.25,28,-1.10,16,30.28,64,-2.94,2.17,72,-14.27
IL Wesleyan,Ill & Wisc,8-2,0.800,24,4.24,30,-1.51,33,27.81,41,-0.89,2.24,30,-7.96
Williams,NESCAC,5-4,0.556,25,4.22,24,1.28,52,24.91,19,4.81,2.31,6,-0.09
Berry,SAA,10-2,0.833,26,4.20,29,-1.43,39,26.83,35,0.19,2.33,43,-11.46
Middlebury,NESCAC,5-4,0.556,27,4.16,27,0.01,36,27.30,26,1.15,2.28,5,0.25
Randolph-Macon,Old Dominion AC,9-3,0.750,28,4.14,32,-2.46,30,28.17,55,-2.20,2.27,29,-7.86
Washington StL,Ill & Wisc,8-2,0.800,29,4.13,33,-2.69,35,27.51,50,-1.76,2.45,36,-9.84
Wartburg,American Rivers,8-3,0.727,30,4.07,22,1.95,13,30.99,39,-0.60,2.29,52,-12.60
Rensselaer,Liberty League,10-2,0.833,31,4.04,48,-6.65,79,21.24,32,0.55,2.24,64,-13.64
Thomas More,Presidents' AC,7-3,0.700,32,3.98,31,-2.14,26,28.43,53,-2.13,2.43,35,-9.74
Ithaca,Liberty League,8-3,0.727,33,3.97,37,-4.16,95,19.16,18,5.12,2.35,61,-13.48
WI Stout,Wisconsin IAC,5-5,0.500,34,3.94,40,-4.38,63,23.52,33,0.54,2.32,12,-1.09
WI Platteville,Wisconsin IAC,4-6,0.400,35,3.90,25,0.61,14,30.60,47,-1.54,2.25,15,-2.03
Susquehanna,Centennial,8-3,0.727,36,3.90,45,-6.02,77,21.30,28,1.11,2.35,50,-12.31
Delaware Val,Mid Atlantic,9-2,0.818,37,3.90,36,-3.82,68,23.09,24,1.53,2.20,134,-20.35
Wash & Jeff,Presidents' AC,9-2,0.818,38,3.89,41,-4.59,31,28.13,73,-4.28,2.36,97,-16.37
Frank & Marsh,Centennial,8-3,0.727,39,3.87,42,-5.14,60,23.76,36,-0.46,2.37,60,-13.31
Concordia Mhd,Minnesota IAC,5-5,0.500,40,3.84,34,-3.16,70,22.84,21,2.44,2.30,27,-6.70
Case Western,Presidents' AC,8-2,0.800,41,3.83,35,-3.19,29,28.18,63,-2.93,2.28,133,-20.15
Ursinus,Centennial,8-3,0.727,42,3.83,47,-6.30,54,24.64,58,-2.51,2.32,53,-12.65
Baldwin-Wallace,Ohio AC,8-2,0.800,43,3.82,53,-7.58,37,27.28,98,-6.42,2.37,66,-13.72
Wesley DE,New Jersey A.C.,7-4,0.636,44,3.80,26,0.47,32,28.08,30,0.83,2.23,100,-17.05
Cortland St,Empire 8,7-3,0.700,45,3.79,39,-4.35,34,27.62,66,-3.54,2.31,77,-14.58
Trinity TX,SAA,7-3,0.700,46,3.78,49,-6.86,85,20.07,25,1.51,2.32,71,-14.25
TX Lutheran,American SW,7-3,0.700,47,3.78,46,-6.28,42,26.22,71,-4.06,2.35,54,-12.67
Central IA,American Rivers,8-2,0.800,48,3.76,51,-7.42,51,24.98,70,-3.96,2.32,102,-17.39
E Texas Bap,American SW,6-4,0.600,49,3.74,38,-4.30,12,33.15,118,-9.02,2.21,34,-9.56
Redlands,Southern Cal IAC,8-2,0.800,50,3.74,54,-7.91,74,21.88,46,-1.36,2.35,118,-18.55
Dubuque,American Rivers,7-3,0.700,51,3.72,58,-8.68,62,23.60,69,-3.85,2.35,49,-12.30
Wittenberg,North Coast AC,9-1,0.900,52,3.71,60,-9.25,45,25.81,100,-6.62,2.32,155,-23.49
Salisbury,New Jersey A.C.,8-3,0.727,53,3.70,44,-5.57,73,22.12,31,0.75,2.29,138,-20.64
Simpson IA,American Rivers,7-3,0.700,54,3.69,63,-10.01,84,20.16,49,-1.73,2.30,57,-12.94
Gust Adolphus,Minnesota IAC,6-4,0.600,55,3.68,52,-7.52,72,22.69,51,-1.76,2.36,41,-11.13
Averett,USA South,8-2,0.800,56,3.65,71,-11.51,131,15.81,27,1.12,2.28,128,-19.35
Union NY,Liberty League,7-2,0.778,57,3.65,64,-10.28,94,19.18,42,-1.01,2.29,124,-18.95
WI Stevens Pt,Wisconsin IAC,4-6,0.400,58,3.63,57,-8.23,67,23.13,62,-2.92,2.41,18,-2.74
Hamilton,NESCAC,3-6,0.333,59,3.63,50,-7.35,58,23.93,61,-2.84,2.31,7,-0.18
Wabash,North Coast AC,9-1,0.900,60,3.62,76,-12.31,104,18.46,56,-2.34,2.37,163,-25.40
St Norbert,Midwest,10-2,0.833,61,3.59,79,-12.53,100,18.58,59,-2.68,2.23,157,-24.29
Alfred,Empire 8,7-4,0.636,62,3.59,59,-8.72,75,21.75,52,-2.03,2.28,89,-15.76
Carthage,Ill & Wisc,4-6,0.400,63,3.58,43,-5.30,48,25.31,54,-2.18,2.25,28,-7.56
Maryville TN,USA South,7-3,0.700,64,3.57,74,-11.82,124,17.13,37,-0.51,2.34,91,-15.91
Monmouth IL,Midwest,8-2,0.800,65,3.57,68,-10.56,102,18.51,40,-0.63,2.27,166,-25.53
Trine,Michigan IAA,10-1,0.909,66,3.56,73,-11.54,44,26.08,122,-9.19,2.26,159,-24.61
George Fox,Northwest,6-4,0.600,67,3.56,56,-8.12,93,19.29,29,1.02,2.27,85,-15.50
Montclair St,New Jersey A.C.,8-2,0.800,68,3.55,89,-14.05,160,13.94,34,0.45,2.28,143,-21.56
Colby,NESCAC,3-6,0.333,69,3.55,72,-11.53,105,18.46,48,-1.55,2.42,3,1.02
Utica,Empire 8,7-4,0.636,70,3.54,62,-9.90,66,23.14,78,-4.60,2.26,83,-15.10
Chris Newport,New Jersey A.C.,7-2,0.778,71,3.53,70,-11.46,109,18.09,45,-1.11,2.23,147,-22.64
WI Eau Claire,Wisconsin IAC,4-6,0.400,72,3.52,86,-13.75,112,17.94,65,-3.24,2.32,13,-1.13
Hobart & Smith,Liberty League,5-4,0.556,73,3.51,55,-8.03,41,26.26,93,-5.85,2.37,55,-12.69
SW Univ TX,American SW,6-4,0.600,74,3.47,67,-10.47,57,24.05,96,-6.08,2.24,62,-13.62
Washington & Lee,Old Dominion AC,5-4,0.556,75,3.46,61,-9.61,89,19.89,43,-1.06,2.34,75,-14.34
Stevenson,Mid Atlantic,8-3,0.727,76,3.46,83,-13.40,99,18.59,68,-3.55,2.26,129,-19.61
Westminster PA,Presidents' AC,7-4,0.636,77,3.45,69,-10.87,87,20.01,57,-2.44,2.24,111,-17.91
Marietta,Ohio AC,7-3,0.700,78,3.43,85,-13.63,40,26.50,145,-11.69,2.31,79,-14.65
Denison,North Coast AC,8-3,0.727,79,3.36,82,-13.19,55,24.39,120,-9.14,2.37,135,-20.41
Millikin,Ill & Wisc,6-4,0.600,79,3.36,95,-15.70,61,23.72,136,-10.98,2.38,46,-11.86
Hope,Michigan IAA,8-2,0.800,81,3.36,78,-12.43,80,21.07,83,-5.06,2.23,175,-27.39
WI River Falls,Wisconsin IAC,3-7,0.300,82,3.35,66,-10.41,65,23.22,84,-5.20,2.36,25,-5.62
Bridgewater VA,Old Dominion AC,6-4,0.600,83,3.35,90,-14.31,88,19.93,91,-5.80,2.29,84,-15.11
Moravian,Centennial,5-5,0.500,84,3.33,94,-14.91,113,17.90,75,-4.38,2.38,40,-11.12
Birmingham So,SAA,6-4,0.600,85,3.30,105,-16.82,86,20.04,114,-8.42,2.28,69,-14.22
Coe,American Rivers,6-4,0.600,86,3.28,91,-14.59,107,18.17,74,-4.33,2.22,110,-17.90
Chapman,Southern Cal IAC,5-4,0.556,87,3.25,65,-10.37,47,25.42,106,-7.34,2.35,126,-19.13
Hampden-Sydney,Old Dominion AC,4-5,0.444,88,3.23,88,-13.93,71,22.70,112,-8.19,2.33,47,-12.05
Ohio Northern,Ohio AC,5-5,0.500,89,3.23,81,-13.14,53,24.76,125,-9.46,2.43,70,-14.25
Pacific OR,Northwest,5-5,0.500,90,3.23,97,-15.83,119,17.54,82,-4.93,2.46,65,-13.72
Heidelberg,Ohio AC,5-5,0.500,91,3.22,84,-13.45,92,19.49,76,-4.50,2.38,82,-14.79
Chicago,Midwest,7-3,0.700,92,3.22,77,-12.35,98,18.85,60,-2.76,2.35,183,-28.38
Carnegie Mellon,Presidents' AC,6-4,0.600,93,3.22,80,-12.71,82,20.44,79,-4.71,2.30,141,-21.50
Augustana IL,Ill & Wisc,4-6,0.400,94,3.20,93,-14.75,114,17.84,72,-4.15,2.25,42,-11.20
Framingham St,MASCAC,8-3,0.727,95,3.20,92,-14.69,83,20.32,99,-6.57,2.22,169,-26.01
Dickinson,Centennial,4-6,0.400,96,3.19,101,-16.19,116,17.72,89,-5.46,2.37,37,-10.01
Shenandoah,Old Dominion AC,5-5,0.500,97,3.18,87,-13.78,27,28.31,161,-13.65,2.27,78,-14.59
Rhodes,SAA,5-5,0.500,98,3.14,99,-16.15,108,18.10,92,-5.81,2.31,96,-16.29
Louisiana Chr,American SW,5-5,0.500,99,3.13,106,-16.92,56,24.09,151,-12.56,2.49,58,-13.03
Springfield,NE W&M,8-3,0.727,100,3.10,102,-16.29,126,16.94,80,-4.79,2.29,181,-28.29
W New England,Commonwealth Coast,8-3,0.727,101,3.09,96,-15.73,64,23.28,132,-10.56,2.29,184,-28.45
Ferrum,Old Dominion AC,5-5,0.500,102,3.09,104,-16.53,91,19.57,109,-7.66,2.22,106,-17.53
Millsaps,SAA,5-5,0.500,103,3.08,109,-17.30,132,15.73,77,-4.58,2.38,114,-17.99
Huntingdon,USA South,4-5,0.444,104,3.08,75,-11.83,43,26.09,126,-9.48,2.41,116,-18.34
Pomona-Pitzer,Southern Cal IAC,6-3,0.667,105,3.07,116,-19.64,133,15.48,101,-6.68,2.24,146,-22.20
Puget Sound,Northwest,5-5,0.500,106,3.06,107,-17.05,50,25.27,164,-13.88,2.29,88,-15.72
Emory & Henry,Old Dominion AC,4-5,0.444,107,3.06,100,-16.18,38,27.08,171,-14.83,2.30,74,-14.29
Bowdoin,NESCAC,1-8,0.111,108,3.03,103,-16.46,115,17.72,90,-5.74,2.42,1,1.74
Morrisville St,Empire 8,6-5,0.545,109,3.01,120,-19.86,78,21.29,152,-12.71,2.46,103,-17.42
Grove City,Presidents' AC,8-3,0.727,110,3.00,143,-24.49,97,18.98,174,-15.04,2.33,140,-21.39
Pac Lutheran,Northwest,4-5,0.444,111,3.00,112,-18.96,144,14.91,88,-5.43,2.40,86,-15.56
