Team,,Record,,Rat,,Pwr,,Off,,Def,,HFA,SoS,
Muhlenberg,Centennial,8-3,0.727,56,1.03,52,-8.99,79,20.30,42,-1.74,3.05,133,-22.66
Millsaps,SAA,9-1,0.900,57,0.98,74,-13.46,66,21.05,83,-6.96,2.93,119,-20.95
Buffalo St,Empire 8,5-5,0.500,58,0.94,61,-11.28,32,24.94,105,-8.66,2.87,28,-9.22
Augustana IL,Ill & Wisc,5-5,0.500,59,0.91,54,-9.69,80,20.23,46,-2.37,2.76,47,-12.60
Rowan,New Jersey A.C.,9-3,0.750,60,0.87,73,-13.22,131,15.08,36,-0.75,3.05,72,-15.36
Washington StL,University AA,8-3,0.727,61,0.86,67,-12.54,164,12.36,16,2.65,3.02,80,-16.71
Huntingdon,USA South,7-3,0.700,62,0.81,60,-11.19,19,28.37,136,-12.00,2.85,126,-21.89
Cal Lutheran,Southern Cal IAC,4-5,0.444,63,0.76,53,-9.62,41,23.08,69,-5.14,2.91,79,-16.71
Brockport St,New Jersey A.C.,8-3,0.727,64,0.76,66,-12.33,70,20.74,74,-5.51,2.97,92,-19.05
Cortland St,New Jersey A.C.,6-5,0.545,65,0.74,65,-12.18,69,20.79,71,-5.41,2.85,74,-15.55
Ohio Northern,Ohio AC,6-4,0.600,66,0.71,69,-13.04,51,22.20,96,-7.68,2.89,89,-18.59
Baldwin-Wallace,Ohio AC,6-4,0.600,67,0.68,68,-12.78,105,17.64,51,-2.87,2.88,84,-17.96
Hardin-Simmons,American SW,4-6,0.400,68,0.67,64,-11.94,11,31.27,183,-15.66,2.84,39,-11.67
Maryville TN,USA South,8-3,0.727,69,0.67,75,-13.70,40,23.29,112,-9.44,3.06,140,-22.99
Centre,SAA,7-3,0.700,70,0.66,72,-13.11,64,21.15,82,-6.71,3.05,114,-20.81
Rhodes,SAA,8-2,0.800,71,0.66,82,-15.12,62,21.19,106,-8.76,2.95,124,-21.82
Elmhurst,Ill & Wisc,4-6,0.400,72,0.63,63,-11.64,120,15.56,32,0.35,2.94,54,-13.03
Hamilton,NESCAC,0-8,0.000,73,0.62,62,-11.40,67,20.99,64,-4.84,2.80,2,3.13
Randolph-Macon,Old Dominion AC,7-3,0.700,74,0.60,78,-14.22,73,20.58,87,-7.25,2.99,106,-20.51
St Norbert,Midwest,8-3,0.727,75,0.60,81,-14.68,121,15.45,47,-2.58,2.98,113,-20.78
WI River Falls,Wisconsin IAC,0-10,0.000,76,0.58,56,-10.17,89,19.26,43,-1.88,2.79,5,1.31
Hope,Michigan IAA,7-3,0.700,77,0.56,70,-13.08,87,19.57,68,-5.09,2.92,128,-22.05
Illinois Col,Midwest,8-2,0.800,78,0.54,76,-13.83,50,22.21,102,-8.48,3.08,188,-27.74
Chris Newport,USA South,8-2,0.800,79,0.54,87,-16.36,142,14.06,50,-2.86,2.90,152,-23.66
Frank & Marsh,Centennial,7-4,0.636,80,0.53,79,-14.37,71,20.67,90,-7.48,2.99,103,-20.25
Cornell IA,Midwest,7-3,0.700,81,0.51,83,-15.32,78,20.41,101,-8.18,2.91,149,-23.61
Tufts,NESCAC,0-8,0.000,82,0.50,71,-13.08,99,18.42,55,-3.95,2.81,1,3.14
Widener,Mid Atlantic,6-4,0.600,83,0.45,77,-13.86,61,21.31,94,-7.62,2.95,148,-23.54
Albright,Mid Atlantic,8-3,0.727,84,0.42,80,-14.61,81,20.19,86,-7.24,3.01,173,-25.21
Birmingham So,SAA,5-4,0.556,85,0.40,92,-16.89,53,21.98,129,-11.32,2.79,82,-16.99
Ursinus,Centennial,7-3,0.700,86,0.38,93,-17.10,107,17.60,84,-7.14,2.77,120,-21.21
Carleton MN,Minnesota IAC,5-5,0.500,87,0.35,98,-18.45,83,19.86,124,-10.75,2.90,52,-12.78
Hartwick,Empire 8,6-4,0.600,88,0.35,97,-18.32,96,18.73,114,-9.50,2.90,96,-19.77
Lycoming,Mid Atlantic,7-3,0.700,89,0.35,94,-17.31,137,14.58,58,-4.33,3.01,166,-24.53
Albion,Michigan IAA,8-3,0.727,90,0.35,105,-19.82,104,17.64,115,-9.90,2.89,76,-15.72
Washington & Lee,Old Dominion AC,5-5,0.500,91,0.28,85,-16.06,110,16.94,72,-5.44,2.95,90,-18.80
Delaware Val,Mid Atlantic,7-4,0.636,92,0.28,88,-16.58,88,19.54,104,-8.56,2.85,157,-23.97
Whitworth,Northwest,4-6,0.400,93,0.24,86,-16.09,92,19.06,93,-7.60,2.87,81,-16.88
Mississippi Col,American SW,4-6,0.400,94,0.24,99,-18.48,60,21.43,140,-12.35,2.85,48,-12.62
Adrian,Michigan IAA,6-4,0.600,95,0.22,91,-16.88,183,10.67,33,0.01,2.93,147,-23.54
Monmouth IL,Midwest,5-5,0.500,96,0.20,84,-15.44,98,18.55,80,-6.44,3.10,174,-25.24
Lebanon Val,Mid Atlantic,8-3,0.727,97,0.18,114,-20.86,115,16.18,113,-9.48,3.04,134,-22.72
Utica,Empire 8,3-7,0.300,98,0.17,89,-16.60,84,19.78,108,-8.82,2.79,65,-14.48
Waynesburg,Presidents' AC,7-4,0.636,99,0.16,101,-18.80,116,16.15,89,-7.39,2.89,123,-21.78
Framingham St,MASCAC,9-2,0.818,100,0.14,111,-20.59,134,14.75,97,-7.79,2.94,205,-31.20
Otterbein,Ohio AC,5-5,0.500,101,0.13,109,-20.44,179,11.50,59,-4.39,2.86,61,-14.06
Juniata,Centennial,7-4,0.636,102,0.12,112,-20.66,124,15.40,103,-8.50,2.88,104,-20.41
Trinity TX,Southern CAC,5-5,0.500,103,0.11,90,-16.80,101,18.07,88,-7.32,2.99,115,-20.84
Catholic,Old Dominion AC,6-4,0.600,104,0.05,103,-19.30,118,15.78,92,-7.52,2.88,170,-24.91
Lake Forest,Midwest,8-2,0.800,105,0.05,128,-23.05,195,9.35,65,-4.84,3.08,176,-25.49
Emory & Henry,Old Dominion AC,5-5,0.500,106,-0.01,107,-20.13,113,16.29,109,-8.87,2.87,112,-20.75
Methodist,USA South,8-2,0.800,107,-0.01,140,-24.46,57,21.67,205,-18.57,2.86,145,-23.51
Luther IA,American Rivers,2-8,0.200,108,-0.02,96,-18.30,122,15.43,77,-6.18,2.94,45,-12.47
Sewanee,SAA,4-6,0.400,109,-0.07,108,-20.38,135,14.69,91,-7.52,2.83,85,-18.18
Montclair St,New Jersey A.C.,4-6,0.400,110,-0.09,113,-20.70,178,11.52,61,-4.66,2.91,86,-18.33
Chicago,University AA,6-4,0.600,111,-0.10,120,-22.27,199,8.93,54,-3.65,2.99,136,-22.73
Kean,New Jersey A.C.,2-8,0.200,112,-0.13,95,-17.66,161,12.48,48,-2.58,2.88,77,-15.74
E Texas Bap,American SW,3-7,0.300,113,-0.13,110,-20.53,58,21.65,173,-14.62,2.72,60,-14.03
Millikin,Ill & Wisc,2-8,0.200,114,-0.15,104,-19.33,68,20.92,146,-12.70,2.70,44,-12.27
Springfield,Liberty League,7-3,0.700,115,-0.17,118,-21.76,100,18.34,143,-12.54,2.77,196,-29.08
LaGrange,USA South,5-5,0.500,116,-0.18,116,-21.37,106,17.62,131,-11.44,2.88,141,-23.15
Wooster,North Coast AC,7-3,0.700,117,-0.19,139,-24.35,111,16.69,155,-13.49,2.89,146,-23.53
College of NJ,New Jersey A.C.,5-5,0.500,118,-0.20,127,-23.01,190,10.00,73,-5.46,2.84,122,-21.77
Occidental,Southern Cal IAC,5-4,0.556,119,-0.20,132,-23.55,85,19.65,182,-15.65,3.05,105,-20.42
St Olaf,Minnesota IAC,1-9,0.100,120,-0.21,100,-18.70,93,19.00,118,-10.15,2.77,38,-11.26
Concordia WI,Northern Athletic,8-3,0.727,121,-0.22,130,-23.19,63,21.18,193,-16.82,2.86,194,-28.85
Carthage,Ill & Wisc,1-9,0.100,122,-0.23,102,-18.96,138,14.52,76,-5.92,2.70,29,-9.51
Carroll WI,Midwest,6-4,0.600,123,-0.23,117,-21.69,152,13.48,95,-7.62,2.84,189,-27.80
St Lawrence,Liberty League,7-3,0.700,124,-0.25,136,-24.22,192,9.85,81,-6.52,2.97,180,-26.44
North Park,Ill & Wisc,3-7,0.300,125,-0.27,137,-24.30,132,14.96,135,-11.71,2.76,36,-11.14
Geneva,Presidents' AC,5-5,0.500,126,-0.27,121,-22.29,82,19.96,174,-14.70,3.11,135,-22.72
Sul Ross,American SW,1-9,0.100,127,-0.27,106,-20.00,59,21.44,161,-13.89,2.87,21,-7.24
Case Western,University AA,5-4,0.556,128,-0.28,135,-24.21,167,12.16,107,-8.81,2.97,109,-20.58
W Connecticut,MASCAC,8-2,0.800,129,-0.30,119,-21.90,94,18.87,152,-13.22,3.03,231,-38.02
Kalamazoo,Michigan IAA,6-4,0.600,130,-0.30,142,-25.01,151,13.49,125,-10.95,2.90,150,-23.62
Endicott,New England FC,8-3,0.727,131,-0.31,125,-22.82,128,15.13,121,-10.39,2.93,214,-34.54
Trine,Michigan IAA,4-6,0.400,132,-0.32,126,-22.82,125,15.36,123,-10.62,2.86,107,-20.55
Ripon,Midwest,7-3,0.700,133,-0.33,147,-25.62,109,17.12,176,-15.18,3.00,182,-26.79
Bethany WV,Presidents' AC,4-6,0.400,134,-0.33,129,-23.05,102,17.99,156,-13.49,2.89,102,-20.15
Guilford,Old Dominion AC,6-4,0.600,135,-0.34,151,-26.55,126,15.21,163,-14.20,2.88,132,-22.57
S Virginia,NCAA III Ind,8-2,0.800,136,-0.35,138,-24.32,182,11.24,99,-8.00,3.03,215,-34.54
Gettysburg,Centennial,4-6,0.400,137,-0.38,123,-22.57,91,19.19,164,-14.21,2.91,129,-22.46
Benedictine IL,Northern Athletic,7-3,0.700,138,-0.40,141,-24.57,140,14.15,128,-11.16,2.96,201,-30.74
Bridgewater VA,Old Dominion AC,4-6,0.400,139,-0.41,122,-22.29,123,15.43,119,-10.17,2.92,158,-23.99
Rochester NY,Liberty League,5-4,0.556,140,-0.44,143,-25.01,139,14.19,132,-11.65,2.95,178,-26.20
Union NY,Liberty League,3-7,0.300,141,-0.44,115,-21.30,141,14.06,98,-7.80,2.85,139,-22.96
Denison,North Coast AC,7-3,0.700,142,-0.45,149,-26.41,133,14.77,159,-13.63,3.04,187,-27.64
Ohio Wesleyan,North Coast AC,5-5,0.500,143,-0.46,124,-22.58,117,16.03,127,-11.05,2.93,181,-26.54
Salve Regina,New England FC,7-4,0.636,144,-0.47,134,-24.11,163,12.38,110,-8.93,2.92,200,-30.41
Austin Col,Southern CAC,5-5,0.500,145,-0.49,145,-25.45,166,12.18,117,-10.08,3.01,163,-24.40
Capital,Ohio AC,3-7,0.300,146,-0.49,146,-25.57,146,13.68,134,-11.70,2.83,58,-13.44
Olivet MI,Michigan IAA,6-4,0.600,147,-0.51,154,-26.89,147,13.68,151,-13.01,2.84,184,-26.86
King's PA,Mid Atlantic,6-4,0.600,148,-0.52,162,-27.98,130,15.13,181,-15.55,3.00,172,-25.13
Rensselaer,Liberty League,5-5,0.500,149,-0.53,144,-25.23,148,13.65,130,-11.33,2.88,179,-26.21
Muskingum,Ohio AC,2-8,0.200,150,-0.54,133,-23.62,169,12.04,100,-8.11,2.78,68,-15.01
Howard Payne,American SW,4-6,0.400,151,-0.57,164,-28.19,103,17.98,206,-18.61,3.00,75,-15.69
Carnegie Mellon,University AA,3-7,0.300,152,-0.58,131,-23.21,144,13.78,111,-9.44,2.92,138,-22.88
Rose-Hulman,Heartland CAC,7-3,0.700,153,-0.58,155,-26.99,136,14.59,162,-14.02,2.94,206,-31.49
Grove City,Presidents' AC,5-5,0.500,154,-0.61,158,-27.51,153,13.38,153,-13.34,2.86,167,-24.55
Morrisville St,New Jersey A.C.,3-7,0.300,155,-0.61,156,-27.04,90,19.24,208,-18.73,2.96,95,-19.73
DePauw,North Coast AC,4-6,0.400,156,-0.68,148,-25.90,175,11.66,116,-10.01,2.90,168,-24.56
La Verne,Southern Cal IAC,3-6,0.333,157,-0.68,157,-27.42,150,13.65,157,-13.52,2.80,93,-19.39
Wilkes,Mid Atlantic,4-6,0.400,158,-0.70,150,-26.48,176,11.63,122,-10.55,2.93,171,-25.07
Shenandoah,Old Dominion AC,4-6,0.400,159,-0.73,172,-29.67,162,12.38,168,-14.49,2.86,117,-20.87
Thiel,Presidents' AC,3-7,0.300,160,-0.75,153,-26.78,129,15.13,167,-14.35,2.91,121,-21.65
Westminster PA,Presidents' AC,4-6,0.400,161,-0.77,166,-28.77,186,10.44,133,-11.66,2.86,143,-23.32
Stevenson,Mid Atlantic,4-6,0.400,162,-0.78,159,-27.53,168,12.14,138,-12.12,2.96,177,-25.89
St Scholastica,Upper Midwest,9-2,0.818,163,-0.79,170,-29.56,159,12.57,172,-14.57,3.16,223,-37.31
Lakeland,Northern Athletic,7-3,0.700,164,-0.80,179,-30.98,171,11.84,178,-15.27,2.99,211,-32.64
Hamline,Minnesota IAC,2-8,0.200,165,-0.80,163,-28.13,157,13.03,158,-13.61,2.67,51,-12.74
Frostburg St,Empire 8,1-9,0.100,166,-0.85,161,-27.79,114,16.29,188,-16.52,2.80,59,-13.54
Wm Paterson,New Jersey A.C.,3-7,0.300,167,-0.87,167,-28.79,156,13.09,166,-14.33,2.85,131,-22.51
Dickinson,Centennial,3-7,0.300,168,-0.88,175,-30.32,187,10.19,149,-12.95,2.85,87,-18.47
Moravian,Centennial,2-8,0.200,169,-0.89,165,-28.28,172,11.83,144,-12.56,2.94,91,-18.86
Claremont M.S.,Southern Cal IAC,3-6,0.333,170,-0.91,177,-30.78,181,11.34,171,-14.57,2.83,100,-19.99
Lewis & Clark,Northwest,1-8,0.111,171,-0.92,160,-27.64,75,20.51,220,-20.59,2.86,33,-10.73
Mt St Joseph,Heartland CAC,6-4,0.600,172,-0.93,178,-30.89,148,13.65,195,-16.98,2.95,192,-28.77
Hendrix,SAA,3-7,0.300,173,-0.98,168,-29.31,95,18.79,219,-20.55,2.85,162,-24.38
Gallaudet,East Coast,9-2,0.818,174,-1.01,187,-32.63,213,7.22,139,-12.29,3.01,230,-37.87
Merchant Marine,Liberty League,4-4,0.500,175,-1.01,184,-32.04,204,8.11,145,-12.59,2.91,185,-27.22
Susquehanna,Centennial,1-9,0.100,176,-1.05,152,-26.61,145,13.73,147,-12.78,2.83,110,-20.59
WI Lutheran,Northern Athletic,4-6,0.400,177,-1.10,169,-29.56,180,11.44,154,-13.45,2.97,209,-32.29
Oberlin,North Coast AC,3-7,0.300,178,-1.11,174,-30.25,203,8.29,126,-10.98,3.02,165,-24.52
Bridgewater MA,MASCAC,6-4,0.600,179,-1.12,180,-31.10,154,13.12,191,-16.66,2.95,216,-34.90
Hanover,Heartland CAC,5-5,0.500,180,-1.12,185,-32.17,177,11.60,185,-16.21,2.91,193,-28.82
Norwich,East Coast,7-4,0.636,181,-1.12,181,-31.31,197,9.26,150,-13.01,2.90,228,-37.82
Alma,Michigan IAA,1-9,0.100,182,-1.13,171,-29.58,189,10.02,137,-12.05,2.90,69,-15.04
Greenville,Upper Midwest,9-2,0.818,183,-1.14,195,-33.98,155,13.10,211,-19.52,3.04,219,-37.15
Aurora,Northern Athletic,3-7,0.300,184,-1.18,176,-30.34,108,17.46,217,-20.25,2.99,197,-30.15
NC Wesleyan,USA South,2-8,0.200,185,-1.20,173,-30.11,143,13.78,187,-16.34,2.89,144,-23.46
McDaniel,Centennial,2-8,0.200,186,-1.26,196,-34.39,158,12.84,212,-19.67,2.78,94,-19.69
Puget Sound,Northwest,1-8,0.111,187,-1.30,192,-33.75,119,15.76,222,-21.96,2.78,42,-12.11
Pomona-Pitzer,Southern Cal IAC,2-7,0.222,188,-1.31,189,-33.40,201,8.69,169,-14.54,2.85,118,-20.89
Kenyon,North Coast AC,4-6,0.400,189,-1.32,194,-33.97,220,6.05,142,-12.46,2.89,183,-26.83
MIT,New England FC,6-3,0.667,190,-1.33,199,-35.17,185,10.46,201,-18.08,2.89,227,-37.63
W New England,New England FC,4-6,0.400,191,-1.34,183,-31.90,127,15.17,210,-19.52,3.03,213,-34.19
Ferrum,USA South,2-8,0.200,192,-1.42,190,-33.51,165,12.19,202,-18.15,2.87,151,-23.63
Whittier,Southern Cal IAC,1-8,0.111,193,-1.43,182,-31.65,97,18.61,226,-22.71,2.86,111,-20.67
Macalester,NCAA III Ind,4-6,0.400,194,-1.44,197,-34.47,224,5.96,148,-12.88,2.86,207,-31.49
Marietta,Ohio AC,1-9,0.100,195,-1.45,193,-33.85,173,11.74,200,-18.03,2.78,67,-14.50
Defiance,Heartland CAC,3-7,0.300,196,-1.46,186,-32.61,212,7.34,141,-12.40,2.93,202,-30.76
Worcester Tech,Liberty League,3-7,0.300,197,-1.48,198,-34.54,202,8.33,179,-15.32,2.95,186,-27.41
Grinnell,Midwest,2-8,0.200,198,-1.52,203,-35.84,222,6.01,165,-14.30,2.81,127,-21.91
Berry,SAA,0-9,0.000,199,-1.52,191,-33.52,206,7.83,160,-13.79,2.67,66,-14.49
Greensboro,USA South,2-8,0.200,200,-1.52,202,-35.62,174,11.73,213,-19.79,2.88,161,-24.30
Manchester,Heartland CAC,3-7,0.300,201,-1.55,188,-33.37,194,9.42,177,-15.23,2.91,210,-32.36
Bluffton,Heartland CAC,4-6,0.400,202,-1.56,208,-37.10,211,7.44,196,-16.99,3.00,198,-30.20
Loras,American Rivers,1-9,0.100,203,-1.60,205,-36.43,208,7.70,190,-16.57,2.72,41,-11.88
Averett,USA South,1-9,0.100,204,-1.61,204,-36.11,207,7.73,186,-16.29,2.80,98,-19.88
Westfield St,MASCAC,5-5,0.500,205,-1.63,200,-35.30,217,6.82,170,-14.57,3.02,225,-37.45
Eureka,Upper Midwest,8-2,0.800,206,-1.68,214,-39.89,226,4.47,192,-16.81,2.91,244,-42.87
Knox,Midwest,1-9,0.100,207,-1.75,201,-35.54,196,9.32,197,-17.31,2.77,169,-24.66
Coast Guard,New England FC,3-7,0.300,208,-1.78,207,-37.09,200,8.75,203,-18.28,2.88,208,-32.18
Curry,New England FC,4-5,0.444,209,-1.82,211,-38.43,198,9.10,214,-19.97,2.85,220,-37.16
Northwestern MN,Upper Midwest,6-4,0.600,210,-1.83,210,-38.02,219,6.07,189,-16.54,2.94,242,-41.37
Fitchburg St,MASCAC,6-4,0.600,211,-1.85,220,-40.84,216,6.86,216,-20.14,2.95,222,-37.30
Hiram,North Coast AC,2-8,0.200,212,-1.88,222,-41.02,227,4.37,199,-17.83,2.86,155,-23.85
Lawrence,Midwest,1-9,0.100,213,-1.88,209,-37.21,205,7.84,198,-17.50,2.93,159,-24.16
St Vincent,Presidents' AC,0-10,0.000,214,-1.91,206,-36.80,209,7.65,194,-16.89,2.78,108,-20.57
Concordia IL,Northern Athletic,2-8,0.200,215,-1.97,212,-39.04,170,11.88,229,-23.36,2.92,203,-30.94
SUNY Maritime,East Coast,5-5,0.500,216,-2.00,215,-40.26,233,3.03,184,-15.74,2.98,238,-40.66
Misericordia,Mid Atlantic,1-9,0.100,217,-2.03,216,-40.36,184,10.64,231,-23.44,2.87,154,-23.79
MA Maritime,MASCAC,5-5,0.500,218,-2.05,223,-41.22,160,12.50,236,-26.17,2.81,232,-38.02
Beloit,Midwest,1-9,0.100,219,-2.10,219,-40.65,210,7.61,221,-20.71,2.89,153,-23.71
Husson,East Coast,5-5,0.500,220,-2.13,224,-41.78,240,1.30,180,-15.52,2.98,233,-38.64
Mt Ida,East Coast,5-5,0.500,221,-2.14,225,-41.86,225,4.90,209,-19.21,2.78,241,-41.37
SW Univ TX,Southern CAC,0-10,0.000,222,-2.17,213,-39.86,223,5.97,204,-18.28,2.75,125,-21.82
Wilmington OH,Ohio AC,0-10,0.000,223,-2.17,218,-40.44,188,10.14,228,-23.03,2.71,62,-14.07
Alfred St,NCAA III Ind,3-6,0.333,224,-2.21,227,-43.51,228,4.30,218,-20.26,3.01,195,-28.85
MA Dartmouth,MASCAC,3-6,0.333,225,-2.23,226,-42.02,229,4.26,207,-18.72,2.96,217,-36.64
FDU Madison,Mid Atlantic,1-9,0.100,226,-2.35,229,-44.57,193,9.61,240,-26.63,2.76,137,-22.76
Allegheny,North Coast AC,0-10,0.000,227,-2.40,221,-40.87,238,1.69,175,-15.00,2.74,142,-23.22
Iowa Wesleyan,Upper Midwest,2-8,0.200,228,-2.48,217,-40.41,191,9.90,227,-22.76,2.71,236,-39.64
Worcester St,MASCAC,3-7,0.300,229,-2.48,230,-45.68,214,7.17,233,-25.30,2.86,218,-37.01
Crown MN,Upper Midwest,4-6,0.400,230,-2.58,232,-46.87,242,0.80,215,-20.12,3.00,243,-42.11
Apprentice,NCAA III Ind,0-9,0.000,231,-2.60,228,-43.62,221,6.01,223,-22.08,2.81,175,-25.26
MN Morris,Upper Midwest,3-7,0.300,232,-2.71,231,-46.43,215,6.99,235,-25.87,2.95,239,-40.90
Becker,East Coast,3-7,0.300,233,-2.73,236,-48.48,239,1.55,224,-22.47,2.80,235,-38.96
Rockford,Northern Athletic,1-9,0.100,234,-2.78,233,-47.06,234,3.01,225,-22.51,2.84,199,-30.24
Plymouth St,MASCAC,2-8,0.200,235,-2.83,235,-48.20,230,3.93,232,-24.57,2.80,224,-37.34
Earlham,Heartland CAC,2-8,0.200,236,-2.83,238,-51.32,236,2.41,237,-26.17,2.83,204,-31.19
Nichols,New England FC,1-8,0.111,237,-3.00,237,-50.42,232,3.34,238,-26.21,2.86,212,-33.18
