Team,,Record,,Rat,,Pwr,,Off,,Def,,HFA,SoS,
MN Duluth,Northern Sun,10-2,0.833,26,3.76,31,18.47,10,43.29,84,2.85,2.57,56,8.93
Azusa Pacific,Great Northwest,9-3,0.750,27,3.73,25,20.25,46,35.91,11,11.99,2.64,50,9.67
Tiffin,Great Lakes IAC,8-3,0.727,28,3.70,30,18.75,39,36.81,25,9.60,2.55,30,13.14
Florida Tech,Gulf South,8-3,0.727,29,3.54,29,18.88,34,37.70,29,8.84,2.46,63,8.36
CSU-Pueblo,Rocky Mtn AC,8-3,0.727,30,3.50,27,19.86,64,33.65,6,13.87,2.41,82,5.35
Midwest TX St,Lone Star,8-3,0.727,31,3.48,34,16.47,29,38.03,50,6.10,2.40,42,10.60
Valdosta St,Gulf South,8-3,0.727,32,3.47,32,17.66,31,37.93,35,7.39,2.46,67,7.84
West Georgia,Gulf South,7-4,0.636,33,3.43,28,19.42,49,35.48,15,11.60,2.22,55,8.96
CO Mesa,Rocky Mtn AC,9-3,0.750,34,3.37,39,15.31,26,38.57,67,4.40,2.41,66,8.00
West Alabama,Gulf South,7-4,0.636,35,3.36,35,16.24,35,37.27,44,6.63,2.41,38,11.10
TX A&M K'ville,Lone Star,9-3,0.750,36,3.34,36,15.98,43,36.30,36,7.34,2.53,78,6.16
C Oklahoma,Mid America IAA,3-8,0.273,37,3.26,33,16.98,19,39.22,57,5.42,2.38,6,22.63
Hillsdale,Great Lakes IAC,5-5,0.500,38,3.22,40,14.78,44,36.27,49,6.17,2.46,24,14.74
C Washington,Great Northwest,7-3,0.700,39,3.22,42,14.27,55,34.65,38,7.28,2.55,64,8.13
Michigan Tech,Great Lakes IAC,4-6,0.400,40,3.21,38,15.37,66,33.40,24,9.63,2.44,16,17.19
Lindenwood,Mid America IAA,3-8,0.273,41,3.19,37,15.58,45,36.26,40,6.97,2.42,5,23.17
North Greenville,NCAA II Ind,9-5,0.643,42,3.19,41,14.33,50,35.25,43,6.75,2.46,33,11.68
Newberry,South Atlantic,10-2,0.833,43,3.13,43,14.26,53,34.92,39,7.00,2.42,111,1.84
Saginaw Val,Great Lakes IAC,5-5,0.500,44,3.11,50,13.04,70,32.74,31,7.96,2.54,21,15.72
W Texas A&M,Lone Star,6-5,0.545,45,3.02,49,13.15,56,34.48,45,6.33,2.40,40,10.89
Northern St SD,Northern Sun,6-5,0.545,46,3.02,46,13.69,47,35.85,55,5.49,2.48,68,7.73
Moorhead St,Northern Sun,7-4,0.636,47,2.98,55,11.58,38,36.84,86,2.40,2.48,59,8.66
Western St CO,Rocky Mtn AC,7-4,0.636,48,2.98,47,13.31,83,31.24,22,9.73,2.47,77,6.22
Slippery Rock,Penn St AC,7-4,0.636,49,2.97,44,13.94,40,36.75,61,4.85,2.44,74,6.51
Assumption,Northeast-10,9-3,0.750,50,2.94,45,13.75,42,36.59,62,4.82,2.50,122,0.95
Henderson St,Great American,8-3,0.727,51,2.94,48,13.30,68,32.90,30,8.06,2.42,110,1.85
LIU Post,Northeast-10,12-1,0.923,52,2.92,74,8.33,60,33.95,90,2.03,2.47,123,0.83
SW Baptist,Great Lakes Val,10-2,0.833,53,2.90,67,9.75,23,38.95,124,-1.55,2.43,107,2.70
S Arkansas,Great American,9-3,0.750,54,2.89,59,10.74,62,33.69,63,4.71,2.44,93,4.05
NC Pembroke,NCAA II Ind,10-2,0.833,55,2.89,68,9.49,71,32.73,65,4.42,2.43,103,3.03
SW Minnesota,Northern Sun,5-6,0.455,56,2.86,51,12.39,28,38.07,91,1.98,2.42,49,9.76
Edinboro,Penn St AC,9-2,0.818,57,2.83,76,7.86,41,36.66,118,-1.14,2.50,90,4.43
Humboldt St,Great Northwest,6-5,0.545,58,2.82,52,11.90,32,37.93,93,1.63,2.39,71,7.22
McKendree,Great Lakes Val,8-3,0.727,59,2.81,56,11.57,79,31.63,33,7.60,2.53,108,1.99
Angelo St,Lone Star,5-6,0.455,60,2.80,54,11.63,75,32.46,42,6.84,2.35,52,9.37
E New Mexico,Lone Star,7-5,0.583,61,2.80,64,9.85,58,34.29,79,3.22,2.53,79,6.03
Northwood MI,Great Lakes IAC,3-8,0.273,62,2.76,53,11.79,94,29.72,23,9.72,2.44,20,16.28
Tarleton St,Lone Star,5-6,0.455,63,2.75,57,11.40,65,33.52,53,5.53,2.47,48,9.97
NE Oklahoma,Mid America IAA,2-9,0.182,64,2.74,61,10.32,54,34.83,80,3.15,2.38,2,23.66
St Cloud,Northern Sun,5-6,0.455,65,2.69,66,9.81,78,32.03,56,5.44,2.25,53,9.36
West Chester,Penn St AC,8-3,0.727,66,2.68,58,11.18,73,32.53,46,6.30,2.50,151,-1.99
MO Southern,Mid America IAA,2-9,0.182,67,2.66,71,8.82,48,35.59,100,0.88,2.30,3,23.41
Delta St,Gulf South,4-6,0.400,68,2.63,65,9.81,24,38.91,121,-1.45,2.46,43,10.57
Truman St,Great Lakes Val,8-3,0.727,69,2.59,80,6.69,119,27.05,37,7.30,2.48,92,4.14
Virginia St,Central IAA,9-2,0.818,70,2.55,73,8.49,72,32.63,76,3.52,2.60,161,-4.41
N Michigan,Great Lakes IAC,3-8,0.273,71,2.54,62,10.07,30,37.99,108,-0.26,2.49,25,14.63
NE Kearney,Mid America IAA,1-10,0.091,72,2.54,60,10.60,74,32.49,51,5.77,2.39,4,23.21
Upper Iowa,Northern Sun,3-8,0.273,73,2.53,63,9.88,63,33.66,73,3.88,2.40,28,13.86
Ouachita,Great American,7-4,0.636,74,2.47,77,7.56,51,35.01,105,0.20,2.40,102,3.09
Indianapolis,Great Lakes Val,6-5,0.545,75,2.47,72,8.62,97,29.39,41,6.89,2.42,101,3.11
Tuskegee,Southern IAC,9-3,0.750,76,2.46,82,6.37,92,30.05,71,3.98,2.41,140,-0.67
Arkansas Tech,Great American,6-5,0.545,77,2.46,70,8.91,80,31.53,60,5.03,2.48,104,2.91
Fairmont St,Mountain East,10-2,0.833,78,2.45,92,4.30,110,27.59,68,4.37,2.36,109,1.87
Wingate,South Atlantic,8-3,0.727,79,2.43,79,7.27,84,30.97,72,3.95,2.49,149,-1.69
Notre Dame OH,Mountain East,9-2,0.818,80,2.40,86,5.34,91,30.36,85,2.64,2.54,141,-0.71
SE Oklahoma,Great American,7-4,0.636,81,2.38,83,6.11,59,34.15,111,-0.38,2.55,100,3.12
W Oregon,Great Northwest,4-6,0.400,82,2.37,88,5.26,98,29.28,74,3.64,2.36,34,11.64
Wayne St NE,Northern Sun,3-8,0.273,83,2.34,81,6.52,76,32.31,92,1.87,2.36,27,14.18
Utah Tech,Rocky Mtn AC,6-5,0.545,84,2.33,93,4.28,104,28.62,77,3.33,2.39,69,7.32
Ft Lewis,Rocky Mtn AC,4-7,0.364,85,2.32,69,9.04,81,31.48,58,5.22,2.52,81,5.49
New Haven,Northeast-10,7-4,0.636,86,2.31,78,7.31,88,30.55,66,4.41,2.41,135,-0.24
Shippensburg,Penn St AC,7-4,0.636,87,2.28,75,8.28,89,30.42,54,5.51,2.48,157,-3.25
West Florida,Gulf South,5-6,0.455,88,2.18,94,4.04,67,33.22,123,-1.52,2.36,73,7.09
W Salem St,Central IAA,9-3,0.750,89,2.14,95,3.10,96,29.52,98,1.23,2.44,163,-4.73
W New Mexico,Lone Star,3-8,0.273,90,2.12,91,4.63,82,31.39,99,0.91,2.45,41,10.80
Bowie St,Central IAA,7-4,0.636,91,2.11,87,5.31,57,34.34,119,-1.38,2.65,156,-3.11
Catawba,South Atlantic,5-6,0.455,92,2.07,90,5.13,118,27.08,52,5.71,2.43,105,2.88
Kutztown,Penn St AC,7-4,0.636,93,2.07,101,1.92,105,28.19,96,1.39,2.44,119,1.34
SW Oklahoma,Great American,5-6,0.455,94,2.06,89,5.15,87,30.57,88,2.24,2.39,106,2.85
Ald-Broaddus,NCAA II Ind,7-2,0.778,95,2.06,104,1.18,132,24.60,70,4.23,2.45,152,-2.00
Gannon,Penn St AC,5-6,0.455,96,2.04,96,3.07,100,29.23,95,1.50,2.41,76,6.27
Seton Hill,Penn St AC,5-6,0.455,97,2.03,99,2.29,69,32.74,131,-2.79,2.42,70,7.28
Chadron St,Rocky Mtn AC,3-8,0.273,98,2.02,84,5.86,99,29.23,69,4.29,2.45,75,6.48
Black Hills St,Rocky Mtn AC,7-4,0.636,99,2.00,120,-1.75,107,28.11,126,-2.20,2.46,80,5.69
Carson-Newman,South Atlantic,4-7,0.364,100,1.92,85,5.66,61,33.76,112,-0.44,2.40,126,0.36
S Dakota Tech,Rocky Mtn AC,5-6,0.455,101,1.90,103,1.54,52,34.98,154,-5.78,2.47,84,5.21
Bloomsburg,Penn St AC,6-5,0.545,102,1.88,100,1.95,122,26.31,78,3.30,2.47,144,-0.82
Quincy,Great Lakes Val,5-6,0.455,103,1.86,98,2.40,101,29.20,101,0.85,2.43,139,-0.63
Clarion,Penn St AC,4-7,0.364,104,1.82,113,-0.50,102,29.03,125,-1.88,2.37,61,8.48
Mercyhurst,Penn St AC,3-8,0.273,105,1.81,97,2.58,86,30.68,113,-0.44,2.31,54,9.32
Chowan,Central IAA,6-4,0.600,106,1.79,102,1.72,103,28.82,102,0.55,2.62,162,-4.70
St Joseph's IN,Great Lakes Val,5-6,0.455,107,1.75,107,0.24,129,24.77,81,3.13,2.36,112,1.73
Mars Hill,South Atlantic,5-6,0.455,108,1.74,108,0.14,90,30.42,130,-2.62,2.39,91,4.27
Missouri S&T,Great Lakes Val,5-6,0.455,109,1.74,111,-0.32,109,27.68,110,-0.35,2.48,125,0.62
S Connecticut,Northeast-10,6-5,0.545,110,1.73,112,-0.33,125,25.80,94,1.53,2.44,129,0.14
Virginia Union,Central IAA,5-5,0.500,111,1.68,114,-0.79,120,26.78,106,0.09,2.43,148,-1.62
Albany GA,Southern IAC,5-4,0.556,112,1.67,109,0.00,142,23.05,64,4.60,2.46,147,-1.58
Glenville St,Mountain East,5-6,0.455,113,1.59,110,-0.24,106,28.16,116,-0.74,2.39,128,0.16
Miles,Southern IAC,5-5,0.500,114,1.59,105,0.57,130,24.65,75,3.58,2.46,158,-3.44
West Liberty,Mountain East,4-7,0.364,115,1.57,106,0.25,113,27.38,103,0.53,2.33,116,1.56
NW Oklahoma St,Great American,4-7,0.364,116,1.56,117,-1.32,77,32.23,157,-5.90,2.52,95,3.81
Mississippi Col,Gulf South,3-7,0.300,117,1.54,118,-1.59,112,27.45,120,-1.38,2.32,65,8.04
Bentley,Northeast-10,5-6,0.455,118,1.50,122,-2.26,146,22.46,83,2.94,2.42,136,-0.25
Stonehill,Northeast-10,5-6,0.455,119,1.49,123,-2.54,141,23.06,89,2.06,2.43,138,-0.61
Tusculum,South Atlantic,4-7,0.364,120,1.49,121,-1.81,137,23.58,87,2.27,2.38,117,1.54
Concordia SP,Northern Sun,2-9,0.182,121,1.47,119,-1.70,121,26.53,115,-0.57,2.31,36,11.53
Minot St,Northern Sun,3-8,0.273,122,1.44,128,-3.75,134,24.06,107,-0.16,2.29,47,10.17
Ark Monticello,Great American,4-7,0.364,123,1.40,127,-3.71,93,29.74,155,-5.79,2.50,96,3.61
Walsh,Great Lakes IAC,1-10,0.091,124,1.40,126,-2.79,138,23.54,97,1.33,2.31,19,16.41
WV Wesleyan,Mountain East,4-7,0.364,125,1.38,125,-2.72,131,24.64,104,0.30,2.39,115,1.60
Charleston WV,Mountain East,3-8,0.273,126,1.36,115,-0.91,116,27.20,114,-0.46,2.38,124,0.69
UVA-Wise,Mountain East,6-5,0.545,127,1.35,144,-8.24,135,23.88,144,-4.46,2.35,121,1.07
American Intl,Northeast-10,4-7,0.364,128,1.32,124,-2.68,163,17.48,34,7.50,2.37,145,-0.87
Adams St,Rocky Mtn AC,2-8,0.200,129,1.27,129,-3.84,95,29.65,156,-5.83,2.41,72,7.17
E Stroudsburg,Penn St AC,4-7,0.364,130,1.27,130,-4.11,85,30.78,159,-7.23,2.32,132,-0.07
Eliz. City St,Central IAA,5-5,0.500,131,1.23,135,-5.95,123,26.29,145,-4.58,2.50,134,-0.22
Lock Haven,Penn St AC,4-7,0.364,132,1.22,133,-5.74,115,27.24,149,-5.32,2.40,131,0.00
Concord,Mountain East,2-9,0.182,133,1.21,116,-1.06,139,23.49,82,3.11,2.33,118,1.46
Limestone,South Atlantic,5-6,0.455,134,1.18,140,-7.11,143,23.00,129,-2.45,2.30,137,-0.40
Lenoir-Rhyne,South Atlantic,3-8,0.273,135,1.15,134,-5.88,148,22.05,109,-0.27,2.24,99,3.17
Lake Erie,Great Lakes IAC,0-11,0.000,136,1.08,131,-5.40,108,27.93,153,-5.67,2.27,13,21.03
Fayetteville St,Central IAA,4-6,0.400,137,1.07,132,-5.67,144,22.76,117,-0.77,2.45,155,-3.01
WV State,Mountain East,3-8,0.273,138,0.98,143,-8.23,114,27.29,160,-7.86,2.30,113,1.71
Panhandle St,Lone Star,2-9,0.182,139,0.94,146,-8.89,117,27.11,162,-8.34,2.43,37,11.26
Urbana,Mountain East,3-8,0.273,140,0.86,141,-7.66,140,23.19,134,-3.19,2.43,154,-2.73
East Central OK,Great American,1-10,0.091,141,0.83,136,-5.96,128,24.81,132,-3.11,2.33,94,3.90
Malone,NCAA II Ind,1-8,0.111,142,0.83,138,-6.75,127,25.22,142,-4.31,2.33,83,5.27
Wm Jewell,Great Lakes Val,1-9,0.100,143,0.82,137,-6.02,126,25.56,139,-3.92,2.34,114,1.68
Merrimack,Northeast-10,3-8,0.273,144,0.82,145,-8.78,145,22.58,138,-3.71,2.21,133,-0.13
St Anselm,Northeast-10,2-9,0.182,145,0.81,139,-7.04,124,25.83,148,-5.21,2.41,120,1.23
Fort Valley St,Southern IAC,5-6,0.455,146,0.74,148,-9.83,147,22.42,146,-4.59,2.37,166,-5.85
Kentucky St,Southern IAC,4-7,0.364,147,0.73,147,-9.51,153,20.55,127,-2.39,2.38,143,-0.81
JC Smith,Central IAA,3-7,0.300,148,0.63,149,-10.25,154,19.85,128,-2.44,2.54,142,-0.76
Clark Atlanta,Southern IAC,5-5,0.500,149,0.62,153,-12.64,155,19.41,143,-4.39,2.42,167,-6.33
KY Wesleyan,NCAA II Ind,3-8,0.273,150,0.62,150,-11.23,133,24.43,161,-8.00,2.38,130,0.12
Shorter,Gulf South,0-11,0.000,151,0.59,142,-7.72,150,21.40,122,-1.46,2.21,29,13.51
OK Baptist,Great American,2-9,0.182,152,0.58,152,-12.41,136,23.60,163,-8.35,2.33,88,4.48
Permian Basin,Lone Star,2-9,0.182,153,0.47,151,-12.04,111,27.51,168,-11.89,2.29,85,5.20
Southern Nazarene,Great American,2-9,0.182,154,0.45,159,-14.99,159,18.30,152,-5.64,2.39,86,5.13
Mary ND,Northern Sun,1-10,0.091,155,0.41,155,-13.60,156,19.07,147,-5.01,2.15,45,10.33
Morehouse,Southern IAC,3-7,0.300,156,0.32,154,-12.78,161,18.00,133,-3.12,2.40,170,-8.78
Simon Fraser,Great Northwest,0-10,0.000,157,0.28,157,-13.78,152,20.58,158,-6.70,2.23,26,14.40
Lane,Southern IAC,5-5,0.500,158,0.26,162,-15.67,166,16.24,140,-4.25,2.44,171,-13.89
Benedict,Southern IAC,5-6,0.455,159,0.26,164,-16.31,170,14.78,136,-3.43,2.42,169,-8.62
Millersville,Penn St AC,2-9,0.182,160,0.18,160,-15.00,160,18.03,150,-5.37,2.35,127,0.16
Shaw NC,Central IAA,2-8,0.200,161,0.14,161,-15.02,164,16.95,141,-4.31,2.37,164,-4.81
Central St OH,Southern IAC,1-9,0.100,162,0.03,156,-13.61,162,17.66,137,-3.62,2.35,160,-4.21
Brevard,South Atlantic,1-10,0.091,163,-0.00,158,-14.94,168,16.06,135,-3.34,2.28,159,-3.89
MN Crookston,Northern Sun,0-11,0.000,164,-0.09,163,-15.68,149,21.90,166,-9.92,2.34,44,10.47
NM Highlands,Rocky Mtn AC,0-11,0.000,165,-0.13,166,-17.48,151,20.94,167,-10.76,2.21,39,10.97
Livingstone,Central IAA,2-8,0.200,166,-0.23,167,-18.17,158,18.32,164,-8.84,2.39,168,-8.13
Pace,Northeast-10,0-11,0.000,167,-0.29,165,-17.01,167,16.13,151,-5.48,2.36,146,-1.42
St Augustine's,Central IAA,2-8,0.200,168,-0.37,169,-21.63,157,18.87,170,-12.84,2.35,150,-1.94
Lincoln MO,Great Lakes Val,1-10,0.091,169,-0.38,168,-19.66,165,16.88,165,-8.88,2.31,153,-2.18
Lincoln PA,Central IAA,1-9,0.100,170,-0.87,170,-24.47,169,15.54,169,-12.35,2.47,165,-5.22
Cheyney St,Penn St AC,1-10,0.091,171,-1.13,171,-30.25,171,12.80,171,-15.39,2.24,98,3.21
