Team,,Record,,Rat,,Pwr,,Off,,Def,,HFA,SoS,
Colgate,Patriot League,5-5,0.500,46,4.39,36,28.88,41,41.35,33,15.19,2.46,67,23.63
Stony Brook,Coastal,5-6,0.455,47,4.38,47,26.26,94,33.82,12,20.10,2.40,34,29.85
McNeese St,Southland,6-5,0.545,48,4.38,38,28.61,34,41.89,40,14.37,2.45,72,22.39
Missouri St,Missouri Valley,4-7,0.364,49,4.33,60,23.59,49,40.54,69,10.70,2.40,12,33.03
Grambling,Southwestern AC,12-1,0.923,50,4.29,57,24.34,56,39.76,57,12.23,2.58,120,7.31
Tennessee Tech,OH Valley,5-6,0.455,51,4.25,52,25.32,50,40.47,56,12.51,2.47,33,29.88
Towson,Coastal,4-7,0.364,52,4.25,44,26.70,58,39.42,36,14.94,2.44,36,29.78
SE Louisiana,Southland,7-4,0.636,53,4.24,58,24.17,62,39.19,54,12.64,2.44,59,24.91
Delaware,Coastal,4-7,0.364,54,4.23,49,25.60,70,37.50,30,15.76,2.30,32,30.01
Kennesaw,Big South,8-3,0.727,55,4.21,59,23.72,45,40.94,71,10.44,2.50,105,13.56
Harvard,Ivy League,7-3,0.700,56,4.20,54,24.81,68,38.21,41,14.26,2.40,86,18.99
St Francis PA,Northeast,7-5,0.583,57,4.14,55,24.61,67,38.61,48,13.65,2.51,81,20.51
UC Davis,Big Sky,3-8,0.273,58,4.12,50,25.53,31,42.23,67,10.96,2.40,16,31.98
Duquesne,Northeast,8-3,0.727,59,4.10,64,23.39,57,39.73,66,11.31,2.43,90,18.70
NC A&T,Mid-Eastern AC,9-3,0.750,60,4.07,67,22.20,61,39.22,70,10.64,2.62,98,16.26
SE Missouri St,OH Valley,3-8,0.273,61,4.06,51,25.47,77,36.59,25,16.53,2.45,37,29.36
Gardner Webb,Big South,5-6,0.455,62,4.05,63,23.40,78,36.48,39,14.57,2.44,69,23.41
Nicholls St,Southland,5-6,0.455,63,4.03,62,23.52,52,40.29,68,10.88,2.44,52,26.59
Tennessee St,OH Valley,7-4,0.636,64,3.98,69,20.48,54,40.12,90,8.02,2.44,82,20.49
W Carolina,Southern,2-9,0.182,65,3.97,56,24.52,33,41.90,73,10.27,2.43,14,32.40
Murray St,OH Valley,4-7,0.364,66,3.89,68,20.98,43,41.00,93,7.63,2.44,44,28.29
Dartmouth,Ivy League,4-6,0.400,67,3.86,61,23.52,85,34.60,24,16.58,2.38,73,22.32
VMI,Southern,3-8,0.273,68,3.85,66,22.49,73,37.23,52,12.92,2.46,48,28.11
E Kentucky,OH Valley,3-8,0.273,69,3.82,65,23.04,60,39.25,63,11.45,2.38,60,24.69
SF Austin,Southland,5-6,0.455,70,3.72,70,19.97,42,41.01,95,6.62,2.41,62,24.37
NC Central,Mid-Eastern AC,9-3,0.750,71,3.72,74,18.51,86,34.49,61,11.67,2.52,101,14.91
Bryant,Northeast,5-6,0.455,72,3.59,72,19.36,69,38.04,83,8.98,2.40,88,18.75
Monmouth NJ,Big South,4-7,0.364,73,3.58,75,18.16,74,37.05,86,8.77,2.33,61,24.53
S Carolina St,Mid-Eastern AC,5-6,0.455,74,3.52,71,19.96,97,33.37,42,14.25,2.49,70,23.10
Idaho St,Big Sky,2-9,0.182,75,3.52,73,18.70,55,39.94,98,6.43,2.44,15,32.07
Wagner,Northeast,6-5,0.545,76,3.50,77,17.73,96,33.64,59,11.75,2.51,96,17.32
Yale,Ivy League,3-7,0.300,77,3.49,79,17.49,79,36.10,82,9.05,2.23,65,23.75
Southern Univ,Southwestern AC,8-3,0.727,78,3.49,83,16.60,48,40.61,110,3.65,2.60,111,10.41
Holy Cross,Patriot League,4-7,0.364,79,3.48,80,17.45,75,36.83,89,8.28,2.34,71,22.95
Dayton,Pioneer,9-2,0.818,80,3.45,85,16.11,88,34.33,78,9.44,2.43,121,7.24
Bucknell,Patriot League,4-7,0.364,81,3.44,76,18.08,99,32.06,47,13.68,2.34,76,21.33
CS Sacramento,Big Sky,2-9,0.182,82,3.38,82,16.99,65,38.71,100,5.94,2.40,51,27.15
Lamar,Southland,3-8,0.273,83,3.38,78,17.53,80,36.10,81,9.09,2.36,55,26.03
Cornell,Ivy League,4-6,0.400,84,3.35,92,14.28,90,34.16,91,7.78,2.31,75,21.75
Rhode Island,Coastal,2-9,0.182,85,3.35,87,16.06,82,34.81,84,8.91,2.43,30,30.23
Brown,Ivy League,4-6,0.400,86,3.31,88,16.05,92,33.96,75,9.75,2.31,87,18.93
Sacred Heart,Northeast,6-5,0.545,87,3.30,90,15.67,83,34.64,87,8.68,2.42,103,14.27
Elon,Coastal,2-9,0.182,88,3.29,84,16.39,101,31.33,53,12.71,2.21,49,27.93
Columbia,Ivy League,3-7,0.300,89,3.26,89,16.01,100,31.59,58,12.08,2.34,79,20.80
Presbyterian,Big South,2-9,0.182,90,3.09,93,13.63,114,27.86,51,13.43,2.36,40,28.70
Bethune-Cookman,Mid-Eastern AC,4-6,0.400,91,3.09,86,16.11,84,34.64,80,9.13,2.38,104,14.23
ETSU,Southern,5-6,0.455,92,3.05,104,9.62,110,28.92,88,8.36,2.46,63,24.02
Prairie View,Southwestern AC,7-4,0.636,93,3.04,97,12.72,71,37.28,113,3.10,2.37,107,12.88
Northwestern LA,Southland,1-10,0.091,94,3.03,81,17.31,72,37.28,92,7.69,2.33,66,23.65
Abilene Chr,Southland,2-9,0.182,95,3.03,91,14.86,76,36.63,101,5.89,2.39,58,24.96
Lafayette,Patriot League,2-9,0.182,96,2.98,98,12.55,95,33.72,96,6.49,2.39,56,25.93
Drake,Pioneer,7-4,0.636,97,2.91,101,11.48,98,32.68,97,6.45,2.40,110,10.87
Incarnate Word,Southland,3-8,0.273,98,2.90,102,10.75,93,33.94,106,4.46,2.33,80,20.68
Hampton,Mid-Eastern AC,5-6,0.455,99,2.89,100,11.99,106,30.11,76,9.54,2.39,97,16.60
Georgetown,Patriot League,3-8,0.273,100,2.89,99,12.48,111,28.52,62,11.62,2.36,91,18.52
Alcorn St,Southwestern AC,5-6,0.455,101,2.87,94,13.59,81,35.06,99,6.19,2.33,109,10.96
Central Conn,Northeast,2-9,0.182,102,2.82,95,13.38,89,34.23,94,6.81,2.32,74,22.29
Houston Chr,Southland,4-7,0.364,103,2.80,107,7.57,104,30.41,103,4.82,2.51,57,25.13
Austin Peay,OH Valley,0-11,0.000,104,2.73,96,13.30,64,38.73,117,2.23,2.26,22,30.98
Norfolk St,Mid-Eastern AC,4-7,0.364,105,2.65,103,9.84,117,27.35,74,10.15,2.41,100,15.03
Marist,Pioneer,5-6,0.455,106,2.51,106,7.87,103,30.62,102,4.90,2.39,114,9.59
Florida A&M,Mid-Eastern AC,4-7,0.364,107,2.44,111,6.54,109,29.50,105,4.70,2.43,89,18.73
Robert Morris,Northeast,2-9,0.182,108,2.43,105,8.70,122,24.91,64,11.45,2.29,94,18.24
Jacksonville,Pioneer,5-5,0.500,109,2.40,109,6.87,91,34.00,119,0.52,2.37,123,6.35
Campbell,Pioneer,5-5,0.500,110,2.30,112,6.24,108,29.64,108,4.26,2.37,125,3.67
Morehead St,Pioneer,4-7,0.364,111,2.25,108,7.43,87,34.44,118,0.65,2.41,116,8.46
Savannah St,Mid-Eastern AC,3-7,0.300,112,2.20,116,3.40,113,27.88,112,3.18,2.49,92,18.46
Morgan St,Mid-Eastern AC,3-8,0.273,113,2.20,113,4.98,115,27.84,104,4.80,2.35,99,15.51
Alabama St,Southwestern AC,4-7,0.364,114,2.18,110,6.64,107,30.01,107,4.28,2.46,117,8.02
Howard,Mid-Eastern AC,2-9,0.182,115,2.11,114,4.82,105,30.19,115,2.29,2.31,95,18.04
Alabama A&M,Southwestern AC,4-7,0.364,116,2.04,117,2.87,102,30.88,122,-0.34,2.24,102,14.79
Butler,Pioneer,4-7,0.364,117,2.03,115,4.37,112,28.41,111,3.62,2.31,122,6.92
TX Southern,Southwestern AC,4-7,0.364,118,1.94,118,2.08,118,26.82,114,2.91,2.42,115,9.09
Stetson,Pioneer,4-7,0.364,119,1.82,120,0.51,120,25.90,116,2.27,2.34,118,7.72
Jackson St,Southwestern AC,3-8,0.273,120,1.78,119,1.24,121,25.23,109,3.67,2.39,112,10.19
Valparaiso,Pioneer,4-7,0.364,121,1.71,122,-1.24,116,27.79,123,-1.37,2.41,113,9.76
Delaware St,Mid-Eastern AC,0-11,0.000,122,1.36,121,-0.73,119,26.51,120,0.42,2.37,93,18.36
Davidson,Pioneer,2-9,0.182,123,0.98,123,-6.17,124,21.27,121,0.23,2.42,124,3.99
MS Valley St,Southwestern AC,1-10,0.091,124,0.65,124,-10.94,123,23.19,124,-6.47,2.23,106,13.54
Ark Pine Bluff,Southwestern AC,1-10,0.091,125,0.33,125,-13.39,125,20.81,125,-6.54,2.19,119,7.69
