Team,,Record,,Rat,,Pwr,,Off,,Def,,HFA,SoS,
Idaho,Western Athletic,6-7,0.462,93,6.82,92,37.02,80,47.24,102,16.79,2.66,91,39.69
Marshall,Conference USA,5-7,0.417,94,6.73,97,35.09,106,42.14,79,19.96,2.78,90,39.81
Wyoming,Mountain West,3-9,0.250,95,6.71,90,37.08,99,43.50,75,20.60,2.72,71,45.18
C Michigan,Mid-American,3-9,0.250,96,6.61,87,39.67,87,46.26,77,20.42,2.61,96,38.67
Utah St,Western Athletic,4-8,0.333,97,6.58,99,34.22,91,45.28,105,15.95,2.64,89,40.69
Kent,Mid-American,5-7,0.417,98,6.56,103,32.86,114,40.55,84,19.32,2.61,111,36.66
Colorado St,Mountain West,3-9,0.250,99,6.56,101,33.41,104,42.36,90,18.07,2.77,74,44.08
Arkansas St,Sun Belt,4-8,0.333,100,6.55,95,36.30,85,46.37,100,16.95,2.74,105,37.54
UAB,Conference USA,4-8,0.333,101,6.55,98,34.70,90,45.53,104,16.18,2.64,93,38.94
UTEP,Conference USA,6-7,0.462,102,6.55,102,33.14,98,43.79,103,16.36,2.76,117,34.63
MTSU,Sun Belt,6-7,0.462,103,6.49,100,33.76,97,43.79,99,16.98,2.68,120,32.77
ULM,Sun Belt,5-7,0.417,104,6.44,108,30.49,110,41.75,107,15.75,2.63,114,36.01
Rice,Conference USA,4-8,0.333,105,6.43,106,31.47,82,46.92,118,11.56,2.75,97,38.59
FL Atlantic,Sun Belt,4-8,0.333,106,6.40,110,29.72,116,38.90,93,17.83,2.67,104,37.74
UNLV,Mountain West,2-11,0.154,107,6.38,104,32.50,94,45.02,109,14.48,2.82,69,45.42
Ball St,Mid-American,4-8,0.333,108,6.28,107,30.52,111,41.72,106,15.81,2.58,119,34.19
Tulane,Conference USA,4-8,0.333,109,6.27,113,27.65,101,43.29,119,11.37,2.63,110,36.73
Bowling Green,Mid-American,2-10,0.167,110,6.20,105,32.02,100,43.48,108,15.56,2.55,103,37.76
Louisiana,Sun Belt,3-9,0.250,111,6.17,112,28.18,108,42.12,114,13.07,2.58,108,36.77
North Texas,Sun Belt,3-9,0.250,112,6.12,111,28.63,107,42.14,113,13.50,2.66,116,34.98
San Jose St,Western Athletic,1-12,0.077,113,6.04,109,30.45,115,40.38,98,17.08,2.78,86,41.32
Buffalo,Mid-American,2-10,0.167,114,6.00,114,27.43,120,37.14,96,17.31,2.61,113,36.03
WKU,Sun Belt,2-10,0.167,115,5.99,115,27.22,113,40.71,112,13.52,2.57,109,36.73
New Mexico,Mountain West,1-11,0.083,116,5.93,116,27.06,109,42.03,117,12.04,2.78,85,41.71
New Mexico St,Western Athletic,2-10,0.167,117,5.92,119,22.81,119,37.33,116,12.49,2.69,95,38.67
Memphis,Conference USA,1-11,0.083,118,5.91,117,25.15,117,38.56,111,13.60,2.71,84,41.81
E Michigan,Mid-American,2-10,0.167,119,5.81,120,21.75,112,41.33,120,7.43,2.64,107,36.84
Akron,Mid-American,1-11,0.083,120,5.67,118,23.30,118,37.71,115,12.59,2.68,115,35.25
