Team,,Record,,Rat,,Pwr,,Off,,Def,,HFA,SoS,
Wofford,Southern,5-6,0.455,42,4.82,36,28.66,42,40.80,33,15.59,2.64,23,29.73
New Hampshire,Coastal,7-5,0.583,43,4.80,38,27.78,54,39.59,28,15.92,2.67,53,24.72
Colgate,Patriot League,9-5,0.643,44,4.64,52,23.27,61,38.26,50,12.75,2.61,47,26.18
NC A&T,Mid-Eastern AC,10-2,0.833,45,4.63,51,23.59,66,37.29,42,14.03,2.72,93,16.39
Yale,Ivy League,6-4,0.600,46,4.61,47,24.01,53,39.59,56,12.15,2.61,60,24.00
SE Missouri St,OH Valley,4-7,0.364,47,4.52,45,25.70,45,40.26,47,13.18,2.64,36,28.20
Furman,Southern,4-7,0.364,48,4.50,53,23.13,73,35.84,38,15.02,2.57,14,32.04
Holy Cross,Patriot League,6-5,0.545,49,4.41,44,25.82,43,40.57,49,12.98,2.77,87,19.41
Princeton,Ivy League,5-5,0.500,50,4.36,48,23.86,55,39.54,58,12.05,2.74,69,21.95
Bethune-Cookman,Mid-Eastern AC,9-2,0.818,51,4.35,62,20.60,62,37.87,69,10.47,2.68,95,13.61
Stony Brook,Coastal,5-5,0.500,52,4.31,54,22.99,91,31.62,11,19.11,2.67,74,21.25
UC Davis,Big Sky,2-9,0.182,53,4.31,50,23.67,49,39.93,60,11.47,2.62,19,30.99
Elon,Coastal,4-7,0.364,54,4.29,59,21.06,82,33.82,39,14.97,2.50,29,28.68
Maine,Coastal,3-8,0.273,55,4.29,46,24.19,81,34.07,19,17.86,2.62,33,28.30
N Colorado,Big Sky,6-5,0.545,56,4.23,70,19.17,58,38.90,90,8.01,2.75,65,22.81
Delaware,Coastal,4-7,0.364,57,4.22,55,22.47,87,33.04,22,17.16,2.66,46,26.27
Brown,Ivy League,5-5,0.500,58,4.21,66,20.07,56,39.53,87,8.28,2.60,62,23.43
S Carolina St,Mid-Eastern AC,7-4,0.636,59,4.17,56,22.34,79,34.41,32,15.66,2.73,101,12.27
SF Austin,Southland,4-7,0.364,60,4.17,57,22.13,39,41.06,82,8.80,2.68,51,24.80
Lamar,Southland,5-6,0.455,61,4.16,58,21.87,32,42.35,95,7.25,2.59,88,19.04
Lehigh,Patriot League,6-5,0.545,62,4.14,74,18.57,38,41.17,107,5.14,2.74,70,21.92
Duquesne,Northeast,8-4,0.667,63,4.14,63,20.58,63,37.68,67,10.64,2.71,103,11.95
St Francis PA,Northeast,7-4,0.636,64,4.13,61,20.74,67,37.26,62,11.21,2.85,99,13.31
Northwestern LA,Southland,4-7,0.364,65,4.12,60,21.02,33,42.29,101,6.46,2.66,38,27.96
SE Louisiana,Southland,4-7,0.364,66,4.12,49,23.80,75,35.24,25,16.30,2.49,82,19.92
Monmouth NJ,Big South,5-6,0.455,67,4.12,69,19.69,76,35.24,55,12.18,2.71,58,24.22
NC Central,Mid-Eastern AC,8-3,0.727,68,4.10,71,19.06,74,35.76,65,11.03,2.74,94,14.34
Mercer,Southern,5-6,0.455,69,4.09,68,20.03,69,36.72,64,11.04,2.70,83,19.72
Tennessee Tech,OH Valley,4-7,0.364,70,4.02,76,17.94,68,37.19,86,8.48,2.68,32,28.34
Murray St,OH Valley,3-8,0.273,71,4.00,65,20.44,29,42.82,104,5.35,2.63,48,26.05
SUNY Albany,Coastal,3-8,0.273,72,3.97,75,18.33,84,33.78,54,12.29,2.56,41,27.66
Idaho St,Big Sky,2-9,0.182,73,3.96,72,19.00,57,39.47,94,7.27,2.65,22,30.08
Bryant,Northeast,5-6,0.455,74,3.95,64,20.51,72,35.96,53,12.29,2.66,90,17.69
CS Sacramento,Big Sky,2-9,0.182,75,3.90,67,20.07,64,37.49,71,10.31,2.66,27,29.32
Alcorn St,Southwestern AC,9-4,0.692,76,3.84,73,18.91,47,40.09,99,6.55,2.60,112,6.98
Missouri St,Missouri Valley,1-10,0.091,77,3.79,80,17.28,70,36.38,84,8.63,2.49,1,40.03
Bucknell,Patriot League,4-7,0.364,78,3.74,77,17.82,102,29.67,29,15.88,2.51,85,19.67
Tennessee St,OH Valley,4-6,0.400,79,3.73,79,17.39,78,34.80,70,10.32,2.69,84,19.71
Dayton,Pioneer,10-2,0.833,80,3.72,95,13.02,97,30.54,72,10.21,2.76,108,9.84
VMI,Southern,2-9,0.182,81,3.72,82,17.02,65,37.35,92,7.40,2.56,43,27.44
Sacred Heart,Northeast,6-5,0.545,82,3.69,81,17.21,77,34.92,75,10.03,2.61,102,12.02
Prairie View,Southwestern AC,9-2,0.818,83,3.69,88,14.21,41,40.86,115,1.08,2.76,122,3.91
Hampton,Mid-Eastern AC,6-5,0.545,84,3.69,83,16.17,80,34.30,78,9.61,2.71,97,13.48
Georgetown,Patriot League,4-7,0.364,85,3.68,87,14.99,89,32.63,74,10.09,2.76,71,21.77
Presbyterian,Big South,2-9,0.182,86,3.66,78,17.76,106,29.24,26,16.26,2.61,50,24.94
Abilene Chr,Southland,3-8,0.273,87,3.66,84,15.65,71,36.30,97,7.08,2.71,66,22.76
Grambling,Southwestern AC,9-3,0.750,88,3.66,93,13.55,51,39.61,112,1.67,2.73,105,10.98
Incarnate Word,Southland,6-5,0.545,89,3.65,98,12.49,98,30.50,77,9.73,2.73,80,20.21
Jacksonville,Pioneer,9-2,0.818,90,3.59,97,12.64,88,32.99,93,7.38,2.69,123,2.57
San Diego,Pioneer,9-2,0.818,91,3.58,90,14.13,83,33.82,89,8.05,2.65,120,4.91
Gardner Webb,Big South,4-7,0.364,92,3.56,92,13.93,113,27.80,43,13.86,2.59,77,20.41
Kennesaw,Big South,6-5,0.545,93,3.54,91,14.05,85,33.24,85,8.55,2.75,107,10.47
Rhode Island,Coastal,1-10,0.091,94,3.53,86,15.39,90,32.56,68,10.57,2.61,28,29.12
Norfolk St,Mid-Eastern AC,4-7,0.364,95,3.50,94,13.14,109,28.73,57,12.15,2.59,64,22.92
Nicholls St,Southland,3-8,0.273,96,3.50,96,12.67,86,33.21,96,7.19,2.60,49,25.55
Columbia,Ivy League,2-8,0.200,97,3.48,85,15.50,104,29.53,45,13.71,2.61,67,22.51
Morgan St,Mid-Eastern AC,5-6,0.455,98,3.39,89,14.16,93,31.18,66,10.71,2.72,96,13.54
Central Conn,Northeast,4-7,0.364,99,3.35,101,11.88,100,30.26,79,9.36,2.70,89,18.13
Southern Univ,Southwestern AC,6-5,0.545,100,3.24,99,12.26,60,38.30,111,1.69,2.64,98,13.36
Cornell,Ivy League,1-9,0.100,101,3.17,100,12.19,94,31.17,83,8.75,2.57,61,23.89
Robert Morris,Northeast,4-7,0.364,102,3.06,104,9.41,117,25.89,61,11.26,2.64,92,16.62
Marist,Pioneer,5-6,0.455,103,3.00,105,9.39,111,28.13,81,8.99,2.76,111,8.74
Drake,Pioneer,5-6,0.455,104,2.98,103,9.52,108,29.19,88,8.07,2.79,110,9.38
Lafayette,Patriot League,1-10,0.091,105,2.96,102,9.70,96,30.89,100,6.55,2.50,68,22.46
Morehead St,Pioneer,7-4,0.636,106,2.91,112,5.41,92,31.55,113,1.60,2.74,115,6.44
Butler,Pioneer,6-5,0.545,107,2.90,107,8.29,95,31.10,108,4.93,2.72,119,5.18
Alabama St,Southwestern AC,6-5,0.545,108,2.81,109,7.23,103,29.64,105,5.32,2.56,118,5.21
Austin Peay,OH Valley,0-11,0.000,109,2.76,106,8.40,99,30.29,103,5.85,2.54,20,30.41
Campbell,Pioneer,5-6,0.455,110,2.67,108,7.24,110,28.30,98,6.68,2.70,121,4.00
Wagner,Northeast,1-10,0.091,111,2.60,110,6.64,107,29.20,106,5.18,2.61,72,21.75
Florida A&M,Mid-Eastern AC,1-10,0.091,112,2.51,111,6.13,112,27.95,102,5.91,2.71,81,20.15
Howard,Mid-Eastern AC,1-10,0.091,113,2.39,113,4.91,101,30.20,110,2.44,2.65,75,21.15
Delaware St,Mid-Eastern AC,1-10,0.091,114,2.16,114,1.84,116,26.43,109,3.15,2.55,91,17.07
Jackson St,Southwestern AC,3-8,0.273,115,2.09,115,0.45,114,27.45,116,0.73,2.68,109,9.57
Alabama A&M,Southwestern AC,3-8,0.273,116,2.08,116,0.43,115,27.05,114,1.11,2.71,104,11.82
Savannah St,Mid-Eastern AC,1-9,0.100,117,2.07,117,-1.32,105,29.51,121,-3.09,2.63,76,20.62
TX Southern,Southwestern AC,3-7,0.300,118,1.67,118,-4.78,120,25.02,117,-2.07,2.57,125,1.15
Houston Chr,Southland,2-9,0.182,119,1.59,119,-5.20,118,25.61,120,-3.07,2.68,106,10.82
Stetson,Pioneer,3-8,0.273,120,1.51,120,-5.60,122,24.47,118,-2.34,2.67,124,2.27
Ark Pine Bluff,Southwestern AC,2-9,0.182,121,1.30,122,-8.10,121,24.73,124,-5.09,2.62,117,5.38
Valparaiso,Pioneer,2-9,0.182,122,1.24,123,-8.65,119,25.12,125,-6.03,2.59,116,5.92
ETSU,FCS Indep,2-9,0.182,123,1.21,121,-7.04,123,23.61,119,-2.92,2.54,113,6.60
Davidson,Pioneer,2-9,0.182,124,1.11,125,-11.20,125,20.46,122,-3.92,2.57,114,6.59
MS Valley St,Southwestern AC,1-10,0.091,125,1.02,124,-10.92,124,21.31,123,-4.49,2.48,100,12.80
