Team,,Record,,Rat,,Pwr,,Off,,Def,,HFA,SoS,
Mt Union,Ohio AC,14-1,0.933,1,5.05,1,29.92,1,44.14,2,10.88,3.27,36,-7.11
WI Whitewater,Wisconsin IAC,14-1,0.933,2,4.74,2,23.85,4,35.88,1,13.06,3.07,2,5.17
M Hardin-Baylor,American SW,12-2,0.857,3,4.09,3,19.19,2,37.99,10,6.30,3.29,35,-6.70
Middlebury,NESCAC,7-1,0.875,4,3.14,9,7.78,30,24.48,3,8.41,3.09,16,-0.37
Trinity CT,NESCAC,6-2,0.750,5,3.10,6,9.78,13,27.92,7,6.96,3.07,12,-0.15
WI LaCrosse,Wisconsin IAC,5-4,0.556,6,3.08,4,11.91,5,33.09,15,3.93,2.91,4,4.54
St John's MN,Minnesota IAC,10-2,0.833,7,3.07,5,9.85,11,28.92,11,6.04,3.17,27,-5.54
Williams,NESCAC,6-2,0.750,8,3.05,7,9.14,9,29.79,13,4.45,3.03,13,-0.20
WI Oshkosh,Wisconsin IAC,7-3,0.700,9,2.97,8,8.53,19,26.44,6,7.19,2.99,18,-1.76
Bethel MN,Minnesota IAC,12-2,0.857,10,2.87,14,4.65,22,26.38,17,3.37,3.01,22,-3.85
WI Eau Claire,Wisconsin IAC,9-3,0.750,11,2.84,15,4.33,36,22.97,9,6.46,2.94,6,2.13
Central IA,American Rivers,12-1,0.923,12,2.75,17,3.61,20,26.43,21,2.28,3.04,39,-7.62
St Olaf,Minnesota IAC,8-2,0.800,13,2.73,11,6.99,3,35.92,59,-3.82,2.96,44,-8.18
Linfield,Northwest,6-3,0.667,14,2.71,10,7.31,12,28.23,14,4.19,3.06,40,-7.67
Capital,Ohio AC,8-3,0.727,15,2.71,12,6.12,29,24.53,8,6.70,2.97,20,-2.78
Amherst,NESCAC,4-4,0.500,16,2.45,13,4.95,47,22.36,4,7.69,3.03,9,0.31
St John Fisher,Empire 8,11-2,0.846,17,2.45,19,3.49,24,25.38,18,3.21,3.13,74,-13.59
WI Stevens Pt,Wisconsin IAC,6-4,0.600,18,2.44,21,2.26,17,26.50,26,0.86,2.96,19,-2.34
Tufts,NESCAC,5-3,0.625,19,2.41,22,2.10,46,22.43,12,4.77,3.05,10,0.26
Wartburg,American Rivers,8-2,0.800,20,2.37,16,4.14,51,21.97,5,7.27,3.08,48,-9.64
Wesley DE,Atlantic Central,11-2,0.846,21,2.35,20,2.79,14,27.89,30,0.00,3.01,73,-13.16
WI Stout,Wisconsin IAC,4-6,0.400,22,2.29,23,1.97,33,23.61,16,3.46,2.98,5,3.57
WI River Falls,Wisconsin IAC,3-7,0.300,23,2.26,18,3.55,7,30.28,44,-1.63,2.94,3,4.62
Whitworth,Northwest,8-2,0.800,24,2.22,27,-0.27,41,22.77,22,2.07,3.02,53,-10.72
Concordia Mhd,Minnesota IAC,7-3,0.700,25,2.21,25,0.56,8,29.84,63,-4.19,3.02,31,-6.14
Pac Lutheran,Northwest,7-2,0.778,26,2.10,33,-2.13,34,23.39,33,-0.42,3.05,54,-10.80
Ohio Northern,Ohio AC,7-3,0.700,27,2.04,31,-0.96,58,21.21,19,2.94,3.00,32,-6.16
Wheaton IL,Ill & Wisc,8-2,0.800,28,1.99,26,0.17,26,25.32,31,-0.04,2.94,80,-14.98
Baldwin-Wallace,Ohio AC,6-4,0.600,29,1.97,29,-0.79,55,21.47,20,2.84,3.06,25,-4.70
N Central IL,Ill & Wisc,9-3,0.750,30,1.97,30,-0.94,10,29.29,70,-5.13,2.96,68,-12.47
WI Platteville,Wisconsin IAC,2-8,0.200,31,1.96,24,0.77,21,26.40,35,-0.53,2.93,1,5.39
Ithaca,Empire 8,8-3,0.727,32,1.93,28,-0.65,25,25.35,37,-0.90,2.98,67,-12.38
Salisbury,Atlantic Central,9-2,0.818,33,1.93,34,-2.41,23,25.45,51,-2.76,3.14,89,-16.11
Muhlenberg,Centennial,11-1,0.917,34,1.88,35,-4.37,66,20.26,28,0.47,3.14,99,-16.89
Wesleyan CT,NESCAC,4-4,0.500,35,1.83,37,-4.54,64,20.28,29,0.28,2.95,8,0.33
Millsaps,Southern CAC,8-2,0.800,36,1.74,32,-1.81,32,24.20,38,-0.92,3.05,116,-19.03
Coe,American Rivers,7-3,0.700,37,1.73,36,-4.45,72,19.52,24,1.13,2.95,50,-10.10
Dubuque,American Rivers,7-3,0.700,38,1.67,43,-5.26,28,24.90,69,-5.06,3.01,71,-12.74
Trinity TX,Southern CAC,9-2,0.818,39,1.67,39,-4.96,45,22.48,49,-2.34,3.07,94,-16.54
Mississippi Col,American SW,8-2,0.800,40,1.66,45,-5.38,15,26.82,94,-7.10,2.97,72,-12.89
John Carroll,Ohio AC,6-4,0.600,41,1.64,40,-5.05,65,20.26,32,-0.21,2.98,29,-5.98
Montclair St,New Jersey A.C.,9-2,0.818,42,1.62,52,-7.19,69,19.69,46,-1.78,3.01,63,-11.98
Hardin-Simmons,American SW,6-4,0.600,43,1.60,42,-5.11,6,31.35,144,-11.36,2.86,37,-7.16
Bowdoin,NESCAC,3-5,0.375,44,1.58,44,-5.29,74,19.29,27,0.52,2.95,15,-0.28
Redlands,Southern Cal IAC,8-2,0.800,45,1.57,51,-6.98,50,22.06,61,-3.94,3.09,90,-16.26
Wash & Jeff,Presidents' AC,10-1,0.909,46,1.50,41,-5.06,18,26.48,83,-6.43,2.92,177,-25.14
Cortland St,New Jersey A.C.,8-3,0.727,47,1.47,48,-6.46,63,20.28,45,-1.64,3.06,78,-14.16
Wabash,North Coast AC,11-2,0.846,48,1.46,57,-7.62,52,21.87,65,-4.39,3.09,95,-16.58
Luther IA,American Rivers,5-5,0.500,49,1.44,47,-6.39,35,23.17,66,-4.46,3.00,41,-7.81
Augustana IL,Ill & Wisc,5-5,0.500,50,1.43,38,-4.71,54,21.54,40,-1.15,3.06,81,-15.01
Buena Vista,American Rivers,5-5,0.500,51,1.36,54,-7.47,78,18.70,39,-1.07,3.10,43,-7.97
Willamette,Northwest,4-6,0.400,52,1.35,46,-5.72,57,21.22,47,-1.84,2.97,38,-7.23
College of NJ,New Jersey A.C.,9-3,0.750,53,1.35,65,-9.51,94,16.77,41,-1.19,3.13,51,-10.46
Alfred,Empire 8,8-3,0.727,54,1.35,53,-7.35,31,24.37,89,-6.62,3.15,101,-17.04
Hobart & Smith,Liberty League,8-3,0.727,55,1.33,50,-6.73,37,22.95,67,-4.58,3.05,97,-16.68
Colby,NESCAC,2-6,0.250,56,1.33,56,-7.60,98,16.48,25,1.02,3.01,14,-0.20
Otterbein,Ohio AC,5-5,0.500,57,1.31,55,-7.52,38,22.91,72,-5.33,2.89,28,-5.79
Gust Adolphus,Minnesota IAC,5-5,0.500,58,1.31,59,-8.17,43,22.62,76,-5.68,2.96,46,-8.90
Wittenberg,North Coast AC,8-2,0.800,59,1.30,60,-8.25,77,18.76,48,-1.91,3.04,151,-21.81
Hamilton,NESCAC,2-6,0.250,60,1.26,58,-7.64,111,15.50,23,1.97,2.96,7,0.37
Franklin,Heartland CAC,9-2,0.818,61,1.21,64,-8.99,16,26.56,135,-10.45,3.05,164,-23.05
IL Wesleyan,Ill & Wisc,7-3,0.700,62,1.19,74,-11.30,112,15.38,42,-1.58,3.06,61,-11.84
NC Wesleyan,USA South,9-3,0.750,63,1.11,71,-11.00,48,22.29,110,-8.19,2.97,83,-15.42
Simpson IA,American Rivers,4-6,0.400,64,1.09,66,-10.07,92,17.46,50,-2.43,3.02,34,-6.70
Augsburg,Minnesota IAC,5-5,0.500,65,1.08,76,-11.96,27,25.15,150,-12.01,2.85,26,-5.31
Bates,NESCAC,1-7,0.125,66,1.07,61,-8.68,84,18.04,43,-1.61,2.84,11,-0.07
Chris Newport,USA South,7-3,0.700,67,1.03,70,-10.47,59,21.17,87,-6.53,2.99,92,-16.38
Delaware Val,Mid Atlantic,5-5,0.500,68,1.03,63,-8.96,96,16.68,36,-0.55,3.04,75,-13.65
Brockport St,Atlantic Central,5-5,0.500,69,1.02,69,-10.43,87,17.73,53,-3.06,2.97,55,-11.13
Rowan,New Jersey A.C.,4-6,0.400,70,1.01,49,-6.55,76,19.05,34,-0.50,3.00,66,-12.37
Carthage,Ill & Wisc,7-3,0.700,71,0.98,77,-12.21,61,20.90,107,-8.01,2.94,87,-15.87
Occidental,Southern Cal IAC,7-2,0.778,72,0.98,67,-10.17,44,22.56,101,-7.63,3.00,143,-21.40
St Thomas MN,Minnesota IAC,2-8,0.200,73,0.97,62,-8.72,42,22.67,81,-6.30,2.83,21,-3.63
Cal Lutheran,Southern Cal IAC,5-4,0.556,74,0.95,68,-10.42,60,21.14,85,-6.46,2.96,84,-15.46
Marietta,Ohio AC,3-7,0.300,75,0.93,73,-11.18,85,17.97,62,-4.05,2.95,17,-1.53
Mt St Joseph,Heartland CAC,9-2,0.818,76,0.91,79,-12.51,82,18.16,74,-5.57,3.00,168,-23.43
DePauw,Southern CAC,8-2,0.800,77,0.89,81,-12.78,90,17.54,71,-5.21,3.04,135,-20.81
Dickinson,Centennial,9-2,0.818,78,0.88,85,-14.17,81,18.29,98,-7.36,3.01,123,-19.57
St Norbert,Midwest,10-1,0.909,79,0.87,83,-13.46,56,21.44,127,-9.80,3.14,189,-29.76
Rensselaer,Liberty League,8-2,0.800,80,0.87,80,-12.76,109,15.74,55,-3.41,2.97,165,-23.08
Widener,Mid Atlantic,8-3,0.727,81,0.86,89,-14.99,134,13.47,54,-3.36,2.95,79,-14.87
Geneva,Presidents' AC,8-3,0.727,82,0.82,82,-12.83,113,15.21,52,-2.94,2.87,144,-21.45
