Team,,Record,,Rat,,Pwr,,Off,,Def,,HFA,SoS,
NW Missouri,Mid America IAA,13-2,0.867,1,5.70,1,40.35,3,47.04,3,18.59,3.00,1,22.38
MN Duluth,Northern Sun,15-0,1.000,2,5.56,4,34.72,8,41.40,2,18.60,2.81,45,9.95
Abilene Chr,Lone Star,11-1,0.917,3,5.52,3,36.30,1,53.26,22,8.31,3.00,11,16.71
Grand Valley St,Great Lakes IAC,11-1,0.917,4,5.28,2,36.90,7,42.90,1,19.27,2.98,16,15.27
Pittsburg St,Mid America IAA,11-2,0.846,5,4.95,5,31.21,5,44.61,9,11.88,3.01,2,21.26
North Alabama,Gulf South,12-2,0.857,6,4.67,6,30.33,6,43.45,8,12.15,3.15,37,11.92
W Texas A&M,Lone Star,11-2,0.846,7,4.64,7,29.26,2,49.49,44,5.04,3.09,31,12.66
C Washington,Great Northwest,10-2,0.833,8,4.61,8,29.24,4,44.88,15,9.64,3.00,32,12.57
NE Omaha,Mid America IAA,7-4,0.636,9,4.48,9,28.95,9,41.25,4,12.98,2.84,3,20.68
C Missouri,Mid America IAA,7-4,0.636,10,3.98,10,23.83,10,40.25,20,8.85,3.01,6,18.53
Delta St,Gulf South,10-2,0.833,11,3.96,11,21.52,12,37.73,17,9.06,2.86,36,11.92
Washburn,Mid America IAA,6-5,0.545,12,3.76,12,21.49,30,33.99,5,12.78,2.88,5,19.67
Ashland,Great Lakes IAC,9-4,0.692,13,3.73,14,20.37,11,40.15,42,5.49,2.94,10,17.00
MN Mankato,Northern Sun,9-3,0.750,14,3.64,13,20.97,35,33.47,6,12.77,2.91,51,7.71
Saginaw Val,Great Lakes IAC,7-3,0.700,15,3.60,15,19.75,27,34.10,12,10.93,2.84,21,14.30
Valdosta St,Gulf South,9-3,0.750,16,3.60,16,19.22,38,32.75,10,11.75,2.90,39,10.79
Chadron St,Rocky Mtn AC,11-2,0.846,17,3.55,17,18.87,29,34.07,13,10.08,2.86,72,3.69
California PA,Penn St AC,12-2,0.857,18,3.50,23,17.26,16,35.16,28,7.38,2.97,62,4.82
Wayne St MI,Great Lakes IAC,8-3,0.727,19,3.47,24,16.90,55,29.84,7,12.34,2.90,23,14.22
Tarleton St,Lone Star,8-3,0.727,20,3.42,20,18.02,18,34.96,21,8.34,2.95,42,10.31
Hillsdale,Great Lakes IAC,7-4,0.636,21,3.40,18,18.85,19,34.81,16,9.32,2.99,35,12.15
MO Western,Mid America IAA,6-6,0.500,22,3.37,26,16.64,14,36.31,41,5.61,2.82,4,20.19
W Oregon,Great Northwest,7-4,0.636,23,3.37,21,17.80,25,34.14,19,8.94,2.87,34,12.33
St Cloud,Northern Sun,7-4,0.636,24,3.34,19,18.08,42,31.77,11,11.58,2.97,53,7.18
TX A&M K'ville,Lone Star,7-4,0.636,25,3.29,29,16.17,23,34.45,31,7.00,2.85,19,14.39
W Washington,Great Northwest,6-5,0.545,26,3.29,28,16.54,17,35.10,35,6.72,2.85,12,16.68
Midwest TX St,Lone Star,6-4,0.600,27,3.28,22,17.47,32,33.71,18,9.03,2.88,27,13.11
Michigan Tech,Great Lakes IAC,8-3,0.727,28,3.25,33,14.04,20,34.57,48,4.75,2.87,20,14.34
Augustana SD,Northern Sun,8-4,0.667,29,3.20,27,16.62,31,33.94,25,7.95,2.78,50,7.89
Indiana PA,Penn St AC,8-2,0.800,30,3.14,25,16.67,28,34.08,26,7.87,3.00,95,-1.08
Bloomsburg,Penn St AC,11-2,0.846,31,3.08,34,13.25,47,31.14,27,7.39,2.91,75,3.56
Ferris St,Great Lakes IAC,6-5,0.545,32,2.99,37,12.80,63,28.14,14,9.94,2.82,14,15.64
Truman St,Mid America IAA,4-7,0.364,33,2.96,31,14.71,15,35.21,47,4.78,2.88,9,17.58
Carson-Newman,South Atlantic,7-4,0.636,34,2.95,30,14.77,13,36.82,52,3.22,2.91,73,3.65
Wayne St NE,Northern Sun,9-3,0.750,35,2.95,41,11.73,50,30.92,38,6.09,2.98,52,7.39
Indianapolis,Great Lakes IAC,5-6,0.455,36,2.93,32,14.47,40,32.59,30,7.15,2.81,30,12.82
West Chester,Penn St AC,9-4,0.692,37,2.92,36,13.03,24,34.18,49,4.13,2.97,76,3.41
