Team,,Record,,Rat,,Pwr,,Off,,Def,,HFA,SoS,
Richmond,Coastal,13-3,0.813,1,6.41,1,46.40,5,47.20,1,24.47,2.90,8,32.09
James Madison,Coastal,12-2,0.857,2,6.19,2,42.02,2,50.51,12,16.79,2.96,5,32.55
Montana,Big Sky,14-2,0.875,3,6.13,3,41.97,15,43.14,2,24.10,3.05,14,30.47
Villanova,Coastal,10-3,0.769,4,5.85,6,39.46,11,44.96,4,19.78,2.90,2,33.31
Northern Iowa,Missouri Valley,12-3,0.800,5,5.80,4,40.20,13,44.22,3,21.26,3.05,22,29.40
Appalachian St,Southern,11-3,0.786,6,5.76,5,39.97,4,48.36,11,16.89,2.91,32,27.52
New Hampshire,Coastal,10-3,0.769,7,5.67,8,39.06,3,49.00,20,15.34,2.93,23,29.35
Cal Poly,Great West,8-3,0.727,8,5.63,7,39.11,1,51.05,30,13.34,2.92,30,27.92
Weber St,Big Sky,10-4,0.714,9,5.63,9,37.72,9,45.81,9,17.19,2.88,16,30.28
Wofford,Southern,9-3,0.750,10,5.44,12,36.41,6,46.58,21,15.10,2.95,36,26.81
William & Mary,Coastal,7-4,0.636,11,5.43,11,36.47,8,45.82,15,15.93,2.94,11,31.06
E Washington,Big Sky,6-5,0.545,12,5.35,10,37.46,10,45.42,8,17.32,2.83,4,32.81
S Illinois,Missouri Valley,9-3,0.750,13,5.31,13,34.55,24,41.52,7,18.31,2.94,27,28.44
S Dakota St,Missouri Valley,7-5,0.583,14,5.08,14,34.51,7,46.34,29,13.45,2.99,26,28.46
Massachusetts,Coastal,7-5,0.583,15,5.07,16,33.47,18,42.95,16,15.79,2.83,13,30.81
N Dakota St,Missouri Valley,6-5,0.545,16,4.89,15,33.97,21,42.22,10,17.02,2.90,42,24.45
Maine,Coastal,8-5,0.615,17,4.88,20,30.09,43,38.64,13,16.72,2.93,17,30.00
Montana St,Big Sky,7-5,0.583,18,4.76,23,29.12,33,39.92,24,14.48,2.91,20,29.62
Northern Arizona,Big Sky,6-5,0.545,19,4.74,19,30.62,25,41.45,25,14.44,2.93,28,28.12
W Illinois,Missouri Valley,6-5,0.545,20,4.73,18,30.72,31,40.37,18,15.62,2.90,43,24.24
Cent Arkansas,Southland,10-2,0.833,21,4.71,26,28.69,14,43.51,49,10.46,3.01,60,19.82
Elon,Southern,8-4,0.667,22,4.70,24,29.06,40,38.90,19,15.44,2.95,39,25.91
Harvard,Ivy League,9-1,0.900,23,4.69,29,27.65,47,37.89,22,15.03,2.88,58,19.98
Delaware,Coastal,4-8,0.333,24,4.67,17,31.53,44,38.20,6,18.61,2.81,6,32.42
Furman,Southern,7-5,0.583,25,4.64,22,29.47,35,39.10,17,15.65,2.95,33,27.27
Ga Southern,Southern,6-5,0.545,26,4.54,25,29.01,12,44.45,59,9.83,2.83,31,27.78
McNeese St,Southland,7-4,0.636,27,4.54,27,28.30,16,43.09,48,10.49,2.84,49,22.26
North Dakota,Great West,6-4,0.600,28,4.45,21,29.58,19,42.35,35,12.51,2.93,53,20.75
S Carolina St,Mid-Eastern AC,10-3,0.769,29,4.33,35,25.83,51,37.45,28,13.66,2.96,74,17.44
CS Sacramento,Big Sky,6-6,0.500,30,4.32,37,25.77,36,39.02,42,12.03,2.88,38,26.35
South Dakota,Great West,6-5,0.545,31,4.32,28,28.03,28,40.96,41,12.35,2.95,90,12.94
Liberty,Big South,10-2,0.833,32,4.30,34,25.88,34,39.21,44,11.94,3.04,85,13.82
Hofstra,Coastal,4-8,0.333,33,4.29,31,27.55,37,39.00,27,13.83,2.85,9,31.21
Texas St,Southland,8-5,0.615,34,4.28,39,25.50,17,43.08,75,7.69,2.78,48,22.39
UC Davis,Great West,5-7,0.417,35,4.27,30,27.58,26,41.29,45,11.56,2.93,41,25.24
Portland St,Big Sky,4-7,0.364,36,4.25,36,25.83,30,40.68,51,10.42,2.96,19,29.68
Holy Cross,Patriot League,7-4,0.636,37,4.22,32,26.27,22,41.98,61,9.56,2.96,61,19.59
Brown,Ivy League,7-3,0.700,38,4.16,44,24.64,52,37.40,34,12.52,2.96,62,19.54
Northeastern,Coastal,2-10,0.167,39,4.08,33,26.04,56,36.59,23,14.73,2.86,3,32.99
Jacksonville St,OH Valley,8-3,0.727,40,4.08,45,23.93,45,37.98,47,11.22,2.88,71,17.89
