Team,,Record,,Rat,,Pwr,,Off,,Def,,HFA,SoS,
N Dakota St,Missouri Valley,14-1,0.933,1,7.01,1,47.17,6,46.23,1,27.79,2.80,13,29.87
Sam Houston St,Southland,11-4,0.733,2,6.35,2,41.62,2,49.23,8,19.24,2.99,22,28.15
Ga Southern,Southern,10-4,0.714,3,6.14,3,40.24,3,47.77,7,19.32,2.82,15,29.65
S Dakota St,Missouri Valley,9-4,0.692,4,5.99,5,36.94,25,41.57,2,22.22,3.05,6,31.66
Northern Iowa,Missouri Valley,5-6,0.455,5,5.86,4,38.84,7,45.89,5,19.80,2.88,5,32.00
E Washington,Big Sky,11-3,0.786,6,5.85,8,34.28,4,47.34,34,13.78,2.89,10,29.97
Cal Poly,Big Sky,9-3,0.750,7,5.84,6,35.67,10,45.42,16,17.10,2.93,33,26.86
Wofford,Southern,9-4,0.692,8,5.75,7,34.68,43,39.81,3,21.71,2.86,30,27.02
Montana St,Big Sky,11-2,0.846,9,5.73,14,32.57,27,41.45,10,17.97,2.91,41,25.95
Illinois St,Missouri Valley,9-4,0.692,10,5.67,11,32.92,9,45.60,32,14.16,2.79,14,29.70
Youngstown St,Missouri Valley,7-4,0.636,11,5.64,10,32.97,15,44.05,21,15.77,2.85,17,28.93
Towson,Coastal,7-4,0.636,12,5.62,9,33.60,11,45.36,26,15.09,2.84,9,30.75
Old Dominion,Coastal,11-2,0.846,13,5.57,22,30.91,1,51.32,83,6.43,2.88,55,22.01
Indiana St,Missouri Valley,7-4,0.636,14,5.55,13,32.59,48,38.89,4,20.54,2.82,37,26.35
Appalachian St,Southern,8-4,0.667,15,5.54,16,32.24,12,45.32,35,13.76,2.80,16,29.46
S Illinois,Missouri Valley,6-5,0.545,16,5.53,12,32.83,40,40.01,6,19.67,2.85,8,31.29
Cent Arkansas,Southland,9-3,0.750,17,5.52,18,31.65,20,42.84,22,15.66,2.87,50,22.93
Northern Arizona,Big Sky,8-3,0.727,18,5.45,23,30.41,23,42.04,24,15.22,2.87,42,25.69
Villanova,Coastal,8-4,0.667,19,5.42,19,31.61,31,40.57,11,17.89,2.78,39,26.12
Richmond,Coastal,8-3,0.727,20,5.38,21,31.00,24,41.88,20,15.97,2.89,51,22.70
Chattanooga,Southern,6-5,0.545,21,5.37,15,32.48,36,40.19,9,19.14,2.77,25,27.90
Stony Brook,Big South,10-3,0.769,22,5.33,25,30.28,39,40.04,17,17.09,2.99,81,16.83
New Hampshire,Coastal,8-4,0.667,23,5.29,28,29.86,14,44.39,44,12.32,2.84,43,25.49
James Madison,Coastal,7-4,0.636,24,5.25,27,30.04,46,39.30,15,17.59,2.80,48,23.37
Samford,Southern,7-4,0.636,25,5.25,30,29.27,50,38.50,14,17.62,2.97,27,27.42
Southern Utah,Big Sky,5-6,0.455,26,5.22,24,30.41,19,42.91,30,14.34,2.75,7,31.40
Citadel,Southern,7-4,0.636,27,5.18,34,27.64,29,41.32,39,13.16,2.87,31,26.98
Missouri St,Missouri Valley,3-8,0.273,28,5.11,26,30.24,45,39.37,13,17.72,2.88,1,36.60
E Kentucky,OH Valley,8-3,0.727,29,5.10,31,28.77,44,39.48,19,16.14,2.92,58,21.33
Montana,Big Sky,5-6,0.455,30,5.08,17,31.69,17,43.52,27,15.01,2.81,44,25.47
Maine,Coastal,5-6,0.455,31,5.07,20,31.32,34,40.29,12,17.88,2.66,45,25.12
McNeese St,Southland,7-4,0.636,32,5.05,32,28.39,38,40.09,25,15.15,2.94,56,21.82
CS Sacramento,Big Sky,6-5,0.545,33,5.04,35,27.37,41,39.93,31,14.29,2.82,29,27.12
Harvard,Ivy League,8-2,0.800,34,4.94,29,29.51,18,42.96,36,13.40,3.06,94,14.03
North Dakota,Big Sky,5-6,0.455,35,4.87,41,25.18,22,42.62,61,9.41,2.91,38,26.33
UC Davis,Big Sky,4-7,0.364,36,4.86,33,27.71,32,40.40,33,14.16,2.85,19,28.46
TN Martin,OH Valley,8-3,0.727,37,4.86,46,24.11,26,41.47,59,9.49,2.87,46,24.15
SUNY Albany,Northeast,9-2,0.818,38,4.83,43,24.72,35,40.28,47,11.29,2.86,75,17.49
Lehigh,Patriot League,10-1,0.909,39,4.82,47,24.06,49,38.58,43,12.33,2.78,92,14.72
Jacksonville St,OH Valley,6-5,0.545,40,4.76,44,24.61,30,40.80,53,10.66,2.83,23,28.09
E Illinois,OH Valley,7-5,0.583,41,4.75,50,22.45,21,42.68,81,6.62,3.03,34,26.72
Coastal Car,Big South,8-5,0.615,42,4.71,45,24.17,28,41.39,58,9.62,2.86,57,21.70
