Team,,Record,,Rat,,Pwr,,Off,,Def,,HFA,SoS,
Bryant,Northeast,8-3,0.727,55,4.19,62,21.15,80,34.64,36,14.22,2.68,89,16.21
NC A&T,Mid-Eastern AC,9-3,0.750,56,4.13,57,22.68,73,35.48,31,14.90,2.79,105,11.19
Bethune-Cookman,Mid-Eastern AC,9-3,0.750,57,4.12,61,21.31,69,36.19,47,12.82,2.63,91,15.97
Bucknell,Patriot League,8-3,0.727,58,4.04,64,19.61,78,34.81,53,12.50,2.54,86,16.53
Furman,Southern,3-9,0.250,59,4.02,47,23.84,62,36.81,32,14.73,2.48,28,27.64
Sacred Heart,Northeast,9-3,0.750,60,4.01,66,19.10,75,35.37,64,11.42,2.62,95,15.12
UC Davis,Big Sky,2-9,0.182,61,4.01,53,23.19,46,40.10,67,10.78,2.42,12,31.36
Tennessee St,OH Valley,6-6,0.500,62,3.99,59,22.16,70,35.97,40,13.88,2.61,88,16.22
Presbyterian,Big South,6-5,0.545,63,3.96,79,16.67,96,31.56,48,12.81,2.62,34,27.29
North Dakota,Big Sky,5-7,0.417,64,3.94,74,18.01,92,33.18,52,12.52,2.63,36,27.08
Weber St,Big Sky,2-10,0.167,65,3.94,56,22.77,56,38.19,55,12.27,2.55,14,31.28
Tennessee Tech,OH Valley,5-7,0.417,66,3.92,70,18.58,72,35.59,68,10.69,2.54,45,26.02
Towson,Coastal,4-8,0.333,67,3.90,60,22.05,64,36.58,44,13.17,2.45,51,24.79
Lafayette,Patriot League,5-6,0.455,68,3.82,65,19.54,74,35.41,59,11.83,2.57,71,20.04
Colgate,Patriot League,5-7,0.417,69,3.75,69,18.88,86,33.95,50,12.63,2.56,65,21.23
Monmouth NJ,Big South,6-5,0.545,70,3.71,73,18.15,63,36.70,78,9.15,2.61,85,16.55
Brown,Ivy League,5-5,0.500,71,3.69,67,18.94,79,34.72,58,11.91,2.67,92,15.66
Wagner,Northeast,7-4,0.636,72,3.69,83,15.97,101,30.46,43,13.21,2.58,90,16.06
Murray St,OH Valley,3-9,0.250,73,3.66,63,19.76,21,45.16,109,2.30,2.53,63,21.38
N Colorado,Big Sky,3-8,0.273,74,3.63,81,16.58,84,34.11,71,10.16,2.44,38,26.73
NC Central,Mid-Eastern AC,7-5,0.583,75,3.62,82,16.02,82,34.23,76,9.49,2.68,87,16.37
Holy Cross,Patriot League,4-8,0.333,76,3.60,71,18.32,81,34.36,60,11.66,2.51,69,20.62
Morgan St,Mid-Eastern AC,7-6,0.538,77,3.59,85,15.87,66,36.49,91,7.08,2.74,83,17.34
Alcorn St,Southwestern AC,10-3,0.769,78,3.59,72,18.21,51,38.71,89,7.20,2.70,120,2.37
Charlotte,FCS Indep,5-6,0.455,79,3.58,75,17.70,37,41.50,103,3.89,2.65,97,14.57
St Francis PA,Northeast,5-6,0.455,80,3.57,76,17.51,60,37.29,82,7.92,2.58,98,14.09
Duquesne,Northeast,6-6,0.500,81,3.54,77,17.48,88,33.59,62,11.59,2.63,96,14.58
Elon,Coastal,1-11,0.083,82,3.54,68,18.89,87,33.91,49,12.68,2.45,17,30.39
Princeton,Ivy League,5-5,0.500,83,3.50,80,16.64,58,37.87,92,6.47,2.47,101,13.30
Jacksonville,Pioneer,9-2,0.818,84,3.50,84,15.95,68,36.38,88,7.27,2.65,116,4.01
Lehigh,Patriot League,3-8,0.273,85,3.48,78,17.44,59,37.68,85,7.46,2.50,61,21.72
Gardner Webb,Big South,4-8,0.333,86,3.34,89,12.83,100,30.51,73,10.02,2.59,67,20.91
Mercer,Southern,6-6,0.500,87,3.26,87,13.39,76,34.92,95,6.17,2.65,103,11.86
Penn,Ivy League,2-8,0.200,88,3.20,86,14.61,85,34.03,81,8.29,2.55,66,21.01
Norfolk St,Mid-Eastern AC,4-8,0.333,89,3.15,90,12.71,117,25.27,28,15.14,2.50,74,18.82
San Diego,Pioneer,9-3,0.750,90,3.09,100,8.89,94,32.24,101,4.34,2.54,107,8.74
Rhode Island,Coastal,1-11,0.083,91,3.09,88,13.02,99,31.25,77,9.47,2.58,20,29.57
Southern Univ,Southwestern AC,9-4,0.692,92,3.07,99,9.25,71,35.62,111,1.33,2.64,108,8.27
Alabama St,Southwestern AC,7-5,0.583,93,3.06,91,12.11,90,33.42,93,6.39,2.68,110,7.81
Georgetown,Patriot League,3-8,0.273,94,2.98,96,10.53,108,28.05,70,10.18,2.57,78,18.37
Howard,Mid-Eastern AC,5-7,0.417,95,2.95,98,10.42,89,33.49,100,4.63,2.52,93,15.27
VMI,Southern,2-10,0.167,96,2.94,93,11.14,65,36.57,110,2.28,2.62,49,25.17
Central Conn,Northeast,3-9,0.250,97,2.94,95,11.11,97,31.41,87,7.40,2.55,84,17.21
Florida A&M,Mid-Eastern AC,3-9,0.250,98,2.91,92,11.70,105,29.62,74,9.78,2.43,73,18.93
Hampton,Mid-Eastern AC,3-9,0.250,99,2.89,97,10.46,91,33.29,98,4.87,2.53,76,18.48
Grambling,Southwestern AC,7-5,0.583,100,2.88,103,7.71,83,34.20,113,1.20,2.58,102,12.48
Dayton,Pioneer,8-3,0.727,101,2.86,101,8.83,95,31.79,99,4.74,2.68,119,2.60
Prairie View,Southwestern AC,5-5,0.500,102,2.84,94,11.12,50,38.84,114,-0.02,2.55,109,8.00
Drake,Pioneer,7-4,0.636,103,2.78,102,8.53,111,27.53,80,8.70,2.55,113,5.66
Incarnate Word,Southland,2-9,0.182,104,2.72,104,7.57,104,29.73,96,5.54,2.51,43,26.19
Austin Peay,OH Valley,1-11,0.083,105,2.53,108,4.86,107,28.50,102,4.06,2.55,15,31.06
Cornell,Ivy League,1-9,0.100,106,2.42,105,6.41,102,30.30,104,3.81,2.41,77,18.46
Alabama A&M,Southwestern AC,4-8,0.333,107,2.35,106,5.08,103,30.14,107,2.63,2.48,106,10.72
Delaware St,Mid-Eastern AC,2-10,0.167,108,2.31,111,4.11,116,25.56,94,6.24,2.51,81,17.67
Jackson St,Southwestern AC,5-7,0.417,109,2.28,110,4.41,106,28.88,105,3.22,2.49,115,4.02
Marist,Pioneer,4-7,0.364,110,2.25,107,5.00,119,24.85,83,7.85,2.54,114,5.25
Robert Morris,Northeast,1-10,0.091,111,2.23,113,3.22,115,25.70,97,5.22,2.49,80,17.89
Butler,Pioneer,4-7,0.364,112,2.01,112,3.24,109,27.97,106,2.97,2.56,118,3.72
Nicholls St,Southland,0-12,0.000,113,2.00,109,4.46,93,32.64,115,-0.48,2.35,21,29.25
TX Southern,Southwestern AC,5-6,0.455,114,1.80,115,-1.88,120,24.60,112,1.22,2.52,124,-0.90
Campbell,Pioneer,5-7,0.417,115,1.75,116,-1.97,112,26.22,116,-0.49,2.62,117,3.95
Columbia,Ivy League,0-10,0.000,116,1.67,114,-0.86,121,24.51,108,2.33,2.51,68,20.87
Ark Pine Bluff,Southwestern AC,4-7,0.364,117,1.64,117,-4.64,110,27.71,121,-4.64,2.58,111,6.59
Morehead St,Pioneer,4-8,0.333,118,1.44,119,-5.29,98,31.25,124,-8.84,2.63,112,6.35
Stetson,Pioneer,5-7,0.417,119,1.43,122,-6.42,122,24.04,119,-2.76,2.50,123,0.12
Valparaiso,Pioneer,4-8,0.333,120,1.40,118,-5.13,118,24.88,118,-2.31,2.58,122,0.58
MS Valley St,Southwestern AC,2-9,0.182,121,1.28,121,-6.25,124,23.20,117,-1.76,2.40,104,11.52
Savannah St,Mid-Eastern AC,0-12,0.000,122,1.12,120,-5.42,114,26.15,120,-3.87,2.47,62,21.46
Houston Chr,Southland,2-9,0.182,123,1.06,123,-8.61,113,26.20,122,-7.11,2.48,100,13.61
Davidson,Pioneer,1-11,0.083,124,0.48,124,-12.70,123,23.26,123,-8.26,2.54,121,2.08
