Team,,Record,,Rat,,Pwr,,Off,,Def,,HFA,SoS,
Florida St,Atlantic Coast,14-0,1.000,1,9.67,1,75.39,4,67.02,4,35.92,3.11,68,45.56
Oregon,Pac 12,11-2,0.846,2,9.14,2,73.08,3,67.18,6,33.45,3.01,33,51.21
Alabama,Southeastern,11-2,0.846,3,8.97,3,71.02,12,61.94,1,36.63,3.08,36,50.00
Baylor,Big 12,11-2,0.846,4,8.80,4,69.03,1,70.55,46,26.04,3.28,39,49.65
Stanford,Pac 12,11-3,0.786,5,8.76,5,67.28,22,58.39,2,36.44,2.98,2,56.49
Auburn,Southeastern,12-2,0.857,6,8.72,9,64.94,7,62.85,25,29.65,2.99,13,53.58
Oklahoma,Big 12,11-2,0.846,7,8.72,7,65.24,13,61.56,17,31.24,2.92,9,54.11
UCLA,Pac 12,10-3,0.769,8,8.61,8,65.22,11,62.05,20,30.73,2.89,12,53.77
Missouri,Southeastern,12-2,0.857,9,8.60,11,64.59,10,62.18,23,29.97,2.91,20,52.52
South Carolina,Southeastern,11-2,0.846,10,8.57,10,64.86,19,59.34,8,33.08,2.97,16,53.27
Michigan St,Big 10,13-1,0.929,11,8.53,17,63.01,43,54.14,3,36.43,2.80,49,47.63
Oklahoma St,Big 12,10-3,0.769,12,8.51,6,65.72,5,63.80,26,29.47,3.01,23,52.28
Clemson,Atlantic Coast,11-2,0.846,13,8.44,14,63.70,9,62.74,30,28.52,2.92,48,47.87
Arizona St,Pac 12,10-4,0.714,14,8.40,15,63.41,8,62.83,31,28.14,3.05,3,55.99
Washington,Pac 12,9-4,0.692,15,8.37,13,63.74,16,59.65,13,31.65,3.03,19,52.60
LSU,Southeastern,10-3,0.769,16,8.35,18,62.74,21,58.65,14,31.65,2.96,26,51.72
Texas A&M,Southeastern,9-4,0.692,17,8.29,12,64.08,2,68.00,58,23.63,3.01,29,51.59
USC,Pac 12,10-4,0.714,18,8.23,16,63.07,25,57.22,7,33.41,2.84,14,53.41
Ohio St,Big 10,12-2,0.857,19,8.21,21,61.43,6,63.20,47,25.79,3.11,57,46.63
Kansas St,Big 12,8-5,0.615,20,8.07,19,62.57,23,58.38,11,31.75,2.84,27,51.66
Wisconsin,Big 10,9-4,0.692,21,8.03,20,61.97,26,57.09,9,32.43,3.02,50,47.14
Georgia,Southeastern,8-5,0.615,22,8.02,24,60.72,14,61.00,35,27.27,3.00,11,53.99
Texas,Big 12,8-5,0.615,23,8.01,25,59.68,29,56.21,18,31.03,2.93,5,55.04
Arizona,Pac 12,8-5,0.615,24,7.99,22,60.97,17,59.56,29,28.97,2.97,30,51.55
Oregon St,Pac 12,7-6,0.538,25,7.91,23,60.96,18,59.50,28,29.01,2.71,15,53.39
Mississippi,Southeastern,8-5,0.615,26,7.89,27,58.01,37,54.98,21,30.59,2.89,25,51.74
UCF,American Athletic,12-1,0.923,27,7.88,32,55.27,30,56.14,40,26.68,2.96,70,45.03
Louisville,American Athletic,12-1,0.923,28,7.83,26,58.13,44,53.94,12,31.75,2.94,99,40.16
Notre Dame,FBS Indep,9-4,0.692,29,7.80,28,56.84,47,53.14,16,31.26,2.92,28,51.60
Texas Tech,Big 12,8-5,0.615,30,7.73,29,56.79,15,59.85,55,24.50,2.83,32,51.32
Mississippi St,Southeastern,7-6,0.538,31,7.66,30,56.55,46,53.17,19,30.94,2.85,24,51.79
Utah,Pac 12,5-7,0.417,32,7.53,34,55.19,38,54.93,32,27.81,3.00,4,55.51
BYU,FBS Indep,8-5,0.615,33,7.52,33,55.20,48,53.05,24,29.71,3.09,41,49.25
Vanderbilt,Southeastern,9-4,0.692,34,7.52,40,53.58,45,53.77,33,27.37,2.84,56,46.67
Nebraska,Big 10,9-4,0.692,35,7.48,38,54.21,41,54.86,38,26.91,2.80,51,46.96
Iowa,Big 10,8-5,0.615,36,7.47,36,54.48,72,50.14,10,31.89,2.83,37,49.81
Michigan,Big 10,7-6,0.538,37,7.33,39,54.04,39,54.91,39,26.69,3.01,38,49.72
Georgia Tech,Atlantic Coast,7-6,0.538,38,7.31,37,54.34,32,55.50,43,26.40,3.08,67,45.59
Washington St,Pac 12,6-7,0.462,39,7.27,44,51.25,28,56.29,69,22.51,2.85,6,54.72
North Carolina,Atlantic Coast,7-6,0.538,40,7.25,31,55.55,31,55.89,36,27.22,2.93,52,46.92
Florida,Southeastern,4-8,0.333,41,7.24,35,54.90,78,48.61,5,33.84,2.77,10,54.07
Miami FL,Atlantic Coast,9-4,0.692,42,7.22,49,50.31,33,55.44,71,22.42,2.96,63,46.16
Boise St,Mountain West,8-5,0.615,43,7.21,43,52.75,35,55.25,49,25.05,3.10,75,43.45
Fresno St,Mountain West,11-2,0.846,44,7.21,46,50.57,24,57.86,85,20.26,3.04,92,41.02
Utah St,Mountain West,9-5,0.643,45,7.20,41,53.28,77,49.25,15,31.59,2.93,77,43.27
Duke,Atlantic Coast,10-4,0.714,46,7.20,50,50.18,40,54.89,66,22.85,2.97,61,46.32
Virginia Tech,Atlantic Coast,8-5,0.615,47,7.19,47,50.56,87,47.56,22,30.56,2.96,42,49.09
TCU,Big 12,4-8,0.333,48,7.18,42,53.28,57,51.79,27,29.05,2.86,7,54.59
N Illinois,Mid-American,12-2,0.857,49,7.10,54,49.06,36,55.11,77,21.51,2.93,110,38.24
Penn St,Big 10,7-5,0.583,50,7.06,48,50.38,62,51.32,42,26.62,2.99,59,46.43
Tennessee,Southeastern,5-7,0.417,51,7.01,52,49.59,55,52.09,50,25.05,2.94,21,52.49
East Carolina,Conference USA,10-3,0.769,52,6.97,51,49.84,34,55.31,73,22.08,3.09,109,38.61
Pittsburgh,Atlantic Coast,7-6,0.538,53,6.96,56,48.50,71,50.29,48,25.76,2.88,44,49.00
Minnesota,Big 10,8-5,0.615,54,6.93,62,47.60,84,47.86,34,27.30,3.00,58,46.52
Bowling Green,Mid-American,10-4,0.714,55,6.93,45,50.73,64,51.25,37,27.04,3.00,114,37.61
Northwestern,Big 10,5-7,0.417,56,6.83,53,49.09,58,51.72,51,24.93,2.81,47,48.65
Houston,American Athletic,8-5,0.615,57,6.82,59,48.22,49,52.97,67,22.81,2.96,79,42.78
Navy,FBS Indep,9-4,0.692,58,6.82,60,47.78,66,50.70,53,24.63,3.02,88,41.26
Cincinnati,American Athletic,9-4,0.692,59,6.81,58,48.23,63,51.28,54,24.50,3.07,98,40.16
Syracuse,Atlantic Coast,7-6,0.538,60,6.77,66,46.71,82,48.12,44,26.14,2.94,53,46.90
Marshall,Conference USA,10-4,0.714,61,6.77,55,48.84,27,56.50,88,19.90,3.23,122,35.73
Boston College,Atlantic Coast,7-6,0.538,62,6.76,67,46.36,65,51.19,68,22.72,3.02,45,48.96
Indiana,Big 10,5-7,0.417,63,6.71,65,47.39,20,59.19,109,15.76,3.05,40,49.29
West Virginia,Big 12,4-8,0.333,64,6.70,63,47.55,42,54.26,81,20.85,2.93,31,51.52
Rice,Conference USA,10-4,0.714,65,6.70,68,45.55,75,49.76,60,23.34,3.17,87,41.54
Iowa St,Big 12,3-9,0.250,66,6.65,61,47.66,54,52.31,64,22.90,2.92,8,54.58
North Texas,Conference USA,9-4,0.692,67,6.65,57,48.35,76,49.28,41,26.62,2.99,113,37.77
Arkansas,Southeastern,3-9,0.250,68,6.62,64,47.49,68,50.37,52,24.67,2.85,18,52.65
Maryland,Atlantic Coast,7-6,0.538,69,6.59,69,45.36,79,48.60,56,24.31,2.89,66,45.79
Ball St,Mid-American,10-3,0.769,70,6.53,71,44.94,52,52.80,90,19.70,3.01,123,35.72
Toledo,Mid-American,7-5,0.583,71,6.53,70,45.13,53,52.61,87,20.07,2.94,82,42.23
San Diego St,Mountain West,8-5,0.615,72,6.53,72,44.50,70,50.34,76,21.71,2.87,78,42.86
Colorado St,Mountain West,8-6,0.571,73,6.41,73,44.49,51,52.88,93,19.17,3.01,83,42.19
San Jose St,Mountain West,6-6,0.500,74,6.39,75,43.64,50,52.92,99,18.28,2.83,73,44.16
Illinois,Big 10,4-8,0.333,75,6.38,74,43.83,56,52.03,92,19.36,2.91,46,48.75
Colorado,Pac 12,4-8,0.333,76,6.31,83,41.99,61,51.38,101,18.16,2.90,17,52.95
SMU,American Athletic,5-7,0.417,77,6.30,76,43.08,74,49.81,82,20.82,2.89,64,46.02
Louisiana,Sun Belt,9-4,0.692,78,6.27,82,42.13,67,50.64,94,19.04,2.93,120,36.13
Arkansas St,Sun Belt,8-5,0.615,79,6.23,80,42.33,85,47.80,72,22.09,2.84,117,37.14
Rutgers,American Athletic,6-7,0.462,80,6.20,86,41.47,94,46.14,65,22.88,2.84,84,42.12
Kansas,Big 12,3-9,0.250,81,6.18,85,41.56,98,45.50,59,23.61,2.84,22,52.34
Wake Forest,Atlantic Coast,4-8,0.333,82,6.18,79,42.65,108,44.09,45,26.12,2.85,65,45.91
FL Atlantic,Conference USA,6-6,0.500,83,6.15,81,42.21,100,45.48,57,24.29,3.00,100,40.07
Buffalo,Mid-American,8-5,0.615,84,6.12,88,40.59,90,47.10,79,21.05,3.01,108,38.76
WKU,Sun Belt,8-4,0.667,85,6.11,89,39.98,89,47.36,86,20.18,2.86,121,35.93
MTSU,Conference USA,8-5,0.615,86,6.11,92,39.23,96,45.85,80,20.93,3.07,107,38.97
UT San Antonio,Conference USA,7-5,0.583,87,6.10,97,38.41,103,45.15,83,20.81,2.94,76,43.39
Kentucky,Southeastern,2-10,0.167,88,6.09,78,42.70,92,47.04,61,23.22,2.80,35,50.10
NC State,Atlantic Coast,3-9,0.250,89,6.05,77,42.73,80,48.36,74,21.93,2.86,54,46.89
Nevada,Mountain West,4-8,0.333,90,6.03,87,41.18,69,50.35,98,18.39,3.02,55,46.74
Tulane,Conference USA,7-6,0.538,91,6.03,90,39.54,109,43.96,63,23.13,3.05,111,38.16
UNLV,Mountain West,7-6,0.538,92,6.02,98,38.29,83,48.04,103,17.81,3.00,86,41.74
California,Pac 12,1-11,0.083,93,6.00,84,41.86,59,51.66,104,17.75,2.77,1,56.90
Virginia,Atlantic Coast,2-10,0.167,94,5.88,93,39.17,95,46.09,84,20.64,2.80,43,49.01
Tulsa,Conference USA,3-9,0.250,95,5.80,91,39.28,88,47.46,91,19.37,2.73,69,45.15
Connecticut,American Athletic,3-9,0.250,96,5.79,94,39.00,104,44.65,75,21.91,2.98,72,44.65
Troy,Sun Belt,6-6,0.500,97,5.77,101,37.38,60,51.48,116,13.45,2.91,118,37.11
Memphis,American Athletic,3-9,0.250,98,5.72,96,38.43,111,43.50,70,22.48,2.89,74,43.57
South Alabama,Sun Belt,6-6,0.500,99,5.70,102,36.72,99,45.49,95,18.79,3.09,115,37.38
Ohio,Mid-American,7-6,0.538,100,5.69,103,36.02,97,45.72,102,17.86,2.95,119,36.20
ULM,Sun Belt,6-6,0.500,101,5.68,106,35.11,106,44.28,97,18.39,2.76,106,39.06
Kent,Mid-American,4-8,0.333,102,5.67,99,37.97,105,44.38,78,21.14,2.80,95,40.69
South Florida,American Athletic,2-10,0.167,103,5.61,100,37.70,116,42.11,62,23.14,2.67,60,46.33
Temple,American Athletic,2-10,0.167,104,5.54,95,38.67,93,46.45,89,19.77,2.86,80,42.47
C Michigan,Mid-American,6-6,0.500,105,5.52,109,33.82,112,43.10,100,18.27,2.98,116,37.20
Wyoming,Mountain West,5-7,0.417,106,5.51,107,34.75,86,47.75,113,14.55,2.84,105,39.06
Akron,Mid-American,5-7,0.417,107,5.45,111,33.13,115,42.20,96,18.49,2.86,91,41.03
