Team,,Record,,Rat,,Pwr,,Off,,Def,,HFA,SoS,
N Dakota St,Missouri Valley,15-0,1.000,1,8.38,1,65.23,1,59.41,1,34.26,2.21,7,41.64
S Dakota St,Missouri Valley,10-3,0.769,2,7.45,2,55.08,2,58.50,7,25.02,2.39,1,44.21
E Washington,Big Sky,12-3,0.800,3,7.40,3,53.63,3,58.49,11,23.58,2.33,5,42.43
Princeton,Ivy League,10-0,1.000,4,7.26,5,48.35,5,54.50,17,22.29,2.24,62,28.75
UC Davis,Big Sky,10-3,0.769,5,7.02,8,45.48,4,54.51,27,19.41,2.24,10,41.10
Northern Iowa,Missouri Valley,7-6,0.538,6,6.90,7,47.43,17,47.74,2,28.13,2.36,2,43.87
James Madison,Coastal,9-4,0.692,7,6.89,4,50.62,7,51.42,3,27.64,2.30,33,33.95
Weber St,Big Sky,10-3,0.769,8,6.86,10,42.91,24,46.50,8,24.85,2.32,16,37.29
Dartmouth,Ivy League,9-1,0.900,9,6.84,9,43.04,26,46.19,6,25.29,2.28,71,26.62
Illinois St,Missouri Valley,6-5,0.545,10,6.83,6,47.88,11,49.78,4,26.54,2.41,8,41.27
Colgate,Patriot League,10-2,0.833,11,6.81,15,41.02,50,43.28,5,26.18,2.15,51,30.30
Kennesaw,Big South,11-2,0.846,12,6.72,13,41.85,16,47.85,14,22.44,2.25,73,26.45
Maine,Coastal,10-4,0.714,13,6.71,19,38.59,34,45.48,20,21.55,2.37,18,37.04
W Illinois,Missouri Valley,5-6,0.455,14,6.61,11,42.65,19,47.30,10,23.79,2.34,4,43.00
Montana St,Big Sky,8-5,0.615,15,6.54,20,38.13,25,46.39,25,20.18,2.38,14,37.96
Indiana St,Missouri Valley,7-4,0.636,16,6.51,27,36.00,18,47.47,39,16.97,2.31,12,38.65
Youngstown St,Missouri Valley,4-7,0.364,17,6.49,12,42.45,23,46.61,9,24.27,2.28,6,42.37
Wofford,Southern,9-4,0.692,18,6.43,23,37.36,53,42.93,13,22.87,2.28,54,30.04
Nicholls St,Southland,9-4,0.692,19,6.43,24,36.94,28,46.12,29,19.26,2.33,39,32.47
Montana,Big Sky,6-5,0.545,20,6.41,14,41.11,6,51.71,33,17.84,2.44,21,35.99
South Dakota,Missouri Valley,4-7,0.364,21,6.41,16,40.14,8,50.87,36,17.71,2.43,3,43.60
Stony Brook,Coastal,7-5,0.583,22,6.36,21,37.94,48,43.35,12,23.04,2.33,32,34.23
Delaware,Coastal,7-5,0.583,23,6.36,26,36.50,56,42.51,15,22.43,2.28,28,34.75
Jacksonville St,OH Valley,9-4,0.692,24,6.35,17,39.48,10,50.10,34,17.82,2.35,66,28.45
Elon,Coastal,6-5,0.545,25,6.27,39,33.10,63,41.11,22,20.44,2.28,17,37.11
Samford,Southern,6-5,0.545,26,6.26,18,38.74,13,49.42,35,17.76,2.34,40,32.33
North Dakota,Big Sky,6-5,0.545,27,6.26,32,35.53,49,43.31,21,20.66,2.33,31,34.49
Furman,Southern,6-4,0.600,28,6.26,31,35.59,29,46.10,32,17.93,2.28,35,33.40
Towson,Coastal,7-5,0.583,29,6.25,28,35.97,14,49.14,48,15.27,2.30,29,34.67
SE Missouri St,OH Valley,9-4,0.692,30,6.24,43,32.34,21,46.87,62,13.92,2.32,47,30.88
Villanova,Coastal,5-6,0.455,31,6.22,22,37.70,44,44.27,19,21.87,2.25,27,34.85
Harvard,Ivy League,6-4,0.600,32,6.20,25,36.71,37,45.18,26,19.98,2.28,55,29.97
Idaho St,Big Sky,6-5,0.545,33,6.19,36,33.59,12,49.65,74,12.38,2.44,26,35.13
New Hampshire,Coastal,4-7,0.364,34,6.13,33,35.08,62,41.11,16,22.41,2.53,15,37.75
Rhode Island,Coastal,6-5,0.545,35,6.10,44,32.27,27,46.18,53,14.52,2.42,34,33.77
NC A&T,Mid-Eastern AC,10-2,0.833,36,6.10,46,31.05,66,40.32,30,19.17,2.27,98,17.34
Cal Poly,Big Sky,5-6,0.455,37,6.10,41,32.83,20,47.00,56,14.28,2.32,19,36.87
Chattanooga,Southern,6-5,0.545,38,6.09,42,32.76,76,39.02,18,22.18,2.31,48,30.64
Cent Arkansas,Southland,6-5,0.545,39,6.07,30,35.70,32,45.60,31,18.54,2.28,63,28.74
Idaho,Big Sky,4-7,0.364,40,6.07,37,33.58,39,44.95,38,17.07,2.38,13,38.61
Yale,Ivy League,5-5,0.500,41,6.03,35,33.94,22,46.78,45,15.60,2.30,44,31.72
Northern Arizona,Big Sky,4-6,0.400,42,6.02,38,33.56,36,45.23,41,16.77,2.45,23,35.50
Missouri St,Missouri Valley,4-7,0.364,43,6.01,48,30.48,41,44.60,55,14.31,2.42,11,39.76
Sam Houston St,Southland,6-5,0.545,44,6.01,34,34.77,15,48.24,51,14.97,2.45,67,28.42
McNeese St,Southland,6-5,0.545,45,5.96,47,30.54,78,38.70,23,20.28,2.37,59,29.32
Citadel,Southern,5-6,0.455,46,5.96,40,32.96,35,45.46,42,15.94,2.28,41,32.25
William & Mary,Coastal,4-6,0.400,47,5.95,55,28.13,91,36.33,24,20.23,2.37,20,36.86
S Illinois,Missouri Valley,2-9,0.182,48,5.92,29,35.95,9,50.18,57,14.22,2.40,9,41.26
Penn,Ivy League,6-4,0.600,49,5.91,56,28.07,86,37.20,28,19.31,2.31,68,27.37
Lamar,Southland,7-5,0.583,50,5.90,57,27.43,58,41.94,61,13.93,2.32,60,29.17
Abilene Chr,Southland,6-5,0.545,51,5.88,54,28.39,60,41.55,47,15.28,2.27,57,29.37
Richmond,Coastal,4-7,0.364,52,5.88,45,31.22,38,44.98,52,14.68,2.38,30,34.64
Portland St,Big Sky,4-7,0.364,53,5.87,49,30.18,40,44.74,64,13.87,2.31,22,35.76
ETSU,Southern,8-4,0.667,54,5.86,77,23.01,85,37.34,59,14.11,2.32,61,28.75
E Kentucky,OH Valley,7-4,0.636,55,5.84,65,25.81,74,39.16,50,15.09,2.28,75,26.03
Columbia,Ivy League,6-4,0.600,56,5.83,63,26.07,77,38.71,43,15.80,2.27,69,27.28
San Diego,Pioneer,9-3,0.750,57,5.81,59,27.20,47,44.05,78,11.59,2.19,90,19.33
