Team,,Record,,Rat,,Pwr,,Off,,Def,,HFA,SoS,
Clemson,Atlantic Coast,15-0,1.000,1,9.63,1,85.92,4,70.21,1,44.15,2.12,6,63.28
Alabama,Southeastern,14-1,0.933,2,9.40,2,85.44,2,72.09,2,41.79,2.23,1,67.15
Ohio St,Big 10,13-1,0.929,3,8.98,4,77.00,3,71.30,25,34.14,2.28,8,62.83
Oklahoma,Big 12,12-2,0.857,4,8.82,5,76.05,1,75.85,53,28.64,2.27,2,66.37
Notre Dame,FBS Indep,12-1,0.923,5,8.72,7,71.89,22,61.94,8,38.38,2.36,17,61.41
Georgia,Southeastern,11-3,0.786,6,8.68,3,77.12,6,66.69,6,38.87,2.29,3,63.86
LSU,Southeastern,10-3,0.769,7,8.55,9,71.13,13,63.42,14,36.16,2.35,5,63.57
Michigan,Big 10,10-3,0.769,8,8.44,8,71.56,18,62.88,9,37.12,2.42,12,61.94
Florida,Southeastern,10-3,0.769,9,8.44,13,70.03,17,62.92,17,35.56,2.26,19,60.98
Washington St,Pac 12,11-2,0.846,10,8.37,19,66.94,10,64.18,38,31.19,2.37,37,59.02
Washington,Pac 12,10-4,0.714,11,8.37,11,70.44,45,58.30,4,40.58,2.31,23,60.45
Texas A&M,Southeastern,9-4,0.692,12,8.34,15,68.68,8,65.31,33,31.81,2.28,4,63.86
Auburn,Southeastern,8-5,0.615,13,8.33,6,72.02,24,61.67,7,38.79,2.30,9,62.56
Texas,Big 12,10-4,0.714,14,8.32,18,67.45,28,60.72,18,35.18,2.25,7,62.88
Mississippi St,Southeastern,8-5,0.615,15,8.25,10,70.80,42,58.74,5,40.50,2.37,10,62.13
Kentucky,Southeastern,10-3,0.769,16,8.25,31,63.23,67,55.56,16,36.11,2.28,28,60.06
Iowa,Big 10,9-4,0.692,17,8.24,14,69.21,29,60.61,10,37.05,2.29,41,58.92
UCF,American Athletic,12-1,0.923,18,8.23,24,64.48,9,64.37,54,28.55,2.24,68,52.86
Penn St,Big 10,9-4,0.692,19,8.22,12,70.32,12,63.97,21,34.79,2.35,24,60.28
Stanford,Pac 12,9-4,0.692,20,8.19,21,66.28,31,60.48,24,34.24,2.35,21,60.78
Fresno St,Mountain West,12-2,0.857,21,8.18,27,63.71,64,55.83,12,36.31,2.34,72,51.53
West Virginia,Big 12,8-4,0.667,22,8.12,17,67.72,7,66.32,47,29.84,2.41,14,61.79
Syracuse,Atlantic Coast,10-3,0.769,23,8.12,32,63.18,15,63.19,56,28.43,2.32,45,58.60
Wisconsin,Big 10,8-5,0.615,24,8.09,16,68.58,27,60.78,13,36.23,2.31,47,58.44
Northwestern,Big 10,9-5,0.643,25,8.07,33,63.07,52,57.16,23,34.35,2.24,18,61.22
Missouri,Southeastern,8-5,0.615,26,8.05,20,66.55,11,64.15,43,30.83,2.30,13,61.80
