Team,,Record,,Rat,,Pwr,,Off,,Def,,HFA,SoS,
Thomas More,Presidents' AC,9-2,0.818,23,1.41,23,-1.20,18,29.35,40,-2.89,2.40,97,-17.54
Salisbury,New Jersey A.C.,8-3,0.727,24,1.40,21,-0.95,15,30.40,50,-3.69,2.45,62,-15.30
Alfred,Empire 8,12-1,0.923,25,1.38,29,-5.80,27,26.62,61,-4.76,2.29,53,-14.81
Frostburg St,New Jersey A.C.,10-1,0.909,26,1.34,38,-6.56,85,19.51,17,1.59,2.42,81,-16.32
Case Western,University AA,9-1,0.900,27,1.28,27,-4.83,36,25.89,42,-3.06,2.40,121,-19.75
Concordia Mhd,Minnesota IAC,7-3,0.700,28,1.21,26,-4.80,55,22.33,20,0.53,2.47,44,-14.29
Delaware Val,Mid Atlantic,9-2,0.818,29,1.18,31,-6.02,54,22.45,28,-0.81,2.43,109,-19.03
IL Wesleyan,Ill & Wisc,8-2,0.800,30,1.15,37,-6.50,66,21.50,24,-0.34,2.41,64,-15.37
Dubuque,American Rivers,8-2,0.800,31,1.10,35,-6.40,23,26.95,68,-5.70,2.40,72,-15.94
Wash & Jeff,Presidents' AC,9-2,0.818,32,1.09,36,-6.49,26,26.63,65,-5.46,2.47,113,-19.21
Bates,NESCAC,3-5,0.375,33,1.09,32,-6.02,93,18.99,15,2.64,2.33,5,-0.18
Muhlenberg,Centennial,9-2,0.818,34,1.07,28,-5.38,45,24.75,38,-2.47,2.58,132,-20.52
Wittenberg,North Coast AC,10-2,0.833,35,1.05,39,-7.43,64,21.56,31,-1.33,2.56,144,-21.58
WI River Falls,Wisconsin IAC,4-6,0.400,36,1.04,34,-6.25,44,24.85,46,-3.44,2.53,13,-2.45
Bethel MN,Minnesota IAC,5-5,0.500,37,1.02,24,-4.24,30,26.38,41,-2.96,2.37,29,-11.95
Monmouth IL,Midwest,10-1,0.909,38,1.01,40,-7.69,57,22.16,36,-2.20,2.52,204,-31.57
Central IA,American Rivers,8-2,0.800,39,1.00,41,-7.86,34,26.09,70,-6.29,2.49,73,-15.99
Westminster PA,Presidents' AC,8-3,0.727,40,1.00,30,-6.00,58,22.06,25,-0.40,2.43,95,-17.40
Colby,NESCAC,3-5,0.375,41,0.98,42,-8.12,82,19.78,23,-0.23,2.43,8,-0.90
Carthage,Ill & Wisc,7-3,0.700,42,0.90,46,-9.04,51,22.93,57,-4.32,2.41,60,-15.18
Hamilton,NESCAC,3-5,0.375,43,0.89,50,-9.97,102,18.21,26,-0.52,2.33,3,0.45
Ohio Northern,Ohio AC,5-5,0.500,44,0.84,33,-6.24,40,25.28,53,-3.86,2.65,39,-13.70
Hobart & Smith,Liberty League,9-2,0.818,45,0.81,57,-10.73,53,22.46,66,-5.53,2.48,89,-17.02
Stevenson,Mid Atlantic,9-2,0.818,46,0.79,56,-10.65,75,20.59,47,-3.58,2.43,119,-19.71
St John Fisher,Empire 8,8-3,0.727,47,0.78,55,-10.53,46,24.57,82,-7.44,2.57,54,-14.81
Huntingdon,USA South,9-2,0.818,48,0.78,49,-9.72,25,26.75,101,-8.82,2.64,155,-23.01
Carnegie Mellon,University AA,7-4,0.636,49,0.77,52,-10.11,38,25.34,87,-7.80,2.44,35,-13.44
Heidelberg,Ohio AC,6-4,0.600,50,0.77,43,-8.43,24,26.84,86,-7.61,2.42,37,-13.57
Whitworth,Northwest,8-2,0.800,51,0.74,58,-10.80,21,28.14,130,-11.28,2.47,128,-20.13
Wartburg,American Rivers,6-4,0.600,52,0.71,45,-8.55,37,25.64,75,-6.53,2.40,125,-19.85
Albright,Mid Atlantic,8-3,0.727,53,0.71,48,-9.43,65,21.53,45,-3.30,2.46,133,-20.65
E Texas Bap,American SW,7-3,0.700,54,0.69,59,-11.00,8,31.54,171,-14.88,2.46,69,-15.65
St Lawrence,Liberty League,9-1,0.900,55,0.67,60,-11.13,98,18.57,35,-2.05,2.48,166,-24.23
Chris Newport,New Jersey A.C.,7-3,0.700,56,0.67,61,-11.44,89,19.30,44,-3.09,2.55,78,-16.26
Wabash,North Coast AC,8-2,0.800,57,0.66,47,-9.21,70,21.22,39,-2.77,2.45,181,-26.49
Washington StL,University AA,8-3,0.727,58,0.64,65,-12.13,32,26.16,121,-10.63,2.43,57,-14.94
Brockport St,Empire 8,7-4,0.636,59,0.63,53,-10.38,39,25.31,90,-8.03,2.47,87,-16.89
Randolph-Macon,Old Dominion AC,9-2,0.818,60,0.63,64,-11.72,101,18.24,37,-2.30,2.53,131,-20.45
Centre,SAA,8-2,0.800,61,0.62,51,-10.05,41,25.15,85,-7.53,2.48,171,-25.19
WI Stout,Wisconsin IAC,3-7,0.300,62,0.62,54,-10.48,42,25.10,89,-7.93,2.37,12,-2.02
Berry,SAA,9-1,0.900,63,0.61,77,-14.60,123,16.68,48,-3.62,2.48,136,-21.03
Redlands,Southern Cal IAC,8-2,0.800,64,0.54,63,-11.51,47,24.27,94,-8.12,2.44,138,-21.13
Rowan,New Jersey A.C.,6-4,0.600,65,0.48,69,-12.50,152,14.37,19,0.79,2.47,67,-15.50
Williams,NESCAC,0-8,0.000,66,0.46,44,-8.55,80,20.12,30,-1.00,2.32,2,2.66
Utica,Empire 8,7-4,0.636,67,0.45,78,-14.61,95,18.74,67,-5.69,2.45,51,-14.76
Maryville TN,USA South,8-2,0.800,68,0.43,68,-12.39,59,21.99,78,-6.71,2.40,167,-24.25
Kean,New Jersey A.C.,7-4,0.636,69,0.42,75,-14.46,130,16.29,43,-3.08,2.42,63,-15.32
W New England,New England FC,11-1,0.917,70,0.41,81,-15.10,69,21.23,98,-8.67,2.46,196,-29.85
WI Eau Claire,Wisconsin IAC,2-8,0.200,71,0.37,72,-13.63,96,18.66,58,-4.63,2.35,7,-0.33
Ithaca,Empire 8,5-5,0.500,72,0.37,70,-12.65,142,15.56,27,-0.55,2.53,49,-14.67
Cortland St,Empire 8,5-6,0.455,73,0.36,62,-11.45,50,23.01,79,-6.80,2.46,48,-14.62
Sul Ross,American SW,6-4,0.600,74,0.32,80,-14.98,68,21.30,97,-8.62,2.38,45,-14.31
SW Univ TX,Southern CAC,7-3,0.700,75,0.31,89,-16.08,104,17.88,71,-6.31,2.49,94,-17.39
Hendrix,SAA,7-3,0.700,76,0.30,66,-12.27,29,26.48,126,-11.10,2.55,165,-24.16
DePauw,North Coast AC,8-2,0.800,77,0.25,82,-15.12,56,22.32,110,-9.78,2.48,180,-26.37
Elmhurst,Ill & Wisc,5-5,0.500,78,0.24,73,-14.15,103,18.20,59,-4.69,2.53,46,-14.41
Gust Adolphus,Minnesota IAC,5-5,0.500,79,0.24,76,-14.58,76,20.56,84,-7.48,2.35,42,-14.06
George Fox,Northwest,5-4,0.556,80,0.22,86,-15.36,119,16.98,60,-4.69,2.48,41,-13.91
McMurry,American SW,4-5,0.444,81,0.20,71,-13.03,71,21.02,73,-6.39,2.34,82,-16.34
Frank & Marsh,Centennial,7-4,0.636,82,0.20,85,-15.27,131,16.28,54,-3.90,2.50,107,-18.84
Buffalo St,Empire 8,5-5,0.500,83,0.19,79,-14.69,100,18.26,64,-5.29,2.36,99,-17.88
Olivet MI,Michigan IAA,9-2,0.818,84,0.19,99,-17.97,78,20.41,122,-10.72,2.51,129,-20.33
Bowdoin,NESCAC,0-8,0.000,85,0.18,67,-12.36,86,19.42,56,-4.12,2.33,1,2.66
Otterbein,Ohio AC,5-5,0.500,86,0.18,87,-15.57,62,21.67,109,-9.58,2.41,31,-13.18
Franklin,Heartland CAC,8-2,0.800,87,0.11,91,-16.90,52,22.59,134,-11.83,2.41,186,-27.97
Denison,North Coast AC,8-2,0.800,88,0.11,97,-17.45,127,16.55,72,-6.34,2.49,176,-25.99
Pac Lutheran,Northwest,5-4,0.556,89,0.09,83,-15.13,135,16.22,49,-3.68,2.45,105,-18.64
Washington & Lee,Old Dominion AC,6-4,0.600,90,0.08,84,-15.13,60,21.77,104,-9.23,2.55,122,-19.75
Emory & Henry,Old Dominion AC,6-4,0.600,91,0.07,90,-16.13,61,21.75,116,-10.22,2.49,115,-19.41
NC Wesleyan,USA South,5-4,0.556,92,0.01,95,-17.33,83,19.72,105,-9.39,2.47,100,-17.92
Louisiana Chr,American SW,4-6,0.400,93,-0.02,88,-15.81,48,24.20,140,-12.35,2.51,84,-16.45
Widener,Mid Atlantic,6-4,0.600,94,-0.03,93,-17.28,121,16.78,74,-6.40,2.18,139,-21.18
Baldwin-Wallace,Ohio AC,3-7,0.300,95,-0.06,74,-14.22,72,20.89,83,-7.45,2.44,61,-15.24
St Vincent,Presidents' AC,5-5,0.500,96,-0.12,104,-18.65,67,21.32,139,-12.31,2.44,85,-16.74
Susquehanna,Centennial,6-4,0.600,97,-0.13,105,-18.69,81,20.05,125,-11.08,2.50,124,-19.82
St Norbert,Midwest,7-3,0.700,98,-0.17,98,-17.52,94,18.81,99,-8.67,2.54,208,-31.74
Augustana IL,Ill & Wisc,3-7,0.300,99,-0.17,92,-17.20,116,17.09,77,-6.63,2.37,36,-13.49
Montclair St,New Jersey A.C.,4-6,0.400,100,-0.19,101,-18.12,161,13.60,55,-4.06,2.43,80,-16.32
Pacific OR,Northwest,4-6,0.400,101,-0.21,94,-17.32,91,19.22,103,-8.88,2.39,108,-18.88
Rensselaer,Liberty League,6-5,0.545,102,-0.22,96,-17.43,157,13.98,51,-3.75,2.40,164,-24.09
Moravian,Centennial,5-5,0.500,103,-0.24,103,-18.45,87,19.39,114,-10.18,2.43,118,-19.67
Claremont M.S.,Southern Cal IAC,7-2,0.778,104,-0.24,121,-21.58,155,14.13,91,-8.06,2.44,179,-26.31
Shenandoah,Old Dominion AC,6-4,0.600,105,-0.25,109,-20.15,77,20.46,148,-12.95,2.40,156,-23.41
Hope,Michigan IAA,7-3,0.700,106,-0.30,107,-20.00,172,12.69,62,-5.03,2.46,183,-27.40
Rhodes,SAA,6-4,0.600,107,-0.31,127,-22.02,92,19.16,154,-13.52,2.34,134,-20.68
Springfield,Liberty League,5-5,0.500,108,-0.34,111,-20.67,162,13.53,76,-6.54,2.47,146,-21.77
Salve Regina,New England FC,9-2,0.818,109,-0.35,106,-19.32,84,19.55,128,-11.22,2.41,218,-34.36
Chapman,Southern Cal IAC,5-4,0.556,110,-0.35,108,-20.04,138,16.10,95,-8.48,2.39,145,-21.74
Hamline,Minnesota IAC,5-5,0.500,111,-0.36,112,-20.69,128,16.46,107,-9.49,2.51,101,-17.95
Rose-Hulman,Heartland CAC,8-3,0.727,112,-0.37,114,-20.88,141,15.65,102,-8.87,2.62,199,-30.08
Trinity TX,Southern CAC,5-5,0.500,113,-0.38,122,-21.60,187,11.23,63,-5.18,2.40,130,-20.40
Bridgewater VA,Old Dominion AC,5-5,0.500,114,-0.38,120,-21.48,112,17.50,131,-11.32,2.38,120,-19.75
Guilford,Old Dominion AC,4-6,0.400,115,-0.41,100,-18.09,74,20.61,124,-11.04,2.57,163,-23.92
Chicago,University AA,4-6,0.400,116,-0.41,116,-21.26,90,19.28,146,-12.88,2.44,92,-17.39
Framingham St,MASCAC,8-3,0.727,117,-0.43,119,-21.48,126,16.57,118,-10.39,2.34,188,-28.30
Worcester Tech,Liberty League,6-4,0.600,118,-0.44,118,-21.38,111,17.52,129,-11.24,2.50,172,-25.20
Bethany WV,Presidents' AC,3-7,0.300,119,-0.45,110,-20.38,110,17.54,117,-10.26,2.35,70,-15.79
Bridgewater MA,MASCAC,8-3,0.727,120,-0.45,126,-22.01,145,15.14,108,-9.50,2.44,187,-28.25
TX Lutheran,Southern CAC,2-8,0.200,121,-0.47,102,-18.27,49,23.16,159,-13.77,2.32,50,-14.72
Muskingum,Ohio AC,4-6,0.400,122,-0.48,130,-22.72,181,12.03,80,-7.09,2.34,34,-13.37
NE Wesleyan,American Rivers,4-6,0.400,123,-0.49,132,-22.99,115,17.32,143,-12.65,2.38,88,-17.01
Geneva,Presidents' AC,3-7,0.300,124,-0.49,115,-21.03,193,10.42,52,-3.79,2.36,74,-16.06
Ohio Wesleyan,North Coast AC,6-4,0.600,125,-0.50,133,-23.22,178,12.29,88,-7.86,2.36,140,-21.18
Ferrum,USA South,6-4,0.600,126,-0.54,147,-24.77,134,16.23,152,-13.34,2.37,150,-22.75
Averett,USA South,5-5,0.500,127,-0.54,131,-22.92,106,17.76,150,-13.02,2.43,147,-22.57
Buena Vista,American Rivers,3-7,0.300,128,-0.55,123,-21.61,99,18.41,141,-12.36,2.51,47,-14.56
King's PA,Mid Atlantic,5-5,0.500,129,-0.55,134,-23.32,132,16.27,136,-11.94,2.28,142,-21.19
Capital,Ohio AC,4-6,0.400,130,-0.55,155,-25.71,118,17.04,174,-15.09,2.28,24,-11.34
Simpson IA,American Rivers,3-7,0.300,131,-0.57,124,-21.70,150,14.48,96,-8.52,2.41,76,-16.20
Union NY,Liberty League,3-7,0.300,132,-0.57,113,-20.72,169,12.81,69,-5.87,2.44,114,-19.27
Willamette,Northwest,3-7,0.300,133,-0.59,129,-22.61,164,13.16,93,-8.11,2.31,59,-15.15
Alma,Michigan IAA,7-3,0.700,134,-0.60,143,-24.31,109,17.57,162,-14.22,2.44,182,-27.40
Cal Lutheran,Southern Cal IAC,4-5,0.444,135,-0.63,117,-21.28,136,16.21,112,-9.83,2.38,170,-24.70
Millikin,Ill & Wisc,4-6,0.400,136,-0.64,141,-24.26,149,14.53,127,-11.14,2.42,77,-16.23
Marietta,Ohio AC,3-7,0.300,137,-0.65,139,-23.77,97,18.61,169,-14.73,2.47,30,-12.64
Hartwick,Empire 8,2-8,0.200,138,-0.66,128,-22.44,35,25.99,218,-20.77,2.35,68,-15.53
Pomona-Pitzer,Southern Cal IAC,6-3,0.667,139,-0.66,159,-26.08,185,11.73,113,-10.16,2.43,177,-26.07
Merchant Marine,Liberty League,5-4,0.556,140,-0.66,148,-24.94,175,12.53,111,-9.81,2.55,158,-23.59
Lebanon Val,Mid Atlantic,4-6,0.400,141,-0.66,135,-23.34,166,13.05,100,-8.74,2.36,135,-20.92
Luther IA,American Rivers,3-7,0.300,142,-0.68,149,-24.97,140,15.68,149,-12.99,2.33,55,-14.88
Adrian,Michigan IAA,4-6,0.400,143,-0.69,136,-23.40,151,14.46,115,-10.20,2.38,143,-21.37
Hampden-Sydney,Old Dominion AC,3-7,0.300,144,-0.70,137,-23.62,107,17.64,155,-13.60,2.39,110,-19.07
Gettysburg,Centennial,3-7,0.300,145,-0.71,125,-21.88,88,19.38,156,-13.61,2.44,112,-19.15
Trine,Michigan IAA,6-4,0.600,146,-0.76,138,-23.73,108,17.58,157,-13.65,2.50,193,-29.21
Benedictine IL,Northern Athletic,6-4,0.600,147,-0.79,146,-24.71,125,16.62,158,-13.68,2.60,189,-28.41
Lakeland,Northern Athletic,7-4,0.636,148,-0.80,153,-25.46,113,17.48,179,-15.28,2.34,175,-25.85
Mt St Joseph,Heartland CAC,6-4,0.600,149,-0.81,152,-25.14,143,15.27,145,-12.76,2.49,202,-30.72
Millsaps,SAA,3-7,0.300,150,-0.86,140,-24.00,133,16.25,142,-12.59,2.39,137,-21.04
Waynesburg,Presidents' AC,2-8,0.200,151,-0.86,144,-24.39,190,10.59,81,-7.32,2.36,65,-15.43
Husson,East Coast,9-2,0.818,152,-0.89,163,-26.61,137,16.13,175,-15.09,2.50,232,-39.32
Puget Sound,Northwest,3-6,0.333,153,-0.89,157,-25.87,114,17.42,183,-15.63,2.35,104,-18.62
Juniata,Centennial,4-6,0.400,154,-0.90,161,-26.40,120,16.93,184,-15.67,2.42,127,-19.97
Bluffton,Heartland CAC,7-3,0.700,155,-0.90,162,-26.52,146,15.14,160,-14.00,2.47,214,-33.78
Lycoming,Mid Atlantic,3-7,0.300,156,-0.92,145,-24.43,160,13.68,119,-10.45,2.42,141,-21.19
Belhaven MS,American SW,2-8,0.200,157,-0.95,166,-27.97,73,20.82,220,-21.14,2.32,20,-8.88
College of NJ,New Jersey A.C.,2-8,0.200,158,-0.95,164,-26.73,201,9.01,92,-8.08,2.39,23,-10.81
Augsburg,Minnesota IAC,2-8,0.200,159,-0.96,142,-24.28,129,16.31,147,-12.93,2.35,58,-15.07
Thiel,Presidents' AC,4-6,0.400,160,-1.00,170,-29.06,79,20.15,224,-21.55,2.33,102,-18.54
W Connecticut,MASCAC,5-5,0.500,161,-1.00,151,-25.12,147,14.77,138,-12.23,2.45,195,-29.52
Morrisville St,Empire 8,1-9,0.100,162,-1.01,150,-25.02,105,17.85,178,-15.21,2.39,83,-16.41
Ursinus,Centennial,2-8,0.200,163,-1.09,160,-26.36,165,13.14,135,-11.84,2.45,103,-18.60
Endicott,New England FC,5-5,0.500,164,-1.10,167,-28.24,188,11.18,133,-11.77,2.35,184,-27.48
Loras,American Rivers,1-9,0.100,165,-1.14,154,-25.52,117,17.04,172,-14.90,2.43,90,-17.02
Lake Forest,Midwest,8-2,0.800,166,-1.17,176,-30.24,153,14.34,193,-16.92,2.38,230,-38.34
North Park,Ill & Wisc,1-9,0.100,167,-1.18,158,-26.02,177,12.43,123,-10.79,2.36,79,-16.28
Methodist,USA South,3-6,0.333,168,-1.19,168,-28.46,158,13.90,168,-14.70,2.29,168,-24.35
McDaniel,Centennial,3-7,0.300,169,-1.19,174,-30.15,182,11.78,163,-14.27,2.38,106,-18.82
La Verne,Southern Cal IAC,2-7,0.222,170,-1.21,165,-27.07,122,16.77,186,-16.18,2.37,157,-23.42
Wilkes,Mid Atlantic,3-7,0.300,171,-1.22,171,-29.59,156,14.11,185,-16.05,2.33,123,-19.77
Wooster,North Coast AC,4-6,0.400,172,-1.28,179,-30.47,144,15.21,201,-18.02,2.51,154,-22.99
St Olaf,Minnesota IAC,2-8,0.200,173,-1.29,169,-28.73,163,13.22,164,-14.29,2.29,86,-16.88
Albion,Michigan IAA,1-9,0.100,174,-1.32,156,-25.77,124,16.66,170,-14.78,2.43,151,-22.85
Wm Paterson,New Jersey A.C.,2-8,0.200,175,-1.33,173,-30.00,184,11.74,161,-14.08,2.44,91,-17.06
Catholic,Old Dominion AC,3-7,0.300,176,-1.38,183,-31.51,171,12.69,189,-16.54,2.39,149,-22.71
Hiram,North Coast AC,3-7,0.300,177,-1.38,175,-30.20,180,12.09,167,-14.63,2.56,153,-22.97
MA Dartmouth,MASCAC,5-5,0.500,178,-1.39,178,-30.44,168,12.84,182,-15.62,2.49,206,-31.63
Carroll WI,Ill & Wisc,1-9,0.100,179,-1.44,182,-30.95,186,11.62,173,-14.91,2.34,28,-11.91
LaGrange,USA South,3-7,0.300,180,-1.45,185,-31.90,139,15.94,213,-20.18,2.32,161,-23.83
Dickinson,Centennial,1-9,0.100,181,-1.47,181,-30.88,196,9.96,151,-13.18,2.28,98,-17.68
Fitchburg St,MASCAC,5-5,0.500,182,-1.47,180,-30.54,219,6.55,106,-9.43,2.42,213,-33.66
Birmingham So,SAA,1-9,0.100,183,-1.48,172,-29.76,154,14.13,187,-16.23,2.25,111,-19.10
Austin Col,Southern CAC,3-7,0.300,184,-1.48,186,-32.29,210,7.55,137,-12.18,2.34,159,-23.69
Defiance,Heartland CAC,5-5,0.500,185,-1.49,192,-33.86,218,6.55,144,-12.75,2.44,198,-30.02
St Scholastica,Upper Midwest,7-3,0.700,186,-1.53,177,-30.35,176,12.46,177,-15.15,2.55,237,-40.92
Plymouth St,MASCAC,6-4,0.600,187,-1.54,188,-33.62,224,5.78,132,-11.74,2.50,212,-33.63
WI Lutheran,Northern Athletic,5-5,0.500,188,-1.54,187,-33.38,197,9.89,181,-15.62,2.30,200,-30.12
Northwestern MN,Upper Midwest,9-2,0.818,189,-1.55,199,-34.81,234,3.45,120,-10.60,2.32,231,-38.41
Illinois Col,Midwest,6-4,0.600,190,-1.59,191,-33.71,159,13.71,211,-19.76,2.37,219,-35.15
Hanover,Heartland CAC,4-6,0.400,191,-1.61,189,-33.64,194,10.38,188,-16.36,2.38,192,-28.83
Aurora,Northern Athletic,6-4,0.600,192,-1.65,207,-37.23,204,8.44,200,-18.01,2.43,197,-29.91
S Virginia,New Jersey A.C.,2-8,0.200,193,-1.70,195,-34.32,215,6.76,153,-13.42,2.46,96,-17.45
Occidental,Southern Cal IAC,1-8,0.111,194,-1.72,184,-31.82,63,21.64,241,-25.81,2.38,162,-23.87
Kalamazoo,Michigan IAA,3-7,0.300,195,-1.72,193,-33.94,189,10.61,192,-16.89,2.32,174,-25.43
FDU Madison,Mid Atlantic,2-8,0.200,196,-1.77,203,-36.53,179,12.11,219,-20.99,2.33,126,-19.87
Kenyon,North Coast AC,3-7,0.300,197,-1.78,200,-34.96,199,9.54,191,-16.84,2.46,173,-25.26
Macalester,Midwest,7-3,0.700,198,-1.79,212,-37.87,228,4.15,165,-14.36,2.42,228,-37.41
Rochester NY,Liberty League,1-8,0.111,199,-1.85,190,-33.71,148,14.66,217,-20.71,2.32,152,-22.93
Carleton MN,Minnesota IAC,1-9,0.100,200,-1.87,198,-34.51,183,11.75,205,-18.59,2.34,43,-14.13
Worcester St,MASCAC,3-7,0.300,201,-1.92,210,-37.54,208,8.23,203,-18.11,2.35,185,-27.97
MA Maritime,MASCAC,4-6,0.400,202,-1.93,204,-36.68,200,9.13,204,-18.16,2.43,209,-32.54
Apprentice,NCAA III Ind,4-5,0.444,203,-1.95,213,-38.49,216,6.63,196,-17.46,2.42,201,-30.56
Misericordia,Mid Atlantic,1-9,0.100,204,-2.00,205,-36.79,191,10.47,209,-19.59,2.28,116,-19.47
Grove City,Presidents' AC,0-10,0.000,205,-2.02,197,-34.39,173,12.68,208,-19.41,2.35,71,-15.82
MIT,New England FC,3-7,0.300,206,-2.02,201,-35.49,212,7.30,176,-15.14,2.39,203,-31.28
Sewanee,SAA,0-10,0.000,207,-2.07,194,-34.24,209,7.94,166,-14.52,2.42,117,-19.59
Howard Payne,American SW,0-10,0.000,208,-2.10,196,-34.34,174,12.58,207,-19.26,2.36,66,-15.48
Concordia WI,Northern Athletic,3-7,0.300,209,-2.13,206,-36.96,198,9.54,206,-18.85,2.45,217,-34.08
Curry,New England FC,3-6,0.333,210,-2.14,211,-37.64,170,12.73,227,-22.71,2.43,216,-34.01
Manchester,Heartland CAC,2-8,0.200,211,-2.14,202,-36.38,203,8.72,195,-17.44,2.44,205,-31.61
Cornell IA,Midwest,5-5,0.500,212,-2.18,214,-38.81,167,12.93,235,-24.08,2.27,221,-36.10
Lewis & Clark,Northwest,0-9,0.000,213,-2.18,208,-37.29,192,10.43,212,-20.07,2.33,75,-16.11
Coast Guard,New England FC,3-7,0.300,214,-2.19,209,-37.31,205,8.35,199,-18.01,2.42,215,-33.84
MacMurray,Upper Midwest,8-2,0.800,215,-2.20,220,-41.21,206,8.30,225,-21.86,2.48,247,-46.07
Norwich,East Coast,5-5,0.500,216,-2.21,215,-39.16,230,3.86,180,-15.36,2.40,223,-36.93
Nichols,New England FC,6-4,0.600,217,-2.21,223,-42.55,220,6.46,222,-21.36,2.48,222,-36.19
Eureka,Upper Midwest,8-2,0.800,218,-2.28,224,-43.09,238,1.35,190,-16.77,2.48,246,-45.71
Westfield St,MASCAC,2-8,0.200,219,-2.29,216,-39.37,222,5.81,197,-17.52,2.32,194,-29.46
SUNY Maritime,East Coast,6-5,0.545,220,-2.37,222,-41.32,226,4.38,202,-18.05,2.50,236,-40.12
Wilmington OH,Ohio AC,0-10,0.000,221,-2.45,218,-40.74,195,10.22,230,-23.30,2.24,26,-11.71
Ripon,Midwest,2-8,0.200,222,-2.56,217,-39.43,223,5.79,198,-17.56,2.45,207,-31.71
Westminster MO,Upper Midwest,4-6,0.400,223,-2.60,219,-40.81,231,3.83,194,-16.98,2.38,240,-42.55
Allegheny,North Coast AC,1-9,0.100,224,-2.67,228,-44.16,221,6.19,226,-22.69,2.34,160,-23.75
Concordia IL,Northern Athletic,4-6,0.400,225,-2.70,231,-46.22,213,7.29,242,-25.86,2.44,220,-35.80
Beloit,Midwest,3-7,0.300,226,-2.72,225,-43.15,207,8.24,232,-23.74,2.35,225,-36.94
Oberlin,North Coast AC,0-10,0.000,227,-2.74,221,-41.22,214,6.97,215,-20.53,2.36,169,-24.58
Castleton,East Coast,4-6,0.400,228,-2.76,230,-45.35,233,3.67,223,-21.37,2.38,234,-39.68
Whittier,Southern Cal IAC,0-9,0.000,229,-2.82,227,-44.14,217,6.63,228,-23.11,2.24,148,-22.68
MN Morris,Upper Midwest,6-4,0.600,230,-2.85,234,-47.18,239,1.15,216,-20.67,2.53,248,-47.30
ME Maritime,New England FC,1-8,0.111,231,-2.88,226,-44.13,202,8.79,238,-25.26,2.25,210,-32.80
Mt Ida,East Coast,4-6,0.400,232,-2.92,233,-47.17,240,0.85,214,-20.36,2.33,233,-39.58
Becker,East Coast,3-7,0.300,233,-2.97,229,-45.01,235,2.28,210,-19.62,2.38,241,-42.69
Anderson IN,Heartland CAC,1-9,0.100,234,-3.10,235,-47.47,225,5.45,239,-25.27,2.31,190,-28.76
Greensboro,USA South,1-9,0.100,235,-3.11,236,-47.54,229,3.95,233,-23.84,2.31,178,-26.26
Knox,Midwest,2-8,0.200,236,-3.21,237,-48.05,232,3.73,236,-24.12,2.37,226,-37.00
