Team,,Record,,Rat,,Pwr,,Off,,Def,,HFA,SoS,
Florida,Southeastern,13-1,0.929,1,9.48,2,75.34,2,64.53,2,36.09,3.04,13,52.61
USC,Pac 10,12-1,0.923,2,9.45,1,75.62,6,62.01,1,38.89,3.11,4,54.83
Oklahoma,Big 12,12-2,0.857,3,9.33,3,75.14,1,69.97,17,30.44,2.98,8,53.54
Texas,Big 12,12-1,0.923,4,9.05,4,69.80,4,62.83,8,32.25,3.08,17,52.31
Penn St,Big 10,11-2,0.846,5,8.57,5,66.11,10,59.45,9,31.94,3.05,42,49.25
Utah,Mountain West,13-0,1.000,6,8.52,9,62.41,13,57.10,15,30.58,2.92,61,47.22
Oregon,Pac 10,10-3,0.769,7,8.39,6,64.56,3,63.98,47,25.87,2.82,7,53.83
Alabama,Southeastern,12-2,0.857,8,8.26,12,61.64,26,54.31,7,32.61,2.93,33,50.08
TCU,Mountain West,11-2,0.846,9,8.25,8,62.84,30,52.86,4,35.26,3.11,67,46.68
Ohio St,Big 10,10-3,0.769,10,8.24,7,63.40,28,53.16,3,35.51,2.88,26,50.84
Texas Tech,Big 12,11-2,0.846,11,8.24,11,61.78,5,62.53,55,24.53,3.03,25,50.89
Oregon St,Pac 10,9-4,0.692,12,8.14,13,61.56,21,55.34,10,31.49,3.00,2,55.50
Boise St,Western Athletic,12-1,0.923,13,8.08,15,60.44,23,55.13,14,30.59,3.03,97,40.90
California,Pac 10,9-4,0.692,14,7.97,14,61.23,19,55.96,16,30.55,3.08,10,52.80
Georgia,Southeastern,10-3,0.769,15,7.92,18,59.25,20,55.63,25,28.90,2.87,18,52.07
Missouri,Big 12,10-4,0.714,16,7.89,16,60.40,7,60.38,51,25.31,3.05,36,49.93
Arizona,Pac 10,8-5,0.615,17,7.87,10,61.78,12,57.61,22,29.44,3.04,39,49.82
Oklahoma St,Big 12,9-4,0.692,18,7.83,19,58.82,9,59.60,56,24.50,3.07,28,50.60
Mississippi,Southeastern,9-4,0.692,19,7.74,22,58.44,25,54.77,24,28.95,2.91,41,49.53
Iowa,Big 10,9-4,0.692,20,7.64,17,59.83,35,51.90,5,33.20,2.92,62,47.05
Florida St,Atlantic Coast,9-4,0.692,21,7.64,21,58.64,18,56.00,32,27.92,2.80,60,47.30
LSU,Southeastern,8-5,0.615,22,7.56,20,58.67,16,56.38,36,27.56,2.73,51,48.14
Nebraska,Big 12,9-4,0.692,23,7.55,25,56.62,11,57.70,62,24.21,2.82,34,49.99
Kansas,Big 12,8-5,0.615,24,7.54,24,57.12,14,56.79,49,25.60,2.83,32,50.09
Virginia Tech,Atlantic Coast,10-4,0.714,25,7.53,26,56.35,61,49.01,6,32.62,2.74,46,48.64
Pittsburgh,Big East,9-4,0.692,26,7.52,28,55.75,38,51.14,20,29.89,2.87,21,51.12
BYU,Mountain West,10-3,0.769,27,7.51,27,56.08,24,54.79,41,26.56,3.08,69,46.37
West Virginia,Big East,9-4,0.692,28,7.50,23,58.02,29,53.04,19,30.26,2.87,49,48.42
