Team,,Record,,Rat,,Pwr,,Off,,Def,,HFA,SoS,
E Michigan,Mid-American,7-6,0.538,101,5.69,109,37.48,102,46.86,108,18.27,2.39,124,39.15
Tulane,American Athletic,4-8,0.333,102,5.69,100,39.74,113,45.89,81,21.51,2.41,83,44.85
Nevada,Mountain West,5-7,0.417,103,5.68,98,40.26,101,47.01,85,20.91,2.37,101,42.11
Miami OH,Mid-American,6-7,0.462,104,5.66,101,39.72,121,43.53,64,23.84,2.44,109,41.58
Louisiana,Sun Belt,6-7,0.462,105,5.61,105,38.83,119,44.55,80,21.94,2.35,115,40.91
San Jose St,Mountain West,4-8,0.333,106,5.60,106,38.72,100,47.16,100,19.22,2.43,78,46.21
Rutgers,Big 10,2-10,0.167,107,5.60,102,39.22,106,46.73,92,20.15,2.33,49,52.90
Akron,Mid-American,5-7,0.417,108,5.47,113,36.94,99,47.18,110,17.42,2.34,98,42.19
South Alabama,Sun Belt,6-7,0.462,109,5.46,114,36.75,115,45.56,104,18.85,2.46,122,39.48
Connecticut,American Athletic,3-9,0.250,110,5.46,110,37.30,126,41.00,63,23.96,2.37,76,46.38
UNLV,Mountain West,4-8,0.333,111,5.43,111,37.28,86,50.28,123,14.66,2.38,108,41.58
Bowling Green,Mid-American,4-8,0.333,112,5.40,107,38.17,88,49.71,119,16.11,2.37,91,43.19
Ball St,Mid-American,4-8,0.333,113,5.36,108,37.77,107,46.61,106,18.83,2.32,116,40.48
North Texas,Conference USA,5-8,0.385,114,5.28,119,34.42,117,45.50,116,16.58,2.45,102,42.01
Georgia St,Sun Belt,3-9,0.250,115,5.22,112,37.04,122,43.36,82,21.34,2.39,100,42.12
Florida Intl,Conference USA,4-8,0.333,116,5.18,120,34.03,118,44.92,114,16.76,2.33,106,41.87
Marshall,Conference USA,3-9,0.250,117,5.12,115,36.44,114,45.75,107,18.35,2.39,121,39.76
Massachusetts,FBS Indep,2-10,0.167,118,5.11,117,35.14,111,46.04,114,16.76,2.39,80,45.74
Kent,Mid-American,3-9,0.250,119,5.07,116,35.32,125,42.05,83,20.93,2.37,94,42.57
ULM,Sun Belt,4-8,0.333,120,5.00,123,31.89,116,45.52,125,14.03,2.39,89,43.38
FL Atlantic,Conference USA,3-9,0.250,121,4.97,121,33.82,105,46.79,122,14.69,2.28,97,42.27
Rice,Conference USA,3-9,0.250,122,4.95,122,33.68,112,45.94,120,15.39,2.39,103,42.00
New Mexico St,Sun Belt,3-9,0.250,123,4.94,125,31.19,104,46.79,127,12.06,2.56,87,43.42
Fresno St,Mountain West,1-11,0.083,124,4.92,118,34.95,124,42.31,90,20.30,2.49,85,44.57
UTEP,Conference USA,4-8,0.333,125,4.89,124,31.65,120,43.99,121,15.32,2.41,128,37.26
Charlotte,Conference USA,4-8,0.333,126,4.82,127,29.78,123,42.94,124,14.50,2.38,120,39.94
Buffalo,Mid-American,2-10,0.167,127,4.65,126,29.98,128,40.82,113,16.82,2.43,114,40.99
Texas St,Sun Belt,2-10,0.167,128,4.20,128,24.18,127,40.92,128,10.92,2.26,113,41.00
