Team,,Record,,Rat,,Pwr,,Off,,Def,,HFA,SoS,
Appalachian St,Southern,13-2,0.867,1,6.82,1,44.26,1,53.34,20,16.02,2.88,19,29.61
Northern Iowa,Gateway,12-1,0.923,2,6.64,3,40.95,6,46.72,4,19.33,2.92,32,27.34
N Dakota St,Great West,10-1,0.909,3,6.57,5,39.86,3,47.53,12,17.44,2.97,30,27.81
Richmond,Coastal,11-3,0.786,4,6.38,8,38.96,9,45.47,6,18.60,3.07,8,31.82
Massachusetts,Coastal,10-3,0.769,5,6.37,2,41.06,7,46.03,2,20.13,2.96,10,31.19
Delaware,Coastal,11-4,0.733,6,6.33,7,39.14,4,46.98,14,17.26,3.07,9,31.20
James Madison,Coastal,8-4,0.667,7,6.28,4,40.51,8,45.61,3,20.00,3.03,11,31.08
S Illinois,Gateway,12-2,0.857,8,6.27,9,38.92,11,45.14,5,18.89,3.07,48,23.12
E Washington,Big Sky,9-4,0.692,9,6.18,6,39.71,5,46.87,10,17.95,2.92,22,29.21
Montana,Big Sky,11-1,0.917,10,6.10,11,36.32,28,40.97,1,20.46,2.95,49,22.52
New Hampshire,Coastal,7-5,0.583,11,6.02,10,37.47,2,49.92,35,12.66,2.91,14,30.83
Villanova,Coastal,7-4,0.636,12,5.91,12,35.10,19,43.01,15,17.18,3.06,4,34.26
Wofford,Southern,9-4,0.692,13,5.82,14,34.82,16,43.55,19,16.37,2.89,33,26.92
S Dakota St,Great West,7-4,0.636,14,5.73,13,35.05,15,43.69,18,16.46,3.10,25,28.45
McNeese St,Southland,11-1,0.917,15,5.71,18,31.76,25,41.63,23,15.23,2.95,45,23.54
Youngstown St,Gateway,7-4,0.636,16,5.63,15,33.99,29,40.84,8,18.25,2.92,39,25.58
Hofstra,Coastal,7-4,0.636,17,5.54,17,32.86,30,40.84,16,17.12,2.94,26,28.22
Yale,Ivy League,9-1,0.900,18,5.50,21,31.07,42,37.86,7,18.32,3.01,61,19.87
Cal Poly,Great West,7-4,0.636,19,5.49,16,33.86,12,44.58,25,14.39,3.05,46,23.27
Ga Southern,Southern,7-4,0.636,20,5.49,19,31.49,10,45.23,44,11.36,2.94,31,27.73
Northern Arizona,Big Sky,6-5,0.545,21,5.41,20,31.25,20,42.94,30,13.42,2.96,23,29.07
Furman,Southern,6-5,0.545,22,5.34,23,30.38,22,41.92,29,13.56,2.92,15,30.51
Citadel,Southern,7-4,0.636,23,5.33,22,30.46,13,44.10,42,11.46,2.96,44,23.75
Harvard,Ivy League,8-2,0.800,24,5.33,25,30.26,43,37.66,11,17.69,2.97,52,22.19
W Illinois,Gateway,6-5,0.545,25,5.25,28,28.77,40,38.26,21,15.61,2.97,36,26.12
Elon,Southern,7-4,0.636,26,5.23,30,27.98,18,43.42,55,9.66,3.04,34,26.42
UC Davis,Great West,5-6,0.455,27,5.16,27,29.39,24,41.65,34,12.84,2.85,20,29.55
Northeastern,Coastal,3-8,0.273,28,5.13,26,29.93,39,38.33,17,16.70,2.92,5,34.25
William & Mary,Coastal,4-7,0.364,29,5.10,32,27.85,17,43.53,56,9.42,2.93,3,34.48
Illinois St,Gateway,4-7,0.364,30,5.09,24,30.28,21,42.37,33,13.02,2.89,27,28.22
Montana St,Big Sky,6-5,0.545,31,5.04,31,27.89,45,37.39,22,15.59,2.94,38,25.70
E Kentucky,OH Valley,9-3,0.750,32,4.93,38,25.70,38,38.37,38,12.43,3.10,57,20.42
Holy Cross,Patriot League,7-4,0.636,33,4.93,34,27.03,27,41.18,46,10.95,2.98,53,22.04
Maine,Coastal,4-7,0.364,34,4.91,33,27.45,62,34.58,9,17.97,2.95,16,30.42
Weber St,Big Sky,5-6,0.455,35,4.87,37,26.00,37,38.62,37,12.47,3.02,24,28.60
Liberty,Big South,8-3,0.727,36,4.86,35,26.68,31,40.83,47,10.95,3.13,82,14.06
Portland St,Big Sky,3-8,0.273,37,4.82,29,28.49,14,43.88,54,9.71,2.93,17,29.88
Sam Houston St,Southland,7-4,0.636,38,4.82,39,25.19,47,36.94,31,13.35,2.94,47,23.26
Missouri St,Gateway,6-5,0.545,39,4.76,44,23.95,26,41.61,75,7.44,3.17,40,24.65
Towson,Coastal,3-8,0.273,40,4.76,36,26.45,67,34.23,13,17.33,2.95,18,29.79
Cent Arkansas,Southland,6-5,0.545,41,4.72,41,24.39,23,41.92,72,7.57,3.01,42,24.46
CS Sacramento,Big Sky,3-8,0.273,42,4.65,40,24.61,52,35.61,27,14.09,3.05,7,32.21
Rhode Island,Coastal,3-8,0.273,43,4.64,47,22.89,41,38.05,53,9.94,2.97,6,33.11
Colgate,Patriot League,7-4,0.636,44,4.63,46,23.25,50,35.79,36,12.57,2.95,55,20.59
Lafayette,Patriot League,7-4,0.636,45,4.61,42,24.26,53,35.49,28,13.88,2.93,74,16.62
Nicholls St,Southland,6-5,0.545,46,4.53,49,22.50,65,34.43,32,13.17,3.02,51,22.20
Lehigh,Patriot League,5-6,0.455,47,4.49,43,24.06,59,34.84,26,14.32,2.95,56,20.47
E Illinois,OH Valley,8-4,0.667,48,4.48,51,21.84,56,35.36,41,11.58,2.97,58,20.25
Penn,Ivy League,4-6,0.400,49,4.40,45,23.79,66,34.31,24,14.58,3.06,54,21.43
Brown,Ivy League,5-5,0.500,50,4.37,50,22.32,33,39.19,64,8.23,3.00,60,20.10
Idaho St,Big Sky,3-8,0.273,51,4.37,52,21.64,34,39.17,71,7.58,3.00,21,29.30
Chattanooga,Southern,2-9,0.182,52,4.32,48,22.66,48,36.88,48,10.89,2.85,13,30.96
Texas St,Southland,4-7,0.364,53,4.30,55,20.22,36,38.74,82,6.58,2.97,37,26.01
S Carolina St,Mid-Eastern AC,7-4,0.636,54,4.27,53,21.33,69,34.16,39,12.27,2.95,66,18.35
