Team,,Record,,Rat,,Pwr,,Off,,Def,,HFA,SoS,
Utah,Mountain West,7-5,0.583,45,7.21,32,54.73,25,54.38,41,25.20,3.07,73,45.90
North Carolina,Atlantic Coast,5-6,0.455,46,7.20,53,50.13,60,49.61,40,25.38,3.19,2,55.36
Oregon St,Pac 10,5-6,0.455,47,7.16,47,51.41,39,52.16,47,24.10,3.14,17,52.88
Arkansas,Southeastern,4-7,0.364,48,7.14,34,53.78,38,52.28,36,26.36,3.06,37,50.60
Fresno St,Western Athletic,8-5,0.615,49,7.08,41,52.85,32,53.66,48,24.04,3.28,83,42.80
Missouri,Big 12,7-5,0.583,50,7.06,52,50.22,34,53.06,63,22.02,3.22,54,48.36
Washington St,Pac 10,4-7,0.364,51,7.04,43,52.50,26,54.32,55,23.05,3.11,41,50.10
BYU,Mountain West,6-6,0.500,52,6.99,51,50.78,30,53.96,68,21.67,3.17,59,47.55
Arizona,Pac 10,3-8,0.273,53,6.93,50,50.90,67,48.43,31,27.33,3.11,12,53.83
Tulsa,Conference USA,9-4,0.692,54,6.93,54,49.88,36,52.55,61,22.18,3.09,86,42.19
Kansas St,Big 12,5-6,0.455,55,6.86,55,49.11,46,51.05,57,22.92,3.22,60,47.54
Wake Forest,Atlantic Coast,4-7,0.364,56,6.83,57,48.89,50,50.73,56,23.01,3.13,29,51.52
Vanderbilt,Southeastern,5-6,0.455,57,6.82,60,47.86,44,51.17,69,21.55,3.06,47,49.64
South Florida,Big East,6-6,0.500,58,6.79,64,46.97,88,45.13,34,26.70,3.25,61,47.49
Navy,FBS Indep,8-4,0.667,59,6.79,58,48.10,41,51.85,73,21.11,3.13,91,41.75
Pittsburgh,Big East,5-6,0.455,60,6.75,56,48.95,65,48.62,42,25.18,3.30,69,46.62
Rutgers,Big East,7-5,0.583,61,6.73,63,47.17,52,50.70,71,21.33,3.27,79,44.62
Toledo,Mid-American,9-3,0.750,62,6.71,59,47.86,47,50.98,67,21.74,3.22,112,36.84
Colorado St,Mountain West,6-6,0.500,63,6.64,71,45.30,58,49.96,80,20.20,3.23,56,48.16
San Diego St,Mountain West,5-7,0.417,64,6.63,62,47.61,63,48.68,51,23.79,3.17,58,47.82
New Mexico,Mountain West,6-5,0.545,65,6.63,68,45.58,66,48.59,65,21.84,2.99,75,45.21
Baylor,Big 12,5-6,0.455,66,6.61,74,44.47,84,46.64,58,22.69,3.06,44,49.83
Miami OH,Mid-American,7-4,0.636,67,6.57,61,47.76,43,51.29,70,21.34,3.19,107,39.56
N Illinois,Mid-American,7-5,0.583,68,6.57,65,46.97,54,50.52,72,21.30,3.20,105,39.84
Washington,Pac 10,2-9,0.182,69,6.51,66,46.90,81,46.97,43,24.79,3.06,9,53.96
Oklahoma St,Big 12,4-7,0.364,70,6.45,72,45.06,62,48.84,75,21.08,3.15,53,48.44
Southern Miss,Conference USA,7-5,0.583,71,6.44,73,45.01,72,47.71,62,22.16,3.13,96,40.70
Louisiana Tech,Western Athletic,7-4,0.636,72,6.43,76,43.70,73,47.56,76,20.99,3.25,97,40.69
Bowling Green,Mid-American,6-5,0.545,73,6.43,67,46.26,40,51.92,87,19.20,3.14,102,40.04
Connecticut,Big East,5-6,0.455,74,6.43,70,45.31,85,45.49,45,24.67,3.28,92,41.65
Air Force,Mountain West,4-7,0.364,75,6.43,69,45.31,45,51.10,88,19.07,3.10,67,46.76
Wyoming,Mountain West,4-7,0.364,76,6.36,75,44.33,78,47.26,64,21.93,3.18,70,46.54
Indiana,Big 10,4-7,0.364,77,6.34,78,42.70,69,48.09,86,19.47,3.10,34,51.03
Nevada,Western Athletic,9-3,0.750,78,6.30,85,40.06,56,50.13,109,14.79,3.32,106,39.64
Memphis,Conference USA,7-5,0.583,79,6.28,77,42.89,70,47.83,83,19.91,3.15,104,39.85
UCF,Conference USA,8-5,0.615,80,6.13,90,38.82,82,46.94,99,16.74,3.20,94,41.35
Mississippi,Southeastern,3-8,0.273,81,6.11,80,41.93,103,42.03,44,24.76,3.07,63,47.31
Kentucky,Southeastern,3-8,0.273,82,6.08,82,40.57,83,46.87,91,18.56,3.14,49,49.52
UTEP,Conference USA,8-4,0.667,83,6.07,88,39.19,74,47.49,100,16.56,3.23,115,35.41
C Michigan,Mid-American,6-5,0.545,84,6.06,89,39.00,94,43.74,82,20.12,3.21,84,42.60
Hawaii,Western Athletic,5-7,0.417,85,6.06,83,40.39,42,51.54,114,13.71,3.24,76,45.07
Houston,Conference USA,6-6,0.500,86,6.04,84,40.28,79,47.03,92,18.11,3.14,95,41.10
Akron,Mid-American,7-6,0.538,87,6.01,87,39.62,89,44.97,85,19.51,3.19,99,40.38
Cincinnati,Big East,4-7,0.364,88,6.01,91,38.65,90,44.71,90,18.79,3.09,62,47.35
UAB,Conference USA,5-6,0.455,89,5.98,79,41.98,80,46.98,84,19.86,3.04,110,38.54
W Michigan,Mid-American,7-4,0.636,90,5.94,95,37.91,68,48.15,110,14.61,3.22,109,38.76
Mississippi St,Southeastern,3-8,0.273,91,5.91,86,39.89,106,40.45,46,24.30,3.16,68,46.73
Illinois,Big 10,2-9,0.182,92,5.91,92,38.58,87,45.33,93,18.10,3.05,11,53.89
East Carolina,Conference USA,5-6,0.455,93,5.90,94,37.98,86,45.40,95,17.44,3.12,82,43.04
Army,FBS Indep,4-7,0.364,94,5.88,93,38.50,92,44.36,89,18.99,3.17,78,44.66
SMU,Conference USA,5-6,0.455,95,5.84,96,37.58,100,42.25,81,20.19,3.18,89,42.01
Syracuse,Big East,1-10,0.091,96,5.75,81,40.74,97,43.00,59,22.60,3.08,45,49.79
Marshall,Conference USA,4-7,0.364,97,5.68,97,37.50,105,41.40,77,20.96,3.20,90,41.79
Ball St,Mid-American,4-7,0.364,98,5.58,104,32.63,95,43.57,112,13.91,3.16,65,46.79
E Michigan,Mid-American,4-7,0.364,99,5.46,100,35.19,96,43.01,98,17.04,3.19,98,40.39
Duke,Atlantic Coast,1-10,0.091,100,5.45,98,36.19,93,43.84,97,17.21,2.96,48,49.59
Ohio,Mid-American,4-7,0.364,101,5.41,107,32.42,109,39.87,96,17.40,3.22,80,43.75
UNLV,Mountain West,2-9,0.182,102,5.39,101,34.41,99,42.75,101,16.51,3.14,77,44.72
MTSU,Sun Belt,4-7,0.364,103,5.33,99,36.08,108,40.02,78,20.92,3.15,113,36.44
Louisiana,Sun Belt,6-5,0.545,104,5.24,108,32.20,102,42.05,106,15.00,3.14,117,34.89
San Jose St,Western Athletic,3-8,0.273,105,5.18,106,32.45,101,42.24,105,15.07,3.23,101,40.36
Tulane,Conference USA,2-9,0.182,106,5.16,102,33.01,98,42.77,104,15.09,3.17,100,40.36
Utah St,Western Athletic,3-8,0.273,107,5.14,109,31.25,112,39.60,102,16.51,3.20,85,42.48
Troy,Sun Belt,4-7,0.364,108,5.11,105,32.45,117,37.02,79,20.29,3.16,116,35.26
Arkansas St,Sun Belt,6-6,0.500,109,5.06,111,29.82,110,39.78,108,14.90,3.30,119,32.79
Rice,Conference USA,1-10,0.091,110,5.04,103,32.63,91,44.69,116,12.80,3.08,72,45.95
ULM,Sun Belt,5-6,0.455,111,4.91,114,28.31,107,40.36,115,12.80,3.09,114,35.87
Idaho,Western Athletic,2-9,0.182,112,4.87,113,28.66,104,41.87,118,11.64,3.18,87,42.11
Kent,Mid-American,1-10,0.091,113,4.79,110,31.13,114,38.54,94,17.45,3.09,108,39.13
Temple,FBS Indep,0-11,0.000,114,4.70,112,28.79,111,39.72,111,13.92,3.05,21,52.37
Florida Intl,Sun Belt,5-6,0.455,115,4.63,119,24.75,115,38.48,119,11.13,3.31,118,32.93
Buffalo,Mid-American,1-10,0.091,116,4.54,117,25.93,119,34.65,103,16.13,3.09,93,41.36
North Texas,Sun Belt,2-9,0.182,117,4.50,115,26.54,116,37.52,113,13.88,3.05,111,38.11
FL Atlantic,Sun Belt,2-9,0.182,118,4.46,118,25.21,118,35.10,107,14.96,3.10,103,39.99
New Mexico St,Western Athletic,0-12,0.000,119,4.25,116,26.26,113,38.94,117,12.18,3.09,81,43.17
