Team,,Record,,Rat,,Pwr,,Off,,Def,,HFA,SoS,
Carleton MN,Minnesota IAC,4-6,0.400,72,0.07,67,-11.82,73,15.68,59,-5.08,3.07,56,-12.70
Carnegie Mellon,University AA,11-1,0.917,73,0.07,85,-15.61,130,10.68,51,-3.86,3.32,163,-24.51
Wooster,North Coast AC,8-2,0.800,74,0.04,80,-14.70,88,14.64,83,-6.92,3.06,136,-22.58
Simpson IA,American Rivers,3-7,0.300,75,-0.02,64,-11.70,105,13.21,41,-2.48,3.06,41,-9.66
Buena Vista,American Rivers,4-6,0.400,76,-0.03,77,-13.74,104,13.30,54,-4.62,2.95,44,-10.27
Kean,New Jersey A.C.,7-4,0.636,77,-0.05,74,-12.98,94,14.25,56,-4.80,3.18,101,-19.18
Luther IA,American Rivers,2-8,0.200,78,-0.10,61,-10.97,40,19.59,97,-8.13,3.08,51,-12.38
Millikin,Ill & Wisc,3-7,0.300,79,-0.12,70,-12.68,82,15.14,62,-5.40,3.02,52,-12.43
Elmhurst,Ill & Wisc,6-4,0.600,80,-0.13,83,-15.21,100,13.56,74,-6.35,3.06,88,-17.04
Howard Payne,American SW,5-5,0.500,81,-0.13,82,-14.80,54,17.88,121,-10.25,3.05,55,-12.61
Hope,Michigan IAA,7-4,0.636,82,-0.15,86,-15.74,89,14.59,93,-7.90,3.09,72,-15.06
Willamette,Northwest,2-7,0.222,83,-0.22,78,-13.96,50,18.08,112,-9.62,2.98,34,-8.07
DePauw,Southern CAC,6-4,0.600,84,-0.23,79,-14.50,92,14.28,75,-6.35,2.99,114,-20.43
Franklin,Heartland CAC,9-1,0.900,85,-0.25,98,-17.70,76,15.41,126,-10.69,3.20,176,-25.81
Redlands,Southern Cal IAC,4-5,0.444,86,-0.26,81,-14.73,98,13.65,71,-5.96,3.00,77,-15.33
Delaware Val,Mid Atlantic,8-3,0.727,87,-0.28,88,-16.14,147,9.10,43,-2.82,3.01,142,-22.98
Wilmington OH,Ohio AC,3-7,0.300,88,-0.29,96,-17.19,122,11.60,76,-6.37,3.02,19,-2.82
Concordia WI,Illini-Badger,10-1,0.909,89,-0.30,105,-19.16,114,12.53,104,-9.27,3.08,191,-30.84
Mississippi Col,American SW,5-5,0.500,90,-0.31,90,-16.36,57,17.16,133,-11.10,3.07,75,-15.25
E Texas Bap,American SW,3-7,0.300,91,-0.34,87,-16.10,60,16.66,123,-10.33,3.06,42,-9.68
Dickinson,Centennial,8-3,0.727,92,-0.37,101,-18.41,101,13.54,109,-9.52,3.16,107,-19.94
IL Wesleyan,Ill & Wisc,3-7,0.300,93,-0.39,89,-16.23,95,13.99,91,-7.80,3.08,50,-12.33
Allegheny,North Coast AC,6-4,0.600,94,-0.39,91,-16.67,75,15.58,115,-9.82,3.11,152,-23.62
Thiel,Presidents' AC,5-5,0.500,95,-0.40,84,-15.54,112,12.83,70,-5.95,2.96,103,-19.46
Millsaps,Southern CAC,7-4,0.636,96,-0.43,93,-16.96,85,14.77,106,-9.30,3.26,121,-21.29
Sul Ross,American SW,5-4,0.556,97,-0.43,107,-19.46,78,15.30,149,-12.33,3.03,73,-15.13
Louisiana Chr,American SW,4-5,0.444,98,-0.44,97,-17.21,37,19.85,163,-14.63,3.02,92,-17.09
St Lawrence,Liberty League,5-4,0.556,99,-0.44,100,-18.34,109,12.98,102,-8.90,3.08,97,-17.96
Averett,USA South,7-3,0.700,100,-0.46,106,-19.30,53,18.01,164,-14.88,3.10,87,-16.99
Widener,Mid Atlantic,7-4,0.636,101,-0.50,94,-16.97,120,12.24,82,-6.78,3.05,138,-22.69
Bridgewater VA,Old Dominion AC,8-2,0.800,102,-0.53,92,-16.70,68,15.89,118,-10.16,3.11,186,-28.89
Albion,Michigan IAA,5-5,0.500,103,-0.54,95,-17.18,83,14.89,113,-9.64,3.01,119,-20.95
W Connecticut,New Jersey A.C.,5-5,0.500,104,-0.56,110,-19.62,118,12.39,111,-9.59,3.07,89,-17.06
Huntingdon,NCAA III Ind,6-4,0.600,105,-0.57,111,-19.77,102,13.45,127,-10.79,3.07,112,-20.19
Alma,Michigan IAA,6-4,0.600,106,-0.58,99,-18.29,25,21.62,184,-17.49,3.13,124,-21.40
Chapman,NCAA III Ind,4-5,0.444,107,-0.60,108,-19.62,119,12.24,108,-9.43,3.15,80,-16.15
Ursinus,Centennial,8-3,0.727,108,-0.67,122,-21.14,163,7.69,77,-6.41,3.10,151,-23.61
Apprentice,Atlantic Central,7-3,0.700,109,-0.67,117,-20.95,150,8.87,87,-7.40,3.14,153,-23.66
Washington StL,University AA,6-4,0.600,110,-0.67,102,-18.79,145,9.22,66,-5.59,3.03,157,-24.11
Muskingum,Ohio AC,2-8,0.200,111,-0.68,104,-19.00,126,11.12,90,-7.69,2.92,27,-5.40
La Verne,Southern Cal IAC,3-6,0.333,112,-0.77,121,-21.10,110,12.94,140,-11.61,2.97,66,-14.09
College of NJ,New Jersey A.C.,4-6,0.400,113,-0.78,114,-20.43,144,9.29,86,-7.29,3.07,90,-17.07
Thomas More,Presidents' AC,6-4,0.600,114,-0.78,123,-21.21,148,9.02,92,-7.80,3.04,127,-21.85
Menlo,Northwest,4-6,0.400,115,-0.79,116,-20.65,107,13.12,136,-11.35,3.03,85,-16.79
Waynesburg,Presidents' AC,6-4,0.600,116,-0.80,120,-21.10,128,11.03,114,-9.70,3.04,120,-21.20
NC Wesleyan,USA South,6-4,0.600,117,-0.80,103,-18.91,71,15.85,148,-12.33,3.05,172,-25.17
Muhlenberg,Centennial,5-5,0.500,118,-0.81,109,-19.62,143,9.52,81,-6.72,3.14,122,-21.37
Hamline,Minnesota IAC,3-7,0.300,119,-0.82,118,-20.97,146,9.13,89,-7.68,2.95,54,-12.52
Johns Hopkins,Centennial,5-5,0.500,120,-0.82,112,-19.85,166,7.55,57,-4.97,3.10,132,-22.14
McMurry,American SW,3-7,0.300,121,-0.85,125,-21.63,106,13.12,147,-12.32,3.05,60,-13.20
Washington & Lee,Old Dominion AC,7-4,0.636,122,-0.87,129,-22.10,152,8.85,99,-8.52,3.26,147,-23.41
Rhodes,Southern CAC,6-4,0.600,123,-0.87,126,-21.73,173,6.81,72,-6.12,3.00,144,-23.05
Defiance,Heartland CAC,7-3,0.700,124,-0.89,138,-23.60,175,5.97,85,-7.15,3.01,162,-24.49
Lebanon Val,Mid Atlantic,6-4,0.600,125,-0.90,131,-22.31,125,11.22,134,-11.11,3.12,145,-23.21
King's PA,Mid Atlantic,6-5,0.545,126,-0.91,132,-22.65,162,7.71,94,-7.93,3.06,104,-19.77
Pomona-Pitzer,Southern Cal IAC,3-6,0.333,127,-0.96,113,-19.97,115,12.51,117,-10.05,2.98,109,-20.12
Augsburg,Minnesota IAC,1-9,0.100,128,-0.97,115,-20.51,52,18.02,175,-16.11,2.88,32,-6.69
Claremont M.S.,Southern Cal IAC,4-5,0.444,129,-0.99,137,-23.58,137,9.86,132,-11.02,3.12,100,-18.39
Buffalo St,New Jersey A.C.,3-7,0.300,130,-1.02,135,-23.49,108,13.00,159,-14.06,3.10,71,-15.00
Merchant Marine,Liberty League,3-7,0.300,131,-1.03,127,-21.81,129,10.82,120,-10.21,3.10,99,-18.32
Olivet MI,Michigan IAA,6-4,0.600,132,-1.04,140,-23.99,154,8.75,122,-10.31,3.06,161,-24.43
Emory & Henry,Old Dominion AC,6-4,0.600,133,-1.04,150,-24.64,153,8.75,131,-10.97,3.10,143,-23.05
Frank & Marsh,Centennial,3-7,0.300,134,-1.06,124,-21.53,136,10.18,105,-9.29,3.02,102,-19.25
Adrian,Michigan IAA,5-5,0.500,135,-1.07,119,-21.05,121,12.04,125,-10.67,3.14,180,-26.32
Monmouth IL,Midwest,7-3,0.700,136,-1.08,130,-22.21,127,11.12,129,-10.90,3.16,197,-32.35
Whittier,Southern Cal IAC,2-7,0.222,137,-1.10,134,-22.74,132,10.64,130,-10.96,3.03,79,-15.84
Guilford,Old Dominion AC,6-4,0.600,138,-1.10,148,-24.50,70,15.85,190,-17.92,3.14,166,-24.84
Gettysburg,Centennial,5-5,0.500,139,-1.10,145,-24.22,124,11.36,152,-13.15,3.18,131,-22.09
Centre,Southern CAC,5-5,0.500,140,-1.11,136,-23.53,141,9.69,128,-10.80,3.08,149,-23.50
Cornell IA,American Rivers,2-8,0.200,141,-1.12,143,-24.12,142,9.68,137,-11.37,2.96,53,-12.44
Hampden-Sydney,Old Dominion AC,4-6,0.400,142,-1.22,133,-22.70,77,15.37,170,-15.64,3.10,159,-24.25
Maryville TN,USA South,5-5,0.500,143,-1.23,141,-24.05,81,15.25,180,-16.88,3.15,177,-25.89
Case Western,University AA,5-5,0.500,144,-1.24,142,-24.05,167,7.52,103,-9.15,3.09,173,-25.31
Rose-Hulman,Heartland CAC,6-4,0.600,145,-1.26,139,-23.78,156,8.61,116,-9.97,3.10,189,-30.70
Ohio Wesleyan,North Coast AC,3-7,0.300,146,-1.28,128,-22.03,111,12.93,150,-12.53,3.02,175,-25.71
Lycoming,Mid Atlantic,4-5,0.444,147,-1.30,149,-24.59,170,7.20,107,-9.36,3.04,146,-23.38
Moravian,Mid Atlantic,4-6,0.400,148,-1.31,147,-24.41,138,9.77,142,-11.75,3.07,139,-22.75
Hanover,Heartland CAC,4-6,0.400,149,-1.32,153,-25.07,151,8.85,139,-11.49,3.03,134,-22.28
Wm Paterson,New Jersey A.C.,1-9,0.100,150,-1.35,144,-24.13,140,9.69,138,-11.40,2.97,63,-13.89
Lakeland,Illini-Badger,5-5,0.500,151,-1.36,146,-24.23,135,10.30,144,-12.11,3.06,179,-26.16
Methodist,USA South,4-6,0.400,152,-1.44,151,-24.75,169,7.24,110,-9.56,3.00,174,-25.48
Worcester Tech,Liberty League,3-6,0.333,153,-1.45,154,-25.62,131,10.64,156,-13.84,3.00,158,-24.12
Colorado Col,NCAA III Ind,5-5,0.500,154,-1.46,159,-27.02,99,13.61,192,-18.21,3.14,181,-26.98
Frostburg St,Atlantic Central,2-7,0.222,155,-1.47,152,-24.96,186,4.45,84,-6.98,2.93,105,-19.78
Austin Col,Southern CAC,4-6,0.400,156,-1.48,161,-27.38,172,7.16,145,-12.12,2.95,128,-21.94
Chicago,University AA,4-5,0.444,157,-1.55,157,-26.45,171,7.18,135,-11.21,3.00,193,-31.01
Ripon,Midwest,7-3,0.700,158,-1.56,163,-28.58,133,10.60,179,-16.76,3.18,190,-30.78
Curry,New England FC,11-1,0.917,159,-1.59,168,-30.05,149,8.93,177,-16.55,3.10,210,-40.09
Ferrum,USA South,2-7,0.222,160,-1.59,155,-25.69,116,12.49,171,-15.75,3.04,137,-22.64
Grove City,Presidents' AC,3-7,0.300,161,-1.60,162,-28.18,158,8.08,157,-13.84,2.99,116,-20.75
Sewanee,Southern CAC,2-8,0.200,162,-1.60,158,-26.72,168,7.38,141,-11.67,2.96,110,-20.13
McDaniel,Centennial,4-6,0.400,163,-1.63,166,-29.67,185,4.74,143,-11.98,3.05,154,-23.71
Heidelberg,Ohio AC,0-10,0.000,164,-1.68,156,-26.04,117,12.43,173,-16.05,2.89,21,-3.56
Hartwick,Empire 8,4-6,0.400,165,-1.69,160,-27.37,93,14.25,200,-19.19,3.08,155,-23.81
Oberlin,North Coast AC,5-5,0.500,166,-1.71,169,-30.48,139,9.76,188,-17.81,3.07,165,-24.79
Westminster PA,Presidents' AC,2-8,0.200,167,-1.81,165,-29.20,165,7.60,162,-14.37,3.03,115,-20.51
Husson,NCAA III Ind,6-4,0.600,168,-1.82,175,-31.94,193,3.85,153,-13.37,3.09,184,-28.09
Albright,Mid Atlantic,2-8,0.200,169,-1.87,164,-28.59,113,12.68,197,-18.84,3.00,148,-23.47
FDU Madison,Mid Atlantic,2-8,0.200,170,-1.96,167,-29.97,157,8.47,172,-16.02,3.04,156,-24.05
Catholic,Old Dominion AC,3-7,0.300,171,-1.97,178,-32.06,174,6.63,176,-16.26,2.99,171,-25.12
Bluffton,Heartland CAC,3-7,0.300,172,-2.02,172,-31.47,206,1.14,119,-10.18,2.98,169,-25.06
Susquehanna,Mid Atlantic,2-8,0.200,173,-2.03,171,-31.07,183,4.93,154,-13.58,2.94,141,-22.79
Greensboro,USA South,3-7,0.300,174,-2.04,182,-33.13,161,7.95,194,-18.66,2.98,126,-21.43
Greenville,Illini-Badger,6-4,0.600,175,-2.06,180,-32.54,189,4.23,161,-14.35,3.12,208,-36.81
Utica,Empire 8,3-7,0.300,176,-2.07,177,-32.00,190,4.04,155,-13.62,2.97,117,-20.76
Bethany WV,Presidents' AC,4-6,0.400,177,-2.08,194,-35.75,159,8.07,213,-21.39,2.98,133,-22.15
Trine,Michigan IAA,2-8,0.200,178,-2.09,170,-31.05,134,10.32,198,-18.95,3.05,164,-24.71
Kalamazoo,Michigan IAA,2-7,0.222,179,-2.11,173,-31.50,155,8.69,187,-17.77,3.06,167,-24.87
Coast Guard,New England FC,8-3,0.727,180,-2.12,179,-32.19,179,5.74,169,-15.51,3.02,212,-41.57
Shenandoah,USA South,2-8,0.200,181,-2.15,183,-33.38,205,1.27,146,-12.23,2.97,140,-22.75
Carroll WI,Midwest,4-6,0.400,182,-2.21,174,-31.75,180,5.63,166,-14.95,3.12,196,-32.13
Norwich,Empire 8,2-8,0.200,183,-2.22,176,-31.98,176,5.81,168,-15.36,2.99,125,-21.41
Denison,North Coast AC,3-7,0.300,184,-2.23,181,-33.04,181,5.44,174,-16.05,2.94,185,-28.16
Randolph-Macon,Old Dominion AC,2-8,0.200,185,-2.24,184,-33.42,192,3.90,165,-14.89,3.06,168,-25.01
Illinois Col,Midwest,6-4,0.600,186,-2.24,192,-35.50,197,3.54,178,-16.61,3.13,195,-31.77
Juniata,Mid Atlantic,2-8,0.200,187,-2.26,187,-34.29,182,5.23,182,-17.09,3.08,150,-23.51
Aurora,Illini-Badger,5-5,0.500,188,-2.29,185,-34.14,200,2.37,160,-14.09,2.98,199,-32.75
Lake Forest,Midwest,5-5,0.500,189,-2.31,188,-34.70,211,0.52,151,-12.80,3.06,198,-32.40
Anderson IN,Heartland CAC,2-8,0.200,190,-2.36,186,-34.23,177,5.77,185,-17.58,3.01,160,-24.36
Kenyon,North Coast AC,4-6,0.400,191,-2.41,195,-36.08,103,13.42,225,-27.08,3.02,188,-29.39
Bridgewater MA,New England FC,8-2,0.800,192,-2.45,196,-36.24,178,5.77,201,-19.59,3.01,223,-44.76
Northwestern MN,Upper Midwest,7-3,0.700,193,-2.45,197,-36.74,196,3.70,191,-18.01,3.06,218,-42.63
Morrisville St,NCAA III Ind,1-8,0.111,194,-2.46,189,-35.33,187,4.30,183,-17.20,3.01,82,-16.32
Earlham,North Coast AC,3-7,0.300,195,-2.49,190,-35.41,164,7.61,207,-20.60,2.98,183,-28.05
Endicott,New England FC,6-4,0.600,196,-2.55,193,-35.68,209,0.70,158,-13.96,3.14,211,-40.30
North Park,Ill & Wisc,1-9,0.100,197,-2.58,191,-35.43,184,4.74,186,-17.74,2.97,95,-17.83
Lawrence,Midwest,5-5,0.500,198,-2.63,200,-38.56,202,1.74,189,-17.87,3.09,202,-34.14
Benedictine IL,Illini-Badger,4-6,0.400,199,-2.68,199,-37.97,214,-0.52,167,-15.02,3.09,194,-31.52
Mt Ida,NCAA III Ind,5-4,0.556,200,-2.73,209,-41.30,199,2.93,214,-21.80,3.06,192,-30.99
Manchester,Heartland CAC,1-9,0.100,201,-2.74,198,-37.18,191,3.91,195,-18.66,2.92,178,-25.94
Rockford,Upper Midwest,7-3,0.700,202,-2.77,202,-39.02,201,2.23,196,-18.83,3.09,229,-46.75
MN Morris,Upper Midwest,7-3,0.700,203,-2.80,204,-39.76,194,3.85,211,-21.18,3.14,227,-46.17
Lewis & Clark,Northwest,0-9,0.000,204,-2.86,201,-38.71,160,8.05,220,-24.34,3.02,46,-11.15
MA Dartmouth,New England FC,5-4,0.556,205,-2.90,205,-39.89,204,1.67,199,-19.13,3.06,216,-42.13
Plymouth St,New England FC,4-5,0.444,206,-3.05,203,-39.73,208,0.99,193,-18.29,3.07,214,-41.82
LaGrange,NCAA III Ind,0-10,0.000,207,-3.10,207,-40.46,188,4.24,216,-22.27,2.89,108,-20.06
Fitchburg St,New England FC,4-5,0.444,208,-3.11,206,-40.32,216,-0.91,181,-16.98,2.98,219,-42.80
ME Maritime,New England FC,6-3,0.667,209,-3.14,211,-42.79,213,-0.07,205,-20.29,3.08,226,-45.68
WI Lutheran,Michigan IAA,0-10,0.000,210,-3.17,208,-40.63,203,1.72,204,-19.93,2.81,130,-22.06
MacMurray,Illini-Badger,3-7,0.300,211,-3.34,210,-42.67,198,3.07,218,-23.32,3.00,207,-36.09
W New England,New England FC,5-4,0.556,212,-3.36,214,-44.44,217,-1.28,208,-20.73,3.11,221,-43.96
Knox,Midwest,2-8,0.200,213,-3.44,212,-43.15,210,0.55,212,-21.28,3.05,206,-35.23
Worcester St,New England FC,4-6,0.400,214,-3.44,213,-44.07,221,-1.91,202,-19.74,2.96,213,-41.63
Nichols,New England FC,5-4,0.556,215,-3.52,218,-46.26,223,-2.67,210,-21.16,3.11,225,-45.22
Westminster MO,Upper Midwest,4-5,0.444,216,-3.53,215,-44.91,222,-2.20,206,-20.29,3.11,230,-47.27
Beloit,Midwest,1-9,0.100,217,-3.74,216,-44.92,219,-1.68,209,-20.81,2.99,203,-34.45
SUNY Maritime,NCAA III Ind,1-6,0.143,218,-3.74,217,-45.47,215,-0.60,217,-22.45,3.05,209,-36.98
Grinnell,Midwest,2-8,0.200,219,-3.80,221,-49.21,195,3.83,233,-30.62,3.00,200,-33.26
Macalester,NCAA III Ind,2-7,0.222,220,-4.02,222,-49.53,207,1.10,226,-28.20,2.99,201,-33.85
Becker,NCAA III Ind,0-9,0.000,221,-4.04,219,-47.49,212,0.40,222,-25.46,2.98,182,-27.69
Westfield St,New England FC,1-8,0.111,222,-4.18,220,-48.31,228,-6.03,203,-19.85,3.10,217,-42.47
Hiram,North Coast AC,0-10,0.000,223,-4.21,224,-50.95,220,-1.70,224,-26.83,2.98,170,-25.10
Maranatha Bap,Upper Midwest,6-3,0.667,224,-4.25,225,-52.38,229,-6.10,219,-23.86,3.17,235,-57.37
Concordia IL,Illini-Badger,2-8,0.200,225,-4.33,226,-52.87,218,-1.64,228,-28.81,3.03,205,-35.13
MA Maritime,MASCAC,3-6,0.333,226,-4.40,228,-54.97,230,-6.95,223,-25.59,2.93,220,-43.66
Martin Luther,Upper Midwest,2-8,0.200,227,-4.44,223,-50.58,227,-5.89,215,-22.26,2.94,228,-46.49
Salve Regina,New England FC,1-8,0.111,228,-4.51,227,-52.93,226,-5.51,221,-24.99,2.97,215,-41.88
MIT,New England FC,2-7,0.222,229,-4.73,230,-56.73,225,-4.48,231,-29.83,2.98,224,-45.18
Eureka,Illini-Badger,0-10,0.000,230,-4.79,229,-55.22,224,-3.61,229,-29.19,2.97,204,-34.83
Blackburn,Upper Midwest,3-7,0.300,231,-5.12,233,-61.38,232,-9.32,230,-29.63,2.82,231,-50.30
Framingham St,New England FC,1-8,0.111,232,-5.12,231,-59.92,231,-7.53,232,-29.96,3.03,222,-44.31
Crown MN,Upper Midwest,3-6,0.333,233,-5.25,232,-60.83,233,-9.81,227,-28.59,3.03,233,-55.69
Trinity Bib,Upper Midwest,2-6,0.250,234,-7.02,234,-77.99,235,-16.41,234,-39.15,3.06,234,-56.16
Principia,Upper Midwest,0-9,0.000,235,-7.63,235,-80.53,234,-16.11,235,-41.99,2.89,232,-55.24
