Team,,Record,,Rat,,Pwr,,Off,,Def,,HFA,SoS,
Villanova,Coastal,14-1,0.933,1,7.04,1,46.17,2,46.28,2,25.26,2.86,4,32.28
William & Mary,Coastal,11-3,0.786,2,6.71,2,44.92,10,43.50,1,26.79,2.82,7,32.16
Richmond,Coastal,11-2,0.846,3,6.53,3,42.10,6,45.16,3,22.31,2.70,10,31.11
Montana,Big Sky,14-1,0.933,4,6.48,4,41.97,1,47.11,7,20.23,2.92,39,25.51
S Illinois,Missouri Valley,11-2,0.846,5,6.11,6,38.57,7,44.43,9,19.51,2.81,42,25.29
Appalachian St,Southern,11-3,0.786,6,5.99,7,37.59,3,45.73,14,17.23,2.60,24,27.95
New Hampshire,Coastal,10-3,0.769,7,5.92,10,36.58,4,45.49,17,16.45,2.67,28,27.50
Northern Iowa,Missouri Valley,7-4,0.636,8,5.83,5,39.56,8,43.83,5,21.10,2.83,38,25.58
James Madison,Coastal,6-5,0.545,9,5.79,8,36.84,16,41.87,6,20.35,2.69,2,33.45
Elon,Southern,9-3,0.750,10,5.77,9,36.62,23,40.81,4,21.18,2.79,41,25.34
S Dakota St,Missouri Valley,8-4,0.667,11,5.71,11,36.31,9,43.52,10,18.16,2.78,17,29.30
Delaware,Coastal,6-5,0.545,12,5.53,13,34.07,17,41.69,11,17.76,2.68,8,32.08
Weber St,Big Sky,7-5,0.583,13,5.43,14,33.28,14,42.14,15,16.50,2.87,11,30.64
E Washington,Big Sky,8-4,0.667,14,5.35,15,32.48,5,45.43,35,12.42,2.68,22,28.42
Massachusetts,Coastal,5-6,0.455,15,5.35,12,34.57,13,42.40,12,17.54,2.85,14,29.93
Northern Arizona,Big Sky,5-6,0.455,16,5.10,16,31.31,11,43.47,27,13.22,2.72,6,32.18
Jacksonville St,OH Valley,8-3,0.727,17,5.10,17,31.20,21,41.04,21,15.53,2.72,46,21.89
Maine,Coastal,5-6,0.455,18,5.05,18,30.16,33,38.24,13,17.29,2.72,13,30.16
Montana St,Big Sky,7-4,0.636,19,5.01,21,28.25,36,37.64,19,15.98,2.69,30,27.15
Furman,Southern,6-5,0.545,20,4.97,20,28.88,12,42.66,46,11.59,2.71,16,29.48
Liberty,Big South,8-3,0.727,21,4.92,19,28.92,20,41.17,28,13.12,2.83,75,17.17
Penn,Ivy League,8-2,0.800,22,4.91,25,27.39,70,32.68,8,20.08,2.81,60,19.49
Hofstra,Coastal,5-6,0.455,23,4.86,23,28.02,40,37.08,18,16.31,2.78,18,28.88
S Carolina St,Mid-Eastern AC,10-2,0.833,24,4.80,26,26.74,37,37.24,23,14.88,2.75,79,15.91
SF Austin,Southland,10-3,0.769,25,4.78,37,24.75,25,40.60,56,9.52,2.95,59,19.56
Youngstown St,Missouri Valley,6-5,0.545,26,4.77,27,26.71,45,36.55,20,15.53,2.70,26,27.93
UC Davis,Great West,6-5,0.545,27,4.76,28,26.32,30,39.06,33,12.63,2.79,21,28.54
Cal Poly,Great West,4-7,0.364,28,4.74,22,28.20,26,40.57,29,13.00,2.80,20,28.82
Illinois St,Missouri Valley,6-5,0.545,29,4.72,33,25.33,32,38.41,37,12.29,2.78,31,27.00
Holy Cross,Patriot League,9-3,0.750,30,4.66,30,25.87,18,41.46,52,9.78,2.73,69,18.26
Southern Utah,Great West,5-6,0.455,31,4.60,29,25.97,15,41.91,58,9.44,2.84,36,25.69
McNeese St,Southland,9-3,0.750,32,4.58,45,23.17,24,40.67,71,7.87,2.60,66,18.71
Harvard,Ivy League,7-3,0.700,33,4.55,31,25.60,49,35.95,22,15.02,2.66,63,18.81
Lafayette,Patriot League,8-3,0.727,34,4.54,38,24.04,44,36.72,32,12.69,2.68,63,18.81
CS Sacramento,Big Sky,5-6,0.455,35,4.54,44,23.19,29,39.09,57,9.47,2.77,19,28.88
Missouri St,Missouri Valley,6-5,0.545,36,4.52,43,23.29,54,34.91,26,13.76,2.68,33,26.71
South Dakota,Great West,5-5,0.500,37,4.50,32,25.46,27,40.47,51,10.37,2.89,56,20.04
North Dakota,Great West,6-5,0.545,38,4.49,39,23.72,39,37.20,42,11.90,2.70,40,25.43
Ga Southern,Southern,5-6,0.455,39,4.48,41,23.39,41,37.05,43,11.71,2.76,15,29.87
N Dakota St,Missouri Valley,3-8,0.273,40,4.44,24,27.48,19,41.19,44,11.66,2.63,37,25.62
Wofford,Southern,3-8,0.273,41,4.37,34,25.21,22,40.82,53,9.76,2.63,12,30.52
Samford,Southern,5-6,0.455,42,4.37,40,23.50,71,32.40,16,16.47,2.68,45,23.08
Texas St,Southland,7-4,0.636,43,4.35,42,23.36,28,40.05,62,8.68,2.76,50,21.58
Citadel,Southern,4-7,0.364,44,4.35,35,24.84,31,38.61,45,11.60,2.75,34,26.34
Chattanooga,Southern,6-5,0.545,45,4.33,47,21.39,51,35.20,47,11.56,2.72,32,26.79
Colgate,Patriot League,9-2,0.818,46,4.26,50,20.97,35,37.71,63,8.63,2.76,85,14.38
Brown,Ivy League,6-4,0.600,47,4.21,46,22.17,53,34.96,34,12.58,2.72,65,18.80
E Illinois,OH Valley,8-4,0.667,48,4.21,49,21.03,58,34.09,36,12.31,2.77,49,21.62
Stony Brook,Big South,6-5,0.545,49,4.19,48,21.10,56,34.52,41,11.95,2.78,53,21.17
Cent Arkansas,Southland,5-7,0.417,50,4.16,36,24.80,50,35.59,25,14.58,2.66,76,17.12
Northeastern,Coastal,3-8,0.273,51,4.13,52,20.61,52,35.20,49,10.78,2.67,3,32.72
N Colorado,Big Sky,3-8,0.273,52,3.98,51,20.94,63,33.57,31,12.74,2.67,29,27.40
SE Louisiana,Southland,6-5,0.545,53,3.94,60,18.92,34,38.20,89,6.09,2.70,61,19.08
Florida A&M,Mid-Eastern AC,8-3,0.727,54,3.92,58,19.02,47,36.31,68,8.08,2.75,83,14.64
E Kentucky,OH Valley,5-6,0.455,55,3.84,53,19.64,69,32.73,38,12.28,2.61,47,21.82
Gardner Webb,Big South,6-5,0.545,56,3.80,63,17.73,57,34.32,61,8.78,2.74,80,15.74
W Carolina,Southern,2-9,0.182,57,3.80,56,19.16,72,32.28,39,12.25,2.61,25,27.94
SUNY Albany,Northeast,7-4,0.636,58,3.75,62,18.22,66,33.19,50,10.40,2.72,91,11.91
Sam Houston St,Southland,5-6,0.455,59,3.74,66,16.65,43,36.94,95,5.08,2.81,57,19.83
Portland St,Big Sky,2-9,0.182,60,3.74,57,19.12,42,37.02,76,7.47,2.63,27,27.65
Lehigh,Patriot League,4-7,0.364,61,3.68,55,19.39,68,32.79,40,11.97,2.62,67,18.67
Towson,Coastal,2-9,0.182,62,3.68,65,17.07,59,33.98,64,8.46,2.53,5,32.23
Prairie View,Southwestern AC,9-1,0.900,63,3.67,74,14.13,79,31.19,67,8.31,2.79,108,6.80
Yale,Ivy League,4-6,0.400,64,3.66,61,18.42,86,29.19,24,14.61,2.67,74,17.20
Tennessee Tech,OH Valley,6-5,0.545,65,3.64,70,15.58,64,33.39,73,7.56,2.81,62,18.95
W Illinois,Missouri Valley,1-10,0.091,66,3.64,54,19.43,74,31.95,30,12.85,2.67,23,28.02
Rhode Island,Coastal,1-10,0.091,67,3.62,59,19.00,38,37.22,80,7.14,2.63,9,32.06
Charleston So,Big South,6-5,0.545,68,3.58,73,14.45,65,33.28,85,6.53,2.82,55,20.48
Grambling,Southwestern AC,7-4,0.636,69,3.56,64,17.25,46,36.35,87,6.27,2.84,95,11.24
Columbia,Ivy League,4-6,0.400,70,3.55,67,16.27,73,32.27,59,9.37,2.65,70,18.05
Norfolk St,Mid-Eastern AC,7-4,0.636,71,3.53,69,15.86,67,32.91,66,8.31,2.83,96,10.90
Coastal Car,Big South,5-6,0.455,72,3.53,71,15.48,80,31.11,54,9.74,2.76,54,20.53
TN Martin,OH Valley,5-6,0.455,73,3.46,72,14.95,48,35.95,102,4.37,2.71,87,13.91
Fordham,Patriot League,5-6,0.455,74,3.45,68,16.06,55,34.87,84,6.56,2.68,86,14.31
Princeton,Ivy League,4-6,0.400,75,3.40,80,12.50,93,28.32,55,9.55,2.60,58,19.76
Central Conn,Northeast,9-3,0.750,76,3.38,81,12.24,76,31.74,91,5.87,2.74,94,11.40
Idaho St,Big Sky,1-10,0.091,77,3.34,76,13.70,60,33.92,94,5.15,2.69,1,34.45
Nicholls St,Southland,3-8,0.273,78,3.31,77,12.90,62,33.73,100,4.55,2.60,43,25.04
Austin Peay,OH Valley,4-7,0.364,79,3.16,85,11.05,77,31.45,96,4.97,2.76,71,18.03
Morgan St,Mid-Eastern AC,6-5,0.545,80,3.09,88,9.94,102,26.43,60,8.88,2.70,88,13.42
VMI,Big South,2-9,0.182,81,3.07,75,14.06,61,33.74,92,5.69,2.59,52,21.24
Tennessee St,OH Valley,4-7,0.364,82,3.07,78,12.80,97,27.24,48,10.93,2.59,89,13.30
Dartmouth,Ivy League,2-8,0.200,83,3.04,84,11.34,85,29.66,82,7.05,2.70,48,21.64
Delaware St,Mid-Eastern AC,4-6,0.400,84,3.02,86,10.91,89,28.79,75,7.49,2.69,73,17.78
SE Missouri St,OH Valley,2-9,0.182,85,2.96,79,12.72,83,30.46,72,7.63,2.80,68,18.46
Hampton,Mid-Eastern AC,5-6,0.455,86,2.92,83,11.39,91,28.35,65,8.41,2.78,98,9.54
Cornell,Ivy League,2-8,0.200,87,2.91,87,10.74,88,28.89,79,7.22,2.64,72,17.93
Old Dominion,FCS Indep,9-2,0.818,88,2.89,94,7.63,75,31.81,116,1.19,2.77,115,0.05
Southern Univ,Southwestern AC,6-5,0.545,89,2.80,89,9.80,78,31.26,104,3.91,2.83,109,5.38
Alabama A&M,Southwestern AC,7-5,0.583,90,2.77,95,7.21,95,27.84,98,4.75,2.70,104,8.38
Bucknell,Patriot League,4-7,0.364,91,2.77,92,8.27,100,26.59,81,7.05,2.72,84,14.61
Monmouth NJ,Northeast,5-6,0.455,92,2.77,90,9.54,96,27.58,77,7.34,2.52,101,8.79
Northwestern LA,Southland,0-11,0.000,93,2.76,82,11.85,84,30.29,83,6.93,2.63,35,25.71
Murray St,OH Valley,3-8,0.273,94,2.70,97,6.75,92,28.33,106,3.79,2.77,77,17.10
TX Southern,Southwestern AC,6-5,0.545,95,2.64,99,5.64,87,28.97,111,2.04,2.87,97,10.87
Dayton,Pioneer,9-2,0.818,96,2.64,96,7.20,103,26.33,88,6.23,2.65,120,-3.28
Robert Morris,Northeast,5-6,0.455,97,2.64,91,8.37,105,25.73,69,8.01,2.74,107,7.43
NC A&T,Mid-Eastern AC,4-6,0.400,98,2.54,101,5.39,107,24.49,86,6.27,2.65,93,11.72
Jacksonville,Pioneer,7-4,0.636,99,2.53,93,7.77,81,30.90,110,2.24,2.80,118,-1.64
Bryant,Northeast,5-6,0.455,100,2.51,100,5.47,113,23.29,74,7.55,2.79,99,9.16
Bethune-Cookman,Mid-Eastern AC,5-6,0.455,101,2.48,103,5.11,106,24.54,90,5.94,2.63,102,8.57
Indiana St,Missouri Valley,1-10,0.091,102,2.44,98,6.01,99,26.87,101,4.51,2.56,44,24.99
Drake,Pioneer,8-3,0.727,103,2.40,108,3.69,108,24.43,99,4.63,2.72,119,-1.87
Butler,Pioneer,11-1,0.917,104,2.26,119,-0.76,110,24.08,117,0.53,2.78,125,-6.69
Wagner,Northeast,6-5,0.545,105,2.24,113,1.97,90,28.69,121,-1.35,2.78,111,3.60
Marist,Pioneer,7-4,0.636,106,2.24,111,2.29,112,23.39,103,4.28,2.66,116,-0.44
Jackson St,Southwestern AC,3-7,0.300,107,2.17,102,5.15,116,22.57,70,7.95,2.64,100,9.05
Alcorn St,Southwestern AC,3-6,0.333,108,2.17,110,2.45,104,25.86,113,1.96,2.76,82,14.71
NC Central,FCS Indep,4-7,0.364,109,2.17,107,3.99,94,28.00,115,1.36,2.76,106,8.05
Ark Pine Bluff,Southwestern AC,5-5,0.500,110,2.12,114,1.62,111,23.95,107,3.04,2.61,113,1.63
San Diego,Pioneer,4-7,0.364,111,2.11,104,4.99,101,26.45,105,3.91,2.62,112,3.44
Presbyterian,Big South,0-11,0.000,112,2.09,106,4.67,82,30.68,120,-0.64,2.67,51,21.30
W Salem St,Mid-Eastern AC,1-10,0.091,113,2.01,105,4.76,114,22.85,78,7.29,2.61,90,12.24
Duquesne,Northeast,3-8,0.273,114,1.95,115,0.33,109,24.09,114,1.62,2.75,105,8.05
Sacred Heart,Northeast,2-8,0.200,115,1.86,112,2.01,98,26.88,118,0.50,2.70,103,8.47
Howard,Mid-Eastern AC,2-9,0.182,116,1.86,118,-0.71,115,22.69,112,1.97,2.66,81,15.52
St Francis PA,Northeast,2-9,0.182,117,1.75,116,0.10,118,22.48,108,2.99,2.80,92,11.88
Georgetown,Patriot League,0-11,0.000,118,1.74,109,2.60,117,22.54,93,5.43,2.59,78,16.57
Alabama St,Southwestern AC,4-7,0.364,119,1.65,117,-0.45,120,19.97,97,4.95,2.69,117,-1.47
Davidson,Pioneer,3-7,0.300,120,1.53,120,-2.37,119,20.27,109,2.73,2.60,110,4.33
Morehead St,Pioneer,3-8,0.273,121,1.06,121,-6.15,121,18.78,119,0.44,2.70,122,-4.17
MS Valley St,Southwestern AC,3-8,0.273,122,0.88,122,-9.66,123,18.29,122,-2.58,2.67,114,1.46
Campbell,Pioneer,3-8,0.273,123,0.25,124,-15.22,124,17.01,124,-6.85,2.79,124,-4.80
Savannah St,FCS Indep,2-8,0.200,124,0.24,123,-13.02,122,18.51,123,-6.16,2.68,121,-3.74
Valparaiso,Pioneer,1-10,0.091,125,-0.48,125,-20.33,125,12.92,125,-7.88,2.53,123,-4.47
