Team,,Record,,Rat,,Pwr,,Off,,Def,,HFA,SoS,
Grand Valley St,Great Lakes IAC,15-0,1.000,1,5.97,1,38.61,1,43.36,2,17.68,3.19,8,19.52
North Dakota,North Central AC,11-2,0.846,2,5.46,2,35.22,3,41.61,3,16.03,3.18,3,23.10
NW Missouri,Mid America IAA,14-1,0.933,3,5.37,3,34.77,6,37.84,1,19.36,3.12,18,16.66
NE Omaha,North Central AC,8-3,0.727,4,4.78,4,29.33,5,40.75,9,11.00,3.11,2,23.16
South Dakota,North Central AC,9-4,0.692,5,4.70,5,29.31,4,40.88,10,10.85,3.19,11,18.71
North Alabama,Gulf South,11-1,0.917,6,4.53,6,27.08,8,37.05,5,12.46,3.00,34,11.81
Northwood MI,Great Lakes IAC,8-3,0.727,7,4.35,7,25.78,10,35.94,6,12.27,3.06,9,19.29
Delta St,Gulf South,12-3,0.800,8,4.33,8,25.19,14,34.76,4,12.85,3.15,33,12.60
Chadron St,Rocky Mtn AC,12-1,0.923,9,4.25,12,23.36,7,37.64,24,8.15,3.31,48,7.87
Valdosta St,Gulf South,8-2,0.800,10,4.16,9,24.97,9,36.84,12,10.56,3.17,41,9.17
Pittsburg St,Mid America IAA,10-2,0.833,11,4.15,10,24.19,2,42.63,56,3.98,3.25,47,7.88
Saginaw Val,Great Lakes IAC,6-4,0.600,12,3.96,11,23.63,11,35.56,14,10.50,2.98,13,17.61
C Washington,North Central AC,6-5,0.545,13,3.94,15,21.35,16,33.99,17,9.79,3.00,1,23.24
MO Western,Mid America IAA,9-3,0.750,14,3.87,16,20.56,26,32.15,11,10.83,3.11,28,14.95
Michigan Tech,Great Lakes IAC,6-4,0.600,15,3.87,13,22.64,18,32.98,7,12.09,3.03,12,17.84
Ferris St,Great Lakes IAC,8-3,0.727,16,3.86,18,20.13,20,32.77,18,9.78,2.96,20,16.42
Washburn,Mid America IAA,7-4,0.636,17,3.78,14,21.50,19,32.81,8,11.11,3.16,30,14.03
MN Duluth,North Central AC,6-4,0.600,18,3.65,23,17.61,29,31.51,23,8.52,2.97,7,19.98
MN Mankato,North Central AC,4-7,0.364,19,3.53,19,19.59,31,31.49,13,10.53,3.00,5,21.48
W Washington,North Central AC,5-6,0.455,20,3.51,24,17.43,39,30.50,20,9.35,2.91,4,21.55
Augustana SD,North Central AC,5-6,0.455,21,3.50,22,17.73,23,32.32,27,7.84,3.08,6,20.49
Indianapolis,Great Lakes IAC,6-5,0.545,22,3.50,21,18.93,28,31.70,19,9.65,3.02,26,15.73
St Cloud,North Central AC,3-8,0.273,23,3.41,17,20.22,21,32.55,15,10.10,3.08,19,16.63
Wayne St MI,Great Lakes IAC,6-5,0.545,24,3.34,26,16.97,27,31.92,30,7.48,2.96,23,16.03
Bloomsburg,Penn St AC,12-2,0.857,25,3.32,32,13.96,45,29.54,35,6.85,3.04,43,8.57
Midwest TX St,Lone Star,10-3,0.769,26,3.29,28,15.88,15,34.26,55,4.05,3.04,46,8.08
C Missouri,Mid America IAA,5-6,0.455,27,3.27,20,19.25,12,34.91,37,6.77,3.08,52,7.03
