Team,,Record,,Rat,,Pwr,,Off,,Def,,HFA,SoS,
Grand Valley St,Great Lakes IAC,13-0,1.000,1,5.75,1,34.66,6,39.80,2,19.71,3.35,5,17.03
North Dakota,North Central AC,10-3,0.769,2,5.14,2,33.96,9,38.40,1,20.41,3.27,2,18.20
Saginaw Val,Great Lakes IAC,11-2,0.846,3,5.03,4,28.95,15,36.61,3,17.20,3.27,4,18.11
NW Missouri,Mid America IAA,11-4,0.733,4,4.80,5,28.05,10,38.27,5,14.64,3.12,3,18.19
NE Omaha,North Central AC,8-3,0.727,5,4.64,8,26.61,5,40.80,10,10.67,3.31,9,16.35
Pittsburg St,Mid America IAA,10-4,0.714,6,4.63,3,30.62,1,46.22,17,9.25,3.18,37,10.10
South Dakota,North Central AC,9-2,0.818,7,4.62,7,26.77,2,44.43,26,7.19,3.35,45,6.92
North Alabama,Gulf South,11-3,0.786,8,4.60,9,26.15,8,38.81,7,12.19,3.31,18,14.20
Cent Arkansas,Gulf South,11-3,0.786,9,4.47,6,27.03,3,42.83,19,9.05,3.27,26,12.72
Northwood MI,Great Lakes IAC,9-3,0.750,10,4.35,10,23.85,12,37.61,8,11.10,3.15,22,13.70
St Cloud,North Central AC,8-3,0.727,11,4.20,11,21.99,16,35.91,9,10.94,3.19,33,11.68
C Washington,Great Northwest,8-2,0.800,12,4.16,13,21.14,13,37.20,21,8.80,3.24,34,11.07
Washburn,Mid America IAA,9-3,0.750,13,4.11,17,19.34,7,39.35,39,4.85,3.20,12,15.23
C Missouri,Mid America IAA,7-3,0.700,14,4.06,14,20.87,14,37.00,22,8.73,3.35,42,8.96
Delta St,Gulf South,7-4,0.636,15,4.04,15,20.51,11,37.91,24,7.45,3.15,11,15.66
Valdosta St,Gulf South,9-3,0.750,16,4.02,16,19.54,20,34.41,14,9.99,3.10,27,12.68
Michigan Tech,Great Lakes IAC,6-3,0.667,17,3.99,12,21.16,21,33.80,6,12.22,3.21,23,13.55
Ashland,Great Lakes IAC,9-2,0.818,18,3.99,19,18.69,63,28.24,4,15.30,3.29,35,11.04
MO Western,Mid America IAA,9-3,0.750,19,3.95,18,18.76,26,33.44,12,10.18,3.25,31,12.43
MN Duluth,North Central AC,8-4,0.667,20,3.85,24,15.87,24,33.59,27,7.14,3.26,8,16.38
Presbyterian,South Atlantic,10-2,0.833,21,3.74,22,16.82,33,32.63,20,9.04,3.25,44,7.15
West Georgia,Gulf South,7-4,0.636,22,3.66,20,17.83,32,32.63,13,10.05,3.28,36,11.02
E Stroudsburg,Penn St AC,11-3,0.786,23,3.64,21,17.10,4,40.83,66,1.13,3.23,67,3.60
Bloomsburg,Penn St AC,11-1,0.917,24,3.51,31,13.17,19,34.42,47,3.61,3.17,89,-0.19
Carson-Newman,South Atlantic,8-2,0.800,25,3.49,23,16.05,17,34.49,28,6.42,3.11,82,1.64
Edinboro,Penn St AC,8-2,0.800,26,3.45,25,15.53,51,30.10,11,10.29,3.30,97,-2.22
West Chester,Penn St AC,8-4,0.667,27,3.33,29,13.83,25,33.50,36,5.19,3.26,51,5.57
Hillsdale,Great Lakes IAC,5-6,0.455,28,3.32,26,14.92,46,30.38,15,9.40,3.17,19,14.20
Indianapolis,Great Lakes IAC,6-5,0.545,29,3.31,32,12.57,64,28.12,16,9.30,3.09,20,13.82
W Texas A&M,Lone Star,10-2,0.833,30,3.22,41,9.51,22,33.75,75,0.61,3.13,54,5.16
Harding,Gulf South,6-5,0.545,31,3.21,33,12.12,69,27.74,18,9.23,3.24,30,12.56
S Arkansas,Gulf South,6-5,0.545,32,3.21,30,13.61,27,33.36,37,5.10,3.15,40,9.35
Winona St,Northern Sun,8-3,0.727,33,3.20,28,14.39,18,34.46,41,4.78,3.34,91,-0.43
Augustana SD,North Central AC,6-5,0.545,34,3.18,35,11.75,39,30.76,32,5.85,3.22,41,9.22
California PA,Penn St AC,8-2,0.800,35,3.13,34,11.94,29,33.11,45,3.69,3.36,101,-4.02
Arkansas Tech,Gulf South,7-3,0.700,36,3.09,47,8.69,42,30.63,54,2.91,3.13,39,9.37
