Team,,Record,,Rat,,Pwr,,Off,,Def,,HFA,SoS,
Alabama,Southeastern,14-1,0.933,1,9.61,1,76.21,3,64.91,1,39.04,2.58,2,57.49
Clemson,Atlantic Coast,14-1,0.933,2,9.06,6,68.67,4,64.61,18,31.79,2.61,20,54.71
Ohio St,Big 10,12-1,0.923,3,8.98,3,70.31,13,62.87,4,35.17,2.58,56,50.83
Stanford,Pac 12,12-2,0.857,4,8.92,2,70.57,8,63.92,6,34.39,2.65,8,55.57
Oklahoma,Big 12,11-2,0.846,5,8.89,5,69.10,6,64.40,15,32.44,2.76,26,54.07
Mississippi,Southeastern,10-3,0.769,6,8.81,4,69.13,11,62.96,8,33.90,2.78,28,53.78
TCU,Big 12,11-2,0.846,7,8.63,8,65.85,5,64.47,30,29.11,2.75,52,51.06
LSU,Southeastern,9-3,0.750,8,8.57,11,65.25,23,59.36,10,33.62,2.66,3,57.04
Baylor,Big 12,10-3,0.769,9,8.46,7,66.34,2,67.72,52,26.35,2.61,62,49.25
Mississippi St,Southeastern,9-4,0.692,10,8.43,12,64.93,15,61.98,23,30.68,2.66,23,54.59
Arkansas,Southeastern,8-5,0.615,11,8.42,9,65.58,14,62.70,24,30.61,2.62,6,56.19
Michigan St,Big 10,12-2,0.857,12,8.42,19,61.51,43,56.21,12,33.03,2.72,17,54.83
Oregon,Pac 12,9-4,0.692,13,8.38,13,64.24,1,68.06,74,23.92,2.55,11,55.21
Notre Dame,FBS Indep,10-3,0.769,14,8.37,16,62.87,17,61.54,32,29.06,2.77,10,55.35
Tennessee,Southeastern,9-4,0.692,15,8.37,10,65.49,19,60.88,16,32.34,2.57,33,52.81
Michigan,Big 10,10-3,0.769,16,8.31,14,64.11,33,57.10,5,34.75,2.68,34,52.77
Utah,Pac 12,10-3,0.769,17,8.28,18,61.58,39,56.75,13,32.56,2.65,13,55.11
USC,Pac 12,8-6,0.571,18,8.16,17,62.22,22,59.38,25,30.57,2.84,1,57.58
Georgia,Southeastern,10-3,0.769,19,8.14,24,60.38,55,54.80,11,33.31,2.62,55,50.83
North Carolina,Atlantic Coast,11-3,0.786,20,8.13,23,60.61,9,63.44,62,24.91,2.86,59,49.85
Florida St,Atlantic Coast,10-3,0.769,21,8.11,20,61.30,31,57.43,19,31.61,2.83,51,51.09
Florida,Southeastern,10-4,0.714,22,8.08,30,58.70,65,52.71,9,33.72,2.61,14,55.11
Wisconsin,Big 10,10-3,0.769,23,8.07,22,60.92,60,53.39,2,35.26,2.70,63,49.07
Iowa,Big 10,12-2,0.857,24,8.06,35,57.55,57,54.29,21,30.99,2.68,49,51.14
California,Pac 12,8-5,0.615,25,8.04,25,60.23,10,63.24,65,24.73,2.75,18,54.82
Auburn,Southeastern,7-6,0.538,26,8.03,21,61.09,35,57.02,17,31.81,2.52,5,56.44
Washington,Pac 12,7-6,0.538,27,8.03,15,62.97,41,56.71,7,33.99,2.73,25,54.18
Texas A&M,Southeastern,8-5,0.615,28,8.01,28,59.68,37,56.86,26,30.56,2.60,16,55.03
Houston,American Athletic,13-1,0.929,29,7.97,34,57.57,29,57.91,44,27.39,2.70,93,42.58
UCLA,Pac 12,8-5,0.615,30,7.95,26,60.03,27,58.67,31,29.09,2.58,9,55.57
Oklahoma St,Big 12,10-3,0.769,31,7.93,38,56.47,21,59.97,68,24.22,2.75,46,51.60
Washington St,Pac 12,9-4,0.692,32,7.88,36,57.19,34,57.09,42,27.83,2.70,30,53.34
West Virginia,Big 12,8-5,0.615,33,7.88,27,59.82,25,58.92,33,28.63,2.76,38,52.33
Navy,American Athletic,11-2,0.846,34,7.76,41,56.09,36,57.00,47,26.82,2.85,82,44.62
Louisville,Atlantic Coast,8-5,0.615,35,7.75,31,57.62,46,55.84,29,29.52,2.72,31,53.13
BYU,FBS Indep,9-4,0.692,36,7.71,37,56.57,28,57.94,51,26.37,2.78,65,48.06
WKU,Conference USA,12-2,0.857,37,7.68,39,56.15,12,62.92,87,20.96,2.84,91,43.16
Arizona St,Pac 12,6-7,0.462,38,7.66,33,57.59,18,61.39,73,23.93,2.66,19,54.73
Boise St,Mountain West,9-4,0.692,39,7.63,29,59.40,24,59.01,38,28.13,2.58,88,43.49
Northwestern,Big 10,10-3,0.769,40,7.60,57,51.53,93,48.21,20,31.05,2.69,37,52.48
Pittsburgh,Atlantic Coast,8-5,0.615,41,7.58,46,54.40,49,55.22,46,26.91,2.61,29,53.60
Miami FL,Atlantic Coast,8-5,0.615,42,7.56,48,54.07,61,53.29,35,28.51,2.69,40,52.31
Arizona,Pac 12,7-6,0.538,43,7.48,43,55.05,16,61.66,85,21.12,2.74,43,51.92
Memphis,American Athletic,9-4,0.692,44,7.48,47,54.16,32,57.33,66,24.56,2.82,72,46.07
Virginia Tech,Atlantic Coast,7-6,0.538,45,7.44,42,55.41,48,55.22,39,27.92,2.66,54,50.86
Nebraska,Big 10,6-7,0.462,46,7.43,32,57.61,26,58.90,50,26.44,2.56,47,51.38
Toledo,Mid-American,10-2,0.833,47,7.42,53,52.93,50,55.12,56,25.54,2.65,89,43.24
San Diego St,Mountain West,11-3,0.786,48,7.40,44,54.70,73,51.57,22,30.87,2.64,107,41.14
NC State,Atlantic Coast,7-6,0.538,49,7.38,45,54.60,38,56.79,55,25.54,2.67,61,49.70
Texas Tech,Big 12,7-6,0.538,50,7.35,56,51.79,7,64.27,119,15.26,2.80,27,53.94
Duke,Atlantic Coast,8-5,0.615,51,7.33,49,53.73,40,56.72,64,24.74,2.63,68,47.42
Kansas St,Big 12,6-7,0.462,52,7.32,51,53.62,45,55.87,58,25.48,2.59,36,52.49
Texas,Big 12,5-7,0.417,53,7.31,52,53.07,63,52.89,41,27.91,2.68,15,55.05
Missouri,Southeastern,5-7,0.417,54,7.27,50,53.71,99,46.25,3,35.19,2.57,35,52.77
Penn St,Big 10,7-6,0.538,55,7.26,55,52.16,81,50.27,28,29.63,2.77,45,51.81
Georgia Tech,Atlantic Coast,3-9,0.250,56,7.22,40,56.11,47,55.42,36,28.42,2.71,39,52.32
Temple,American Athletic,10-4,0.714,57,7.15,66,50.00,87,49.19,34,28.54,2.87,83,44.58
Bowling Green,Mid-American,10-4,0.714,58,7.12,63,50.57,30,57.49,89,20.82,2.76,77,44.95
Minnesota,Big 10,6-7,0.462,59,7.11,59,51.27,77,51.09,40,27.92,2.57,44,51.89
Indiana,Big 10,6-7,0.462,60,7.08,60,51.14,20,60.00,100,18.87,2.62,48,51.18
South Florida,American Athletic,8-5,0.615,61,7.08,64,50.36,69,52.26,54,25.83,2.82,80,44.88
Virginia,Atlantic Coast,4-8,0.333,62,7.07,61,51.02,64,52.83,53,25.93,2.60,24,54.20
Ga Southern,Sun Belt,9-4,0.692,63,7.06,58,51.29,56,54.71,67,24.32,2.73,105,41.21
South Carolina,Southeastern,3-9,0.250,64,7.05,54,52.68,62,53.28,45,27.14,2.54,21,54.68
Louisiana Tech,Conference USA,9-4,0.692,65,7.02,62,50.63,51,55.04,75,23.32,2.72,111,40.20
Air Force,Mountain West,8-6,0.571,66,6.98,65,50.32,53,54.90,76,23.15,2.77,85,44.55
Kentucky,Southeastern,5-7,0.417,67,6.96,69,49.59,68,52.35,61,24.97,2.63,60,49.85
Appalachian St,Sun Belt,11-2,0.846,68,6.93,78,48.13,72,51.85,70,24.01,2.66,127,37.27
Illinois,Big 10,5-7,0.417,69,6.93,70,49.14,82,50.12,48,26.75,2.75,50,51.10
Marshall,Conference USA,10-3,0.769,70,6.91,68,49.66,78,50.83,49,26.57,2.77,128,36.27
W Michigan,Mid-American,8-5,0.615,71,6.88,73,48.59,54,54.82,81,21.51,2.68,87,43.97
Southern Miss,Conference USA,9-5,0.643,72,6.88,76,48.41,52,54.93,84,21.21,2.73,112,40.14
Vanderbilt,Southeastern,4-8,0.333,73,6.86,80,47.65,108,45.14,27,30.25,2.64,32,53.07
Iowa St,Big 12,3-9,0.250,74,6.82,72,48.82,66,52.54,71,24.01,2.72,7,55.59
Syracuse,Atlantic Coast,4-8,0.333,75,6.80,75,48.45,70,52.22,72,23.96,2.77,53,51.01
Maryland,Big 10,3-9,0.250,76,6.76,71,48.83,59,53.70,77,22.86,2.60,22,54.62
Utah St,Mountain West,6-7,0.462,77,6.75,77,48.36,76,51.10,60,24.99,2.73,67,47.68
Colorado,Pac 12,4-9,0.308,78,6.75,74,48.56,79,50.78,57,25.52,2.70,57,50.58
Cincinnati,American Athletic,7-6,0.538,79,6.73,81,46.28,58,54.20,94,19.81,2.81,86,44.06
Boston College,Atlantic Coast,3-9,0.250,80,6.71,67,49.95,105,45.23,14,32.45,2.53,66,47.74
Arkansas St,Sun Belt,9-4,0.692,81,6.66,82,45.78,44,56.17,109,17.34,2.78,117,39.37
East Carolina,American Athletic,5-7,0.417,82,6.63,79,47.95,75,51.48,69,24.20,2.60,74,46.01
MTSU,Conference USA,7-6,0.538,83,6.51,84,45.20,67,52.38,90,20.55,2.79,108,40.97
Rutgers,Big 10,4-8,0.333,84,6.48,86,44.35,71,51.91,92,20.17,2.65,58,50.08
Wake Forest,Atlantic Coast,3-9,0.250,85,6.48,85,45.12,111,44.46,37,28.39,2.69,42,52.13
C Michigan,Mid-American,7-6,0.538,86,6.47,87,44.22,98,46.91,59,25.04,2.69,94,42.54
Oregon St,Pac 12,2-10,0.167,87,6.46,83,45.28,80,50.52,80,22.49,2.53,4,56.58
N Illinois,Mid-American,8-6,0.571,88,6.41,92,42.93,84,49.44,83,21.23,2.70,90,43.19
Colorado St,Mountain West,7-6,0.538,89,6.41,91,43.13,83,49.81,86,21.05,2.65,106,41.14
San Jose St,Mountain West,6-7,0.462,90,6.39,88,43.95,88,49.00,78,22.68,2.70,81,44.76
Connecticut,American Athletic,6-7,0.462,91,6.37,93,42.30,123,42.25,43,27.78,2.73,70,46.20
Nevada,Mountain West,7-6,0.538,92,6.34,90,43.17,91,48.36,79,22.55,2.59,97,42.28
Purdue,Big 10,2-10,0.167,93,6.28,89,43.89,74,51.52,93,20.10,2.48,41,52.17
Tulsa,American Athletic,6-7,0.462,94,6.27,94,41.77,42,56.46,122,13.04,2.58,75,45.74
Ohio,Mid-American,8-5,0.615,95,6.24,96,40.55,97,46.95,82,21.34,2.73,115,39.99
Akron,Mid-American,8-5,0.615,96,6.22,95,41.11,116,43.98,63,24.86,2.68,123,38.65
New Mexico,Mountain West,7-6,0.538,97,6.17,98,39.80,89,48.94,102,18.59,2.66,114,40.08
Troy,Sun Belt,4-8,0.333,98,5.85,97,40.31,92,48.32,95,19.72,2.64,92,42.82
Buffalo,Mid-American,5-7,0.417,99,5.77,100,37.88,95,47.22,103,18.40,2.71,121,38.83
UNLV,Mountain West,3-9,0.250,100,5.75,99,38.36,86,49.39,115,16.70,2.66,84,44.58
