Team,,Record,,Rat,,Pwr,,Off,,Def,,HFA,SoS,
Mt Union,Ohio AC,15-0,1.000,1,4.97,1,27.69,1,45.58,4,9.84,2.82,36,-11.56
St Thomas MN,Minnesota IAC,14-1,0.933,2,4.39,2,23.08,2,41.88,5,8.93,2.96,17,-5.71
WI Whitewater,Wisconsin IAC,12-2,0.857,3,3.92,3,17.47,6,35.10,3,10.10,2.81,14,-4.02
Linfield,Northwest,12-1,0.923,4,3.59,4,14.47,5,36.02,8,6.19,2.91,42,-12.98
Amherst,NESCAC,8-0,1.000,5,3.49,7,10.83,22,27.82,1,10.75,2.73,10,-0.69
WI Oshkosh,Wisconsin IAC,11-2,0.846,6,3.41,5,14.14,7,33.69,6,8.18,2.87,27,-10.18
M Hardin-Baylor,American SW,11-2,0.846,7,3.22,6,13.18,3,38.25,16,2.66,2.78,48,-13.71
Trinity CT,NESCAC,7-1,0.875,8,3.20,9,9.66,29,26.73,2,10.66,2.70,11,-0.89
St John's MN,Minnesota IAC,10-2,0.833,9,3.13,8,9.76,13,30.40,7,7.09,2.91,19,-7.55
WI Platteville,Wisconsin IAC,8-2,0.800,10,2.77,11,6.00,11,31.39,17,2.34,2.73,16,-5.32
Wesley DE,New Jersey A.C.,11-2,0.846,11,2.76,10,6.52,4,37.61,39,-3.35,2.54,44,-13.15
Wheaton IL,Ill & Wisc,11-1,0.917,12,2.70,12,4.34,23,27.57,11,4.50,2.79,46,-13.32
Middlebury,NESCAC,5-3,0.625,13,2.54,13,3.98,21,27.87,13,3.84,2.64,5,0.46
Wesleyan CT,NESCAC,5-3,0.625,14,2.47,14,3.83,31,25.56,9,6.00,2.64,7,-0.46
Tufts,NESCAC,6-2,0.750,15,2.42,23,0.05,27,27.08,21,0.70,2.63,8,-0.49
N Central IL,Ill & Wisc,7-3,0.700,16,2.29,15,3.24,10,31.64,30,-0.67,2.67,32,-11.08
Wabash,North Coast AC,12-1,0.923,17,2.27,24,0.03,36,24.59,15,3.17,2.82,115,-20.63
Wartburg,American Rivers,9-1,0.900,18,2.26,20,0.63,16,28.95,29,-0.59,2.70,50,-13.76
Thomas More,Presidents' AC,11-1,0.917,19,2.26,19,0.72,9,31.93,40,-3.48,2.94,119,-20.91
