parameter,rhat_pct,max_rhat,min_rhat,mean_ess,model_name,league
sigma_a,1,1.0001679586071488,1.0001679586071488,7956.239083510082,model_1,FBS
sigma_m,1,0.9996980618822332,0.9996980618822332,8007.763159173676,model_1,FBS
sigma_t,1,1.0002027000702736,1.0002027000702736,4447.2840974172605,model_1,FBS
theta,1,1.0028679440669357,0.9993625304389973,4911.36765432884,model_1,FBS
alpha_intercept,1,1.0009336184214337,1.0009336184214337,2969.4305630246126,model_2,FBS
alpha_trend,1,1.0004715232159616,1.0004715232159616,3069.9416053099276,model_2,FBS
sigma_ai,1,0.9997464724086254,0.9997464724086254,7579.571638317935,model_2,FBS
sigma_at,1,1.0004416898542063,1.0004416898542063,6457.61545236686,model_2,FBS
sigma_m,1,0.9999540311607132,0.9999540311607132,6579.916053628113,model_2,FBS
sigma_t,1,1.00060106680665,1.00060106680665,3249.9453099624857,model_2,FBS
theta,1,1.002628839235549,0.9993790179424644,4615.929584291295,model_2,FBS
alpha,1,1.0006849858281504,0.9995033185454986,7382.080662312651,model_3,FBS
sigma_a,1,0.9998952488249884,0.9998952488249884,5785.32432966228,model_3,FBS
sigma_m,1,0.9997658131794008,0.9997658131794008,5710.2314569528735,model_3,FBS
sigma_t,1,1.0003522043853408,1.0003522043853408,3687.629690542144,model_3,FBS
theta,1,1.0031033691209137,0.9993890762408176,4705.757736317733,model_3,FBS
alpha,1,0.9997321502863108,0.9997321502863108,5038.928159681982,model_1,FCS
sigma_a,1,0.999696328859742,0.999696328859742,6779.59588394216,model_1,FCS
sigma_m,1,1.0012462367951225,1.0012462367951225,5137.899630946081,model_1,FCS
sigma_t,1,1.001726751675828,1.001726751675828,2211.4712789399723,model_1,FCS
theta,1,1.0041777137482717,0.9993764851419744,3384.274954362042,model_1,FCS
alpha_intercept,1,0.9998421250298388,0.9998421250298388,3112.213749071939,model_2,FCS
alpha_trend,1,0.9996821188584292,0.9996821188584292,2965.2725242539723,model_2,FCS
sigma_ai,1,1.0002484093240172,1.0002484093240172,6819.378283169772,model_2,FCS
sigma_at,1,0.9999170098218229,0.9999170098218229,6302.034024292287,model_2,FCS
sigma_m,1,0.9998865797847246,0.9998865797847246,5981.303999542666,model_2,FCS
sigma_t,1,1.0006876140973722,1.0006876140973722,2960.773183334413,model_2,FCS
theta,1,1.0031807099925172,0.9993705213787132,4157.260178046621,model_2,FCS
alpha,1,1.0006560673519702,0.9994615514620429,6702.737503149061,model_3,FCS
sigma_a,1,1.0004068234320194,1.0004068234320194,4874.755719059966,model_3,FCS
sigma_m,1,0.9996447014577372,0.9996447014577372,4554.116545011134,model_3,FCS
sigma_t,1,1.0011856183382102,1.0011856183382102,2638.729031250113,model_3,FCS
theta,1,1.0042763730236923,0.9993586587601808,3614.589974969272,model_3,FCS
alpha,1,0.9998218927175604,0.9998218927175604,10521.377470027595,model_1,FL
sigma_a,1,0.999755606483354,0.999755606483354,9431.819952038326,model_1,FL
sigma_m,1,1.0007179262291763,1.0007179262291763,4106.302589704117,model_1,FL
sigma_t,1,1.0010635718598817,1.0010635718598817,2971.263368140318,model_1,FL
theta,1,1.0059123990652392,0.9993791986671924,4067.706009112024,model_1,FL
alpha_intercept,1,1.0004426860245317,1.0004426860245317,5459.006584028053,model_2,FL
alpha_trend,1,1.0003309214045235,1.0003309214045235,4899.6520038111385,model_2,FL
sigma_ai,1,1.0000375593773654,1.0000375593773654,7969.510719536449,model_2,FL
sigma_at,1,0.9994898383279164,0.9994898383279164,6422.408241584269,model_2,FL
sigma_m,1,1.0001201836581903,1.0001201836581903,4154.915522216994,model_2,FL
sigma_t,1,0.9995146116299788,0.9995146116299788,2695.2305809139357,model_2,FL
theta,1,1.0042793399213368,0.9993979622162306,4110.871951032596,model_2,FL
alpha,1,1.0007702176051207,0.9994580315554192,11243.236652311316,model_3,FL
sigma_a,1,0.9999271546426852,0.9999271546426852,6703.886589209938,model_3,FL
sigma_m,1,1.0002096370289506,1.0002096370289506,4500.442026783161,model_3,FL
sigma_t,1,0.999689277234999,0.999689277234999,3674.9303446539143,model_3,FL
theta,1,1.0048884654473031,0.9993601137476092,4139.762215322613,model_3,FL
alpha,1,0.9996376309566108,0.9996376309566108,10256.249431614147,model_1,GA
sigma_a,1,0.9997308782036848,0.9997308782036848,7518.371471638613,model_1,GA
sigma_m,1,1.0003088352811984,1.0003088352811984,4586.466576389437,model_1,GA
sigma_t,1,1.0010139781523226,1.0010139781523226,4261.432927811989,model_1,GA
theta,1,1.0053964062917888,0.9993593267159772,4521.395436627558,model_1,GA
alpha_intercept,1,0.9999193164949556,0.9999193164949556,5705.609238780667,model_2,GA
alpha_trend,1,1.0000222363947977,1.0000222363947977,5278.297316313748,model_2,GA
sigma_ai,1,0.9996268872459172,0.9996268872459172,8783.640017003865,model_2,GA
sigma_at,1,1.0004505100043752,1.0004505100043752,6661.497120321804,model_2,GA
sigma_m,1,0.9998202405799528,0.9998202405799528,4471.99876935057,model_2,GA
sigma_t,1,0.9996495910222888,0.9996495910222888,5395.52052645178,model_2,GA
theta,1,1.006939921556629,0.999378073848502,4690.987664150068,model_2,GA
alpha,1,0.9999529458603874,0.9994818232717958,12237.284148728602,model_3,GA
sigma_a,1,0.9998608867860886,0.9998608867860886,8003.496812790884,model_3,GA
sigma_m,1,0.9998679805126758,0.9998679805126758,5214.9132400020435,model_3,GA
sigma_t,1,0.9998341274894594,0.9998341274894594,5161.892428061529,model_3,GA
theta,1,1.0044439052799576,0.9993693938096948,4660.340623341556,model_3,GA
alpha,1,1.0003439538770955,1.0003439538770955,6318.245292115549,model_1,HI
sigma_a,1,0.9998020843671468,0.9998020843671468,6499.996911281465,model_1,HI
sigma_m,1,0.9997736806924438,0.9997736806924438,3740.308930395214,model_1,HI
sigma_t,1,1.0002973867136598,1.0002973867136598,1725.9956187928556,model_1,HI
theta,1,1.0077584595182376,0.9995779473117246,1453.2379081688514,model_1,HI
alpha_intercept,1,0.9995121687658732,0.9995121687658732,2856.0568173953725,model_2,HI
alpha_trend,1,0.9995782460404132,0.9995782460404132,2806.6893424459777,model_2,HI
sigma_ai,1,1.0001026034926204,1.0001026034926204,5844.373145104712,model_2,HI
sigma_at,1,1.0000775871132843,1.0000775871132843,5845.512610150817,model_2,HI
sigma_m,1,1.0005190301607656,1.0005190301607656,3085.4313856516733,model_2,HI
sigma_t,1,1.0017316589682743,1.0017316589682743,1343.1317027176267,model_2,HI
theta,1,1.0084123005260262,0.9995176274010804,1256.845292551361,model_2,HI
alpha,1,1.000876057678997,0.99950555427624,5561.039558325748,model_3,HI
sigma_a,1,1.0012771305015538,1.0012771305015538,2281.7778426073346,model_3,HI
sigma_m,1,1.0001030921866314,1.0001030921866314,4049.548450972076,model_3,HI
sigma_t,1,1.003824493143186,1.003824493143186,1651.309055167745,model_3,HI
theta,1,1.0084611184965155,0.9997848042006688,1413.008149711426,model_3,HI
alpha,1,0.9996671697873756,0.9996671697873756,6782.524954312212,model_1,IA
sigma_a,1,1.0001528157450386,1.0001528157450386,5935.615464193696,model_1,IA
sigma_m,1,1.000574165177299,1.000574165177299,4194.7111459552725,model_1,IA
sigma_t,1,0.9994749671754384,0.9994749671754384,6482.947334799721,model_1,IA
theta,1,1.0022604121325842,0.9993517470357934,6421.981670860676,model_1,IA
alpha_intercept,1,0.9998041189765624,0.9998041189765624,5336.244555349491,model_2,IA
alpha_trend,1,1.000007496971559,1.000007496971559,5501.506937925897,model_2,IA
sigma_ai,1,1.0001406816467115,1.0001406816467115,6340.078831590802,model_2,IA
sigma_at,1,1.0000280767240692,1.0000280767240692,5559.84098825837,model_2,IA
sigma_m,1,1.0001759484746835,1.0001759484746835,5076.900103866731,model_2,IA
sigma_t,1,0.9995713131918595,0.9995713131918595,4255.636901908674,model_2,IA
theta,1,1.0055280621844784,0.9993598389286502,3573.5547975490067,model_2,IA
alpha,1,1.0007989623323978,0.9994422188214328,8621.257331591267,model_3,IA
sigma_a,1,0.999889013188948,0.999889013188948,5486.6072671846105,model_3,IA
sigma_m,1,1.0003866085899793,1.0003866085899793,4735.286497512506,model_3,IA
sigma_t,1,1.0000217833513203,1.0000217833513203,6142.437581590077,model_3,IA
theta,1,1.0028019043349783,0.9993829904763996,4926.949005292781,model_3,IA
alpha,1,0.9995494020038748,0.9995494020038748,9124.522344144834,model_1,ID
sigma_a,1,1.0000913135887732,1.0000913135887732,7599.363066638525,model_1,ID
sigma_m,1,1.000612444124668,1.000612444124668,4284.266000951982,model_1,ID
sigma_t,1,1.0015403467238224,1.0015403467238224,2922.911158224064,model_1,ID
theta,1,1.007181051893318,0.9995073920448414,2007.4236936884024,model_1,ID
alpha_intercept,1,1.0017314582442671,1.0017314582442671,3384.6945182935883,model_2,ID
alpha_trend,1,1.0017652314775445,1.0017652314775445,3147.089443456877,model_2,ID
sigma_ai,1,1.0004959360746373,1.0004959360746373,5978.309450384365,model_2,ID
sigma_at,1,0.999674632370548,0.999674632370548,6497.9084268256875,model_2,ID
sigma_m,1,1.0008075127960665,1.0008075127960665,4212.936216975447,model_2,ID
sigma_t,1,1.0031810844135782,1.0031810844135782,2521.8809180472704,model_2,ID
theta,1,1.0086044980132565,0.9997404082718642,1696.726152571916,model_2,ID
alpha,1,1.0019436502964638,0.9994736423472544,7361.39073661943,model_3,ID
sigma_a,1,1.0033953497786865,1.0033953497786865,2570.292914361562,model_3,ID
sigma_m,1,1.0000544177010158,1.0000544177010158,3839.460194065751,model_3,ID
sigma_t,1,1.0002863991320694,1.0002863991320694,2824.8136321954717,model_3,ID
theta,1,1.0051503375633402,0.9994621402991432,1936.2995629679713,model_3,ID
alpha,1,0.9996922796119144,0.9996922796119144,10734.216455241283,model_1,IL
sigma_a,1,1.0002421229861034,1.0002421229861034,7242.009737998133,model_1,IL
sigma_m,1,1.000139428600798,1.000139428600798,4384.038041586245,model_1,IL
sigma_t,1,1.0026952702543372,1.0026952702543372,2663.318241171648,model_1,IL
theta,1,1.0057057917958327,0.9994047654301372,3490.8847415712144,model_1,IL
alpha_intercept,1,0.9999115927409964,0.9999115927409964,4790.75203956341,model_2,IL
alpha_trend,1,1.000358890637012,1.000358890637012,4717.237944140259,model_2,IL
sigma_ai,1,1.0002083489629878,1.0002083489629878,7283.236846618306,model_2,IL
sigma_at,1,1.000100865697838,1.000100865697838,6040.309399621152,model_2,IL
sigma_m,1,1.0013585805332643,1.0013585805332643,4499.516370183395,model_2,IL
sigma_t,1,1.001338109741258,1.001338109741258,3438.909214547586,model_2,IL
theta,1,1.0055771785132837,0.9993923874381327,3627.5812340103753,model_2,IL
alpha,1,1.0009677450593402,0.999525049443613,7967.309103092338,model_3,IL
sigma_a,1,0.9995756064379394,0.9995756064379394,5767.495262685955,model_3,IL
sigma_m,1,1.0004018131160823,1.0004018131160823,4284.0940589134,model_3,IL
sigma_t,1,0.999720641347008,0.999720641347008,3827.25085767551,model_3,IL
theta,1,1.003983541336198,0.9993704552517026,4758.950714005033,model_3,IL
alpha,1,1.000272964520272,1.000272964520272,6847.967746772991,model_1,IN
sigma_a,1,0.9996976489582124,0.9996976489582124,6027.528011498615,model_1,IN
sigma_m,1,0.9996959706391152,0.9996959706391152,4481.182702252795,model_1,IN
sigma_t,1,0.9997504071129932,0.9997504071129932,6730.574044201478,model_1,IN
theta,1,1.0017733699576308,0.99937330401915,6369.660732649804,model_1,IN
alpha_intercept,1,0.9997601510226344,0.9997601510226344,7786.414567110204,model_2,IN
alpha_trend,1,0.999975861189684,0.999975861189684,7499.760633971242,model_2,IN
sigma_ai,1,0.9996112395287826,0.9996112395287826,8560.567887309613,model_2,IN
sigma_at,1,0.9998071233893252,0.9998071233893252,6416.827018589032,model_2,IN
sigma_m,1,0.9999756399787632,0.9999756399787632,4934.709667162272,model_2,IN
sigma_t,1,1.000122336278556,1.000122336278556,3218.127500322252,model_2,IN
theta,1,1.0039145401412024,0.9993971787970644,3489.0735821933445,model_2,IN
alpha,1,1.0000470542949047,0.9994301515216876,12960.679557097132,model_3,IN
sigma_a,1,1.0000289790857726,1.0000289790857726,6592.332062664292,model_3,IN
sigma_m,1,1.0002862753374249,1.0002862753374249,4089.6206052205534,model_3,IN
sigma_t,1,1.001825759645655,1.001825759645655,3260.216088223961,model_3,IN
theta,1,1.0040841590576146,0.9993847091983924,3695.1637662820126,model_3,IN
alpha,1,0.9995561635821264,0.9995561635821264,12518.482318195816,model_1,KS
sigma_a,1,0.9998306113373072,0.9998306113373072,8315.440118281307,model_1,KS
sigma_m,1,1.000078372405924,1.000078372405924,5064.133831422174,model_1,KS
sigma_t,1,0.9996936304839796,0.9996936304839796,4064.249998641225,model_1,KS
theta,1,1.003510351817584,0.999415268117838,3710.906453923168,model_1,KS
alpha_intercept,1,1.0007178079010275,1.0007178079010275,2695.8994834385267,model_2,KS
alpha_trend,1,1.0010326616363616,1.0010326616363616,2670.1614902783313,model_2,KS
sigma_ai,1,1.0003518178972717,1.0003518178972717,4951.861625815391,model_2,KS
sigma_at,1,0.9995604584315466,0.9995604584315466,5203.51828846881,model_2,KS
sigma_m,1,1.0007273794847522,1.0007273794847522,4251.654494130499,model_2,KS
sigma_t,1,1.002274765071197,1.002274765071197,1920.65639476487,model_2,KS
theta,1,1.0107238192560162,0.9994880987420536,1672.1408898834836,model_2,KS
alpha,1,1.0017973757822722,0.9994167432873768,6631.502572763612,model_3,KS
sigma_a,1,0.9999648672038476,0.9999648672038476,3944.665152091437,model_3,KS
sigma_m,1,1.0006153483133975,1.0006153483133975,4174.091436334851,model_3,KS
sigma_t,1,1.0015701963017074,1.0015701963017074,2766.979546847095,model_3,KS
theta,1,1.0071771988180225,0.9994324247424148,2274.9989471022186,model_3,KS
alpha,1,0.9995917143161824,0.9995917143161824,7929.546718433155,model_1,KY
sigma_a,1,0.9999084350458268,0.9999084350458268,5790.881286011386,model_1,KY
sigma_m,1,1.0002376365153087,1.0002376365153087,4690.280010977322,model_1,KY
sigma_t,1,0.9998146143095654,0.9998146143095654,5257.165873959881,model_1,KY
theta,1,1.0059387431399078,0.9993883758336218,2593.8977858770945,model_1,KY
alpha_intercept,1,1.0005119764641432,1.0005119764641432,3814.7064073864663,model_2,KY
alpha_trend,1,1.0013676373203937,1.0013676373203937,3758.4732403256007,model_2,KY
sigma_ai,1,0.999709633273886,0.999709633273886,7111.967730152404,model_2,KY
sigma_at,1,0.9999984658644038,0.9999984658644038,6170.458159381119,model_2,KY
sigma_m,1,0.999882584349352,0.999882584349352,5590.24088600361,model_2,KY
sigma_t,1,0.9997156842563726,0.9997156842563726,4493.5097000997,model_2,KY
theta,1,1.0118472516136288,0.9994292599189856,2340.11459571131,model_2,KY
alpha,1,1.0004893852526189,0.9994138935815654,6395.562761348635,model_3,KY
sigma_a,1,1.0001415395867337,1.0001415395867337,5014.669559096022,model_3,KY
sigma_m,1,0.9998042501813728,0.9998042501813728,5624.610426796218,model_3,KY
sigma_t,1,1.001917356004178,1.001917356004178,3293.1980201731185,model_3,KY
theta,1,1.0070918937369024,0.999407991654146,1805.6840563206977,model_3,KY
alpha,1,0.9997025917614416,0.9997025917614416,10123.799046164297,model_1,LA
sigma_a,1,1.000135617717212,1.000135617717212,6417.735091569045,model_1,LA
sigma_m,1,1.0002168578400272,1.0002168578400272,5026.982170498894,model_1,LA
sigma_t,1,1.000029899388449,1.000029899388449,4488.584166617278,model_1,LA
theta,1,1.0068299820721296,0.9993853427616458,4163.145939352636,model_1,LA
alpha_intercept,1,1.000362324025618,1.000362324025618,6626.125174363832,model_2,LA
alpha_trend,1,1.0001755599814734,1.0001755599814734,6120.553548803892,model_2,LA
sigma_ai,1,1.0004782542127617,1.0004782542127617,7541.691700990815,model_2,LA
sigma_at,1,0.9996134131395328,0.9996134131395328,6017.736465404403,model_2,LA
sigma_m,1,1.0001174198322451,1.0001174198322451,4835.025553364069,model_2,LA
sigma_t,1,0.999620698743208,0.999620698743208,4856.123228198347,model_2,LA
theta,1,1.0035690385572411,0.9993781290450354,4356.021697414764,model_2,LA
alpha,1,1.0001713764646427,0.9994448831158044,10278.63171080665,model_3,LA
sigma_a,1,0.999885402975616,0.999885402975616,6106.598072009947,model_3,LA
sigma_m,1,1.0000685977485286,1.0000685977485286,5381.091622093518,model_3,LA
sigma_t,1,0.9994816055858536,0.9994816055858536,5392.48232620211,model_3,LA
theta,1,1.0023350873503474,0.9993497371084068,5127.1842988096005,model_3,LA
alpha,1,0.999927158269142,0.999927158269142,11382.251212574814,model_1,MA
sigma_a,1,0.9996460689700046,0.9996460689700046,7744.226116219885,model_1,MA
sigma_m,1,0.9997777663594266,0.9997777663594266,3593.922275872668,model_1,MA
sigma_t,1,1.0002399743116612,1.0002399743116612,3392.971071274079,model_1,MA
theta,1,1.0029723494883656,0.9993739631568954,5555.551738787753,model_1,MA
alpha_intercept,1,1.0004346403322182,1.0004346403322182,6653.10409324756,model_2,MA
alpha_trend,1,1.0003828776596138,1.0003828776596138,6898.084042534929,model_2,MA
sigma_ai,1,0.9994999249629964,0.9994999249629964,8034.438213414656,model_2,MA
sigma_at,1,1.0000198998556071,1.0000198998556071,5992.195512958625,model_2,MA
sigma_m,1,0.9999006411308142,0.9999006411308142,4372.45760664734,model_2,MA
sigma_t,1,1.001097706032372,1.001097706032372,3250.7906093781303,model_2,MA
theta,1,1.003287784437822,0.999383897964012,5340.139176197182,model_2,MA
alpha,1,1.0007076817280256,0.9993727730598352,6802.14257761669,model_3,MA
sigma_a,1,1.0003724964980103,1.0003724964980103,4986.627405645833,model_3,MA
sigma_m,1,0.9995796233676134,0.9995796233676134,3785.667635154069,model_3,MA
sigma_t,1,1.000235236120263,1.000235236120263,2800.1217999870632,model_3,MA
theta,1,1.006306759588309,0.999392434389361,3655.346603061853,model_3,MA
alpha,1,0.9996463299323372,0.9996463299323372,5596.3502905276955,model_1,MD
sigma_a,1,1.000024077053361,1.000024077053361,5298.1655748769335,model_1,MD
sigma_m,1,1.0001326131515913,1.0001326131515913,4573.366377966552,model_1,MD
sigma_t,1,1.0006230714144242,1.0006230714144242,2887.0170510288644,model_1,MD
theta,1,1.0104028376665513,0.9994936094874396,1612.1691510988112,model_1,MD
alpha_intercept,1,1.0000415941339955,1.0000415941339955,3244.7798071633265,model_2,MD
alpha_trend,1,1.000789448945543,1.000789448945543,3086.160432919807,model_2,MD
sigma_ai,1,0.99977209986959,0.99977209986959,5969.317905311727,model_2,MD
sigma_at,1,0.999505006460794,0.999505006460794,5244.500460653088,model_2,MD
sigma_m,1,1.0005877584936136,1.0005877584936136,3866.455330733987,model_2,MD
sigma_t,1,1.0004191688657609,1.0004191688657609,4327.620314497811,model_2,MD
theta,1,1.0105935838271085,0.9994455085662608,1995.2305369410833,model_2,MD
alpha,1,1.0014418600064767,0.9996734492356474,4893.29624177203,model_3,MD
sigma_a,1,1.001418008205174,1.001418008205174,3521.015583880468,model_3,MD
sigma_m,1,0.9998972843796416,0.9998972843796416,4683.3253448764335,model_3,MD
sigma_t,1,1.00017403957933,1.00017403957933,3089.0049674711954,model_3,MD
theta,1,1.0145632898322825,0.9995469242161756,1567.213274693168,model_3,MD
alpha,1,1.0005071607642568,1.0005071607642568,4482.291082412185,model_1,ME
sigma_a,1,1.0002586167684755,1.0002586167684755,4545.501697168913,model_1,ME
sigma_m,1,1.000612161900509,1.000612161900509,4292.961163417652,model_1,ME
sigma_t,1,1.0020695444232974,1.0020695444232974,2581.0291093703245,model_1,ME
theta,1,1.0201189335015868,0.9999811353964208,872.4857562208649,model_1,ME
